"Status","Year","Parent_department","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Land Registry","London","Female","Heterosexual / straight","120","110","41590","37290"
"In post","2021","HM Land Registry","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","HM Land Registry","London","Female","Unknown","60","60","35790","30600"
"In post","2021","HM Land Registry","London","Male","Heterosexual / straight","95","90","44400","37290"
"In post","2021","HM Land Registry","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","HM Land Registry","London","Male","Unknown","55","50","43110","37290"
"In post","2021","HM Land Registry","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","Female","Heterosexual / straight","2055","1805","30480","27130"
"In post","2021","HM Land Registry","Outside London","Female","LGBO","55","55","27560","22350"
"In post","2021","HM Land Registry","Outside London","Female","Undeclared","410","345","31390","27130"
"In post","2021","HM Land Registry","Outside London","Female","Unknown","1085","970","27410","27130"
"In post","2021","HM Land Registry","Outside London","Male","Heterosexual / straight","1280","1210","32900","31740"
"In post","2021","HM Land Registry","Outside London","Male","LGBO","80","80","29760","27130"
"In post","2021","HM Land Registry","Outside London","Male","Undeclared","245","225","34020","33840"
"In post","2021","HM Land Registry","Outside London","Male","Unknown","760","725","29100","27130"
"In post","2021","HM Land Registry","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","London","Female","Heterosexual / straight","2450","2290","43200","36160"
"In post","2021","HM Revenue and Customs","London","Female","LGBO","130","120","43490","36160"
"In post","2021","HM Revenue and Customs","London","Female","Undeclared","380","350","41190","36160"
"In post","2021","HM Revenue and Customs","London","Female","Unknown","1315","1215","38830","36160"
"In post","2021","HM Revenue and Customs","London","Male","Heterosexual / straight","2450","2375","45440","39800"
"In post","2021","HM Revenue and Customs","London","Male","LGBO","205","200","47550","41760"
"In post","2021","HM Revenue and Customs","London","Male","Undeclared","435","415","46140","41760"
"In post","2021","HM Revenue and Customs","London","Male","Unknown","1360","1325","42090","36160"
"In post","2021","HM Revenue and Customs","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Outside London","Female","Heterosexual / straight","17335","15270","30180","25880"
"In post","2021","HM Revenue and Customs","Outside London","Female","LGBO","800","755","29840","25560"
"In post","2021","HM Revenue and Customs","Outside London","Female","Undeclared","2070","1770","29900","26670"
"In post","2021","HM Revenue and Customs","Outside London","Female","Unknown","10570","9135","25620","21440"
"In post","2021","HM Revenue and Customs","Outside London","Male","Heterosexual / straight","14455","13895","32220","31810"
"In post","2021","HM Revenue and Customs","Outside London","Male","LGBO","1090","1055","29840","25560"
"In post","2021","HM Revenue and Customs","Outside London","Male","Undeclared","2040","1930","32850","31810"
"In post","2021","HM Revenue and Customs","Outside London","Male","Unknown","9395","8985","27700","25560"
"In post","2021","HM Revenue and Customs","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","London","Female","Heterosexual / straight","815","785","47810","48940"
"In post","2021","HM Treasury","London","Female","LGBO","70","70","48720","52500"
"In post","2021","HM Treasury","London","Female","Undeclared","115","115","41910","35000"
"In post","2021","HM Treasury","London","Female","Unknown","95","90","45710","39690"
"In post","2021","HM Treasury","London","Male","Heterosexual / straight","840","835","49920","52500"
"In post","2021","HM Treasury","London","Male","LGBO","90","85","49230","52500"
"In post","2021","HM Treasury","London","Male","Undeclared","160","160","47120","52500"
"In post","2021","HM Treasury","London","Male","Unknown","135","135","59640","57130"
"In post","2021","HM Treasury","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Female","Heterosexual / straight","165","155","40220","39980"
"In post","2021","HM Treasury","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Male","Heterosexual / straight","130","125","47090","45390"
"In post","2021","HM Treasury","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","London","Female","Heterosexual / straight","5725","5280","38690","35070"
"In post","2021","Home Office","London","Female","LGBO","145","145","43170","41950"
"In post","2021","Home Office","London","Female","Undeclared","905","825","37780","31520"
"In post","2021","Home Office","London","Female","Unknown","380","375","39050","35050"
"In post","2021","Home Office","London","Male","Heterosexual / straight","4725","4565","40970","35070"
"In post","2021","Home Office","London","Male","LGBO","255","250","44050","41950"
"In post","2021","Home Office","London","Male","Undeclared","830","795","41140","35550"
"In post","2021","Home Office","London","Male","Unknown","365","365","40520","35050"
"In post","2021","Home Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Outside London","Female","Heterosexual / straight","9085","8035","26640","25040"
"In post","2021","Home Office","Outside London","Female","LGBO","340","320","26770","24890"
"In post","2021","Home Office","Outside London","Female","Undeclared","1145","990","27050","25310"
"In post","2021","Home Office","Outside London","Female","Unknown","450","430","25150","24880"
"In post","2021","Home Office","Outside London","Male","Heterosexual / straight","8410","8000","27670","25260"
"In post","2021","Home Office","Outside London","Male","LGBO","415","400","27410","25040"
"In post","2021","Home Office","Outside London","Male","Undeclared","1280","1200","28910","27370"
"In post","2021","Home Office","Outside London","Male","Unknown","570","560","26400","24880"
"In post","2021","Home Office","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","Female","Heterosexual / straight","95","90","[c]","[c]"
"In post","2021","Home Office","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Home Office","Overseas","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office","Overseas","Male","Heterosexual / straight","150","145","28080","27370"
"In post","2021","Home Office","Overseas","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office","Overseas","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Home Office","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","London","Female","Heterosexual / straight","1175","1140","40920","37640"
"In post","2021","Ministry of Defence","London","Female","LGBO","50","50","42680","37000"
"In post","2021","Ministry of Defence","London","Female","Undeclared","175","170","39340","37570"
"In post","2021","Ministry of Defence","London","Female","Unknown","155","150","43060","41500"
"In post","2021","Ministry of Defence","London","Male","Heterosexual / straight","1670","1650","41230","37640"
"In post","2021","Ministry of Defence","London","Male","LGBO","90","90","40690","41500"
"In post","2021","Ministry of Defence","London","Male","Undeclared","315","310","45200","43700"
"In post","2021","Ministry of Defence","London","Male","Unknown","280","275","39180","37640"
"In post","2021","Ministry of Defence","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Outside London","Female","Heterosexual / straight","16215","15250","31290","26970"
"In post","2021","Ministry of Defence","Outside London","Female","LGBO","565","555","29810","26740"
"In post","2021","Ministry of Defence","Outside London","Female","Undeclared","2230","2095","32190","29200"
"In post","2021","Ministry of Defence","Outside London","Female","Unknown","1680","1550","32020","28650"
"In post","2021","Ministry of Defence","Outside London","Male","Heterosexual / straight","22580","22190","34530","33000"
"In post","2021","Ministry of Defence","Outside London","Male","LGBO","665","660","32760","30420"
"In post","2021","Ministry of Defence","Outside London","Male","Undeclared","3785","3685","35790","33680"
"In post","2021","Ministry of Defence","Outside London","Male","Unknown","3205","3155","33540","31000"
"In post","2021","Ministry of Defence","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Female","Heterosexual / straight","145","140","37700","33300"
"In post","2021","Ministry of Defence","Overseas","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Female","Unknown","165","160","44610","45140"
"In post","2021","Ministry of Defence","Overseas","Male","Heterosexual / straight","315","315","42500","40580"
"In post","2021","Ministry of Defence","Overseas","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Male","Undeclared","40","40","43450","41100"
"In post","2021","Ministry of Defence","Overseas","Male","Unknown","85","85","46050","45140"
"In post","2021","Ministry of Defence","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Female","Heterosexual / straight","45","40","33370","33000"
"In post","2021","Ministry of Defence","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Female","Unknown","180","175","33680","32700"
"In post","2021","Ministry of Defence","Unknown","Male","Heterosexual / straight","105","100","30570","27370"
"In post","2021","Ministry of Defence","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Male","Unknown","1710","1705","38030","34460"
"In post","2021","Ministry of Defence","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Female","Heterosexual / straight","720","695","48590","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Female","LGBO","65","65","45220","41010"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Female","Undeclared","65","65","47060","42260"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Female","Unknown","60","60","46230","39920"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Male","Heterosexual / straight","685","680","48920","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Male","LGBO","95","95","50210","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Male","Undeclared","85","85","46340","46120"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Male","Unknown","90","90","45400","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Female","Heterosexual / straight","600","550","40090","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Female","LGBO","35","35","36400","31030"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Female","Undeclared","45","45","43170","38190"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Female","Unknown","100","85","34740","26050"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Male","Heterosexual / straight","545","525","44970","43320"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Male","LGBO","40","40","44530","43740"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Male","Undeclared","55","50","44580","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Male","Unknown","115","105","38020","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","London","Female","Heterosexual / straight","5715","5415","35130","30850"
"In post","2021","Ministry of Justice","London","Female","LGBO","330","325","35900","33260"
"In post","2021","Ministry of Justice","London","Female","Undeclared","725","685","35880","30850"
"In post","2021","Ministry of Justice","London","Female","Unknown","1675","1595","32400","28880"
"In post","2021","Ministry of Justice","London","Male","Heterosexual / straight","3910","3850","38000","34430"
"In post","2021","Ministry of Justice","London","Male","LGBO","325","320","40320","35900"
"In post","2021","Ministry of Justice","London","Male","Undeclared","555","540","38540","34940"
"In post","2021","Ministry of Justice","London","Male","Unknown","1375","1340","34090","31620"
"In post","2021","Ministry of Justice","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Outside London","Female","Heterosexual / straight","25465","23105","27380","23970"
"In post","2021","Ministry of Justice","Outside London","Female","LGBO","1920","1870","28070","25830"
"In post","2021","Ministry of Justice","Outside London","Female","Undeclared","2970","2665","27520","24000"
"In post","2021","Ministry of Justice","Outside London","Female","Unknown","4610","4160","25930","23240"
"In post","2021","Ministry of Justice","Outside London","Male","Heterosexual / straight","20050","19340","29780","27680"
"In post","2021","Ministry of Justice","Outside London","Male","LGBO","980","950","28660","26300"
"In post","2021","Ministry of Justice","Outside London","Male","Undeclared","2520","2400","30680","31180"
"In post","2021","Ministry of Justice","Outside London","Male","Unknown","5740","5380","28390","27680"
"In post","2021","Ministry of Justice","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","London","Female","Heterosexual / straight","550","525","41410","39840"
"In post","2021","National Crime Agency","London","Female","LGBO","35","35","40990","39880"
"In post","2021","National Crime Agency","London","Female","Undeclared","60","60","39910","37700"
"In post","2021","National Crime Agency","London","Female","Unknown","105","100","45110","40170"
"In post","2021","National Crime Agency","London","Male","Heterosexual / straight","670","665","46060","43630"
"In post","2021","National Crime Agency","London","Male","LGBO","30","30","42090","37530"
"In post","2021","National Crime Agency","London","Male","Undeclared","45","45","42910","43630"
"In post","2021","National Crime Agency","London","Male","Unknown","155","155","45060","43630"
"In post","2021","National Crime Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Outside London","Female","Heterosexual / straight","1255","1200","35020","34140"
"In post","2021","National Crime Agency","Outside London","Female","LGBO","75","70","33840","32770"
"In post","2021","National Crime Agency","Outside London","Female","Undeclared","85","85","33920","32770"
"In post","2021","National Crime Agency","Outside London","Female","Unknown","225","210","36270","36410"
"In post","2021","National Crime Agency","Outside London","Male","Heterosexual / straight","1460","1450","39030","37530"
"In post","2021","National Crime Agency","Outside London","Male","LGBO","50","50","36020","36200"
"In post","2021","National Crime Agency","Outside London","Male","Undeclared","135","135","36590","36410"
"In post","2021","National Crime Agency","Outside London","Male","Unknown","315","310","40410","39730"
"In post","2021","National Crime Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Male","Heterosexual / straight","85","85","67680","63350"
"In post","2021","National Crime Agency","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Male","Unknown","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Male","Heterosexual / straight","45","45","47880","46340"
"In post","2021","National Crime Agency","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Female","Heterosexual / straight","35","35","37520","34990"
"In post","2021","Northern Ireland Office","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Female","Heterosexual / straight","245","235","55630","51360"
"In post","2021","Office for Standards in Education","London","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Male","Heterosexual / straight","110","110","58780","51360"
"In post","2021","Office for Standards in Education","London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","Female","Heterosexual / straight","745","705","47040","51360"
"In post","2021","Office for Standards in Education","Outside London","Female","LGBO","35","35","47290","39850"
"In post","2021","Office for Standards in Education","Outside London","Female","Undeclared","50","50","39960","32010"
"In post","2021","Office for Standards in Education","Outside London","Female","Unknown","55","50","37290","32010"
"In post","2021","Office for Standards in Education","Outside London","Male","Heterosexual / straight","335","330","50340","39850"
"In post","2021","Office for Standards in Education","Outside London","Male","LGBO","55","55","40790","32010"
"In post","2021","Office for Standards in Education","Outside London","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Female","Heterosexual / straight","115","110","50860","47180"
"In post","2021","Office of Gas and Electricity Markets","London","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Female","Unknown","165","155","49090","44890"
"In post","2021","Office of Gas and Electricity Markets","London","Male","Heterosexual / straight","145","145","46840","39780"
"In post","2021","Office of Gas and Electricity Markets","London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Male","Unknown","190","190","57530","51830"
"In post","2021","Office of Gas and Electricity Markets","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Female","Heterosexual / straight","110","105","34420","30950"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Female","LGBO","15","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Female","Unknown","110","105","36550","32480"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Male","Heterosexual / straight","100","100","37840","35020"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Male","Unknown","135","135","37590","31720"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","Heterosexual / straight","105","100","41930","38510"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","Unknown","35","35","49070","47880"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","Heterosexual / straight","65","65","49940","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Female","Heterosexual / straight","50","45","52080","52290"
"In post","2021","Office of Rail and Road","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Female","Unknown","30","30","51150","49580"
"In post","2021","Office of Rail and Road","London","Male","Heterosexual / straight","50","50","51950","54890"
"In post","2021","Office of Rail and Road","London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Male","Unknown","55","55","66170","62550"
"In post","2021","Office of Rail and Road","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Male","Heterosexual / straight","35","35","53010","51660"
