"Status","Year","Age","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Outside London","SEO/HEO","LGBO","630","615","36770","35000"
"In post","2021","50-59","Outside London","SEO/HEO","Undeclared","3485","3350","37640","36460"
"In post","2021","50-59","Outside London","SEO/HEO","Unknown","4505","4315","37100","36030"
"In post","2021","50-59","Outside London","Unknown","Heterosexual / straight","2470","2335","33960","32690"
"In post","2021","50-59","Outside London","Unknown","LGBO","90","85","33890","37170"
"In post","2021","50-59","Outside London","Unknown","Undeclared","305","295","37500","37170"
"In post","2021","50-59","Outside London","Unknown","Unknown","190","170","32900","30210"
"In post","2021","50-59","Overseas","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","EO","Heterosexual / straight","70","65","28230","27370"
"In post","2021","50-59","Overseas","EO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Overseas","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Overseas","G6/G7","Heterosexual / straight","205","200","63600","64130"
"In post","2021","50-59","Overseas","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Overseas","G6/G7","Undeclared","50","50","63140","63200"
"In post","2021","50-59","Overseas","G6/G7","Unknown","55","55","63540","62570"
"In post","2021","50-59","Overseas","SCS level","Heterosexual / straight","80","80","92020","86830"
"In post","2021","50-59","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Overseas","SEO/HEO","Heterosexual / straight","260","260","42050","38300"
"In post","2021","50-59","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","SEO/HEO","Undeclared","45","45","38690","36460"
"In post","2021","50-59","Overseas","SEO/HEO","Unknown","75","70","47720","46620"
"In post","2021","50-59","Overseas","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","AA/AO","Heterosexual / straight","50","45","22630","21510"
"In post","2021","50-59","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","Unknown","EO","Heterosexual / straight","120","110","28450","27570"
"In post","2021","50-59","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","50-59","Unknown","EO","Unknown","40","35","28550","27570"
"In post","2021","50-59","Unknown","G6/G7","Heterosexual / straight","45","40","56050","54540"
"In post","2021","50-59","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","SEO/HEO","Heterosexual / straight","85","80","38040","36460"
"In post","2021","50-59","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","SEO/HEO","Unknown","35","35","39250","37260"
"In post","2021","50-59","Unknown","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","Unknown","500","500","42800","37300"
"In post","2021","60-64","London","AA/AO","Heterosexual / straight","890","800","24560","24740"
"In post","2021","60-64","London","AA/AO","LGBO","30","30","24650","24890"
"In post","2021","60-64","London","AA/AO","Undeclared","150","130","24470","25110"
"In post","2021","60-64","London","AA/AO","Unknown","290","250","25400","24920"
"In post","2021","60-64","London","EO","Heterosexual / straight","965","835","30490","30600"
"In post","2021","60-64","London","EO","LGBO","40","35","30320","31060"
"In post","2021","60-64","London","EO","Undeclared","215","185","30250","30500"
"In post","2021","60-64","London","EO","Unknown","300","255","31090","31060"
"In post","2021","60-64","London","G6/G7","Heterosexual / straight","690","625","64580","63180"
"In post","2021","60-64","London","G6/G7","LGBO","30","25","63320","62140"
"In post","2021","60-64","London","G6/G7","Undeclared","110","95","67210","64680"
"In post","2021","60-64","London","G6/G7","Unknown","185","170","64170","62120"
"In post","2021","60-64","London","SCS level","Heterosexual / straight","160","150","102780","93010"
"In post","2021","60-64","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","London","SCS level","Undeclared","30","25","[c]","[c]"
"In post","2021","60-64","London","SCS level","Unknown","45","40","112560","104930"
"In post","2021","60-64","London","SEO/HEO","Heterosexual / straight","950","850","40930","39800"
"In post","2021","60-64","London","SEO/HEO","LGBO","30","30","41350","39400"
"In post","2021","60-64","London","SEO/HEO","Undeclared","185","165","40530","39800"
"In post","2021","60-64","London","SEO/HEO","Unknown","275","250","40970","39800"
"In post","2021","60-64","London","Unknown","Heterosexual / straight","100","95","35990","33950"
"In post","2021","60-64","London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","London","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Outside London","AA/AO","Heterosexual / straight","8170","6690","21460","21010"
"In post","2021","60-64","Outside London","AA/AO","LGBO","190","160","21310","21010"
"In post","2021","60-64","Outside London","AA/AO","Undeclared","1590","1250","21510","21010"
"In post","2021","60-64","Outside London","AA/AO","Unknown","3175","2450","22020","21010"
"In post","2021","60-64","Outside London","EO","Heterosexual / straight","5855","4655","27680","27570"
"In post","2021","60-64","Outside London","EO","LGBO","160","130","27700","27570"
"In post","2021","60-64","Outside London","EO","Undeclared","1210","935","27660","27570"
"In post","2021","60-64","Outside London","EO","Unknown","1850","1390","28060","27570"
"In post","2021","60-64","Outside London","G6/G7","Heterosexual / straight","1365","1185","60100","57760"
"In post","2021","60-64","Outside London","G6/G7","LGBO","40","30","62880","61010"
"In post","2021","60-64","Outside London","G6/G7","Undeclared","220","190","60620","58830"
"In post","2021","60-64","Outside London","G6/G7","Unknown","400","340","59440","57180"
"In post","2021","60-64","Outside London","SCS level","Heterosexual / straight","125","110","105630","97910"
"In post","2021","60-64","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Outside London","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Outside London","SCS level","Unknown","35","35","98980","84710"
"In post","2021","60-64","Outside London","SEO/HEO","Heterosexual / straight","4330","3620","37540","35910"
"In post","2021","60-64","Outside London","SEO/HEO","LGBO","85","70","36600","35110"
"In post","2021","60-64","Outside London","SEO/HEO","Undeclared","840","700","38110","36460"
"In post","2021","60-64","Outside London","SEO/HEO","Unknown","915","740","37610","35110"
"In post","2021","60-64","Outside London","Unknown","Heterosexual / straight","780","670","31830","28200"
"In post","2021","60-64","Outside London","Unknown","LGBO","25","25","[c]","[c]"
"In post","2021","60-64","Outside London","Unknown","Undeclared","120","100","34840","37170"
"In post","2021","60-64","Outside London","Unknown","Unknown","60","55","31130","30440"
"In post","2021","60-64","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","G6/G7","Heterosexual / straight","40","40","65250","65550"
"In post","2021","60-64","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Overseas","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","60-64","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","SEO/HEO","Heterosexual / straight","55","55","42010","40580"
"In post","2021","60-64","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Overseas","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","EO","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Unknown","120","120","39920","37000"
"In post","2021","65+","London","AA/AO","Heterosexual / straight","465","385","24100","24370"
"In post","2021","65+","London","AA/AO","LGBO","20","15","[c]","[c]"
"In post","2021","65+","London","AA/AO","Undeclared","95","75","24050","25110"
"In post","2021","65+","London","AA/AO","Unknown","230","185","24990","24920"
"In post","2021","65+","London","EO","Heterosexual / straight","360","290","30260","30500"
"In post","2021","65+","London","EO","LGBO","10","5","[c]","[c]"
"In post","2021","65+","London","EO","Undeclared","85","65","30160","30780"
"In post","2021","65+","London","EO","Unknown","120","95","31070","31470"
"In post","2021","65+","London","G6/G7","Heterosexual / straight","185","155","65200","63180"
"In post","2021","65+","London","G6/G7","LGBO","10","5","[c]","[c]"
"In post","2021","65+","London","G6/G7","Undeclared","40","30","67020","65140"
"In post","2021","65+","London","G6/G7","Unknown","70","55","65390","63880"
"In post","2021","65+","London","SCS level","Heterosexual / straight","30","25","111750","96650"
"In post","2021","65+","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","London","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","London","SCS level","Unknown","20","15","[c]","[c]"
"In post","2021","65+","London","SEO/HEO","Heterosexual / straight","255","215","41360","39800"
"In post","2021","65+","London","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2021","65+","London","SEO/HEO","Undeclared","60","50","41130","39800"
"In post","2021","65+","London","SEO/HEO","Unknown","90","80","40710","39800"
"In post","2021","65+","London","Unknown","Heterosexual / straight","45","40","34700","32090"
"In post","2021","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Outside London","AA/AO","Heterosexual / straight","2710","2085","20980","21010"
"In post","2021","65+","Outside London","AA/AO","LGBO","70","55","20920","20700"
"In post","2021","65+","Outside London","AA/AO","Undeclared","520","390","20980","21010"
"In post","2021","65+","Outside London","AA/AO","Unknown","1050","765","21660","21010"
"In post","2021","65+","Outside London","EO","Heterosexual / straight","1545","1155","27520","27570"
"In post","2021","65+","Outside London","EO","LGBO","45","35","27260","27570"
"In post","2021","65+","Outside London","EO","Undeclared","345","245","27900","27570"
"In post","2021","65+","Outside London","EO","Unknown","550","375","27750","27570"
"In post","2021","65+","Outside London","G6/G7","Heterosexual / straight","345","265","62740","60040"
"In post","2021","65+","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outside London","G6/G7","Undeclared","60","40","61730","59630"
"In post","2021","65+","Outside London","G6/G7","Unknown","135","100","61570","60110"
"In post","2021","65+","Outside London","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Outside London","SEO/HEO","Heterosexual / straight","1085","835","37890","36330"
"In post","2021","65+","Outside London","SEO/HEO","LGBO","15","10","[c]","[c]"
"In post","2021","65+","Outside London","SEO/HEO","Undeclared","205","155","37550","35230"
"In post","2021","65+","Outside London","SEO/HEO","Unknown","290","205","37960","36460"
"In post","2021","65+","Outside London","Unknown","Heterosexual / straight","245","195","32730","28910"
"In post","2021","65+","Outside London","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","65+","Outside London","Unknown","Undeclared","40","30","36380","37170"
"In post","2021","65+","Outside London","Unknown","Unknown","30","20","29140","28200"
"In post","2021","65+","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","EO","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","AA/AO","Heterosexual / straight","40","[c]","20620","21010"
"Leaver CS","2021","16-19","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","AA/AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","AA/AO","Heterosexual / straight","265","[c]","23390","23530"
"Leaver CS","2021","20-29","London","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","AA/AO","Unknown","240","[c]","21290","21980"
"Leaver CS","2021","20-29","London","EO","Heterosexual / straight","160","[c]","28100","27760"
"Leaver CS","2021","20-29","London","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","EO","Unknown","220","[c]","26520","27960"
"Leaver CS","2021","20-29","London","G6/G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SEO/HEO","Heterosexual / straight","175","[c]","34860","34000"
"Leaver CS","2021","20-29","London","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SEO/HEO","Unknown","200","[c]","34030","33510"
"Leaver CS","2021","20-29","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","AA/AO","Heterosexual / straight","1185","[c]","20850","21010"
"Leaver CS","2021","20-29","Outside London","AA/AO","LGBO","170","[c]","20310","21010"
"Leaver CS","2021","20-29","Outside London","AA/AO","Undeclared","95","[c]","20640","20600"
"Leaver CS","2021","20-29","Outside London","AA/AO","Unknown","1100","[c]","20570","20500"
"Leaver CS","2021","20-29","Outside London","EO","Heterosexual / straight","310","[c]","24970","25060"
"Leaver CS","2021","20-29","Outside London","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","EO","Unknown","320","[c]","24600","25500"
"Leaver CS","2021","20-29","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","Heterosexual / straight","160","[c]","33030","31950"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","Unknown","110","[c]","32780","32140"
"Leaver CS","2021","20-29","Outside London","Unknown","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
