"Status","Year","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Veterinarian","Yorkshire and The Humber","Outside London","30","30","40350","37910"
"Leaver CS","2021","Commercial","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East of England","Outside London","10","[c]","39040","40640"
"Leaver CS","2021","Commercial","London","London","25","[c]","53230","48430"
"Leaver CS","2021","Commercial","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Outside London","15","[c]","41850","36780"
"Leaver CS","2021","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South East (England)","Outside London","25","[c]","36140","34800"
"Leaver CS","2021","Commercial","South West (England)","Outside London","60","[c]","36030","31680"
"Leaver CS","2021","Commercial","Wales","Outside London","15","[c]","31310","27200"
"Leaver CS","2021","Commercial","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","London","130","[c]","40940","37370"
"Leaver CS","2021","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Outside London","20","[c]","35100","32570"
"Leaver CS","2021","Communications","South West (England)","Outside London","20","[c]","31120","29520"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Outside London","15","[c]","31280","27340"
"Leaver CS","2021","Communications","West Midlands (England)","Outside London","15","[c]","37600","34870"
"Leaver CS","2021","Communications","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","London","15","[c]","44150","35290"
"Leaver CS","2021","Counter Fraud","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Midlands (England)","Outside London","10","[c]","36250","34300"
"Leaver CS","2021","Digital, Data and Technology","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","London","140","[c]","47900","46000"
"Leaver CS","2021","Digital, Data and Technology","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North West (England)","Outside London","25","[c]","41700","41260"
"Leaver CS","2021","Digital, Data and Technology","Scotland","Outside London","20","[c]","39310","36780"
"Leaver CS","2021","Digital, Data and Technology","South East (England)","Outside London","35","[c]","42310","39040"
"Leaver CS","2021","Digital, Data and Technology","South West (England)","Outside London","80","[c]","36780","33290"
"Leaver CS","2021","Digital, Data and Technology","Wales","Outside London","80","[c]","40850","36700"
"Leaver CS","2021","Digital, Data and Technology","West Midlands (England)","Outside London","35","[c]","38760","31670"
"Leaver CS","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","25","[c]","40130","36780"
"Leaver CS","2021","Economics","London","London","70","[c]","34750","28830"
"Leaver CS","2021","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Wales","Outside London","25","[c]","21500","19130"
"Leaver CS","2021","Economics","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Outside London","15","[c]","39450","38580"
"Leaver CS","2021","Finance","London","London","80","[c]","49340","47280"
"Leaver CS","2021","Finance","North East (England)","Outside London","10","[c]","46080","46960"
"Leaver CS","2021","Finance","North West (England)","Outside London","15","[c]","27970","22080"
"Leaver CS","2021","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South East (England)","Outside London","35","[c]","39700","33300"
"Leaver CS","2021","Finance","South West (England)","Outside London","50","[c]","39100","33660"
"Leaver CS","2021","Finance","Wales","Outside London","10","[c]","51750","57800"
"Leaver CS","2021","Finance","West Midlands (England)","Outside London","15","[c]","40960","42750"
"Leaver CS","2021","Finance","Yorkshire and The Humber","Outside London","15","[c]","38160","36620"
"Leaver CS","2021","Human Resources","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","East of England","Outside London","20","[c]","32920","26960"
"Leaver CS","2021","Human Resources","London","London","105","[c]","47240","40890"
"Leaver CS","2021","Human Resources","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","North West (England)","Outside London","30","[c]","30220","24870"
"Leaver CS","2021","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scotland","Outside London","25","[c]","31900","31480"
"Leaver CS","2021","Human Resources","South East (England)","Outside London","30","[c]","31240","25970"
"Leaver CS","2021","Human Resources","South West (England)","Outside London","30","[c]","34570","24660"
"Leaver CS","2021","Human Resources","Wales","Outside London","25","[c]","39350","34530"
"Leaver CS","2021","Human Resources","West Midlands (England)","Outside London","20","[c]","35180","31770"
"Leaver CS","2021","Human Resources","Yorkshire and The Humber","Outside London","10","[c]","35770","32040"
"Leaver CS","2021","Inspector of Education and Training","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","London","15","[c]","70630","75500"
"Leaver CS","2021","Inspector of Education and Training","North West (England)","Outside London","15","[c]","67240","75500"
"Leaver CS","2021","Inspector of Education and Training","South West (England)","Outside London","10","[c]","66820","75500"
"Leaver CS","2021","Inspector of Education and Training","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","West Midlands (England)","Outside London","10","[c]","61760","51360"
"Leaver CS","2021","Inspector of Education and Training","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","East of England","Outside London","15","[c]","32800","32430"
"Leaver CS","2021","Intelligence Analysis","London","London","35","[c]","40980","37000"
"Leaver CS","2021","Intelligence Analysis","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","London","40","[c]","41260","32120"
"Leaver CS","2021","International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","London","50","[c]","40130","35690"
"Leaver CS","2021","Knowledge and Information Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","South East (England)","Outside London","10","[c]","26230","24620"
"Leaver CS","2021","Knowledge and Information Management","South West (England)","Outside London","15","[c]","32090","32400"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Yorkshire and The Humber","Outside London","15","[c]","32230","28130"
"Leaver CS","2021","Legal","East Midlands (England)","Outside London","20","[c]","48300","49400"
"Leaver CS","2021","Legal","East of England","Outside London","15","[c]","51490","54850"
"Leaver CS","2021","Legal","London","London","170","[c]","56910","55000"
"Leaver CS","2021","Legal","North East (England)","Outside London","15","[c]","49650","55610"
"Leaver CS","2021","Legal","North West (England)","Outside London","30","[c]","51130","55610"
"Leaver CS","2021","Legal","Scotland","Outside London","20","[c]","53760","52490"
"Leaver CS","2021","Legal","South East (England)","Outside London","35","[c]","47530","45980"
"Leaver CS","2021","Legal","South West (England)","Outside London","25","[c]","50380","46530"
"Leaver CS","2021","Legal","Wales","Outside London","20","[c]","59520","55610"
"Leaver CS","2021","Legal","West Midlands (England)","Outside London","30","[c]","45700","45830"
"Leaver CS","2021","Legal","Yorkshire and The Humber","Outside London","30","[c]","52010","55610"
"Leaver CS","2021","Medicine","East Midlands (England)","Outside London","25","[c]","36500","30620"
"Leaver CS","2021","Medicine","East of England","Outside London","20","[c]","61860","51670"
"Leaver CS","2021","Medicine","London","London","30","[c]","77820","82100"
"Leaver CS","2021","Medicine","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","North West (England)","Outside London","15","[c]","70910","74070"
"Leaver CS","2021","Medicine","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Scotland","Outside London","15","[c]","53950","44500"
"Leaver CS","2021","Medicine","South East (England)","Outside London","55","[c]","42560","34570"
"Leaver CS","2021","Medicine","South West (England)","Outside London","40","[c]","47910","30990"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","West Midlands (England)","Outside London","20","[c]","64230","41720"
"Leaver CS","2021","Medicine","Yorkshire and The Humber","Outside London","20","[c]","45950","37890"
"Leaver CS","2021","Operational Delivery","East Midlands (England)","Outside London","620","[c]","23050","20420"
"Leaver CS","2021","Operational Delivery","East of England","Outside London","665","[c]","27890","22570"
"Leaver CS","2021","Operational Delivery","London","London","1260","[c]","34210","28670"
"Leaver CS","2021","Operational Delivery","North East (England)","Outside London","360","[c]","24250","21430"
"Leaver CS","2021","Operational Delivery","North West (England)","Outside London","935","[c]","26540","22120"
"Leaver CS","2021","Operational Delivery","Northern Ireland","Outside London","25","[c]","26870","21430"
"Leaver CS","2021","Operational Delivery","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Scotland","Outside London","490","[c]","29360","25870"
"Leaver CS","2021","Operational Delivery","South East (England)","Outside London","1045","[c]","25490","22400"
"Leaver CS","2021","Operational Delivery","South West (England)","Outside London","645","[c]","29180","25000"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","20","[c]","26370","21300"
"Leaver CS","2021","Operational Delivery","Wales","Outside London","725","[c]","24000","21590"
"Leaver CS","2021","Operational Delivery","West Midlands (England)","Outside London","730","[c]","26020","21170"
"Leaver CS","2021","Operational Delivery","Yorkshire and The Humber","Outside London","725","[c]","26210","21430"
"Leaver CS","2021","Operational Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","South East (England)","Outside London","25","[c]","30930","28530"
"Leaver CS","2021","Operational Research","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","East Midlands (England)","Outside London","100","[c]","27880","29930"
"Leaver CS","2021","Other","East of England","Outside London","65","[c]","26060","21510"
"Leaver CS","2021","Other","London","London","225","[c]","37840","28650"
"Leaver CS","2021","Other","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","North West (England)","Outside London","40","[c]","21370","18930"
"Leaver CS","2021","Other","Northern Ireland","Outside London","20","[c]","23460","21320"
"Leaver CS","2021","Other","Overseas","Overseas","70","[c]","39290","36960"
"Leaver CS","2021","Other","Scotland","Outside London","105","[c]","29370","23450"
"Leaver CS","2021","Other","South East (England)","Outside London","220","[c]","26290","22570"
"Leaver CS","2021","Other","South West (England)","Outside London","245","[c]","28970","24680"
"Leaver CS","2021","Other","Unknown","Unknown","150","[c]","35100","32400"
"Leaver CS","2021","Other","Wales","Outside London","75","[c]","31560","30690"
"Leaver CS","2021","Other","West Midlands (England)","Outside London","60","[c]","26720","22080"
"Leaver CS","2021","Other","Yorkshire and The Humber","Outside London","85","[c]","25110","21580"
"Leaver CS","2021","Planning","London","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","South West (England)","Outside London","25","[c]","42680","41020"
"Leaver CS","2021","Policy","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","London","620","[c]","47250","40960"
"Leaver CS","2021","Policy","North East (England)","Outside London","10","[c]","37230","34560"
"Leaver CS","2021","Policy","North West (England)","Outside London","20","[c]","40690","36780"
"Leaver CS","2021","Policy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Scotland","Outside London","10","[c]","37270","37540"
"Leaver CS","2021","Policy","South East (England)","Outside London","35","[c]","40480","38650"
"Leaver CS","2021","Policy","South West (England)","Outside London","25","[c]","37640","36620"
"Leaver CS","2021","Policy","Wales","Outside London","45","[c]","43270","37410"
"Leaver CS","2021","Policy","West Midlands (England)","Outside London","15","[c]","51350","40300"
"Leaver CS","2021","Policy","Yorkshire and The Humber","Outside London","30","[c]","39410","32300"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Outside London","15","[c]","33300","30990"
"Leaver CS","2021","Project Delivery","London","London","95","[c]","51210","43790"
"Leaver CS","2021","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Outside London","25","[c]","40240","39070"
"Leaver CS","2021","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Outside London","25","[c]","41560","40000"
"Leaver CS","2021","Project Delivery","South East (England)","Outside London","80","[c]","35010","33300"
"Leaver CS","2021","Project Delivery","South West (England)","Outside London","155","[c]","40310","38570"
"Leaver CS","2021","Project Delivery","Wales","Outside London","10","[c]","34940","32430"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Outside London","15","[c]","44570","40580"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Outside London","15","[c]","43150","37770"
"Leaver CS","2021","Property","East Midlands (England)","Outside London","60","[c]","25810","25500"
"Leaver CS","2021","Property","East of England","Outside London","30","[c]","30320","30970"
"Leaver CS","2021","Property","London","London","65","[c]","40260","33160"
"Leaver CS","2021","Property","North East (England)","Outside London","20","[c]","28020","24500"
"Leaver CS","2021","Property","North West (England)","Outside London","30","[c]","30540","26500"
"Leaver CS","2021","Property","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","Outside London","15","[c]","28900","33630"
"Leaver CS","2021","Property","South East (England)","Outside London","50","[c]","35240","34680"
"Leaver CS","2021","Property","South West (England)","Outside London","65","[c]","32950","32430"
"Leaver CS","2021","Property","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Outside London","15","[c]","34320","28910"
"Leaver CS","2021","Property","West Midlands (England)","Outside London","40","[c]","34700","33250"
"Leaver CS","2021","Property","Yorkshire and The Humber","Outside London","30","[c]","28270","25500"
"Leaver CS","2021","Psychology","East Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","North West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","South East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East Midlands (England)","Outside London","25","[c]","39700","35060"
"Leaver CS","2021","Science and Engineering","East of England","Outside London","135","[c]","31320","29920"
"Leaver CS","2021","Science and Engineering","London","London","90","[c]","38750","38990"
"Leaver CS","2021","Science and Engineering","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North West (England)","Outside London","40","[c]","27640","27400"
"Leaver CS","2021","Science and Engineering","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Scotland","Outside London","25","[c]","32620","32540"
"Leaver CS","2021","Science and Engineering","South East (England)","Outside London","125","[c]","29630","27760"
"Leaver CS","2021","Science and Engineering","South West (England)","Outside London","300","[c]","32200","29100"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Wales","Outside London","20","[c]","36510","30110"
"Leaver CS","2021","Science and Engineering","West Midlands (England)","Outside London","15","[c]","32940","34530"
"Leaver CS","2021","Science and Engineering","Yorkshire and The Humber","Outside London","20","[c]","38400","30820"
"Leaver CS","2021","Security","East Midlands (England)","Outside London","10","[c]","26910","25890"
"Leaver CS","2021","Security","East of England","Outside London","35","[c]","30520","26710"
"Leaver CS","2021","Security","London","London","40","[c]","33830","28230"
"Leaver CS","2021","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","Outside London","10","[c]","20730","20310"
"Leaver CS","2021","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Scotland","Outside London","70","[c]","32390","38120"
"Leaver CS","2021","Security","South East (England)","Outside London","110","[c]","30540","27250"
"Leaver CS","2021","Security","South West (England)","Outside London","65","[c]","27500","21130"
"Leaver CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","Outside London","15","[c]","23010","19560"
"Leaver CS","2021","Security","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Outside London","25","[c]","33940","38120"
"Leaver CS","2021","Social Research","London","London","15","[c]","39620","26410"
"Leaver CS","2021","Social Research","South East (England)","Outside London","10","[c]","30900","29540"
"Leaver CS","2021","Social Research","Wales","Outside London","15","[c]","37030","39240"
"Leaver CS","2021","Social Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","London","20","[c]","35670","27810"
"Leaver CS","2021","Statistics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Wales","Outside London","15","[c]","36200","29540"
"Leaver CS","2021","Statistics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Outside London","650","[c]","25240","26050"
"Leaver CS","2021","Unknown","East of England","Outside London","720","[c]","26640","27040"
"Leaver CS","2021","Unknown","London","London","1950","[c]","38630","31060"
"Leaver CS","2021","Unknown","North East (England)","Outside London","1205","[c]","25010","21010"
"Leaver CS","2021","Unknown","North West (England)","Outside London","1475","[c]","25690","21010"
"Leaver CS","2021","Unknown","Northern Ireland","Outside London","125","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Outside London","1480","[c]","32740","27570"
"Leaver CS","2021","Unknown","South East (England)","Outside London","700","[c]","27570","26890"
"Leaver CS","2021","Unknown","South West (England)","Outside London","575","[c]","26140","25860"
"Leaver CS","2021","Unknown","Unknown","Unknown","515","[c]","45900","31060"
"Leaver CS","2021","Unknown","Wales","Outside London","800","[c]","24710","21010"
"Leaver CS","2021","Unknown","West Midlands (England)","Outside London","800","[c]","25370","26120"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Outside London","1235","[c]","28430","27570"
"Leaver CS","2021","Veterinarian","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","London","30","[c]","41150","38540"
"Leaver Dept.","2021","Commercial","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","Outside London","10","[c]","36140","33930"
"Leaver Dept.","2021","Commercial","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","Outside London","70","[c]","35170","32420"
"Leaver Dept.","2021","Commercial","Wales","Outside London","15","[c]","32530","34800"
"Leaver Dept.","2021","Commercial","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","London","150","[c]","44850","40980"
"Leaver Dept.","2021","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales","Outside London","15","[c]","43010","37410"
"Leaver Dept.","2021","Communications","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
