"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office","Intelligence Analysis","Female","675","615","29190","27370"
"In post","2021","Home Office","Intelligence Analysis","Male","705","685","30200","28350"
"In post","2021","Home Office","Knowledge and Information Management","Female","50","45","40960","37460"
"In post","2021","Home Office","Knowledge and Information Management","Male","45","40","43700","41950"
"In post","2021","Home Office","Operational Delivery","Female","13075","11570","27460","25310"
"In post","2021","Home Office","Operational Delivery","Male","11920","11315","28340","25630"
"In post","2021","Home Office","Operational Research","Female","35","30","47090","42710"
"In post","2021","Home Office","Operational Research","Male","55","55","45460","38960"
"In post","2021","Home Office","Other","Female","1010","950","35260","30950"
"In post","2021","Home Office","Other","Male","785","730","34400","30830"
"In post","2021","Home Office","Policy","Female","1160","1120","48760","42460"
"In post","2021","Home Office","Policy","Male","955","945","51500","52340"
"In post","2021","Home Office","Project Delivery","Female","715","690","44370","41630"
"In post","2021","Home Office","Project Delivery","Male","615","605","46040","41970"
"In post","2021","Home Office","Property","Female","10","10","[c]","[c]"
"In post","2021","Home Office","Property","Male","10","10","[c]","[c]"
"In post","2021","Home Office","Science and Engineering","Female","65","60","48640","41300"
"In post","2021","Home Office","Science and Engineering","Male","55","50","47830","40410"
"In post","2021","Home Office","Security","Female","120","115","33630","29370"
"In post","2021","Home Office","Security","Male","225","225","29710","25630"
"In post","2021","Home Office","Social Research","Female","75","75","46900","43560"
"In post","2021","Home Office","Social Research","Male","30","30","[c]","[c]"
"In post","2021","Home Office","Statistics","Female","45","45","40760","35720"
"In post","2021","Home Office","Statistics","Male","45","45","42240","40170"
"In post","2021","Home Office","Unknown","Female","105","105","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","165","165","65040","67390"
"In post","2021","Ministry of Defence","Commercial","Female","1075","1015","36470","34500"
"In post","2021","Ministry of Defence","Commercial","Male","960","950","39610","37320"
"In post","2021","Ministry of Defence","Communications","Female","305","290","35640","33300"
"In post","2021","Ministry of Defence","Communications","Male","320","315","34770","33300"
"In post","2021","Ministry of Defence","Corporate Finance","Female","35","35","37540","37320"
"In post","2021","Ministry of Defence","Corporate Finance","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Digital, Data and Technology","Female","440","420","33000","32660"
"In post","2021","Ministry of Defence","Digital, Data and Technology","Male","960","950","38450","35340"
"In post","2021","Ministry of Defence","Economics","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Economics","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Defence","Finance","Female","1295","1225","36680","33300"
"In post","2021","Ministry of Defence","Finance","Male","915","905","40850","37000"
"In post","2021","Ministry of Defence","Human Resources","Female","1425","1310","31120","26670"
"In post","2021","Ministry of Defence","Human Resources","Male","570","560","33610","29200"
"In post","2021","Ministry of Defence","Intelligence Analysis","Female","255","245","35700","33300"
"In post","2021","Ministry of Defence","Intelligence Analysis","Male","600","590","37770","36140"
"In post","2021","Ministry of Defence","Internal Audit","Female","75","70","37440","33300"
"In post","2021","Ministry of Defence","Internal Audit","Male","70","65","40000","36460"
"In post","2021","Ministry of Defence","Knowledge and Information Management","Female","415","395","31740","28670"
"In post","2021","Ministry of Defence","Knowledge and Information Management","Male","535","530","36330","33300"
"In post","2021","Ministry of Defence","Legal","Female","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Legal","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Medicine","Female","1225","1085","41010","37640"
"In post","2021","Ministry of Defence","Medicine","Male","460","420","54000","41190"
"In post","2021","Ministry of Defence","Operational Delivery","Female","1040","965","30550","28650"
"In post","2021","Ministry of Defence","Operational Delivery","Male","770","750","35040","33290"
"In post","2021","Ministry of Defence","Operational Research","Female","180","170","40620","39300"
"In post","2021","Ministry of Defence","Operational Research","Male","395","385","43980","46080"
"In post","2021","Ministry of Defence","Other","Female","7035","6620","25560","21580"
"In post","2021","Ministry of Defence","Other","Male","8805","8685","30290","26930"
"In post","2021","Ministry of Defence","Planning","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Policy","Female","580","560","40620","37640"
"In post","2021","Ministry of Defence","Policy","Male","565","560","47410","45200"
"In post","2021","Ministry of Defence","Project Delivery","Female","3660","3505","37050","33300"
"In post","2021","Ministry of Defence","Project Delivery","Male","4220","4160","42880","40580"
"In post","2021","Ministry of Defence","Property","Female","950","905","30340","33000"
"In post","2021","Ministry of Defence","Property","Male","1670","1635","32570","33300"
"In post","2021","Ministry of Defence","Psychology","Female","30","30","44880","44430"
"In post","2021","Ministry of Defence","Psychology","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Science and Engineering","Female","1180","1125","36980","37210"
"In post","2021","Ministry of Defence","Science and Engineering","Male","6655","6520","37090","36140"
"In post","2021","Ministry of Defence","Security","Female","945","915","28030","23540"
"In post","2021","Ministry of Defence","Security","Male","5225","5140","29490","25610"
"In post","2021","Ministry of Defence","Statistics","Female","85","80","40410","40570"
"In post","2021","Ministry of Defence","Statistics","Male","90","85","39340","36400"
"In post","2021","Ministry of Defence","Unknown","Female","540","515","34370","33300"
"In post","2021","Ministry of Defence","Unknown","Male","1000","990","36400","33300"
"In post","2021","Ministry of Defence","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Female","55","55","41040","34200"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Male","60","55","41510","37250"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Female","45","45","46350","42500"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Male","75","70","45450","41360"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","Female","25","25","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","Male","55","55","45100","35060"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Female","80","75","49610","49040"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Male","55","55","51580","51010"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Female","65","65","39500","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Female","25","25","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Female","405","375","33420","30870"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Male","385","375","36210","32780"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Female","65","60","47300","42200"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Male","60","60","46760","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Female","125","110","57850","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Male","215","190","57960","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Female","650","630","47710","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Male","615","615","49320","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Female","75","70","45960","44460"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Male","50","50","44500","40610"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Female","40","35","48190","42980"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Male","65","65","47780","45970"
"In post","2021","Ministry of Justice","Commercial","Female","500","480","43400","40060"
"In post","2021","Ministry of Justice","Commercial","Male","395","385","50530","49870"
"In post","2021","Ministry of Justice","Communications","Female","95","95","43610","38960"
"In post","2021","Ministry of Justice","Communications","Male","65","65","42100","37390"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Female","390","380","44870","42320"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Male","630","630","47100","45190"
"In post","2021","Ministry of Justice","Economics","Female","15","10","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","Male","35","30","44320","33930"
"In post","2021","Ministry of Justice","Finance","Female","435","415","39090","34530"
"In post","2021","Ministry of Justice","Finance","Male","365","360","45880","42800"
"In post","2021","Ministry of Justice","Human Resources","Female","630","610","41370","36840"
"In post","2021","Ministry of Justice","Human Resources","Male","300","295","42470","39400"
"In post","2021","Ministry of Justice","Intelligence Analysis","Female","300","285","29520","27380"
"In post","2021","Ministry of Justice","Intelligence Analysis","Male","160","160","33390","31570"
"In post","2021","Ministry of Justice","Internal Audit","Female","35","35","49630","50260"
"In post","2021","Ministry of Justice","Internal Audit","Male","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Female","50","50","29640","26410"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Male","30","30","33320","30860"
"In post","2021","Ministry of Justice","Legal","Female","935","835","42320","42750"
"In post","2021","Ministry of Justice","Legal","Male","380","365","45420","43960"
"In post","2021","Ministry of Justice","Operational Delivery","Female","37035","33755","26810","23840"
"In post","2021","Ministry of Justice","Operational Delivery","Male","31525","30250","29250","27700"
"In post","2021","Ministry of Justice","Operational Research","Female","40","40","46920","40480"
"In post","2021","Ministry of Justice","Operational Research","Male","60","60","47780","45520"
"In post","2021","Ministry of Justice","Other","Female","40","40","33880","31150"
"In post","2021","Ministry of Justice","Other","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Justice","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Policy","Female","855","815","39320","36280"
"In post","2021","Ministry of Justice","Policy","Male","470","465","43370","37340"
"In post","2021","Ministry of Justice","Project Delivery","Female","345","335","41520","36800"
"In post","2021","Ministry of Justice","Project Delivery","Male","220","220","42140","37920"
"In post","2021","Ministry of Justice","Property","Female","90","85","36210","32530"
"In post","2021","Ministry of Justice","Property","Male","125","120","41940","34370"
"In post","2021","Ministry of Justice","Psychology","Female","1150","1095","35200","30450"
"In post","2021","Ministry of Justice","Psychology","Male","160","155","35340","29930"
"In post","2021","Ministry of Justice","Security","Female","315","310","36770","32550"
"In post","2021","Ministry of Justice","Security","Male","360","360","41590","38750"
"In post","2021","Ministry of Justice","Social Research","Female","55","50","47790","42920"
"In post","2021","Ministry of Justice","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Justice","Statistics","Female","55","55","46020","41830"
"In post","2021","Ministry of Justice","Statistics","Male","55","50","45030","40480"
"In post","2021","Ministry of Justice","Unknown","Female","60","55","41520","36760"
"In post","2021","Ministry of Justice","Unknown","Male","60","60","39900","38960"
"In post","2021","National Crime Agency","Commercial","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Male","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Female","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Male","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Female","110","105","38090","36740"
"In post","2021","National Crime Agency","Digital, Data and Technology","Male","150","150","43230","40810"
"In post","2021","National Crime Agency","Finance","Female","30","30","35990","36740"
"In post","2021","National Crime Agency","Finance","Male","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Female","115","105","40250","40060"
"In post","2021","National Crime Agency","Human Resources","Male","70","70","40030","38730"
"In post","2021","National Crime Agency","Legal","Female","30","30","55070","59160"
"In post","2021","National Crime Agency","Legal","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Female","2045","1965","36770","36200"
"In post","2021","National Crime Agency","Operational Delivery","Male","2675","2660","41940","40170"
"In post","2021","National Crime Agency","Project Delivery","Female","50","45","43790","40520"
"In post","2021","National Crime Agency","Project Delivery","Male","45","45","49780","48900"
"In post","2021","National Crime Agency","Property","Female","15","10","[c]","[c]"
"In post","2021","National Crime Agency","Property","Male","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Security","Female","25","25","[c]","[c]"
"In post","2021","National Crime Agency","Security","Male","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Female","45","45","46600","40640"
"In post","2021","Northern Ireland Office","Policy","Male","50","50","46600","41770"
"In post","2021","Northern Ireland Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Female","30","25","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","Female","30","30","45100","39850"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","Male","50","50","45020","39850"
"In post","2021","Office for Standards in Education","Finance","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Female","35","35","40910","32010"
"In post","2021","Office for Standards in Education","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","Female","575","560","62970","51360"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","Male","220","220","73180","75500"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","Female","150","130","28460","21160"
"In post","2021","Office for Standards in Education","Operational Delivery","Male","75","75","28960","25880"
"In post","2021","Office for Standards in Education","Other","Female","180","170","28140","25880"
"In post","2021","Office for Standards in Education","Other","Male","75","75","29470","25880"
"In post","2021","Office for Standards in Education","Policy","Female","40","40","50580","40960"
"In post","2021","Office for Standards in Education","Policy","Male","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Female","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Female","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","Female","35","35","42190","35010"
"In post","2021","Office for Standards in Education","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Statistics","Female","50","45","38980","32010"
"In post","2021","Office for Standards in Education","Statistics","Male","65","65","39530","39850"
"In post","2021","Office of Gas and Electricity Markets","Communications","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Male","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","70","70","51730","49530"
"In post","2021","Office of Gas and Electricity Markets","Economics","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","Male","35","35","44820","41850"
"In post","2021","Office of Gas and Electricity Markets","Finance","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Female","50","50","59400","62300"
"In post","2021","Office of Gas and Electricity Markets","Legal","Male","30","30","71410","68680"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Female","75","75","31760","27010"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Male","90","90","34690","28280"
"In post","2021","Office of Gas and Electricity Markets","Other","Female","250","240","41370","35760"
"In post","2021","Office of Gas and Electricity Markets","Other","Male","280","280","46750","41000"
"In post","2021","Office of Gas and Electricity Markets","Policy","Female","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Policy","Male","55","55","37250","34540"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Male","15","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","55","50","41510","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","30","30","51210","43800"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Male","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","Male","20","15","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Female","10","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","Female","55","55","45370","43090"
"In post","2021","Office of Rail and Road","Operational Delivery","Male","80","80","58740","59750"
"In post","2021","Office of Rail and Road","Policy","Female","30","30","54660","53400"
"In post","2021","Office of Rail and Road","Policy","Male","35","35","59570","57710"
"In post","2021","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","Female","195","185","33690","33340"
"In post","2021","Other Cabinet Office Agencies","Commercial","Male","180","180","34630","34800"
"In post","2021","Other Cabinet Office Agencies","Communications","Female","15","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Communications","Male","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","Female","40","40","42800","40000"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","Male","80","80","41320","35540"
"In post","2021","Other Cabinet Office Agencies","Finance","Female","25","25","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","Male","35","35","48370","39500"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Female","40","35","37490","32180"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Male","10","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","Female","110","105","39820","38340"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","Male","105","105","43430","35690"
"In post","2021","Other Cabinet Office Agencies","Other","Female","25","25","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other","Male","15","15","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","Male","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Female","25","25","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Male","40","40","51150","51290"
"In post","2021","Other Cabinet Office Agencies","Property","Female","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Scotland Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Scotland Office","Policy","Female","10","10","[c]","[c]"
"In post","2021","Scotland Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Female","50","45","48210","48930"
"In post","2021","Scotland Office","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Scottish Government","Commercial","Female","45","40","29320","25870"
"In post","2021","Scottish Government","Commercial","Male","60","55","33850","28410"
