"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Delivery","Unknown","135","[c]","23940","21170"
"Leaver Dept.","2021","20-29","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Policy","Unknown","260","[c]","36290","33540"
"Leaver Dept.","2021","20-29","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Statistics","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","795","[c]","31980","32000"
"Leaver Dept.","2021","20-29","White","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Economics","Heterosexual / straight","35","[c]","35600","33720"
"Leaver Dept.","2021","20-29","White","Economics","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Human Resources","Heterosexual / straight","55","[c]","30420","29250"
"Leaver Dept.","2021","20-29","White","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Delivery","Heterosexual / straight","285","[c]","26180","22680"
"Leaver Dept.","2021","20-29","White","Operational Delivery","LGBO","45","[c]","27720","23810"
"Leaver Dept.","2021","20-29","White","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Other","Heterosexual / straight","45","[c]","28720","27350"
"Leaver Dept.","2021","20-29","White","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Policy","Heterosexual / straight","255","[c]","37100","33570"
"Leaver Dept.","2021","20-29","White","Policy","LGBO","45","[c]","38070","35050"
"Leaver Dept.","2021","20-29","White","Policy","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Project Delivery","Heterosexual / straight","70","[c]","30310","28670"
"Leaver Dept.","2021","20-29","White","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Science and Engineering","Heterosexual / straight","35","[c]","29470","27540"
"Leaver Dept.","2021","20-29","White","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Unknown","Heterosexual / straight","460","[c]","31430","31210"
"Leaver Dept.","2021","20-29","White","Unknown","LGBO","90","[c]","32330","32000"
"Leaver Dept.","2021","20-29","White","Unknown","Undeclared","40","[c]","32640","32000"
"Leaver Dept.","2021","20-29","White","Unknown","Unknown","310","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","Heterosexual / straight","75","[c]","26570","24890"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Heterosexual / straight","80","[c]","36270","31060"
"Leaver Dept.","2021","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
