"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SEO/HEO","Female","30","30","42500","41040"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SEO/HEO","Male","35","35","41920","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","EO","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","EO","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SEO/HEO","Male","30","30","39060","38960"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","EO","Female","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","EO","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6/G7","Female","40","35","62750","58030"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6/G7","Male","70","70","61930","57990"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SEO/HEO","Female","50","50","37100","35640"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SEO/HEO","Male","100","100","37290","35020"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G6/G7","Female","40","40","61150","58860"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G6/G7","Male","40","40","61130","58100"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO/HEO","Female","30","30","39280","39380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO/HEO","Male","35","35","39950","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","EO","Female","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","EO","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6/G7","Female","40","40","58620","56220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SEO/HEO","Female","30","30","37220","36260"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","Female","55","50","27780","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","Male","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G6/G7","Female","110","110","56800","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G6/G7","Male","105","100","57340","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","Female","105","105","36580","35150"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","Male","95","95","37480","38320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","Female","140","140","27850","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","Male","85","85","28090","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","Female","780","745","57930","53760"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","Male","925","915","58760","56170"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","Female","120","110","80150","74060"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","Male","145","140","83140","74880"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","Female","780","765","37650","36660"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","Male","730","725","38290","39080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","Female","10","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","EO","Female","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","EO","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","EO","Female","55","55","27210","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","EO","Male","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","Female","270","260","57170","52830"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","Male","230","230","57340","53230"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SCS level","Female","45","40","85260","75450"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SCS level","Male","35","30","84570","76130"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","Female","235","235","35680","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","Male","185","185","35590","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","Female","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","Female","55","50","56510","53570"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","Male","50","50","58850","54320"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","Male","35","35","36530","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
