"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO","Female","Heterosexual / straight","875","830","41110","40160"
"In post","2021","Human Resources","SEO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Human Resources","SEO","Female","Undeclared","60","60","42960","41360"
"In post","2021","Human Resources","SEO","Female","Unknown","125","120","39870","38890"
"In post","2021","Human Resources","SEO","Male","Heterosexual / straight","360","355","41980","40860"
"In post","2021","Human Resources","SEO","Male","LGBO","45","40","41700","41460"
"In post","2021","Human Resources","SEO","Male","Undeclared","35","35","42550","40860"
"In post","2021","Human Resources","SEO","Male","Unknown","65","65","40110","39120"
"In post","2021","Human Resources","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Heterosexual / straight","130","125","34890","32640"
"In post","2021","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Heterosexual / straight","55","55","45160","34850"
"In post","2021","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Internal Audit","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Internal Audit","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Male","Heterosexual / straight","35","35","66070","64150"
"In post","2021","Internal Audit","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G7","Female","Heterosexual / straight","45","40","53790","53470"
"In post","2021","Internal Audit","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G7","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G7","Male","Heterosexual / straight","65","60","54630","54470"
"In post","2021","Internal Audit","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Internal Audit","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HEO","Female","Heterosexual / straight","70","70","34090","33360"
"In post","2021","Internal Audit","HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Internal Audit","HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Internal Audit","HEO","Male","Heterosexual / straight","50","50","34510","33630"
"In post","2021","Internal Audit","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Internal Audit","HEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","HEO","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Internal Audit","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO","Female","Heterosexual / straight","120","110","43120","42200"
"In post","2021","Internal Audit","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Internal Audit","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Internal Audit","SEO","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Internal Audit","SEO","Male","Heterosexual / straight","110","105","45170","45350"
"In post","2021","Internal Audit","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Internal Audit","SEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Internal Audit","SEO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Internal Audit","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA","Female","Undeclared","140","110","20070","20070"
"In post","2021","Legal","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA","Male","Undeclared","125","110","20070","20070"
"In post","2021","Legal","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AO","Female","Heterosexual / straight","850","770","22350","21950"
"In post","2021","Legal","AO","Female","LGBO","35","35","22120","21950"
"In post","2021","Legal","AO","Female","Undeclared","485","425","22430","22820"
"In post","2021","Legal","AO","Female","Unknown","295","250","22180","21950"
"In post","2021","Legal","AO","Male","Heterosexual / straight","305","295","22520","21950"
"In post","2021","Legal","AO","Male","LGBO","30","30","22410","21950"
"In post","2021","Legal","AO","Male","Undeclared","160","155","22320","22820"
"In post","2021","Legal","AO","Male","Unknown","115","115","22260","21950"
"In post","2021","Legal","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Female","Heterosexual / straight","940","860","27830","27760"
"In post","2021","Legal","EO","Female","LGBO","60","60","27590","27200"
"In post","2021","Legal","EO","Female","Undeclared","370","335","28620","29350"
"In post","2021","Legal","EO","Female","Unknown","345","305","28260","28430"
"In post","2021","Legal","EO","Male","Heterosexual / straight","395","385","27890","27580"
"In post","2021","Legal","EO","Male","LGBO","45","45","28760","27790"
"In post","2021","Legal","EO","Male","Undeclared","155","150","28430","29350"
"In post","2021","Legal","EO","Male","Unknown","135","135","27540","27840"
"In post","2021","Legal","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6","Female","Heterosexual / straight","505","460","69110","67470"
"In post","2021","Legal","G6","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Legal","G6","Female","Undeclared","60","55","70370","70340"
"In post","2021","Legal","G6","Female","Unknown","225","200","69480","67830"
"In post","2021","Legal","G6","Male","Heterosexual / straight","295","285","70710","70350"
"In post","2021","Legal","G6","Male","LGBO","45","45","70210","68220"
"In post","2021","Legal","G6","Male","Undeclared","45","45","70130","69310"
"In post","2021","Legal","G6","Male","Unknown","185","180","71300","68740"
"In post","2021","Legal","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G7","Female","Heterosexual / straight","1985","1800","55550","53630"
"In post","2021","Legal","G7","Female","LGBO","60","55","55160","53030"
"In post","2021","Legal","G7","Female","Undeclared","170","155","56810","55420"
"In post","2021","Legal","G7","Female","Unknown","690","600","57160","55610"
"In post","2021","Legal","G7","Male","Heterosexual / straight","1130","1090","56610","55610"
"In post","2021","Legal","G7","Male","LGBO","110","110","56000","55490"
"In post","2021","Legal","G7","Male","Undeclared","115","110","56890","55420"
"In post","2021","Legal","G7","Male","Unknown","375","360","58020","55610"
"In post","2021","Legal","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HEO","Female","Heterosexual / straight","670","640","34600","33840"
"In post","2021","Legal","HEO","Female","LGBO","25","20","[c]","[c]"
"In post","2021","Legal","HEO","Female","Undeclared","150","140","33460","35230"
"In post","2021","Legal","HEO","Female","Unknown","215","205","32930","31810"
"In post","2021","Legal","HEO","Male","Heterosexual / straight","350","345","34010","32430"
"In post","2021","Legal","HEO","Male","LGBO","50","50","34810","32290"
"In post","2021","Legal","HEO","Male","Undeclared","65","65","33920","35230"
"In post","2021","Legal","HEO","Male","Unknown","130","125","33460","33610"
"In post","2021","Legal","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS level","Female","Heterosexual / straight","160","150","88080","82720"
"In post","2021","Legal","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Legal","SCS level","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Legal","SCS level","Female","Unknown","60","55","87540","81010"
"In post","2021","Legal","SCS level","Male","Heterosexual / straight","130","125","92380","84540"
"In post","2021","Legal","SCS level","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Legal","SCS level","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Legal","SCS level","Male","Unknown","40","40","85770","81720"
"In post","2021","Legal","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO","Female","Heterosexual / straight","775","690","42390","40970"
"In post","2021","Legal","SEO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Legal","SEO","Female","Undeclared","210","185","43310","43460"
"In post","2021","Legal","SEO","Female","Unknown","150","130","43430","43000"
"In post","2021","Legal","SEO","Male","Heterosexual / straight","325","310","43600","42520"
"In post","2021","Legal","SEO","Male","LGBO","30","30","43720","41760"
"In post","2021","Legal","SEO","Male","Undeclared","85","80","44510","45190"
"In post","2021","Legal","SEO","Male","Unknown","80","75","42120","40970"
"In post","2021","Legal","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA","Female","Heterosexual / straight","3465","2945","19620","20070"
"In post","2021","No function","AA","Female","LGBO","265","255","20460","20600"
"In post","2021","No function","AA","Female","Undeclared","670","510","19010","18060"
"In post","2021","No function","AA","Female","Unknown","1615","1345","20260","20600"
"In post","2021","No function","AA","Male","Heterosexual / straight","2715","2535","20400","20600"
"In post","2021","No function","AA","Male","LGBO","130","125","19810","20070"
"In post","2021","No function","AA","Male","Undeclared","385","355","19760","20320"
"In post","2021","No function","AA","Male","Unknown","1360","1245","20760","20600"
"In post","2021","No function","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","AO","Female","Heterosexual / straight","18955","16450","22350","21440"
"In post","2021","No function","AO","Female","LGBO","1335","1285","24670","23970"
"In post","2021","No function","AO","Female","Undeclared","2705","2275","22450","21590"
"In post","2021","No function","AO","Female","Unknown","8965","7770","22400","21440"
"In post","2021","No function","AO","Male","Heterosexual / straight","16495","15845","25250","24440"
"In post","2021","No function","AO","Male","LGBO","975","940","23450","21590"
"In post","2021","No function","AO","Male","Undeclared","1985","1880","25060","22680"
"In post","2021","No function","AO","Male","Unknown","8490","8035","24570","22350"
"In post","2021","No function","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Female","Heterosexual / straight","11115","10220","27200","26780"
"In post","2021","No function","EO","Female","LGBO","675","660","28100","27130"
"In post","2021","No function","EO","Female","Undeclared","1565","1410","27420","27130"
"In post","2021","No function","EO","Female","Unknown","3720","3395","27670","27130"
"In post","2021","No function","EO","Male","Heterosexual / straight","9535","9215","29180","28130"
"In post","2021","No function","EO","Male","LGBO","620","605","27640","26760"
"In post","2021","No function","EO","Male","Undeclared","1655","1555","28760","27380"
"In post","2021","No function","EO","Male","Unknown","4235","4030","29300","28130"
"In post","2021","No function","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6","Female","Heterosexual / straight","1780","1680","67640","65380"
"In post","2021","No function","G6","Female","LGBO","85","80","68210","65310"
"In post","2021","No function","G6","Female","Undeclared","220","210","68450","65370"
"In post","2021","No function","G6","Female","Unknown","480","450","67460","66230"
"In post","2021","No function","G6","Male","Heterosexual / straight","1945","1895","68450","66160"
"In post","2021","No function","G6","Male","LGBO","195","195","66880","65230"
"In post","2021","No function","G6","Male","Undeclared","280","265","69640","66520"
"In post","2021","No function","G6","Male","Unknown","535","520","68520","66230"
"In post","2021","No function","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","G7","Female","Heterosexual / straight","5175","4940","54620","53380"
"In post","2021","No function","G7","Female","LGBO","335","330","54620","53380"
"In post","2021","No function","G7","Female","Undeclared","610","585","54340","53380"
"In post","2021","No function","G7","Female","Unknown","1355","1295","53890","53360"
"In post","2021","No function","G7","Male","Heterosexual / straight","5130","5045","55270","53600"
"In post","2021","No function","G7","Male","LGBO","520","510","55340","53640"
"In post","2021","No function","G7","Male","Undeclared","780","765","55380","53600"
"In post","2021","No function","G7","Male","Unknown","1655","1620","54740","53750"
"In post","2021","No function","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HEO","Female","Heterosexual / straight","9640","9105","32950","32210"
"In post","2021","No function","HEO","Female","LGBO","690","680","33210","32760"
"In post","2021","No function","HEO","Female","Undeclared","1155","1070","33410","33100"
"In post","2021","No function","HEO","Female","Unknown","3655","3495","32420","31870"
"In post","2021","No function","HEO","Male","Heterosexual / straight","8560","8305","34480","33840"
"In post","2021","No function","HEO","Male","LGBO","665","655","33290","32940"
"In post","2021","No function","HEO","Male","Undeclared","1255","1210","34600","33840"
"In post","2021","No function","HEO","Male","Unknown","3600","3500","33430","32030"
"In post","2021","No function","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS level","Female","Heterosexual / straight","1055","980","86740","78010"
"In post","2021","No function","SCS level","Female","LGBO","50","50","85470","75380"
"In post","2021","No function","SCS level","Female","Undeclared","85","75","92050","82720"
"In post","2021","No function","SCS level","Female","Unknown","255","240","97030","88000"
"In post","2021","No function","SCS level","Male","Heterosexual / straight","1035","1010","90860","82100"
"In post","2021","No function","SCS level","Male","LGBO","105","100","89180","80900"
"In post","2021","No function","SCS level","Male","Undeclared","120","110","90550","82560"
"In post","2021","No function","SCS level","Male","Unknown","255","250","98860","92290"
"In post","2021","No function","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","SEO","Female","Heterosexual / straight","5855","5540","41610","40050"
"In post","2021","No function","SEO","Female","LGBO","355","350","42040","40070"
"In post","2021","No function","SEO","Female","Undeclared","740","700","41880","40070"
"In post","2021","No function","SEO","Female","Unknown","1440","1365","41070","40170"
"In post","2021","No function","SEO","Male","Heterosexual / straight","4930","4805","43810","40960"
"In post","2021","No function","SEO","Male","LGBO","365","360","41170","40050"
"In post","2021","No function","SEO","Male","Undeclared","780","755","43650","41090"
"In post","2021","No function","SEO","Male","Unknown","1560","1500","42230","40650"
"In post","2021","No function","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Female","Heterosexual / straight","7530","6890","29770","28200"
"In post","2021","No function","Unknown","Female","LGBO","410","390","28780","26810"
"In post","2021","No function","Unknown","Female","Undeclared","630","570","31490","31420"
"In post","2021","No function","Unknown","Female","Unknown","725","635","26930","24020"
"In post","2021","No function","Unknown","Male","Heterosexual / straight","2000","1930","31040","30210"
"In post","2021","No function","Unknown","Male","LGBO","170","165","30000","28200"
"In post","2021","No function","Unknown","Male","Undeclared","275","265","32510","33360"
"In post","2021","No function","Unknown","Male","Unknown","275","250","27210","24020"
"In post","2021","No function","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Female","Heterosexual / straight","215","195","21640","21130"
"In post","2021","Project Delivery","AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","AO","Female","Undeclared","40","35","21630","21440"
"In post","2021","Project Delivery","AO","Female","Unknown","110","100","22560","22350"
"In post","2021","Project Delivery","AO","Male","Heterosexual / straight","90","90","22170","21580"
"In post","2021","Project Delivery","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Male","Undeclared","35","30","21740","21400"
"In post","2021","Project Delivery","AO","Male","Unknown","50","50","22810","22920"
"In post","2021","Project Delivery","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","EO","Female","Heterosexual / straight","1705","1580","25140","26120"
"In post","2021","Project Delivery","EO","Female","LGBO","75","75","24490","25560"
"In post","2021","Project Delivery","EO","Female","Undeclared","185","175","25500","26420"
"In post","2021","Project Delivery","EO","Female","Unknown","330","300","25770","25630"
"In post","2021","Project Delivery","EO","Male","Heterosexual / straight","1580","1550","24120","25340"
"In post","2021","Project Delivery","EO","Male","LGBO","75","75","24580","25560"
"In post","2021","Project Delivery","EO","Male","Undeclared","325","315","26460","27460"
"In post","2021","Project Delivery","EO","Male","Unknown","330","320","24300","25560"
"In post","2021","Project Delivery","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G6","Female","Heterosexual / straight","645","625","66530","65560"
"In post","2021","Project Delivery","G6","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Project Delivery","G6","Female","Undeclared","70","65","67810","65740"
"In post","2021","Project Delivery","G6","Female","Unknown","155","150","65430","64840"
"In post","2021","Project Delivery","G6","Male","Heterosexual / straight","825","805","67880","66750"
"In post","2021","Project Delivery","G6","Male","LGBO","60","60","67180","65610"
"In post","2021","Project Delivery","G6","Male","Undeclared","140","135","67900","67220"
"In post","2021","Project Delivery","G6","Male","Unknown","215","210","66900","66210"
"In post","2021","Project Delivery","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G7","Female","Heterosexual / straight","1625","1565","53060","53420"
"In post","2021","Project Delivery","G7","Female","LGBO","70","70","52680","52580"
"In post","2021","Project Delivery","G7","Female","Undeclared","160","155","53520","54540"
"In post","2021","Project Delivery","G7","Female","Unknown","475","460","52770","53000"
"In post","2021","Project Delivery","G7","Male","Heterosexual / straight","2025","1995","53780","54330"
"In post","2021","Project Delivery","G7","Male","LGBO","115","115","54260","54540"
"In post","2021","Project Delivery","G7","Male","Undeclared","295","290","54040","54540"
"In post","2021","Project Delivery","G7","Male","Unknown","465","460","52830","52850"
"In post","2021","Project Delivery","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HEO","Female","Heterosexual / straight","2390","2255","31890","32690"
"In post","2021","Project Delivery","HEO","Female","LGBO","105","100","31560","32110"
"In post","2021","Project Delivery","HEO","Female","Undeclared","310","290","32050","33000"
"In post","2021","Project Delivery","HEO","Female","Unknown","485","460","33300","32870"
"In post","2021","Project Delivery","HEO","Male","Heterosexual / straight","2575","2535","32150","32710"
"In post","2021","Project Delivery","HEO","Male","LGBO","130","125","32310","32780"
"In post","2021","Project Delivery","HEO","Male","Undeclared","400","390","33160","33050"
"In post","2021","Project Delivery","HEO","Male","Unknown","480","475","33260","32880"
"In post","2021","Project Delivery","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Female","Heterosexual / straight","230","220","88090","79930"
"In post","2021","Project Delivery","SCS level","Female","LGBO","10","10","[c]","[c]"
