"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","650","625","40840","37700"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","305","300","44500","40050"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","45","45","45320","44300"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","515","505","44680","40050"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","225","220","48400","48580"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","455","445","38240","36500"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","LGBO","50","50","37030","32940"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Undeclared","40","40","37200","34720"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Unknown","505","495","42070","36660"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","60","60","44510","39460"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","755","720","42980","38750"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","Heterosexual / straight","290","285","45250","38540"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","LGBO","35","35","44040","39540"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","Unknown","665","660","44300","38540"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","115","115","44540","42470"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Undeclared","90","90","48920","44030"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","380","350","28160","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","40","35","28420","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","2750","2635","28840","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","565","555","45790","40650"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","80","80","43000","40650"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","1845","1815","45690","40650"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","Heterosexual / straight","55","50","33020","29190"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","Unknown","90","80","25370","22230"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","40","35","22180","21590"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","620","555","24600","21590"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Unknown","790","775","28040","26580"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","100","100","36260","36500"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","Unknown","80","75","40250","36500"
"In post","2021","Unknown","Education Scotland","Scottish Government","Heterosexual / straight","70","65","60310","69160"
"In post","2021","Unknown","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Scottish Government","Unknown","100","95","51460","52480"
"In post","2021","Unknown","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","ESTYN","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","35","30","41630","39510"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","Heterosexual / straight","30","30","38260","35110"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","Unknown","90","90","33590","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","235","230","54340","55430"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","1245","1220","47950","48840"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","Unknown","30","30","29470","28120"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","Heterosexual / straight","55","50","48320","51830"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","Unknown","305","280","59000","64680"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","Unknown","40","35","39070","31660"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","65","60","24150","21300"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Unknown","1565","1520","22470","19930"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","Heterosexual / straight","555","540","27210","22350"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","LGBO","55","55","25430","22350"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","Unknown","1310","1260","27390","22350"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","275","265","27260","25810"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Undeclared","30","30","29360","26810"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","4675","4525","26030","24920"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","2040","1795","29580","25560"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","115","105","29260","25560"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","345","305","30320","25630"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","16870","15615","27900","25560"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","35","35","51000","52500"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Heterosexual / straight","265","265","33700","28650"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Unknown","1705","1670","31780","25630"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","120","115","29340","24260"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","385","380","27970","22490"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","Unknown","60","60","22090","19930"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","120","115","33740","31350"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","Unknown","115","110","30680","26590"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","345","340","43100","40450"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","15","10","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","55","55","45480","41010"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","285","270","49250","41950"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","2520","2430","32140","27420"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","65","65","29070","25540"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","565","545","34240","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","2840","2740","32970","29200"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","45","45","44810","39600"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Undeclared","40","40","43510","39600"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","135","130","46190","41580"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","45","40","36740","32870"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","700","690","42360","37570"
"In post","2021","Unknown","National Crime Agency","National Crime Agency","Heterosexual / straight","2425","2380","38010","36410"
"In post","2021","Unknown","National Crime Agency","National Crime Agency","LGBO","125","125","35020","34140"
"In post","2021","Unknown","National Crime Agency","National Crime Agency","Undeclared","220","215","36720","34570"
"In post","2021","Unknown","National Crime Agency","National Crime Agency","Unknown","750","725","41460","39820"
"In post","2021","Unknown","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","Heterosexual / straight","55","50","35710","33620"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","Unknown","110","105","31930","26160"
"In post","2021","Unknown","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","Unknown","60","60","41070","37190"
"In post","2021","Unknown","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Budget Responsibility","HM Treasury","Unknown","35","35","51010","54690"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","70","65","43880","51360"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","20","15","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","70","70","39330","35010"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","75","70","49430","43000"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","65","60","50240","46660"
"In post","2021","Unknown","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Ministry of Justice","Unknown","140","135","20610","19930"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","45","40","46340","47660"
"In post","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","10","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","105","95","39130","34860"
"In post","2021","Unknown","Public Health England","Department of Health and Social Care","Heterosexual / straight","475","440","49140","42370"
"In post","2021","Unknown","Public Health England","Department of Health and Social Care","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Public Health England","Department of Health and Social Care","Undeclared","95","85","54030","47090"
"In post","2021","Unknown","Public Health England","Department of Health and Social Care","Unknown","1000","925","50390","44500"
"In post","2021","Unknown","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Registers of Scotland","Scottish Government","Heterosexual / straight","45","40","33790","30080"
"In post","2021","Unknown","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Registers of Scotland","Scottish Government","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Registers of Scotland","Scottish Government","Unknown","375","350","31640","30080"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1835","1835","37620","34460"
"In post","2021","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","50","50","45110","39660"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","1645","1485","27670","22820"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","1115","1065","43120","39660"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","LGBO","65","60","42010","38540"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","Undeclared","65","65","47620","46600"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","Unknown","1380","1325","40060","35110"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Heterosexual / straight","1305","1215","33610","33650"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","LGBO","60","60","31270","33650"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Undeclared","55","50","33840","33650"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Unknown","2595","2445","30270","30930"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","55","45","25820","24110"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","Unknown","70","60","29040","24110"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Unknown","115","110","47360","41140"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","Heterosexual / straight","100","95","38170","30650"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","Unknown","210","200","30110","26160"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","Unknown","125","120","26130","22230"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","90","90","47120","45290"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
