"Status","Year","Organisation","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Female","325","320","36060","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Male","270","270","36360","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Yorkshire","Female","105","100","47700","40250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Yorkshire","Male","85","85","46190","39810"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East Anglia","Female","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East Anglia","Male","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","East Anglia","Female","10","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East Anglia","Male","15","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Dorset and Somerset","Female","10","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East Anglia","Female","30","30","31620","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East Anglia","Male","15","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","East Anglia","Female","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","East Anglia","Male","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Dorset and Somerset","Female","55","50","30320","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Dorset and Somerset","Male","65","60","35290","29990"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East Anglia","Female","150","140","31340","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East Anglia","Male","195","190","36510","35900"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Merseyside","Female","15","15","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Merseyside","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","Finance","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Legal","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Merseyside","Female","10","5","[c]","[c]"
"In post","2021","Charity Commission","Legal","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Merseyside","Female","20","20","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Merseyside","Male","20","20","[c]","[c]"
"In post","2021","Charity Commission","Other","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","Merseyside","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Policy","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Merseyside","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Security","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Dorset and Somerset","Female","15","15","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Dorset and Somerset","Male","15","10","[c]","[c]"
"In post","2021","Charity Commission","Unknown","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Inner London - West","Female","20","20","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Inner London - West","Male","10","10","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Merseyside","Female","100","90","30630","29160"
"In post","2021","Charity Commission","Unknown","Merseyside","Male","60","60","31780","29160"
"In post","2021","Companies House","Commercial","East Wales","Female","5","5","[c]","[c]"
"In post","2021","Companies House","Commercial","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","East Wales","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Communications","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","East Wales","Female","75","75","36690","36440"
"In post","2021","Companies House","Digital, Data and Technology","East Wales","Male","180","180","39770","38000"
"In post","2021","Companies House","Finance","East Wales","Female","40","35","29240","24730"
"In post","2021","Companies House","Finance","East Wales","Male","20","20","[c]","[c]"
"In post","2021","Companies House","Human Resources","East Wales","Female","60","55","33220","30530"
"In post","2021","Companies House","Human Resources","East Wales","Male","25","25","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","East Wales","Female","325","270","24050","22490"
"In post","2021","Companies House","Operational Delivery","East Wales","Male","185","180","25250","22490"
"In post","2021","Companies House","Operational Delivery","Eastern Scotland","Female","25","20","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Eastern Scotland","Male","15","15","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2021","Companies House","Other","East Wales","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Other","East Wales","Male","10","10","[c]","[c]"
"In post","2021","Companies House","Policy","East Wales","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Policy","East Wales","Male","15","15","[c]","[c]"
"In post","2021","Companies House","Project Delivery","East Wales","Female","5","5","[c]","[c]"
"In post","2021","Companies House","Project Delivery","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Companies House","Property","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Inner London - East","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Inner London - East","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Inner London - East","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Inner London - East","Female","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Inner London - East","Male","35","35","58840","54550"
"In post","2021","Competition and Markets Authority","Economics","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Inner London - East","Female","40","35","60820","57850"
"In post","2021","Competition and Markets Authority","Economics","Inner London - East","Male","50","50","64710","62270"
"In post","2021","Competition and Markets Authority","Human Resources","Inner London - East","Female","30","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Inner London - East","Male","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Inner London - East","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Inner London - East","Female","70","65","69630","71370"
"In post","2021","Competition and Markets Authority","Legal","Inner London - East","Male","50","50","71720","73450"
"In post","2021","Competition and Markets Authority","Policy","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Eastern Scotland","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Inner London - East","Female","185","175","59150","55860"
"In post","2021","Competition and Markets Authority","Project Delivery","Inner London - East","Male","155","155","63430","59870"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","West Central Scotland","Female","155","140","25810","22570"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","West Central Scotland","Male","135","130","25130","22710"
"In post","2021","Criminal Injuries Compensation Authority","Policy","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","East Anglia","Female","40","35","33780","34800"
"In post","2021","Crown Commercial Service","Commercial","East Anglia","Male","50","50","35550","34800"
"In post","2021","Crown Commercial Service","Commercial","East Wales","Female","30","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","East Wales","Male","35","35","31230","29280"
"In post","2021","Crown Commercial Service","Commercial","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Merseyside","Female","105","100","32900","33340"
"In post","2021","Crown Commercial Service","Commercial","Merseyside","Male","80","75","34680","34800"
"In post","2021","Crown Commercial Service","Commercial","West Midlands","Female","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Merseyside","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Merseyside","Male","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","East Anglia","Female","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","East Anglia","Male","25","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Merseyside","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Merseyside","Male","25","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Merseyside","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Merseyside","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East Anglia","Female","10","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Merseyside","Female","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","East Anglia","Female","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","East Anglia","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","East Wales","Female","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","East Wales","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Merseyside","Female","55","55","40350","46920"
"In post","2021","Crown Commercial Service","Operational Delivery","Merseyside","Male","40","40","50930","52000"
"In post","2021","Crown Commercial Service","Operational Delivery","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","West Midlands","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","East Anglia","Female","[c]","[c]","[c]","[c]"
