"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Outside London","SEO/HEO","LGBO","225","225","35570","35110"
"In post","2021","Unknown","Outside London","SEO/HEO","Undeclared","960","910","37420","36460"
"In post","2021","Unknown","Outside London","SEO/HEO","Unknown","9170","8825","35030","33300"
"In post","2021","Unknown","Outside London","Unknown","Heterosexual / straight","170","165","39520","37170"
"In post","2021","Unknown","Outside London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","Undeclared","45","40","41940","41610"
"In post","2021","Unknown","Outside London","Unknown","Unknown","680","615","26190","22920"
"In post","2021","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","Heterosexual / straight","50","50","63310","59420"
"In post","2021","Unknown","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","Unknown","245","245","59220","57930"
"In post","2021","Unknown","Overseas","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","Unknown","30","30","84170","77170"
"In post","2021","Unknown","Overseas","SEO/HEO","Heterosexual / straight","90","90","48900","41810"
"In post","2021","Unknown","Overseas","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO/HEO","Unknown","275","275","43170","41600"
"In post","2021","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","Unknown","55","50","27840","27570"
"In post","2021","Unknown","Unknown","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","Unknown","45","45","61030","58470"
"In post","2021","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Unknown","425","420","31960","32000"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Unknown","1840","1840","37610","34460"
"Leaver CS","2021","Declared disabled","London","AA/AO","Heterosexual / straight","70","[c]","23490","23360"
"Leaver CS","2021","Declared disabled","London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","EO","Heterosexual / straight","55","[c]","30100","31060"
"Leaver CS","2021","Declared disabled","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","G6/G7","Heterosexual / straight","35","[c]","61800","59650"
"Leaver CS","2021","Declared disabled","London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SEO/HEO","Heterosexual / straight","75","[c]","37440","37120"
"Leaver CS","2021","Declared disabled","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","AA/AO","Heterosexual / straight","630","[c]","20760","20920"
"Leaver CS","2021","Declared disabled","Outside London","AA/AO","LGBO","70","[c]","20490","21010"
"Leaver CS","2021","Declared disabled","Outside London","AA/AO","Undeclared","100","[c]","21140","20850"
"Leaver CS","2021","Declared disabled","Outside London","AA/AO","Unknown","350","[c]","21470","20500"
"Leaver CS","2021","Declared disabled","Outside London","EO","Heterosexual / straight","375","[c]","27190","27570"
"Leaver CS","2021","Declared disabled","Outside London","EO","LGBO","40","[c]","26500","27570"
"Leaver CS","2021","Declared disabled","Outside London","EO","Undeclared","70","[c]","27400","27570"
"Leaver CS","2021","Declared disabled","Outside London","EO","Unknown","200","[c]","28310","27570"
"Leaver CS","2021","Declared disabled","Outside London","G6/G7","Heterosexual / straight","60","[c]","61350","56340"
"Leaver CS","2021","Declared disabled","Outside London","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","220","[c]","36470","35230"
"Leaver CS","2021","Declared disabled","Outside London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","SEO/HEO","Undeclared","40","[c]","36800","35210"
"Leaver CS","2021","Declared disabled","Outside London","SEO/HEO","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","Heterosexual / straight","110","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","AA/AO","Heterosexual / straight","475","[c]","23460","23530"
"Leaver CS","2021","Declared non-disabled","London","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","AA/AO","Undeclared","40","[c]","23330","23790"
"Leaver CS","2021","Declared non-disabled","London","AA/AO","Unknown","155","[c]","23160","23210"
"Leaver CS","2021","Declared non-disabled","London","EO","Heterosexual / straight","375","[c]","28800","28650"
"Leaver CS","2021","Declared non-disabled","London","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","EO","Undeclared","45","[c]","28740","28430"
"Leaver CS","2021","Declared non-disabled","London","EO","Unknown","130","[c]","29610","30690"
"Leaver CS","2021","Declared non-disabled","London","G6/G7","Heterosexual / straight","415","[c]","60590","58840"
"Leaver CS","2021","Declared non-disabled","London","G6/G7","LGBO","40","[c]","59570","58340"
"Leaver CS","2021","Declared non-disabled","London","G6/G7","Undeclared","70","[c]","64340","61380"
"Leaver CS","2021","Declared non-disabled","London","G6/G7","Unknown","120","[c]","62520","60520"
"Leaver CS","2021","Declared non-disabled","London","SCS level","Heterosexual / straight","125","[c]","98160","91810"
"Leaver CS","2021","Declared non-disabled","London","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","SCS level","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","515","[c]","38150","37640"
"Leaver CS","2021","Declared non-disabled","London","SEO/HEO","LGBO","45","[c]","37150","36180"
"Leaver CS","2021","Declared non-disabled","London","SEO/HEO","Undeclared","70","[c]","39620","39960"
"Leaver CS","2021","Declared non-disabled","London","SEO/HEO","Unknown","155","[c]","38200","36900"
"Leaver CS","2021","Declared non-disabled","London","Unknown","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","3525","[c]","21010","21010"
"Leaver CS","2021","Declared non-disabled","Outside London","AA/AO","LGBO","195","[c]","20650","21010"
"Leaver CS","2021","Declared non-disabled","Outside London","AA/AO","Undeclared","350","[c]","20890","21010"
"Leaver CS","2021","Declared non-disabled","Outside London","AA/AO","Unknown","1730","[c]","21010","21010"
"Leaver CS","2021","Declared non-disabled","Outside London","EO","Heterosexual / straight","1605","[c]","26820","27150"
"Leaver CS","2021","Declared non-disabled","Outside London","EO","LGBO","75","[c]","26790","27310"
"Leaver CS","2021","Declared non-disabled","Outside London","EO","Undeclared","200","[c]","27450","27160"
"Leaver CS","2021","Declared non-disabled","Outside London","EO","Unknown","1040","[c]","27380","27570"
"Leaver CS","2021","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","510","[c]","60160","58230"
"Leaver CS","2021","Declared non-disabled","Outside London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","G6/G7","Undeclared","55","[c]","61450","59590"
"Leaver CS","2021","Declared non-disabled","Outside London","G6/G7","Unknown","270","[c]","60320","56980"
"Leaver CS","2021","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","75","[c]","96170","97190"
"Leaver CS","2021","Declared non-disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","1390","[c]","36840","35610"
"Leaver CS","2021","Declared non-disabled","Outside London","SEO/HEO","LGBO","45","[c]","36800","36870"
"Leaver CS","2021","Declared non-disabled","Outside London","SEO/HEO","Undeclared","170","[c]","37760","35200"
"Leaver CS","2021","Declared non-disabled","Outside London","SEO/HEO","Unknown","810","[c]","38380","36610"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","310","[c]","38530","36390"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","AA/AO","Heterosexual / straight","230","[c]","21420","21000"
"Leaver CS","2021","Undeclared","Outside London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","AA/AO","Undeclared","155","[c]","22220","21010"
"Leaver CS","2021","Undeclared","Outside London","AA/AO","Unknown","330","[c]","21200","20600"
"Leaver CS","2021","Undeclared","Outside London","EO","Heterosexual / straight","90","[c]","26660","27080"
"Leaver CS","2021","Undeclared","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","EO","Undeclared","75","[c]","28100","27240"
"Leaver CS","2021","Undeclared","Outside London","EO","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SEO/HEO","Heterosexual / straight","95","[c]","36490","35480"
"Leaver CS","2021","Undeclared","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SEO/HEO","Undeclared","95","[c]","38900","37970"
