"Status","Year","Age","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","30","25","29730","26420"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Inner London - West","85","80","44980","40960"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Lancashire","10","5","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","North Yorkshire","50","45","33240","29690"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","30","25","32340","26520"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","15","10","33070","26520"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Southern Scotland","10","10","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","70","65","36920","29810"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","West Yorkshire","5","5","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Inner London - West","65","60","44680","38800"
"In post","2021","60-64","Department for International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Overseas","10","10","69330","66170"
"In post","2021","60-64","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Bedfordshire and Hertfordshire","20","20","29260","28550"
"In post","2021","60-64","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","15","15","27570","26780"
"In post","2021","60-64","Department for Transport","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Cumbria","10","10","[c]","[c]"
"In post","2021","60-64","Department for Transport","Derbyshire and Nottinghamshire","35","35","31570","26780"
"In post","2021","60-64","Department for Transport","Devon","15","10","36750","27810"
"In post","2021","60-64","Department for Transport","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","East Anglia","25","20","28330","26780"
"In post","2021","60-64","Department for Transport","East Wales","20","15","27850","26780"
"In post","2021","60-64","Department for Transport","East Yorkshire and Northern Lincolnshire","25","20","38820","29730"
"In post","2021","60-64","Department for Transport","Eastern Scotland","25","20","28530","27680"
"In post","2021","60-64","Department for Transport","Essex","15","10","28760","26780"
"In post","2021","60-64","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","45","40","32320","27650"
"In post","2021","60-64","Department for Transport","Greater Manchester","25","25","27140","26780"
"In post","2021","60-64","Department for Transport","Hampshire and Isle of Wight","65","55","43760","36040"
"In post","2021","60-64","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Highlands and Islands","10","10","28720","27230"
"In post","2021","60-64","Department for Transport","Inner London - East","20","15","33570","32740"
"In post","2021","60-64","Department for Transport","Inner London - West","105","95","45440","44030"
"In post","2021","60-64","Department for Transport","Kent","25","20","31230","30580"
"In post","2021","60-64","Department for Transport","Lancashire","20","15","27610","26780"
"In post","2021","60-64","Department for Transport","Leicestershire, Rutland and Northamptonshire","30","25","29040","26740"
"In post","2021","60-64","Department for Transport","Lincolnshire","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Merseyside","15","15","31560","26780"
"In post","2021","60-64","Department for Transport","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","North Yorkshire","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Northumberland and Tyne and Wear","30","20","26760","26780"
"In post","2021","60-64","Department for Transport","Outer London - East and North East","25","20","32740","30780"
"In post","2021","60-64","Department for Transport","Outer London - South","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Outer London - West and North West","15","10","33470","30780"
"In post","2021","60-64","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Shropshire and Staffordshire","35","25","28420","26780"
"In post","2021","60-64","Department for Transport","South Yorkshire","15","15","27500","26780"
"In post","2021","60-64","Department for Transport","Southern Scotland","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Surrey, East and West Sussex","50","40","29260","27680"
"In post","2021","60-64","Department for Transport","Tees Valley and Durham","10","10","29750","27110"
"In post","2021","60-64","Department for Transport","West Central Scotland","20","20","31850","27680"
"In post","2021","60-64","Department for Transport","West Midlands","10","10","28250","26780"
"In post","2021","60-64","Department for Transport","West Wales and The Valleys","600","435","25280","21590"
"In post","2021","60-64","Department for Transport","West Yorkshire","25","20","28170","26740"
"In post","2021","60-64","Department for Work and Pensions","Bedfordshire and Hertfordshire","135","115","30220","29290"
"In post","2021","60-64","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","150","130","28060","27740"
"In post","2021","60-64","Department for Work and Pensions","Cheshire","95","75","25280","27570"
"In post","2021","60-64","Department for Work and Pensions","Cornwall and Isles of Scilly","90","70","25310","27570"
"In post","2021","60-64","Department for Work and Pensions","Cumbria","25","15","26780","27570"
"In post","2021","60-64","Department for Work and Pensions","Derbyshire and Nottinghamshire","265","205","28630","27570"
"In post","2021","60-64","Department for Work and Pensions","Devon","220","160","24740","21010"
"In post","2021","60-64","Department for Work and Pensions","Dorset and Somerset","105","85","25970","27570"
"In post","2021","60-64","Department for Work and Pensions","East Anglia","200","160","26780","27570"
"In post","2021","60-64","Department for Work and Pensions","East Wales","225","170","26030","27570"
"In post","2021","60-64","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","140","100","25840","27570"
"In post","2021","60-64","Department for Work and Pensions","Eastern Scotland","335","255","25470","27570"
"In post","2021","60-64","Department for Work and Pensions","Essex","165","140","30250","29290"
"In post","2021","60-64","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","230","175","27670","27570"
"In post","2021","60-64","Department for Work and Pensions","Greater Manchester","470","365","26180","27570"
"In post","2021","60-64","Department for Work and Pensions","Hampshire and Isle of Wight","170","130","26350","27570"
"In post","2021","60-64","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","100","75","24980","26120"
"In post","2021","60-64","Department for Work and Pensions","Highlands and Islands","65","50","27070","27570"
"In post","2021","60-64","Department for Work and Pensions","Inner London - East","235","210","30040","31060"
"In post","2021","60-64","Department for Work and Pensions","Inner London - West","205","180","41130","38730"
"In post","2021","60-64","Department for Work and Pensions","Kent","180","155","29350","29290"
"In post","2021","60-64","Department for Work and Pensions","Lancashire","625","490","26750","26120"
"In post","2021","60-64","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","145","115","25560","27570"
"In post","2021","60-64","Department for Work and Pensions","Lincolnshire","70","55","26200","27570"
"In post","2021","60-64","Department for Work and Pensions","Merseyside","555","420","27710","27570"
"In post","2021","60-64","Department for Work and Pensions","North Eastern Scotland","50","40","40260","27570"
"In post","2021","60-64","Department for Work and Pensions","North Yorkshire","45","35","29410","27570"
"In post","2021","60-64","Department for Work and Pensions","Northumberland and Tyne and Wear","780","585","25930","21010"
"In post","2021","60-64","Department for Work and Pensions","Outer London - East and North East","150","115","29780","31060"
"In post","2021","60-64","Department for Work and Pensions","Outer London - South","80","65","30620","31060"
"In post","2021","60-64","Department for Work and Pensions","Outer London - West and North West","155","130","30660","31060"
"In post","2021","60-64","Department for Work and Pensions","Shropshire and Staffordshire","200","150","25580","27570"
"In post","2021","60-64","Department for Work and Pensions","South Yorkshire","310","230","27320","27570"
"In post","2021","60-64","Department for Work and Pensions","Southern Scotland","130","95","26630","27570"
"In post","2021","60-64","Department for Work and Pensions","Surrey, East and West Sussex","290","235","26200","27570"
"In post","2021","60-64","Department for Work and Pensions","Tees Valley and Durham","225","165","24930","26120"
"In post","2021","60-64","Department for Work and Pensions","Unknown","75","60","31230","27570"
"In post","2021","60-64","Department for Work and Pensions","West Central Scotland","510","365","25040","26120"
"In post","2021","60-64","Department for Work and Pensions","West Midlands","540","420","25580","27570"
"In post","2021","60-64","Department for Work and Pensions","West Wales and The Valleys","345","250","25070","26120"
"In post","2021","60-64","Department for Work and Pensions","West Yorkshire","375","275","29110","27570"
"In post","2021","60-64","Department of Health and Social Care","Bedfordshire and Hertfordshire","30","25","47860","45140"
"In post","2021","60-64","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","25","20","58660","50730"
"In post","2021","60-64","Department of Health and Social Care","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Devon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","East Anglia","30","25","41450","36060"
"In post","2021","60-64","Department of Health and Social Care","Essex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","51760","42540"
"In post","2021","60-64","Department of Health and Social Care","Greater Manchester","20","15","45550","28590"
"In post","2021","60-64","Department of Health and Social Care","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Inner London - East","150","125","66510","58660"
"In post","2021","60-64","Department of Health and Social Care","Inner London - West","55","50","50630","42640"
"In post","2021","60-64","Department of Health and Social Care","Kent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Lancashire","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Merseyside","10","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","North Yorkshire","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Northumberland and Tyne and Wear","10","5","42950","39930"
"In post","2021","60-64","Department of Health and Social Care","Outer London - West and North West","70","65","55250","44950"
"In post","2021","60-64","Department of Health and Social Care","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","South Yorkshire","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","West Midlands","35","30","50990","37470"
"In post","2021","60-64","Department of Health and Social Care","West Yorkshire","50","45","45830","37110"
"In post","2021","60-64","ESTYN","East Wales","15","15","67310","74730"
"In post","2021","60-64","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Anglia","10","10","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Essex","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Inner London - West","25","25","39570","37330"
"In post","2021","60-64","Food Standards Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","North Yorkshire","15","15","35700","30730"
"In post","2021","60-64","Food Standards Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Shropshire and Staffordshire","15","15","27120","26750"
"In post","2021","60-64","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","West Midlands","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","90","75","40770","35730"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Inner London - West","150","145","51970","43930"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Overseas","90","90","63610","63100"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Southern Scotland","50","45","37170","33930"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","10","10","40060","34450"
"In post","2021","60-64","HM Land Registry","Derbyshire and Nottinghamshire","30","20","33490","27130"
"In post","2021","60-64","HM Land Registry","Devon","65","50","34820","33840"
"In post","2021","60-64","HM Land Registry","Dorset and Somerset","25","20","29510","27130"
"In post","2021","60-64","HM Land Registry","East Anglia","25","20","33600","30480"
"In post","2021","60-64","HM Land Registry","East Yorkshire and Northern Lincolnshire","20","15","32130","30480"
"In post","2021","60-64","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","30","20","31730","30530"
"In post","2021","60-64","HM Land Registry","Lancashire","45","30","29710","27130"
"In post","2021","60-64","HM Land Registry","Leicestershire, Rutland and Northamptonshire","20","15","32850","27130"
"In post","2021","60-64","HM Land Registry","Merseyside","55","40","32480","33840"
"In post","2021","60-64","HM Land Registry","Outer London - South","30","25","41280","37290"
"In post","2021","60-64","HM Land Registry","Shropshire and Staffordshire","15","10","30400","27130"
"In post","2021","60-64","HM Land Registry","Tees Valley and Durham","45","30","30280","27130"
"In post","2021","60-64","HM Land Registry","West Midlands","25","15","34260","33840"
"In post","2021","60-64","HM Land Registry","West Wales and The Valleys","70","50","30670","27130"
"In post","2021","60-64","HM Revenue and Customs","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","50","45","33160","30360"
"In post","2021","60-64","HM Revenue and Customs","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Derbyshire and Nottinghamshire","200","160","34140","28130"
"In post","2021","60-64","HM Revenue and Customs","Devon","40","35","24700","21100"
"In post","2021","60-64","HM Revenue and Customs","East Anglia","60","50","32220","31810"
"In post","2021","60-64","HM Revenue and Customs","East Wales","290","210","28060","25560"
"In post","2021","60-64","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","10","10","32350","27610"
"In post","2021","60-64","HM Revenue and Customs","Eastern Scotland","185","145","28250","27460"
"In post","2021","60-64","HM Revenue and Customs","Essex","135","105","31250","28540"
"In post","2021","60-64","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","90","65","35550","31810"
"In post","2021","60-64","HM Revenue and Customs","Greater Manchester","365","275","30690","28130"
"In post","2021","60-64","HM Revenue and Customs","Hampshire and Isle of Wight","130","95","27710","26000"
"In post","2021","60-64","HM Revenue and Customs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Inner London - East","300","255","39950","36200"
"In post","2021","60-64","HM Revenue and Customs","Inner London - West","240","200","44850","39800"
"In post","2021","60-64","HM Revenue and Customs","Kent","25","20","31230","28130"
"In post","2021","60-64","HM Revenue and Customs","Lancashire","145","110","27810","23500"
"In post","2021","60-64","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","65","50","25550","21440"
"In post","2021","60-64","HM Revenue and Customs","Lincolnshire","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Merseyside","455","340","27320","21440"
"In post","2021","60-64","HM Revenue and Customs","Northern Ireland","110","85","29250","28130"
"In post","2021","60-64","HM Revenue and Customs","Northumberland and Tyne and Wear","1025","735","25000","21440"
"In post","2021","60-64","HM Revenue and Customs","Outer London - South","220","175","40280","36240"
"In post","2021","60-64","HM Revenue and Customs","Outer London - West and North West","40","30","34980","32520"
"In post","2021","60-64","HM Revenue and Customs","Shropshire and Staffordshire","75","60","38490","32100"
"In post","2021","60-64","HM Revenue and Customs","South Yorkshire","15","15","33150","26000"
"In post","2021","60-64","HM Revenue and Customs","Southern Scotland","270","185","24920","21440"
"In post","2021","60-64","HM Revenue and Customs","Surrey, East and West Sussex","95","70","29870","28130"
"In post","2021","60-64","HM Revenue and Customs","Tees Valley and Durham","80","65","25350","21440"
"In post","2021","60-64","HM Revenue and Customs","West Central Scotland","315","230","28070","21440"
"In post","2021","60-64","HM Revenue and Customs","West Midlands","255","205","32670","28130"
"In post","2021","60-64","HM Revenue and Customs","West Wales and The Valleys","10","10","33640","28130"
"In post","2021","60-64","HM Revenue and Customs","West Yorkshire","320","235","29210","25840"
"In post","2021","60-64","HM Treasury","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Devon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","60-64","HM Treasury","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Inner London - West","50","45","53970","46950"
"In post","2021","60-64","HM Treasury","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","West Midlands","5","5","[c]","[c]"
"In post","2021","60-64","HM Treasury","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Bedfordshire and Hertfordshire","15","10","30370","32400"
"In post","2021","60-64","Home Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Devon","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","East Anglia","60","50","23110","21430"
"In post","2021","60-64","Home Office","East Wales","30","20","29270","25310"
"In post","2021","60-64","Home Office","East Yorkshire and Northern Lincolnshire","10","5","[c]","[c]"
"In post","2021","60-64","Home Office","Eastern Scotland","10","5","[c]","[c]"
"In post","2021","60-64","Home Office","Essex","65","40","28480","27370"
"In post","2021","60-64","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","36160","26340"
"In post","2021","60-64","Home Office","Greater Manchester","60","50","31000","27370"
"In post","2021","60-64","Home Office","Hampshire and Isle of Wight","30","25","28240","27370"
"In post","2021","60-64","Home Office","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","60-64","Home Office","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Inner London - East","30","25","42360","30010"
"In post","2021","60-64","Home Office","Inner London - West","200","185","45960","37860"
"In post","2021","60-64","Home Office","Kent","150","105","27990","27370"
"In post","2021","60-64","Home Office","Leicestershire, Rutland and Northamptonshire","10","5","[c]","[c]"
"In post","2021","60-64","Home Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Merseyside","330","265","23410","21430"
"In post","2021","60-64","Home Office","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Northern Ireland","30","25","22490","21430"
"In post","2021","60-64","Home Office","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","Outer London - South","415","375","33710","29370"
"In post","2021","60-64","Home Office","Outer London - West and North West","275","195","31980","30410"
"In post","2021","60-64","Home Office","Overseas","15","15","[c]","[c]"
"In post","2021","60-64","Home Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","South Yorkshire","125","100","24680","21430"
"In post","2021","60-64","Home Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Surrey, East and West Sussex","75","40","29760","28350"
"In post","2021","60-64","Home Office","Tees Valley and Durham","95","65","22640","21430"
"In post","2021","60-64","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","West Central Scotland","50","40","25420","21430"
"In post","2021","60-64","Home Office","West Midlands","45","35","26720","25690"
"In post","2021","60-64","Home Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","West Yorkshire","40","35","26040","25130"
"In post","2021","60-64","Ministry of Defence","Bedfordshire and Hertfordshire","75","70","30070","26800"
"In post","2021","60-64","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","255","240","30560","28150"
"In post","2021","60-64","Ministry of Defence","Cheshire","10","10","33410","33300"
"In post","2021","60-64","Ministry of Defence","Cornwall and Isles of Scilly","75","75","25010","21950"
"In post","2021","60-64","Ministry of Defence","Cumbria","35","35","30330","22960"
"In post","2021","60-64","Ministry of Defence","Derbyshire and Nottinghamshire","40","35","30100","25770"
"In post","2021","60-64","Ministry of Defence","Devon","215","200","26910","21580"
"In post","2021","60-64","Ministry of Defence","Dorset and Somerset","275","250","29610","29000"
"In post","2021","60-64","Ministry of Defence","East Anglia","320","300","29250","26350"
"In post","2021","60-64","Ministry of Defence","East Wales","155","145","25830","22500"
"In post","2021","60-64","Ministry of Defence","East Yorkshire and Northern Lincolnshire","100","95","27670","26930"
"In post","2021","60-64","Ministry of Defence","Eastern Scotland","120","110","30400","23120"
"In post","2021","60-64","Ministry of Defence","Essex","70","65","29370","25190"
"In post","2021","60-64","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","1255","1130","39600","38300"
"In post","2021","60-64","Ministry of Defence","Greater Manchester","45","35","31290","26670"
"In post","2021","60-64","Ministry of Defence","Hampshire and Isle of Wight","770","725","33570","33300"
"In post","2021","60-64","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","60","60","24730","21580"
"In post","2021","60-64","Ministry of Defence","Highlands and Islands","50","50","25320","21130"
"In post","2021","60-64","Ministry of Defence","Inner London - East","15","15","30950","25390"
"In post","2021","60-64","Ministry of Defence","Inner London - West","215","205","42390","37920"
"In post","2021","60-64","Ministry of Defence","Kent","65","60","31120","26670"
"In post","2021","60-64","Ministry of Defence","Lancashire","65","55","33030","26930"
"In post","2021","60-64","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","50","45","26980","22080"
"In post","2021","60-64","Ministry of Defence","Lincolnshire","170","165","26830","21580"
"In post","2021","60-64","Ministry of Defence","Merseyside","50","45","24740","22080"
"In post","2021","60-64","Ministry of Defence","North Eastern Scotland","10","5","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","North Yorkshire","210","195","26270","21130"
"In post","2021","60-64","Ministry of Defence","Northern Ireland","105","100","24090","20310"
"In post","2021","60-64","Ministry of Defence","Northumberland and Tyne and Wear","35","35","26250","21130"
"In post","2021","60-64","Ministry of Defence","Outer London - East and North East","15","15","30170","31870"
"In post","2021","60-64","Ministry of Defence","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","Outer London - West and North West","110","100","30140","26690"
"In post","2021","60-64","Ministry of Defence","Overseas","65","65","44050","40580"
"In post","2021","60-64","Ministry of Defence","Shropshire and Staffordshire","190","180","30630","29200"
"In post","2021","60-64","Ministry of Defence","South Yorkshire","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","Southern Scotland","40","35","24200","23150"
"In post","2021","60-64","Ministry of Defence","Surrey, East and West Sussex","40","40","26640","21250"
"In post","2021","60-64","Ministry of Defence","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","Unknown","150","150","38330","34530"
"In post","2021","60-64","Ministry of Defence","West Central Scotland","190","160","28350","21970"
"In post","2021","60-64","Ministry of Defence","West Midlands","40","35","24540","20720"
"In post","2021","60-64","Ministry of Defence","West Wales and The Valleys","30","30","27890","22500"
"In post","2021","60-64","Ministry of Defence","West Yorkshire","10","10","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Cheshire","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Devon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","50890","54960"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Inner London - West","60","55","49370","45470"
