"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Black","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","AA/AO","Female","50","[c]","21530","21010"
"Leaver CS","2021","20-29","Mixed","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","AA/AO","Female","50","[c]","19080","18200"
"Leaver CS","2021","20-29","Undeclared","AA/AO","Male","55","[c]","19470","19130"
"Leaver CS","2021","20-29","Undeclared","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","Female","590","[c]","20930","21010"
"Leaver CS","2021","20-29","Unknown","AA/AO","Male","530","[c]","21130","21010"
"Leaver CS","2021","20-29","Unknown","EO","Female","215","[c]","25130","27150"
"Leaver CS","2021","20-29","Unknown","EO","Male","245","[c]","25860","26530"
"Leaver CS","2021","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","Female","140","[c]","33470","32750"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","Male","130","[c]","33000","32140"
"Leaver CS","2021","20-29","Unknown","Unknown","Female","105","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Male","75","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","AA/AO","Female","800","[c]","20860","21010"
"Leaver CS","2021","20-29","White","AA/AO","Male","730","[c]","21390","21010"
"Leaver CS","2021","20-29","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","EO","Female","220","[c]","25470","26080"
"Leaver CS","2021","20-29","White","EO","Male","210","[c]","25590","25970"
"Leaver CS","2021","20-29","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","SEO/HEO","Female","180","[c]","33810","32910"
"Leaver CS","2021","20-29","White","SEO/HEO","Male","180","[c]","34650","33730"
"Leaver CS","2021","20-29","White","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","AA/AO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SEO/HEO","Female","35","[c]","37570","36960"
"Leaver CS","2021","30-39","Asian","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","AA/AO","Female","255","[c]","20910","21010"
"Leaver CS","2021","30-39","Unknown","AA/AO","Male","285","[c]","22470","21010"
"Leaver CS","2021","30-39","Unknown","EO","Female","155","[c]","28440","27570"
"Leaver CS","2021","30-39","Unknown","EO","Male","110","[c]","28310","27570"
"Leaver CS","2021","30-39","Unknown","G6/G7","Female","55","[c]","59020","56040"
"Leaver CS","2021","30-39","Unknown","G6/G7","Male","75","[c]","56830","54880"
"Leaver CS","2021","30-39","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","Female","100","[c]","35180","34140"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","Male","105","[c]","35960","35740"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","AA/AO","Female","480","[c]","21050","21010"
"Leaver CS","2021","30-39","White","AA/AO","Male","395","[c]","22180","21010"
"Leaver CS","2021","30-39","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","EO","Female","225","[c]","26750","26960"
"Leaver CS","2021","30-39","White","EO","Male","185","[c]","27540","27570"
"Leaver CS","2021","30-39","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","G6/G7","Female","120","[c]","56150","54200"
"Leaver CS","2021","30-39","White","G6/G7","Male","150","[c]","58240","56000"
"Leaver CS","2021","30-39","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","SEO/HEO","Female","265","[c]","36960","37110"
"Leaver CS","2021","30-39","White","SEO/HEO","Male","210","[c]","36520","36350"
"Leaver CS","2021","30-39","White","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","AA/AO","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","G6/G7","Male","[c]","[c]","[c]","[c]"
