"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","London","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","London","G7","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","London","HEO","30","25","[c]","[c]"
"In post","2021","Undeclared","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","London","SEO","35","30","43020","42890"
"In post","2021","Undeclared","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","AO","30","30","20910","20960"
"In post","2021","Undeclared","Communications","Outside London","EO","105","100","25860","25560"
"In post","2021","Undeclared","Communications","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","HEO","55","55","31640","31810"
"In post","2021","Undeclared","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","SEO","30","25","[c]","[c]"
"In post","2021","Undeclared","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","EO","45","45","30440","29570"
"In post","2021","Undeclared","Counter Fraud","London","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","HEO","55","50","36020","36160"
"In post","2021","Undeclared","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","SEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Outside London","AO","45","40","20840","21420"
"In post","2021","Undeclared","Counter Fraud","Outside London","EO","135","125","26530","25560"
"In post","2021","Undeclared","Counter Fraud","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Outside London","G7","55","55","52600","52580"
"In post","2021","Undeclared","Counter Fraud","Outside London","HEO","155","150","32120","31810"
"In post","2021","Undeclared","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Outside London","SEO","75","70","38750","38630"
"In post","2021","Undeclared","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","London","AO","25","20","[c]","[c]"
"In post","2021","Undeclared","Debt","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Debt","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","AO","120","105","20920","20140"
"In post","2021","Undeclared","Debt","Outside London","EO","40","40","26690","25560"
"In post","2021","Undeclared","Debt","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","G6","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","G7","45","45","58010","55080"
"In post","2021","Undeclared","Digital, Data & Technology","London","HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","SEO","35","35","43340","42390"
"In post","2021","Undeclared","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","AO","20","20","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","EO","90","90","28030","26710"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","G7","80","80","53400","52580"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","HEO","160","155","33310","32890"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","SEO","140","135","41370","40580"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","London","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","London","G6","15","15","[c]","[c]"
"In post","2021","Undeclared","Finance","London","G7","50","50","58380","58300"
"In post","2021","Undeclared","Finance","London","HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","London","SEO","30","30","43980","42720"
"In post","2021","Undeclared","Finance","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","Outside London","AO","60","50","21270","21440"
"In post","2021","Undeclared","Finance","Outside London","EO","75","70","26420","26670"
"In post","2021","Undeclared","Finance","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Outside London","G7","45","45","52660","52580"
"In post","2021","Undeclared","Finance","Outside London","HEO","80","80","33000","33000"
"In post","2021","Undeclared","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Outside London","SEO","80","75","41020","39010"
"In post","2021","Undeclared","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","G6","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","G7","35","35","58100","55430"
"In post","2021","Undeclared","Human Resources","London","HEO","35","30","35760","35350"
"In post","2021","Undeclared","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","SEO","40","35","45390","43820"
"In post","2021","Undeclared","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","AO","90","80","21440","21130"
"In post","2021","Undeclared","Human Resources","Outside London","EO","65","60","26860","26670"
"In post","2021","Undeclared","Human Resources","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","HEO","85","80","31820","31810"
"In post","2021","Undeclared","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","SEO","60","60","42540","40980"
"In post","2021","Undeclared","Human Resources","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","London","G6","60","55","69750","68350"
"In post","2021","Undeclared","Legal","London","G7","55","50","57250","55490"
"In post","2021","Undeclared","Legal","London","HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","London","SCS level","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","London","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","G7","35","35","60700","60560"
"In post","2021","Undeclared","Legal","Outside London","HEO","30","25","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","SEO","85","75","43870","43460"
"In post","2021","Undeclared","No function","London","AA","175","160","24170","24890"
"In post","2021","Undeclared","No function","London","AO","585","540","29650","31510"
"In post","2021","Undeclared","No function","London","EO","440","425","30600","30110"
"In post","2021","Undeclared","No function","London","G6","180","175","67800","65780"
"In post","2021","Undeclared","No function","London","G7","460","450","55550","54280"
"In post","2021","Undeclared","No function","London","HEO","645","635","34960","34550"
"In post","2021","Undeclared","No function","London","SCS level","105","95","91750","81880"
"In post","2021","Undeclared","No function","London","SEO","345","335","42700","41900"
"In post","2021","Undeclared","No function","London","Unknown","75","70","33600","32090"
"In post","2021","Undeclared","No function","Outside London","AA","1065","925","20540","20600"
"In post","2021","Undeclared","No function","Outside London","AO","4465","3965","26300","25790"
"In post","2021","Undeclared","No function","Outside London","EO","2065","1935","29140","27470"
"In post","2021","Undeclared","No function","Outside London","G6","110","105","69580","65260"
"In post","2021","Undeclared","No function","Outside London","G7","460","445","53130","52530"
"In post","2021","Undeclared","No function","Outside London","HEO","1340","1265","33760","32770"
"In post","2021","Undeclared","No function","Outside London","SCS level","30","30","95240","94410"
"In post","2021","Undeclared","No function","Outside London","SEO","780","750","43490","40730"
"In post","2021","Undeclared","No function","Outside London","Unknown","460","425","29700","30210"
"In post","2021","Undeclared","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","G7","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","EO","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","G6","40","40","69200","68770"
"In post","2021","Undeclared","Project Delivery","London","G7","80","75","56530","56840"
"In post","2021","Undeclared","Project Delivery","London","HEO","50","50","35540","34840"
"In post","2021","Undeclared","Project Delivery","London","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","SEO","45","40","43360","43360"
"In post","2021","Undeclared","Project Delivery","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Outside London","AO","45","40","21340","21050"
"In post","2021","Undeclared","Project Delivery","Outside London","EO","305","290","25990","26670"
"In post","2021","Undeclared","Project Delivery","Outside London","G6","65","60","67160","65770"
"In post","2021","Undeclared","Project Delivery","Outside London","G7","215","210","52310","52850"
"In post","2021","Undeclared","Project Delivery","Outside London","HEO","375","360","32160","32480"
"In post","2021","Undeclared","Project Delivery","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Outside London","SEO","405","390","40640","40580"
"In post","2021","Undeclared","Project Delivery","Outside London","Unknown","95","95","44450","42800"
"In post","2021","Undeclared","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","London","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","Property","London","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","London","G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","London","HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","SEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Property","Outside London","AA","35","35","17970","17230"
"In post","2021","Undeclared","Property","Outside London","AO","55","50","21240","21100"
"In post","2021","Undeclared","Property","Outside London","EO","105","95","26420","26500"
"In post","2021","Undeclared","Property","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Outside London","G7","50","45","53270","54770"
"In post","2021","Undeclared","Property","Outside London","HEO","125","120","33010","33250"
"In post","2021","Undeclared","Property","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Outside London","SEO","95","90","41630","42160"
"In post","2021","Undeclared","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","London","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","London","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","London","HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Security","Outside London","AA","155","150","19950","19560"
"In post","2021","Undeclared","Security","Outside London","AO","195","195","34220","39070"
"In post","2021","Undeclared","Security","Outside London","EO","100","100","36270","40190"
"In post","2021","Undeclared","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Outside London","G7","15","15","[c]","[c]"
"In post","2021","Undeclared","Security","Outside London","HEO","85","80","37200","33350"
"In post","2021","Undeclared","Security","Outside London","SEO","45","45","48630","46470"
"In post","2021","Undeclared","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","AA","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","AO","160","145","24920","25110"
"In post","2021","Undeclared","Unknown","London","EO","540","510","30460","31060"
"In post","2021","Undeclared","Unknown","London","G6","75","70","69500","68940"
"In post","2021","Undeclared","Unknown","London","G7","130","130","58500","57680"
"In post","2021","Undeclared","Unknown","London","HEO","210","200","36540","36620"
"In post","2021","Undeclared","Unknown","London","SCS level","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","SEO","160","160","44070","43300"
"In post","2021","Undeclared","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Outside London","AA","185","175","19170","18800"
"In post","2021","Undeclared","Unknown","Outside London","AO","1900","1725","21230","21010"
"In post","2021","Undeclared","Unknown","Outside London","EO","2775","2580","27520","27570"
"In post","2021","Undeclared","Unknown","Outside London","G6","60","55","69380","68480"
"In post","2021","Undeclared","Unknown","Outside London","G7","200","190","56690","54590"
"In post","2021","Undeclared","Unknown","Outside London","HEO","715","690","33450","33000"
"In post","2021","Undeclared","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Outside London","SEO","370","360","41110","40550"
"In post","2021","Undeclared","Unknown","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","AO","10","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","London","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","London","EO","60","60","28670","27680"
"In post","2021","Unknown","Analysis","London","G6","95","90","72800","66230"
"In post","2021","Unknown","Analysis","London","G7","210","205","55550","53490"
"In post","2021","Unknown","Analysis","London","HEO","260","260","34350","33570"
"In post","2021","Unknown","Analysis","London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","London","SEO","85","85","42990","41760"
"In post","2021","Unknown","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","AO","50","50","19740","19130"
"In post","2021","Unknown","Analysis","Outside London","EO","120","110","24150","23320"
"In post","2021","Unknown","Analysis","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","G7","155","150","49840","49100"
"In post","2021","Unknown","Analysis","Outside London","HEO","350","340","30180","29540"
"In post","2021","Unknown","Analysis","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","SEO","265","255","37570","37020"
"In post","2021","Unknown","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","London","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","London","EO","30","30","[c]","[c]"
"In post","2021","Unknown","Commercial","London","G6","115","115","80030","79720"
"In post","2021","Unknown","Commercial","London","G7","195","195","56700","54700"
"In post","2021","Unknown","Commercial","London","HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","London","SCS level","235","230","90130","72960"
"In post","2021","Unknown","Commercial","London","SEO","105","105","41510","40650"
"In post","2021","Unknown","Commercial","Outside London","AA","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Outside London","AO","70","60","22970","22430"
"In post","2021","Unknown","Commercial","Outside London","EO","115","110","25270","25020"
"In post","2021","Unknown","Commercial","Outside London","G6","135","135","75410","71940"
"In post","2021","Unknown","Commercial","Outside London","G7","315","310","51400","51040"
"In post","2021","Unknown","Commercial","Outside London","HEO","190","180","30810","29730"
"In post","2021","Unknown","Commercial","Outside London","SCS level","160","160","78100","70000"
"In post","2021","Unknown","Commercial","Outside London","SEO","280","270","38680","38530"
"In post","2021","Unknown","Commercial","Outside London","Unknown","30","30","43860","44000"
"In post","2021","Unknown","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","London","AO","25","20","[c]","[c]"
"In post","2021","Unknown","Communications","London","EO","150","145","27140","27270"
"In post","2021","Unknown","Communications","London","G6","55","55","68850","67930"
"In post","2021","Unknown","Communications","London","G7","155","150","55400","54700"
"In post","2021","Unknown","Communications","London","HEO","170","165","34950","34550"
"In post","2021","Unknown","Communications","London","SCS level","35","35","86630","84340"
"In post","2021","Unknown","Communications","London","SEO","170","170","42710","42320"
"In post","2021","Unknown","Communications","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Outside London","AO","75","65","21030","21000"
"In post","2021","Unknown","Communications","Outside London","EO","1125","1095","25590","25560"
"In post","2021","Unknown","Communications","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Outside London","G7","50","50","51610","52580"
"In post","2021","Unknown","Communications","Outside London","HEO","400","390","31740","31810"
"In post","2021","Unknown","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Outside London","SEO","130","125","38540","38630"
"In post","2021","Unknown","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","AO","35","30","25160","25630"
"In post","2021","Unknown","Counter Fraud","London","EO","215","205","30190","29570"
"In post","2021","Unknown","Counter Fraud","London","G6","20","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","G7","35","35","58000","59160"
"In post","2021","Unknown","Counter Fraud","London","HEO","185","180","36550","36160"
"In post","2021","Unknown","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","SEO","75","75","41860","41760"
"In post","2021","Unknown","Counter Fraud","Outside London","AO","200","170","20780","20140"
"In post","2021","Unknown","Counter Fraud","Outside London","EO","745","710","26010","25560"
"In post","2021","Unknown","Counter Fraud","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Outside London","G7","75","70","52230","52580"
"In post","2021","Unknown","Counter Fraud","Outside London","HEO","475","450","32200","31810"
"In post","2021","Unknown","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Outside London","SEO","140","135","38550","38630"
"In post","2021","Unknown","Debt","London","AO","125","110","24620","24120"
"In post","2021","Unknown","Debt","London","EO","35","35","31080","32520"
"In post","2021","Unknown","Debt","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Outside London","AO","1365","1270","20280","20140"
"In post","2021","Unknown","Debt","Outside London","EO","205","190","25840","25560"
"In post","2021","Unknown","Debt","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Debt","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","London","EO","90","85","29480","29570"
"In post","2021","Unknown","Digital, Data & Technology","London","G6","60","60","70360","69800"
"In post","2021","Unknown","Digital, Data & Technology","London","G7","270","270","58190","56550"
"In post","2021","Unknown","Digital, Data & Technology","London","HEO","180","180","34990","33990"
