"Status","Year","Age","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","London","50","[c]","41120","36620"
"Leaver CS","2021","60-64","Undeclared","Outside London","245","[c]","32400","31980"
"Leaver CS","2021","60-64","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","80","[c]","56420","51200"
"Leaver CS","2021","60-64","Unknown","Outside London","475","[c]","35030","28950"
"Leaver CS","2021","60-64","Unknown","Unknown","70","[c]","43390","37300"
"Leaver CS","2021","60-64","White","London","385","[c]","51190","46200"
"Leaver CS","2021","60-64","White","Outside London","3175","[c]","33140","27570"
"Leaver CS","2021","60-64","White","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","London","80","[c]","26860","25110"
"Leaver CS","2021","65+","Asian","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","London","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Outside London","155","[c]","29710","26120"
"Leaver CS","2021","65+","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","315","[c]","32680","26380"
"Leaver CS","2021","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","London","260","[c]","40190","31340"
"Leaver CS","2021","65+","White","Outside London","2545","[c]","27450","23260"
"Leaver CS","2021","65+","White","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","London","210","[c]","33420","31970"
"Leaver Dept.","2021","20-29","Asian","Outside London","130","[c]","24310","24110"
"Leaver Dept.","2021","20-29","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","London","100","[c]","32530","32560"
"Leaver Dept.","2021","20-29","Black","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","95","[c]","34690","32910"
"Leaver Dept.","2021","20-29","Mixed","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","50","[c]","32250","32540"
"Leaver Dept.","2021","20-29","Undeclared","Outside London","55","[c]","25850","26630"
"Leaver Dept.","2021","20-29","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","675","[c]","36170","33510"
"Leaver Dept.","2021","20-29","Unknown","Outside London","465","[c]","25690","24250"
"Leaver Dept.","2021","20-29","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","300","[c]","31270","32000"
"Leaver Dept.","2021","20-29","White","London","1045","[c]","36400","33760"
"Leaver Dept.","2021","20-29","White","Outside London","925","[c]","25760","24310"
"Leaver Dept.","2021","20-29","White","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Unknown","130","[c]","33880","32000"
"Leaver Dept.","2021","30-39","Asian","London","185","[c]","41930","39250"
"Leaver Dept.","2021","30-39","Asian","Outside London","150","[c]","26070","24890"
"Leaver Dept.","2021","30-39","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","London","80","[c]","35910","33850"
"Leaver Dept.","2021","30-39","Black","Outside London","50","[c]","26720","25780"
"Leaver Dept.","2021","30-39","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","London","75","[c]","44460","42360"
"Leaver Dept.","2021","30-39","Mixed","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","London","60","[c]","42320","41650"
"Leaver Dept.","2021","30-39","Undeclared","Outside London","65","[c]","34680","33300"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","430","[c]","46560","48700"
"Leaver Dept.","2021","30-39","Unknown","Outside London","355","[c]","31660","29350"
"Leaver Dept.","2021","30-39","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","80","[c]","36770","32000"
"Leaver Dept.","2021","30-39","White","London","850","[c]","49750","52300"
"Leaver Dept.","2021","30-39","White","Outside London","1120","[c]","30630","27570"
"Leaver Dept.","2021","30-39","White","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","Unknown","65","[c]","43810","32910"
"Leaver Dept.","2021","40-49","Asian","London","105","[c]","46160","41570"
"Leaver Dept.","2021","40-49","Asian","Outside London","90","[c]","27500","27570"
"Leaver Dept.","2021","40-49","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","London","65","[c]","39040","35090"
"Leaver Dept.","2021","40-49","Black","Outside London","60","[c]","30400","27570"
"Leaver Dept.","2021","40-49","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","40","[c]","52760","56150"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","50","[c]","32520","27570"
"Leaver Dept.","2021","40-49","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","180","[c]","56990","55820"
"Leaver Dept.","2021","40-49","Unknown","Outside London","230","[c]","35560","32360"
"Leaver Dept.","2021","40-49","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","London","420","[c]","60990","59410"
"Leaver Dept.","2021","40-49","White","Outside London","835","[c]","35390","31640"
"Leaver Dept.","2021","40-49","White","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","London","40","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","London","65","[c]","41430","38060"
"Leaver Dept.","2021","50-59","Black","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Outside London","50","[c]","36840","27570"
"Leaver Dept.","2021","50-59","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","London","105","[c]","50540","51120"
"Leaver Dept.","2021","50-59","Unknown","Outside London","165","[c]","36180","30170"
"Leaver Dept.","2021","50-59","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","London","195","[c]","59810","54700"
"Leaver Dept.","2021","50-59","White","Outside London","700","[c]","35830","31070"
"Leaver Dept.","2021","50-59","White","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Outside London","60","[c]","27340","21760"
"Leaver Dept.","2021","60-64","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Asian","London","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Asian","Outside London","30","[c]","21290","21010"
"New entrant CS","2021","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","London","40","[c]","23980","23970"
"New entrant CS","2021","16-19","Unknown","Outside London","325","[c]","20200","20140"
"New entrant CS","2021","16-19","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","London","50","[c]","24450","24300"
"New entrant CS","2021","16-19","White","Outside London","395","[c]","21320","21010"
"New entrant CS","2021","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","London","950","[c]","30170","31060"
"New entrant CS","2021","20-29","Asian","Outside London","995","[c]","25190","25560"
"New entrant CS","2021","20-29","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","London","680","[c]","29560","31060"
"New entrant CS","2021","20-29","Black","Outside London","300","[c]","25790","27570"
"New entrant CS","2021","20-29","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","London","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","London","365","[c]","30840","31060"
"New entrant CS","2021","20-29","Mixed","Outside London","395","[c]","25090","24860"
"New entrant CS","2021","20-29","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","London","90","[c]","32620","31060"
"New entrant CS","2021","20-29","Other ethnicity","Outside London","55","[c]","26610","27570"
"New entrant CS","2021","20-29","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","London","175","[c]","28840","28500"
"New entrant CS","2021","20-29","Undeclared","Outside London","200","[c]","25090","24120"
"New entrant CS","2021","20-29","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","London","2595","[c]","30990","29080"
"New entrant CS","2021","20-29","Unknown","Outside London","4955","[c]","23580","21500"
"New entrant CS","2021","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","225","[c]","28070","28000"
"New entrant CS","2021","20-29","White","London","3035","[c]","31950","31060"
"New entrant CS","2021","20-29","White","Outside London","8740","[c]","24560","23050"
"New entrant CS","2021","20-29","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","White","Unknown","85","[c]","27900","27570"
"New entrant CS","2021","30-39","Asian","London","470","[c]","35530","31060"
"New entrant CS","2021","30-39","Asian","Outside London","650","[c]","28550","27570"
"New entrant CS","2021","30-39","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Asian","Unknown","15","[c]","[c]","[c]"
