"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Planning","London","SCS level","10","10","[c]","[c]"
"In post","2021","Planning","London","SEO","25","25","41220","40290"
"In post","2021","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","G7","20","20","54600","54740"
"In post","2021","Planning","Outside London","HEO","30","25","35210","34860"
"In post","2021","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SEO","35","30","41920","40720"
"In post","2021","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G6","205","175","64020","58810"
"In post","2021","Planning Inspectors","Outside London","G7","140","130","48610","47660"
"In post","2021","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","AA","10","10","21680","21770"
"In post","2021","Policy","London","AO","355","345","25380","24880"
"In post","2021","Policy","London","EO","1750","1710","29120","28670"
"In post","2021","Policy","London","G6","2465","2380","67510","66230"
"In post","2021","Policy","London","G7","5895","5740","55730","54400"
"In post","2021","Policy","London","HEO","4595","4535","34690","34020"
"In post","2021","Policy","London","SCS level","1395","1340","85440","77450"
"In post","2021","Policy","London","SEO","3210","3140","41850","41070"
"In post","2021","Policy","London","Unknown","15","15","46610","46990"
"In post","2021","Policy","Outside London","AA","40","40","18090","17600"
"In post","2021","Policy","Outside London","AO","365","345","22260","21590"
"In post","2021","Policy","Outside London","EO","900","855","26730","26670"
"In post","2021","Policy","Outside London","G6","510","490","64360","62940"
"In post","2021","Policy","Outside London","G7","1655","1600","52920","50890"
"In post","2021","Policy","Outside London","HEO","1980","1895","32750","31810"
"In post","2021","Policy","Outside London","SCS level","225","220","86090","78460"
"In post","2021","Policy","Outside London","SEO","1945","1865","40470","38630"
"In post","2021","Policy","Outside London","Unknown","10","10","40810","38850"
"In post","2021","Policy","Overseas","AO","20","20","23050","23000"
"In post","2021","Policy","Overseas","EO","40","40","27770","28150"
"In post","2021","Policy","Overseas","G6","290","290","65390","65030"
"In post","2021","Policy","Overseas","G7","550","550","55200","55060"
"In post","2021","Policy","Overseas","HEO","500","500","34260","34220"
"In post","2021","Policy","Overseas","SCS level","215","215","86410","76150"
"In post","2021","Policy","Overseas","SEO","130","130","40810","40290"
"In post","2021","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","G7","10","10","[c]","[c]"
"In post","2021","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AO","50","50","24460","24370"
"In post","2021","Project Delivery","London","EO","330","320","29060","29080"
"In post","2021","Project Delivery","London","G6","435","425","70370","69500"
"In post","2021","Project Delivery","London","G7","960","935","56950","57460"
"In post","2021","Project Delivery","London","HEO","825","810","35460","35070"
"In post","2021","Project Delivery","London","SCS level","255","250","94660","93000"
"In post","2021","Project Delivery","London","SEO","785","770","42630","42200"
"In post","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AA","10","10","18930","19300"
"In post","2021","Project Delivery","Outside London","AO","250","240","21300","21130"
"In post","2021","Project Delivery","Outside London","EO","1560","1490","25990","26670"
"In post","2021","Project Delivery","Outside London","G6","650","640","64670","64670"
"In post","2021","Project Delivery","Outside London","G7","2230","2180","51920","52580"
"In post","2021","Project Delivery","Outside London","HEO","3130","3020","32240","33000"
"In post","2021","Project Delivery","Outside London","SCS level","170","165","88000","80550"
"In post","2021","Project Delivery","Outside London","SEO","3645","3520","39830","40000"
"In post","2021","Project Delivery","Outside London","Unknown","535","520","43270","40790"
"In post","2021","Project Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","15","15","27930","26800"
"In post","2021","Project Delivery","Overseas","G6","10","10","68880","66680"
"In post","2021","Project Delivery","Overseas","G7","45","45","55520","55260"
"In post","2021","Project Delivery","Overseas","HEO","35","35","36690","35640"
"In post","2021","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO","45","45","45080","44650"
"In post","2021","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO","10","10","42950","44850"
"In post","2021","Project Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Property","London","AA","30","30","18840","18730"
"In post","2021","Property","London","AO","65","60","25630","25430"
"In post","2021","Property","London","EO","260","245","29980","29630"
"In post","2021","Property","London","G6","125","120","68380","65690"
"In post","2021","Property","London","G7","185","180","59050","59500"
"In post","2021","Property","London","HEO","225","215","36280","36160"
"In post","2021","Property","London","SCS level","30","30","96350","92550"
"In post","2021","Property","London","SEO","185","180","45590","46000"
"In post","2021","Property","London","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Outside London","AA","580","560","17960","17230"
"In post","2021","Property","Outside London","AO","340","310","21480","21100"
"In post","2021","Property","Outside London","EO","1210","1135","26380","26470"
"In post","2021","Property","Outside London","G6","210","205","65100","64370"
"In post","2021","Property","Outside London","G7","605","585","53260","54540"
"In post","2021","Property","Outside London","HEO","1440","1385","32670","33300"
"In post","2021","Property","Outside London","SCS level","40","40","85630","75310"
"In post","2021","Property","Outside London","SEO","1180","1125","41460","40980"
"In post","2021","Property","Outside London","Unknown","40","40","26120","21600"
"In post","2021","Property","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","30","30","27410","26950"
"In post","2021","Property","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Property","Overseas","G7","20","20","56090","54770"
"In post","2021","Property","Overseas","HEO","85","85","35170","33300"
"In post","2021","Property","Overseas","SEO","50","50","42800","40610"
"In post","2021","Property","Unknown","G6","5","5","[c]","[c]"
"In post","2021","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","AO","5","5","[c]","[c]"
"In post","2021","Psychology","London","EO","10","10","28740","27070"
"In post","2021","Psychology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","G7","5","5","[c]","[c]"
"In post","2021","Psychology","London","HEO","15","15","32520","32350"
"In post","2021","Psychology","London","SEO","25","20","48140","49030"
"In post","2021","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Outside London","AO","65","55","21210","20890"
"In post","2021","Psychology","Outside London","EO","410","400","26840","26330"
"In post","2021","Psychology","Outside London","G6","20","20","74820","72130"
"In post","2021","Psychology","Outside London","G7","90","85","60750","60220"
"In post","2021","Psychology","Outside London","HEO","420","410","30580","30450"
"In post","2021","Psychology","Outside London","SEO","340","315","45200","45110"
"In post","2021","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","AA","20","15","21310","21410"
"In post","2021","Science and Engineering","London","AO","95","85","24750","23810"
"In post","2021","Science and Engineering","London","EO","115","110","28210","27510"
"In post","2021","Science and Engineering","London","G6","155","145","70320","67970"
"In post","2021","Science and Engineering","London","G7","305","295","55850","54650"
"In post","2021","Science and Engineering","London","HEO","280","270","34620","33330"
"In post","2021","Science and Engineering","London","SCS level","60","50","102590","95310"
"In post","2021","Science and Engineering","London","SEO","370","350","42380","41350"
"In post","2021","Science and Engineering","London","Unknown","25","25","31770","33950"
"In post","2021","Science and Engineering","Outside London","AA","180","170","18260","18760"
"In post","2021","Science and Engineering","Outside London","AO","1100","1060","22020","21950"
"In post","2021","Science and Engineering","Outside London","EO","1880","1825","25730","26350"
"In post","2021","Science and Engineering","Outside London","G6","435","405","69080","67120"
"In post","2021","Science and Engineering","Outside London","G7","2210","2110","51870","50810"
"In post","2021","Science and Engineering","Outside London","HEO","2790","2695","32250","31950"
"In post","2021","Science and Engineering","Outside London","SCS level","65","65","96010","94210"
"In post","2021","Science and Engineering","Outside London","SEO","3100","2950","40800","40550"
"In post","2021","Science and Engineering","Outside London","Unknown","700","690","40880","39990"
"In post","2021","Science and Engineering","Overseas","AO","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G7","20","20","59990","55330"
"In post","2021","Science and Engineering","Overseas","HEO","20","20","38830","36930"
"In post","2021","Science and Engineering","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SEO","45","45","45730","44990"
"In post","2021","Science and Engineering","Overseas","Unknown","20","20","34960","32750"
"In post","2021","Science and Engineering","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","70","65","27660","27370"
"In post","2021","Security","London","AA","185","185","22040","22210"
"In post","2021","Security","London","AO","225","220","30350","26590"
"In post","2021","Security","London","EO","160","155","31700","29990"
"In post","2021","Security","London","G6","55","55","70670","69410"
"In post","2021","Security","London","G7","125","120","57960","57460"
"In post","2021","Security","London","HEO","220","215","36500","35430"
"In post","2021","Security","London","SCS level","20","20","81490","75250"
"In post","2021","Security","London","SEO","235","230","46530","44480"
"In post","2021","Security","London","Unknown","10","10","39660","41060"
"In post","2021","Security","Outside London","AA","2255","2200","19920","19560"
"In post","2021","Security","Outside London","AO","2750","2700","32570","38200"
"In post","2021","Security","Outside London","EO","920","905","33070","28190"
"In post","2021","Security","Outside London","G6","20","20","72400","68420"
"In post","2021","Security","Outside London","G7","135","130","54610","52580"
"In post","2021","Security","Outside London","HEO","520","505","37420","33390"
"In post","2021","Security","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Security","Outside London","SEO","315","310","44900","41140"
"In post","2021","Security","Outside London","Unknown","70","65","36120","36630"
"In post","2021","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","HEO","60","60","33740","34260"
"In post","2021","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","AO","5","5","[c]","[c]"
"In post","2021","Social Research","London","EO","20","20","33050","34320"
"In post","2021","Social Research","London","G6","35","35","68510","68720"
"In post","2021","Social Research","London","G7","155","145","57650","57680"
"In post","2021","Social Research","London","HEO","120","115","34510","32540"
"In post","2021","Social Research","London","SCS level","10","5","[c]","[c]"
"In post","2021","Social Research","London","SEO","120","115","42290","42470"
"In post","2021","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","EO","20","20","25720","25750"
"In post","2021","Social Research","Outside London","G6","15","15","60140","57720"
"In post","2021","Social Research","Outside London","G7","115","110","50450","49100"
"In post","2021","Social Research","Outside London","HEO","210","200","30410","29540"
"In post","2021","Social Research","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Social Research","Outside London","SEO","335","315","40920","38440"
"In post","2021","Statistics","London","AA","5","5","[c]","[c]"
"In post","2021","Statistics","London","AO","10","10","24110","24900"
"In post","2021","Statistics","London","EO","105","105","30010","30100"
"In post","2021","Statistics","London","G6","70","65","68790","68930"
"In post","2021","Statistics","London","G7","275","260","56910","57850"
"In post","2021","Statistics","London","HEO","220","215","35600","35190"
"In post","2021","Statistics","London","SCS level","30","30","87150","81560"
"In post","2021","Statistics","London","SEO","205","195","42700","42460"
"In post","2021","Statistics","Outside London","AO","25","20","21280","21050"
"In post","2021","Statistics","Outside London","EO","145","135","26040","26190"
"In post","2021","Statistics","Outside London","G6","65","65","62540","61240"
"In post","2021","Statistics","Outside London","G7","245","235","52370","51640"
"In post","2021","Statistics","Outside London","HEO","315","300","31790","31810"
"In post","2021","Statistics","Outside London","SCS level","25","25","82150","74500"
"In post","2021","Statistics","Outside London","SEO","295","285","38970","38630"
"In post","2021","Statistics","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","AO","65","60","24770","24120"
"In post","2021","Tax","London","EO","455","425","30930","30700"
"In post","2021","Tax","London","G6","155","140","72290","71290"
"In post","2021","Tax","London","G7","370","355","58950","59160"
"In post","2021","Tax","London","HEO","885","840","37170","36160"
"In post","2021","Tax","London","SCS level","40","40","85790","82240"
"In post","2021","Tax","London","SEO","320","310","42620","41800"
"In post","2021","Tax","Outside London","AO","3725","3515","20190","20140"
"In post","2021","Tax","Outside London","EO","3605","3350","26000","25560"
"In post","2021","Tax","Outside London","G6","505","485","65100","64670"
"In post","2021","Tax","Outside London","G7","1675","1605","52570","52580"
"In post","2021","Tax","Outside London","HEO","4430","4195","32130","31810"
"In post","2021","Tax","Outside London","SCS level","45","45","78210","76430"
"In post","2021","Tax","Outside London","SEO","1510","1430","38590","38630"
"In post","2021","Tax","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","AA","20","15","21460","21510"
"In post","2021","Unknown","London","AO","1850","1655","24510","25110"
"In post","2021","Unknown","London","EO","7105","6720","30770","31060"
"In post","2021","Unknown","London","G6","995","975","70040","67930"
"In post","2021","Unknown","London","G7","2530","2470","56410","54700"
"In post","2021","Unknown","London","HEO","3440","3400","34160","34550"
"In post","2021","Unknown","London","SCS level","1040","1020","93780","81450"
"In post","2021","Unknown","London","SEO","1145","1120","41790","41300"
"In post","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","AA","1630","1500","21170","21150"
"In post","2021","Unknown","Outside London","AO","30655","26510","21110","21010"
"In post","2021","Unknown","Outside London","EO","45565","41210","27650","27570"
"In post","2021","Unknown","Outside London","G6","1935","1875","69450","69160"
"In post","2021","Unknown","Outside London","G7","3995","3845","54320","52580"
"In post","2021","Unknown","Outside London","HEO","10655","10100","33030","32170"
"In post","2021","Unknown","Outside London","SCS level","590","580","87100","83230"
"In post","2021","Unknown","Outside London","SEO","5625","5375","40520","39660"
"In post","2021","Unknown","Outside London","Unknown","25","25","95230","93790"
"In post","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","15","15","29470","26930"
"In post","2021","Unknown","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","G7","15","15","58700","55000"
"In post","2021","Unknown","Overseas","HEO","30","30","33740","33300"
"In post","2021","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","220","220","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","AO","195","175","22420","21010"
"In post","2021","Unknown","Unknown","EO","535","505","27960","27570"
"In post","2021","Unknown","Unknown","G6","45","45","66040","64500"
"In post","2021","Unknown","Unknown","G7","105","100","52610","52660"
"In post","2021","Unknown","Unknown","HEO","535","525","31430","32000"
"In post","2021","Unknown","Unknown","SCS level","25","20","91960","76960"
"In post","2021","Unknown","Unknown","SEO","90","85","38670","37600"
"In post","2021","Veterinarian","London","G7","25","25","55970","54590"
"In post","2021","Veterinarian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","SEO","15","15","42400","43980"
"In post","2021","Veterinarian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","G6","30","25","63150","62520"
"In post","2021","Veterinarian","Outside London","G7","95","95","53740","53820"
"In post","2021","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","SEO","270","255","40620","37530"
"Leaver CS","2021","Commercial","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","25","[c]","23190","22780"
"Leaver CS","2021","Commercial","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G7","25","[c]","53500","51590"
"Leaver CS","2021","Commercial","Outside London","HEO","35","[c]","31070","31380"
"Leaver CS","2021","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO","55","[c]","39710","39600"
"Leaver CS","2021","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","EO","20","[c]","27300","28500"
"Leaver CS","2021","Communications","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G7","20","[c]","57130","56930"
"Leaver CS","2021","Communications","London","HEO","45","[c]","34390","33170"
"Leaver CS","2021","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO","30","[c]","42080","40710"
"Leaver CS","2021","Communications","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AO","20","[c]","20450","20920"
"Leaver CS","2021","Communications","Outside London","EO","20","[c]","26780","26000"
"Leaver CS","2021","Communications","Outside London","G7","10","[c]","51070","50010"
"Leaver CS","2021","Communications","Outside London","HEO","30","[c]","31740","32070"
"Leaver CS","2021","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO","15","[c]","40580","40580"
"Leaver CS","2021","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","EO","15","[c]","28310","27400"
"Leaver CS","2021","Digital, Data and Technology","London","G6","10","[c]","65110","64520"
"Leaver CS","2021","Digital, Data and Technology","London","G7","40","[c]","58320","57480"
"Leaver CS","2021","Digital, Data and Technology","London","HEO","25","[c]","33910","33150"
"Leaver CS","2021","Digital, Data and Technology","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SEO","30","[c]","43480","42520"
"Leaver CS","2021","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","AO","30","[c]","21270","21150"
"Leaver CS","2021","Digital, Data and Technology","Outside London","EO","70","[c]","26990","26670"
"Leaver CS","2021","Digital, Data and Technology","Outside London","G6","15","[c]","71020","69450"
"Leaver CS","2021","Digital, Data and Technology","Outside London","G7","50","[c]","55970","54830"
"Leaver CS","2021","Digital, Data and Technology","Outside London","HEO","65","[c]","33990","33290"
"Leaver CS","2021","Digital, Data and Technology","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","SEO","70","[c]","40680","40300"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","AO","35","[c]","22570","24300"
"Leaver CS","2021","Economics","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","HEO","15","[c]","31420","32240"
"Leaver CS","2021","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","AO","25","[c]","19130","19130"
"Leaver CS","2021","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","10","[c]","26270","27000"
"Leaver CS","2021","Finance","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","G7","25","[c]","65050","63650"
"Leaver CS","2021","Finance","London","HEO","15","[c]","39790","37290"
"Leaver CS","2021","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SEO","10","[c]","44170","44540"
"Leaver CS","2021","Finance","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","AO","25","[c]","21210","21130"
"Leaver CS","2021","Finance","Outside London","EO","25","[c]","25010","25870"
"Leaver CS","2021","Finance","Outside London","G6","10","[c]","67460","67300"
"Leaver CS","2021","Finance","Outside London","G7","20","[c]","56950","56950"
"Leaver CS","2021","Finance","Outside London","HEO","45","[c]","34910","33630"
"Leaver CS","2021","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","SEO","40","[c]","43450","42090"
"Leaver CS","2021","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","EO","10","[c]","28740","28170"
"Leaver CS","2021","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","G7","25","[c]","58720","58640"
"Leaver CS","2021","Human Resources","London","HEO","25","[c]","34820","34870"
"Leaver CS","2021","Human Resources","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","SEO","20","[c]","45110","45080"
"Leaver CS","2021","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","AO","50","[c]","21490","21130"
"Leaver CS","2021","Human Resources","Outside London","EO","40","[c]","25440","26670"
"Leaver CS","2021","Human Resources","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","G7","20","[c]","53870","53550"
"Leaver CS","2021","Human Resources","Outside London","HEO","35","[c]","32990","32430"
"Leaver CS","2021","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","SEO","40","[c]","42430","40980"
"Leaver CS","2021","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Outside London","G6","15","[c]","80560","85550"
"Leaver CS","2021","Inspector of Education and Training","Outside London","G7","25","[c]","75500","75500"
"Leaver CS","2021","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Outside London","SEO","25","[c]","50290","51360"
"Leaver CS","2021","Intelligence Analysis","London","EO","15","[c]","30220","30010"
"Leaver CS","2021","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
