"Status","Year","Disability","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","UK Export Finance","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Operational Delivery","Female","85","80","46550","41620"
"In post","2021","Declared non-disabled","UK Export Finance","Operational Delivery","Male","150","150","57840","51250"
"In post","2021","Declared non-disabled","UK Export Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Legal","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Legal","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Communications","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Communications","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Digital, Data and Technology","Female","90","85","42420","39080"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Digital, Data and Technology","Male","135","130","44840","49100"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Economics","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Economics","Male","30","30","49190","49100"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Finance","Female","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Finance","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Human Resources","Female","65","55","38860","36030"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Operational Delivery","Female","905","745","27850","23520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Operational Delivery","Male","570","480","28640","23520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Policy","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Policy","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Project Delivery","Female","80","75","40330","36030"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Project Delivery","Male","40","40","44910","49100"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Property","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Security","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Security","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Social Research","Female","160","145","39590","37020"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Social Research","Male","90","90","42910","37700"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Statistics","Female","125","120","44540","40960"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Statistics","Male","130","125","46940","49100"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Policy","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Policy","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Communications","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Economics","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Economics","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Finance","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Finance","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Legal","Female","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Policy","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Policy","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Communications","Female","80","70","38880","37410"
"In post","2021","Declared non-disabled","Welsh Government","Communications","Male","60","60","39520","37410"
"In post","2021","Declared non-disabled","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Digital, Data and Technology","Female","55","55","40130","37410"
"In post","2021","Declared non-disabled","Welsh Government","Digital, Data and Technology","Male","125","125","37300","37410"
"In post","2021","Declared non-disabled","Welsh Government","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Economics","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Economics","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Finance","Female","180","165","40600","37410"
"In post","2021","Declared non-disabled","Welsh Government","Finance","Male","110","110","44360","37410"
"In post","2021","Declared non-disabled","Welsh Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Human Resources","Female","125","115","35880","34490"
"In post","2021","Declared non-disabled","Welsh Government","Human Resources","Male","40","40","36310","28850"
"In post","2021","Declared non-disabled","Welsh Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Internal Audit","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Internal Audit","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Knowledge and Information Management","Female","45","45","33600","28850"
"In post","2021","Declared non-disabled","Welsh Government","Knowledge and Information Management","Male","45","45","34710","37410"
"In post","2021","Declared non-disabled","Welsh Government","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Legal","Female","85","80","56480","60830"
"In post","2021","Declared non-disabled","Welsh Government","Legal","Male","40","40","56650","60830"
"In post","2021","Declared non-disabled","Welsh Government","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Medicine","Female","95","85","44440","37410"
"In post","2021","Declared non-disabled","Welsh Government","Medicine","Male","55","55","47370","47000"
"In post","2021","Declared non-disabled","Welsh Government","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Operational Delivery","Female","820","745","34990","28850"
"In post","2021","Declared non-disabled","Welsh Government","Operational Delivery","Male","570","555","39860","37410"
"In post","2021","Declared non-disabled","Welsh Government","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Other","Female","355","330","40880","37410"
"In post","2021","Declared non-disabled","Welsh Government","Other","Male","170","165","47940","47000"
"In post","2021","Declared non-disabled","Welsh Government","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Planning","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Planning","Male","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Policy","Female","845","795","41960","37410"
"In post","2021","Declared non-disabled","Welsh Government","Policy","Male","545","535","45820","37410"
"In post","2021","Declared non-disabled","Welsh Government","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Project Delivery","Female","35","35","42890","41560"
"In post","2021","Declared non-disabled","Welsh Government","Project Delivery","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Property","Female","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Property","Male","35","35","40550","37410"
"In post","2021","Declared non-disabled","Welsh Government","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Science and Engineering","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Science and Engineering","Male","35","35","49540","47000"
"In post","2021","Declared non-disabled","Welsh Government","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Social Research","Female","110","105","44750","47000"
"In post","2021","Declared non-disabled","Welsh Government","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Statistics","Female","40","35","41530","39310"
"In post","2021","Declared non-disabled","Welsh Government","Statistics","Male","30","30","37370","32540"
"In post","2021","Declared non-disabled","Welsh Government","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Legal","Female","60","55","61870","64680"
"In post","2021","Undeclared","Attorney General's Departments","Legal","Male","35","35","65900","66610"
"In post","2021","Undeclared","Attorney General's Departments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Other","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Other","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Unknown","Female","140","135","42600","36260"
"In post","2021","Undeclared","Cabinet Office","Unknown","Male","140","140","46300","40590"
"In post","2021","Undeclared","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
