"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","SEO","Male","LGBO","185","180","41810","40070"
"In post","2021","Operational Delivery","SEO","Male","Undeclared","575","555","44950","42510"
"In post","2021","Operational Delivery","SEO","Male","Unknown","715","690","43790","41620"
"In post","2021","Operational Delivery","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Female","Heterosexual / straight","7635","6985","29810","28210"
"In post","2021","Operational Delivery","Unknown","Female","LGBO","410","390","28790","26810"
"In post","2021","Operational Delivery","Unknown","Female","Undeclared","645","585","31460","31420"
"In post","2021","Operational Delivery","Unknown","Female","Unknown","730","645","26900","23930"
"In post","2021","Operational Delivery","Unknown","Male","Heterosexual / straight","2055","1985","31160","30210"
"In post","2021","Operational Delivery","Unknown","Male","LGBO","170","170","29910","28200"
"In post","2021","Operational Delivery","Unknown","Male","Undeclared","285","270","32780","33360"
"In post","2021","Operational Delivery","Unknown","Male","Unknown","275","255","27050","24020"
"In post","2021","Operational Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Operational Research","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Operational Research","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Operational Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Operational Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Operational Research","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Male","Heterosexual / straight","30","30","68810","69390"
"In post","2021","Operational Research","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Operational Research","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G7","Female","Heterosexual / straight","110","95","52330","52000"
"In post","2021","Operational Research","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Operational Research","G7","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Operational Research","G7","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Operational Research","G7","Male","Heterosexual / straight","230","220","51620","49640"
"In post","2021","Operational Research","G7","Male","LGBO","10","5","[c]","[c]"
"In post","2021","Operational Research","G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Operational Research","G7","Male","Unknown","40","40","54020","55690"
"In post","2021","Operational Research","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","HEO","Female","Heterosexual / straight","90","85","32500","32220"
"In post","2021","Operational Research","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Operational Research","HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Operational Research","HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Research","HEO","Male","Heterosexual / straight","105","105","32220","31810"
"In post","2021","Operational Research","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Operational Research","HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Operational Research","HEO","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Operational Research","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Operational Research","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Operational Research","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO","Female","Heterosexual / straight","80","75","40560","39230"
"In post","2021","Operational Research","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Operational Research","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Operational Research","SEO","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Research","SEO","Male","Heterosexual / straight","120","115","40850","38630"
"In post","2021","Operational Research","SEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Operational Research","SEO","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Operational Research","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Operational Research","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA","Female","Heterosexual / straight","690","630","19600","19560"
"In post","2021","Other","AA","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Other","AA","Female","Undeclared","65","60","19620","19560"
"In post","2021","Other","AA","Female","Unknown","120","110","20110","19890"
"In post","2021","Other","AA","Male","Heterosexual / straight","925","910","19190","18800"
"In post","2021","Other","AA","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Other","AA","Male","Undeclared","135","130","19120","18800"
"In post","2021","Other","AA","Male","Unknown","160","155","19700","18980"
"In post","2021","Other","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","AO","Female","Heterosexual / straight","2955","2775","21650","21130"
"In post","2021","Other","AO","Female","LGBO","65","60","21750","21130"
"In post","2021","Other","AO","Female","Undeclared","410","385","21790","21430"
"In post","2021","Other","AO","Female","Unknown","285","255","22450","21430"
"In post","2021","Other","AO","Male","Heterosexual / straight","1395","1365","21790","20920"
"In post","2021","Other","AO","Male","LGBO","60","60","21350","21130"
"In post","2021","Other","AO","Male","Undeclared","215","215","21630","21130"
"In post","2021","Other","AO","Male","Unknown","305","295","25580","25250"
"In post","2021","Other","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","EO","Female","Heterosexual / straight","1735","1620","26020","26670"
"In post","2021","Other","EO","Female","LGBO","75","70","25960","26350"
"In post","2021","Other","EO","Female","Undeclared","215","205","26800","26670"
"In post","2021","Other","EO","Female","Unknown","320","300","27000","27570"
"In post","2021","Other","EO","Male","Heterosexual / straight","2060","1990","26380","26670"
"In post","2021","Other","EO","Male","LGBO","95","90","26160","26670"
"In post","2021","Other","EO","Male","Undeclared","310","300","26910","26670"
"In post","2021","Other","EO","Male","Unknown","335","330","27400","27750"
"In post","2021","Other","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6","Female","Heterosexual / straight","200","185","70730","68720"
"In post","2021","Other","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Other","G6","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Other","G6","Female","Unknown","55","50","68130","67000"
"In post","2021","Other","G6","Male","Heterosexual / straight","255","250","75680","70410"
"In post","2021","Other","G6","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Other","G6","Male","Undeclared","50","50","77780","71490"
"In post","2021","Other","G6","Male","Unknown","75","70","68650","68700"
"In post","2021","Other","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","G7","Female","Heterosexual / straight","370","355","54790","54760"
"In post","2021","Other","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Other","G7","Female","Undeclared","55","50","55380","54910"
"In post","2021","Other","G7","Female","Unknown","125","120","54660","53730"
"In post","2021","Other","G7","Male","Heterosexual / straight","460","450","56820","55370"
"In post","2021","Other","G7","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Other","G7","Male","Undeclared","75","75","58070","55530"
"In post","2021","Other","G7","Male","Unknown","145","140","55950","54350"
"In post","2021","Other","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","HEO","Female","Heterosexual / straight","1270","1200","32790","33300"
"In post","2021","Other","HEO","Female","LGBO","50","50","31450","31990"
"In post","2021","Other","HEO","Female","Undeclared","180","165","32970","33300"
"In post","2021","Other","HEO","Female","Unknown","280","270","37860","36930"
"In post","2021","Other","HEO","Male","Heterosexual / straight","1240","1220","32600","33300"
"In post","2021","Other","HEO","Male","LGBO","70","65","32850","33300"
"In post","2021","Other","HEO","Male","Undeclared","180","175","33770","33300"
"In post","2021","Other","HEO","Male","Unknown","240","235","36160","35050"
"In post","2021","Other","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS level","Female","Heterosexual / straight","85","80","88320","80560"
"In post","2021","Other","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Other","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Other","SCS level","Female","Unknown","30","30","91370","87250"
"In post","2021","Other","SCS level","Male","Heterosexual / straight","95","95","97190","88710"
"In post","2021","Other","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Other","SCS level","Male","Unknown","35","35","103360","92960"
"In post","2021","Other","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","SEO","Female","Heterosexual / straight","615","590","40770","40580"
"In post","2021","Other","SEO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Other","SEO","Female","Undeclared","75","70","40930","40580"
"In post","2021","Other","SEO","Female","Unknown","110","105","41160","40900"
"In post","2021","Other","SEO","Male","Heterosexual / straight","745","730","41230","40770"
"In post","2021","Other","SEO","Male","LGBO","30","30","40920","40830"
"In post","2021","Other","SEO","Male","Undeclared","130","125","41810","41240"
"In post","2021","Other","SEO","Male","Unknown","150","135","42140","41840"
"In post","2021","Other","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Female","Heterosexual / straight","30","30","40850","39750"
"In post","2021","Other","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Other","Unknown","Female","Unknown","175","175","33340","32700"
"In post","2021","Other","Unknown","Male","Heterosexual / straight","135","135","44230","40620"
"In post","2021","Other","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Other","Unknown","Male","Unknown","1685","1685","38120","34460"
"In post","2021","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Planning","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Planning","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Planning","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Planning","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Planning","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Planning","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Female","Heterosexual / straight","60","50","63660","58810"
"In post","2021","Planning Inspectors","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Male","Heterosexual / straight","100","90","64180","58810"
"In post","2021","Planning Inspectors","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Female","Heterosexual / straight","45","40","47980","47660"
"In post","2021","Planning Inspectors","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Male","Heterosexual / straight","60","60","48110","47660"
"In post","2021","Planning Inspectors","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Policy","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Policy","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Policy","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AO","Female","Heterosexual / straight","360","340","23610","23510"
"In post","2021","Policy","AO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Policy","AO","Female","Undeclared","30","30","22990","22080"
"In post","2021","Policy","AO","Female","Unknown","90","80","23480","23060"
"In post","2021","Policy","AO","Male","Heterosexual / straight","170","170","24080","23830"
"In post","2021","Policy","AO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Policy","AO","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Policy","AO","Male","Unknown","45","45","23720","23510"
"In post","2021","Policy","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","EO","Female","Heterosexual / straight","1140","1090","28410","28500"
"In post","2021","Policy","EO","Female","LGBO","75","75","27650","27680"
"In post","2021","Policy","EO","Female","Undeclared","130","125","28540","28670"
"In post","2021","Policy","EO","Female","Unknown","290","280","28070","27680"
"In post","2021","Policy","EO","Male","Heterosexual / straight","685","680","28390","28670"
"In post","2021","Policy","EO","Male","LGBO","75","75","28070","28270"
"In post","2021","Policy","EO","Male","Undeclared","90","90","28650","28850"
"In post","2021","Policy","EO","Male","Unknown","200","195","27750","27730"
"In post","2021","Policy","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","G6","Female","Heterosexual / straight","1110","1050","66540","65700"
"In post","2021","Policy","G6","Female","LGBO","55","55","65910","65270"
"In post","2021","Policy","G6","Female","Undeclared","120","115","66780","65710"
"In post","2021","Policy","G6","Female","Unknown","290","275","65780","66230"
"In post","2021","Policy","G6","Male","Heterosexual / straight","1120","1105","67200","66230"
"In post","2021","Policy","G6","Male","LGBO","140","135","66060","65110"
"In post","2021","Policy","G6","Male","Undeclared","170","165","67800","67350"
"In post","2021","Policy","G6","Male","Unknown","265","265","67570","66230"
"In post","2021","Policy","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","G7","Female","Heterosexual / straight","2890","2760","55070","54110"
"In post","2021","Policy","G7","Female","LGBO","220","215","54120","53380"
"In post","2021","Policy","G7","Female","Undeclared","345","335","55480","54400"
"In post","2021","Policy","G7","Female","Unknown","715","685","54370","53380"
"In post","2021","Policy","G7","Male","Heterosexual / straight","2545","2520","55380","54470"
"In post","2021","Policy","G7","Male","LGBO","365","360","55230","54160"
"In post","2021","Policy","G7","Male","Undeclared","400","395","55780","55010"
"In post","2021","Policy","G7","Male","Unknown","630","625","54730","53770"
"In post","2021","Policy","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HEO","Female","Heterosexual / straight","2710","2630","34110","33640"
"In post","2021","Policy","HEO","Female","LGBO","255","255","33180","33570"
