"Status","Year","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Undeclared","105","[c]","38170","36120"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","80","[c]","39890","35430"
"Leaver Dept.","2021","Undeclared","White","Heterosexual / straight","155","[c]","37100","32730"
"Leaver Dept.","2021","Undeclared","White","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Heterosexual / straight","40","[c]","36270","32610"
"Leaver Dept.","2021","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","110","[c]","36930","36580"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","30","[c]","35590","29350"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","2750","[c]","37260","32430"
"Leaver Dept.","2021","Unknown","White","Heterosexual / straight","180","[c]","44510","38960"
"Leaver Dept.","2021","Unknown","White","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Unknown","135","[c]","42460","37120"
"New entrant CS","2021","Declared disabled","Asian","Heterosexual / straight","255","[c]","29410","27570"
"New entrant CS","2021","Declared disabled","Asian","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Asian","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Black","Heterosexual / straight","220","[c]","30280","30470"
"New entrant CS","2021","Declared disabled","Black","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Black","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Heterosexual / straight","125","[c]","27520","27570"
"New entrant CS","2021","Declared disabled","Mixed","LGBO","45","[c]","28030","27570"
"New entrant CS","2021","Declared disabled","Mixed","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Heterosexual / straight","40","[c]","29940","28430"
"New entrant CS","2021","Declared disabled","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Undeclared","45","[c]","29100","27570"
"New entrant CS","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","55","[c]","28950","27700"
"New entrant CS","2021","Declared disabled","White","Heterosexual / straight","2270","[c]","27660","27570"
"New entrant CS","2021","Declared disabled","White","LGBO","595","[c]","27510","27570"
"New entrant CS","2021","Declared disabled","White","Undeclared","170","[c]","28010","27570"
"New entrant CS","2021","Declared disabled","White","Unknown","40","[c]","28460","25490"
"New entrant CS","2021","Declared non-disabled","Asian","Heterosexual / straight","3000","[c]","29550","27570"
"New entrant CS","2021","Declared non-disabled","Asian","LGBO","50","[c]","28350","27570"
"New entrant CS","2021","Declared non-disabled","Asian","Undeclared","110","[c]","29770","27570"
"New entrant CS","2021","Declared non-disabled","Asian","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Heterosexual / straight","1965","[c]","29610","29290"
"New entrant CS","2021","Declared non-disabled","Black","LGBO","55","[c]","29180","28500"
"New entrant CS","2021","Declared non-disabled","Black","Undeclared","50","[c]","31380","31060"
"New entrant CS","2021","Declared non-disabled","Black","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Heterosexual / straight","70","[c]","30660","27590"
"New entrant CS","2021","Declared non-disabled","Chinese","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Heterosexual / straight","915","[c]","28960","27570"
"New entrant CS","2021","Declared non-disabled","Mixed","LGBO","125","[c]","31320","27570"
"New entrant CS","2021","Declared non-disabled","Mixed","Undeclared","55","[c]","32860","27570"
"New entrant CS","2021","Declared non-disabled","Mixed","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Heterosexual / straight","240","[c]","30130","28590"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Heterosexual / straight","160","[c]","29280","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Undeclared","225","[c]","30810","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Heterosexual / straight","65","[c]","32100","28590"
"New entrant CS","2021","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","185","[c]","30740","27240"
"New entrant CS","2021","Declared non-disabled","White","Heterosexual / straight","19680","[c]","28890","27570"
"New entrant CS","2021","Declared non-disabled","White","LGBO","2000","[c]","28080","27570"
"New entrant CS","2021","Declared non-disabled","White","Undeclared","935","[c]","30550","27570"
"New entrant CS","2021","Declared non-disabled","White","Unknown","355","[c]","31420","28120"
"New entrant CS","2021","Undeclared","Asian","Heterosexual / straight","120","[c]","30560","27570"
"New entrant CS","2021","Undeclared","Asian","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Heterosexual / straight","75","[c]","29800","29290"
"New entrant CS","2021","Undeclared","Black","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Heterosexual / straight","40","[c]","30420","27570"
"New entrant CS","2021","Undeclared","Mixed","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Undeclared","290","[c]","33180","28500"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","190","[c]","37120","34710"
"New entrant CS","2021","Undeclared","White","Heterosexual / straight","730","[c]","29530","27570"
"New entrant CS","2021","Undeclared","White","LGBO","130","[c]","27000","27570"
"New entrant CS","2021","Undeclared","White","Undeclared","140","[c]","33340","28500"
"New entrant CS","2021","Undeclared","White","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Heterosexual / straight","380","[c]","33820","28840"
"New entrant CS","2021","Unknown","Asian","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","55","[c]","26630","25630"
"New entrant CS","2021","Unknown","Black","Heterosexual / straight","190","[c]","33760","31060"
"New entrant CS","2021","Unknown","Black","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Heterosexual / straight","130","[c]","33090","29540"
"New entrant CS","2021","Unknown","Mixed","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Heterosexual / straight","35","[c]","39200","32790"
"New entrant CS","2021","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","75","[c]","33360","28840"
"New entrant CS","2021","Unknown","Undeclared","Unknown","70","[c]","24110","18200"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","120","[c]","30940","27570"
"New entrant CS","2021","Unknown","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","95","[c]","26290","20850"
"New entrant CS","2021","Unknown","Unknown","Unknown","16010","[c]","29350","25560"
"New entrant CS","2021","Unknown","White","Heterosexual / straight","2820","[c]","32970","29540"
"New entrant CS","2021","Unknown","White","LGBO","280","[c]","30490","27680"
"New entrant CS","2021","Unknown","White","Undeclared","145","[c]","33390","32260"
"New entrant CS","2021","Unknown","White","Unknown","275","[c]","30760","25560"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
