"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice","Intelligence Analysis","G6/G7","15","15","64780","64470"
"In post","2021","Ministry of Justice","Intelligence Analysis","SEO/HEO","75","75","36630","34860"
"In post","2021","Ministry of Justice","Internal Audit","AA/AO","10","10","34840","35900"
"In post","2021","Ministry of Justice","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","SEO/HEO","40","40","46000","50260"
"In post","2021","Ministry of Justice","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","AA/AO","15","15","21940","21980"
"In post","2021","Ministry of Justice","Knowledge and Information Management","EO","25","25","24590","23700"
"In post","2021","Ministry of Justice","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","SEO/HEO","30","30","34550","33620"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","EO","30","30","24030","23300"
"In post","2021","Ministry of Justice","Legal","G6/G7","290","275","59210","57330"
"In post","2021","Ministry of Justice","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","SEO/HEO","985","880","38920","40850"
"In post","2021","Ministry of Justice","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Delivery","AA/AO","40035","37130","24450","23240"
"In post","2021","Ministry of Justice","Operational Delivery","EO","8605","8185","28480","27380"
"In post","2021","Ministry of Justice","Operational Delivery","G6/G7","930","910","63580","59950"
"In post","2021","Ministry of Justice","Operational Delivery","SCS level","135","130","92200","90410"
"In post","2021","Ministry of Justice","Operational Delivery","SEO/HEO","6870","6575","38070","36800"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","11985","11070","29840","28200"
"In post","2021","Ministry of Justice","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","G6/G7","40","40","61210","58130"
"In post","2021","Ministry of Justice","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","SEO/HEO","50","50","37860","40470"
"In post","2021","Ministry of Justice","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other","EO","10","10","27820","26410"
"In post","2021","Ministry of Justice","Other","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other","SEO/HEO","50","50","34870","34500"
"In post","2021","Ministry of Justice","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Policy","AA/AO","175","170","22280","23060"
"In post","2021","Ministry of Justice","Policy","EO","235","230","28990","28960"
"In post","2021","Ministry of Justice","Policy","G6/G7","275","265","60420","58650"
"In post","2021","Ministry of Justice","Policy","SCS level","45","45","83730","76560"
"In post","2021","Ministry of Justice","Policy","SEO/HEO","575","560","38340","36800"
"In post","2021","Ministry of Justice","Policy","Unknown","10","10","47680","42900"
"In post","2021","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Project Delivery","EO","45","40","24730","26120"
"In post","2021","Ministry of Justice","Project Delivery","G6/G7","170","170","55200","54120"
"In post","2021","Ministry of Justice","Project Delivery","SCS level","25","25","82130","76500"
"In post","2021","Ministry of Justice","Project Delivery","SEO/HEO","320","315","33660","32870"
"In post","2021","Ministry of Justice","Property","AA/AO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Property","EO","30","30","25100","24850"
"In post","2021","Ministry of Justice","Property","G6/G7","45","45","55840","52850"
"In post","2021","Ministry of Justice","Property","SCS level","10","10","96220","92100"
"In post","2021","Ministry of Justice","Property","SEO/HEO","115","110","32530","31900"
"In post","2021","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Psychology","AA/AO","60","55","21120","20890"
"In post","2021","Ministry of Justice","Psychology","EO","395","380","26440","26330"
"In post","2021","Ministry of Justice","Psychology","G6/G7","90","85","66820","65520"
"In post","2021","Ministry of Justice","Psychology","SEO/HEO","760","725","37140","31180"
"In post","2021","Ministry of Justice","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Security","AA/AO","65","65","29130","27510"
"In post","2021","Ministry of Justice","Security","EO","160","160","31520","29740"
"In post","2021","Ministry of Justice","Security","G6/G7","35","35","71280","69910"
"In post","2021","Ministry of Justice","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Security","SEO/HEO","355","355","41620","38160"
"In post","2021","Ministry of Justice","Security","Unknown","55","55","36330","37170"
"In post","2021","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Social Research","G6/G7","30","25","59410","58130"
"In post","2021","Ministry of Justice","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Social Research","SEO/HEO","35","35","39170","40480"
"In post","2021","Ministry of Justice","Statistics","EO","15","15","26030","28950"
"In post","2021","Ministry of Justice","Statistics","G6/G7","40","40","60130","58420"
"In post","2021","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Statistics","SEO/HEO","50","50","38410","40480"
"In post","2021","Ministry of Justice","Unknown","AA/AO","15","10","22820","21710"
"In post","2021","Ministry of Justice","Unknown","EO","20","20","27320","27380"
"In post","2021","Ministry of Justice","Unknown","G6/G7","15","15","58850","58130"
"In post","2021","Ministry of Justice","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","SEO/HEO","60","60","39200","40770"
"In post","2021","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","EO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Communications","EO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","SEO/HEO","25","20","45680","45480"
"In post","2021","National Crime Agency","Digital, Data and Technology","AA/AO","25","25","22940","22630"
"In post","2021","National Crime Agency","Digital, Data and Technology","EO","80","80","31160","30480"
"In post","2021","National Crime Agency","Digital, Data and Technology","G6/G7","30","30","65970","61410"
"In post","2021","National Crime Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","SEO/HEO","120","115","43670","43450"
"In post","2021","National Crime Agency","Finance","AA/AO","10","10","24210","24750"
"In post","2021","National Crime Agency","Finance","EO","10","10","29300","28840"
"In post","2021","National Crime Agency","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Finance","SEO/HEO","20","20","43790","45480"
"In post","2021","National Crime Agency","Human Resources","AA/AO","25","25","21990","20800"
"In post","2021","National Crime Agency","Human Resources","EO","35","30","30710","28840"
"In post","2021","National Crime Agency","Human Resources","G6/G7","20","20","61670","59160"
"In post","2021","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","SEO/HEO","100","95","41830","40600"
"In post","2021","National Crime Agency","Legal","EO","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Legal","G6/G7","35","35","62000","59160"
"In post","2021","National Crime Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","AA/AO","250","235","23950","24220"
"In post","2021","National Crime Agency","Operational Delivery","EO","2295","2245","33640","34140"
"In post","2021","National Crime Agency","Operational Delivery","G6/G7","235","235","65600","64410"
"In post","2021","National Crime Agency","Operational Delivery","SCS level","25","25","114650","95000"
"In post","2021","National Crime Agency","Operational Delivery","SEO/HEO","1925","1890","44900","43710"
"In post","2021","National Crime Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","EO","10","10","30670","29670"
"In post","2021","National Crime Agency","Project Delivery","G6/G7","20","20","62820","57450"
"In post","2021","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","SEO/HEO","60","55","43320","45480"
"In post","2021","National Crime Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","EO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Property","SEO/HEO","15","15","43790","43530"
"In post","2021","National Crime Agency","Security","AA/AO","10","10","24220","24220"
"In post","2021","National Crime Agency","Security","EO","15","15","33160","32270"
"In post","2021","National Crime Agency","Security","SEO/HEO","15","15","41810","40170"
"In post","2021","Northern Ireland Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","EO","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","AA/AO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","EO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","G6/G7","35","35","54320","52850"
"In post","2021","Northern Ireland Office","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","SEO/HEO","40","40","35590","35340"
"In post","2021","Northern Ireland Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","SEO/HEO","25","25","37000","35010"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","EO","10","10","26560","25880"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","G6/G7","20","20","65880","62810"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","SEO/HEO","45","45","37710","39460"
"In post","2021","Office for Standards in Education","Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","G6/G7","10","10","65780","61310"
"In post","2021","Office for Standards in Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","SEO/HEO","15","15","35220","32010"
"In post","2021","Office for Standards in Education","Human Resources","AA/AO","10","10","21130","21160"
"In post","2021","Office for Standards in Education","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","G6/G7","10","10","63630","59810"
"In post","2021","Office for Standards in Education","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","SEO/HEO","25","25","36150","35920"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","G6/G7","450","440","75480","75500"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","SCS level","10","10","131880","128660"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","SEO/HEO","335","325","51020","51360"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","G6/G7","10","10","66590","62810"
"In post","2021","Office for Standards in Education","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","AA/AO","110","100","21160","21160"
"In post","2021","Office for Standards in Education","Operational Delivery","EO","35","30","25790","25880"
"In post","2021","Office for Standards in Education","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","SEO/HEO","70","65","36180","39460"
"In post","2021","Office for Standards in Education","Other","AA/AO","90","85","21270","21160"
"In post","2021","Office for Standards in Education","Other","EO","100","95","26460","25880"
"In post","2021","Office for Standards in Education","Other","G6/G7","10","10","61620","59810"
"In post","2021","Office for Standards in Education","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other","SEO/HEO","50","50","35170","32010"
"In post","2021","Office for Standards in Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Policy","EO","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Policy","G6/G7","15","15","68170","74280"
"In post","2021","Office for Standards in Education","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Policy","SEO/HEO","30","30","38060","35010"
"In post","2021","Office for Standards in Education","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","SEO/HEO","15","15","37270","39850"
"In post","2021","Office for Standards in Education","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","G6/G7","10","10","65280","62810"
"In post","2021","Office for Standards in Education","Social Research","SEO/HEO","25","25","34920","35010"
"In post","2021","Office for Standards in Education","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Statistics","EO","15","15","26010","25880"
"In post","2021","Office for Standards in Education","Statistics","G6/G7","15","15","63700","59810"
"In post","2021","Office for Standards in Education","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Statistics","SEO/HEO","80","75","36150","35010"
"In post","2021","Office of Gas and Electricity Markets","Communications","EO","10","10","27940","28790"
"In post","2021","Office of Gas and Electricity Markets","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","SEO/HEO","15","15","38110","37930"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","EO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","10","10","28400","29160"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","50","50","63520","63150"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","40","40","39030","38980"
"In post","2021","Office of Gas and Electricity Markets","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","G6/G7","30","30","55580","55000"
"In post","2021","Office of Gas and Electricity Markets","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","SEO/HEO","20","20","35760","35050"
"In post","2021","Office of Gas and Electricity Markets","Finance","EO","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","G6/G7","20","20","61390","57630"
"In post","2021","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","SEO/HEO","10","10","38990","38000"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","G6/G7","65","65","62850","63540"
"In post","2021","Office of Gas and Electricity Markets","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","AA/AO","10","10","20270","19380"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","EO","80","80","25210","24650"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","G6/G7","25","25","56830","53200"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","45","45","34150","33400"
"In post","2021","Office of Gas and Electricity Markets","Other","AA/AO","35","35","19230","18180"
"In post","2021","Office of Gas and Electricity Markets","Other","EO","125","120","25460","25000"
"In post","2021","Office of Gas and Electricity Markets","Other","G6/G7","195","190","59330","56580"
"In post","2021","Office of Gas and Electricity Markets","Other","SCS level","25","25","103380","91810"
"In post","2021","Office of Gas and Electricity Markets","Other","SEO/HEO","150","150","36020","35650"
"In post","2021","Office of Gas and Electricity Markets","Policy","EO","15","15","26380","26420"
"In post","2021","Office of Gas and Electricity Markets","Policy","G6/G7","10","10","65280","71430"
"In post","2021","Office of Gas and Electricity Markets","Policy","SEO/HEO","55","55","36020","34710"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","G6/G7","10","10","55620","53510"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","10","10","38760","38510"
"In post","2021","Office of Gas and Electricity Markets","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","G6/G7","10","10","66350","64200"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","EO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","G6/G7","10","10","53590","48960"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","SEO/HEO","10","10","35980","36000"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO/HEO","10","10","38180","38600"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","30","30","52610","47880"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","40","40","34550","33290"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","G6/G7","15","15","52960","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","SCS level","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","15","15","37560","38510"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","15","10","35550","34690"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","EO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
