"Status","Year","Disability","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Undeclared","Male","185","[c]","33260","27570"
"New entrant CS","2021","Undeclared","Unknown","Female","105","[c]","34380","30730"
"New entrant CS","2021","Undeclared","Unknown","Male","115","[c]","39990","34710"
"New entrant CS","2021","Undeclared","White","Female","595","[c]","29770","27570"
"New entrant CS","2021","Undeclared","White","Male","410","[c]","29920","27570"
"New entrant CS","2021","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Female","240","[c]","31630","28580"
"New entrant CS","2021","Unknown","Asian","Male","225","[c]","34560","29540"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Female","150","[c]","32100","29360"
"New entrant CS","2021","Unknown","Black","Male","65","[c]","34460","32870"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Female","110","[c]","32400","28810"
"New entrant CS","2021","Unknown","Mixed","Male","65","[c]","34860","32770"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Female","80","[c]","26890","24240"
"New entrant CS","2021","Unknown","Undeclared","Male","80","[c]","31760","27600"
"New entrant CS","2021","Unknown","Unknown","Female","8590","[c]","28730","25560"
"New entrant CS","2021","Unknown","Unknown","Male","7630","[c]","30000","25560"
"New entrant CS","2021","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Female","1915","[c]","31390","28590"
"New entrant CS","2021","Unknown","White","Male","1590","[c]","34050","31000"
"New entrant CS","2021","Unknown","White","Unknown","20","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
