"Status","Year","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","UK Supreme Court","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Female","130","[c]","28790","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Male","155","[c]","27930","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","Female","75","[c]","40540","36500"
"Leaver CS","2021","Welsh Government","Outside London","Male","70","[c]","45920","37410"
"Leaver Dept.","2021","Attorney General's Departments","London","Female","95","[c]","43150","39100"
"Leaver Dept.","2021","Attorney General's Departments","London","Male","55","[c]","47090","50000"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","Female","370","[c]","44700","38320"
"Leaver Dept.","2021","Cabinet Office","London","Male","290","[c]","47680","43200"
"Leaver Dept.","2021","Cabinet Office","Outside London","Female","55","[c]","32750","31430"
"Leaver Dept.","2021","Cabinet Office","Outside London","Male","40","[c]","29420","25760"
"Leaver Dept.","2021","Cabinet Office","Unknown","Female","350","[c]","34110","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","Male","285","[c]","35290","32000"
"Leaver Dept.","2021","Chancellor's other departments","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","Female","210","[c]","46350","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","Male","225","[c]","47380","40880"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","Female","80","[c]","30140","24570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","Male","70","[c]","32410","26000"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","Female","115","[c]","47670","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","Male","90","[c]","45880","49600"
"Leaver Dept.","2021","Department for Education","London","Female","115","[c]","46280","42660"
"Leaver Dept.","2021","Department for Education","London","Male","60","[c]","43330","37350"
"Leaver Dept.","2021","Department for Education","Outside London","Female","45","[c]","39300","37030"
"Leaver Dept.","2021","Department for Education","Outside London","Male","40","[c]","35130","32910"
"Leaver Dept.","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","Female","175","[c]","41950","36190"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","Male","125","[c]","41450","35620"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","Female","130","[c]","34150","30230"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","Male","110","[c]","33530","30040"
"Leaver Dept.","2021","Department for International Trade","London","Female","110","[c]","42140","37410"
"Leaver Dept.","2021","Department for International Trade","London","Male","105","[c]","40580","37410"
"Leaver Dept.","2021","Department for International Trade","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","Female","85","[c]","46530","42680"
"Leaver Dept.","2021","Department for Transport","London","Male","110","[c]","44300","42460"
"Leaver Dept.","2021","Department for Transport","Outside London","Female","110","[c]","27400","25900"
"Leaver Dept.","2021","Department for Transport","Outside London","Male","95","[c]","31380","26700"
"Leaver Dept.","2021","Department for Work and Pensions","London","Female","125","[c]","39990","31880"
"Leaver Dept.","2021","Department for Work and Pensions","London","Male","95","[c]","40640","32110"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","Female","690","[c]","28240","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","Male","460","[c]","28970","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","Female","125","[c]","49630","51780"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","Male","120","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","Female","205","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","Male","185","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Outside London","Female","705","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Outside London","Male","600","[c]","28290","25860"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","London","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","London","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","London","Female","360","[c]","44740","40640"
"Leaver Dept.","2021","Home Office","London","Male","230","[c]","42020","37310"
"Leaver Dept.","2021","Home Office","Outside London","Female","280","[c]","26890","24880"
"Leaver Dept.","2021","Home Office","Outside London","Male","200","[c]","27580","24890"
"Leaver Dept.","2021","Ministry of Defence","London","Female","70","[c]","45810","45200"
"Leaver Dept.","2021","Ministry of Defence","London","Male","75","[c]","47590","45200"
"Leaver Dept.","2021","Ministry of Defence","Outside London","Female","345","[c]","34340","31650"
"Leaver Dept.","2021","Ministry of Defence","Outside London","Male","355","[c]","36000","33250"
"Leaver Dept.","2021","Ministry of Defence","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","London","Female","165","[c]","42900","39050"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","London","Male","150","[c]","39580","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Outside London","Female","35","[c]","38320","34010"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","London","Female","305","[c]","39290","33960"
"Leaver Dept.","2021","Ministry of Justice","London","Male","200","[c]","42300","36800"
"Leaver Dept.","2021","Ministry of Justice","Outside London","Female","495","[c]","26030","21170"
"Leaver Dept.","2021","Ministry of Justice","Outside London","Male","315","[c]","27000","21340"
"Leaver Dept.","2021","National Crime Agency","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Outside London","Female","45","[c]","34870","30160"
"Leaver Dept.","2021","Scottish Government","Outside London","Male","30","[c]","34090","29350"
"Leaver Dept.","2021","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","Female","60","[c]","35920","30860"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","Male","75","[c]","36230","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","Female","300","[c]","38470","39880"
"New entrant CS","2021","Attorney General's Departments","London","Male","170","[c]","39370","40000"
"New entrant CS","2021","Attorney General's Departments","Outside London","Female","350","[c]","30980","25480"
"New entrant CS","2021","Attorney General's Departments","Outside London","Male","195","[c]","36850","38000"
"New entrant CS","2021","Cabinet Office","London","Female","680","[c]","38060","28000"
"New entrant CS","2021","Cabinet Office","London","Male","535","[c]","45080","34550"
"New entrant CS","2021","Cabinet Office","Outside London","Female","165","[c]","33600","28000"
"New entrant CS","2021","Cabinet Office","Outside London","Male","145","[c]","38980","28000"
"New entrant CS","2021","Cabinet Office","Unknown","Female","120","[c]","34390","28000"
"New entrant CS","2021","Cabinet Office","Unknown","Male","100","[c]","39570","28000"
"New entrant CS","2021","Chancellor's other departments","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","Female","40","[c]","49130","53530"
"New entrant CS","2021","Competition and Markets Authority","London","Male","30","[c]","49900","49670"
"New entrant CS","2021","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","Female","370","[c]","36680","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","Male","360","[c]","39260","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","Female","405","[c]","27580","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","Male","360","[c]","29930","24660"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","Female","190","[c]","37380","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","Male","165","[c]","41090","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","Female","160","[c]","37230","32940"
"New entrant CS","2021","Department for Education","London","Male","85","[c]","43760","40230"
"New entrant CS","2021","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","Female","295","[c]","33330","29360"
"New entrant CS","2021","Department for Education","Outside London","Male","225","[c]","35160","32870"
"New entrant CS","2021","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","Female","300","[c]","37610","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","Male","250","[c]","37210","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","Female","620","[c]","28730","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","Male","450","[c]","32590","29180"
"New entrant CS","2021","Department for International Trade","London","Female","190","[c]","33010","31800"
"New entrant CS","2021","Department for International Trade","London","Male","155","[c]","36020","31800"
"New entrant CS","2021","Department for International Trade","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","Male","30","[c]","35130","31800"
"New entrant CS","2021","Department for Transport","London","Female","230","[c]","36240","34710"
"New entrant CS","2021","Department for Transport","London","Male","250","[c]","38460","34710"
"New entrant CS","2021","Department for Transport","Outside London","Female","415","[c]","25720","21590"
"New entrant CS","2021","Department for Transport","Outside London","Male","515","[c]","30300","26580"
"New entrant CS","2021","Department for Work and Pensions","London","Female","2055","[c]","30530","31060"
"New entrant CS","2021","Department for Work and Pensions","London","Male","1205","[c]","30870","31060"
"New entrant CS","2021","Department for Work and Pensions","Outside London","Female","7845","[c]","25920","27570"
"New entrant CS","2021","Department for Work and Pensions","Outside London","Male","5745","[c]","25860","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Female","170","[c]","28340","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Male","150","[c]","29530","27570"
"New entrant CS","2021","Department of Health and Social Care","London","Female","1210","[c]","37560","32790"
"New entrant CS","2021","Department of Health and Social Care","London","Male","660","[c]","42970","32790"
"New entrant CS","2021","Department of Health and Social Care","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Outside London","Female","1030","[c]","32600","28970"
"New entrant CS","2021","Department of Health and Social Care","Outside London","Male","405","[c]","36140","28970"
"New entrant CS","2021","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","Female","30","[c]","32110","30350"
"New entrant CS","2021","Food Standards Agency","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","Female","370","[c]","25100","22350"
"New entrant CS","2021","HM Land Registry","Outside London","Male","280","[c]","26060","22350"
"New entrant CS","2021","HM Revenue and Customs","London","Female","160","[c]","35290","33750"
"New entrant CS","2021","HM Revenue and Customs","London","Male","185","[c]","34730","36160"
"New entrant CS","2021","HM Revenue and Customs","Outside London","Female","2345","[c]","23710","20140"
"New entrant CS","2021","HM Revenue and Customs","Outside London","Male","2385","[c]","24380","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Female","215","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Male","105","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","Female","215","[c]","33450","28500"
"New entrant CS","2021","HM Treasury","London","Male","215","[c]","34800","32320"
"New entrant CS","2021","HM Treasury","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","Female","475","[c]","37760","35050"
"New entrant CS","2021","Home Office","London","Male","455","[c]","40410","35050"
"New entrant CS","2021","Home Office","Outside London","Female","500","[c]","25280","24880"
"New entrant CS","2021","Home Office","Outside London","Male","725","[c]","26850","24880"
"New entrant CS","2021","Home Office","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","London","Female","120","[c]","33200","29790"
"New entrant CS","2021","Ministry of Defence","London","Male","155","[c]","32410","30200"
"New entrant CS","2021","Ministry of Defence","Outside London","Female","1640","[c]","28780","25000"
"New entrant CS","2021","Ministry of Defence","Outside London","Male","2265","[c]","30680","26670"
"New entrant CS","2021","Ministry of Defence","Overseas","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Overseas","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","Female","120","[c]","39270","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","Male","95","[c]","40910","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Female","110","[c]","31590","30190"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Male","105","[c]","36320","33370"
"New entrant CS","2021","Ministry of Justice","London","Female","1260","[c]","28690","26410"
"New entrant CS","2021","Ministry of Justice","London","Male","875","[c]","31020","28720"
"New entrant CS","2021","Ministry of Justice","Outside London","Female","3805","[c]","22370","21500"
"New entrant CS","2021","Ministry of Justice","Outside London","Male","2840","[c]","23920","22850"
"New entrant CS","2021","Ministry of Justice","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","Female","190","[c]","37330","36200"
"New entrant CS","2021","National Crime Agency","London","Male","155","[c]","39460","37560"
"New entrant CS","2021","National Crime Agency","Outside London","Female","365","[c]","30620","30640"
"New entrant CS","2021","National Crime Agency","Outside London","Male","340","[c]","34110","34140"
"New entrant CS","2021","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","London","Female","35","[c]","49440","46360"
"New entrant CS","2021","Office for Standards in Education","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Outside London","Female","75","[c]","46150","46360"
"New entrant CS","2021","Office for Standards in Education","Outside London","Male","40","[c]","55910","65150"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Female","55","[c]","40950","33400"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Male","90","[c]","39820","33400"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","Female","85","[c]","27270","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","Male","85","[c]","31900","25000"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Outside London","Female","80","[c]","35470","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","Outside London","Male","105","[c]","37290","33650"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
