"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","International Trade","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","International Trade","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","London","London","75","70","40650","35750"
"In post","2021","Unknown","Knowledge and Information Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","South West (England)","Outside London","30","30","33040","33300"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","East Midlands (England)","Outside London","65","65","36710","31810"
"In post","2021","Unknown","Legal","East of England","Outside London","115","105","33340","26270"
"In post","2021","Unknown","Legal","London","London","755","725","53050","53390"
"In post","2021","Unknown","Legal","North East (England)","Outside London","35","35","36000","30990"
"In post","2021","Unknown","Legal","North West (England)","Outside London","210","200","37870","31810"
"In post","2021","Unknown","Legal","Northern Ireland","Outside London","30","30","31000","25560"
"In post","2021","Unknown","Legal","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Scotland","Outside London","70","60","39840","45190"
"In post","2021","Unknown","Legal","South East (England)","Outside London","95","90","38290","32520"
"In post","2021","Unknown","Legal","South West (England)","Outside London","85","75","41980","38550"
"In post","2021","Unknown","Legal","Wales","Outside London","75","70","43980","49580"
"In post","2021","Unknown","Legal","West Midlands (England)","Outside London","80","75","40900","35000"
"In post","2021","Unknown","Legal","Yorkshire and The Humber","Outside London","115","110","40430","33150"
"In post","2021","Unknown","Medicine","East Midlands (England)","Outside London","35","30","41190","40580"
"In post","2021","Unknown","Medicine","East of England","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Medicine","London","London","30","25","[c]","[c]"
"In post","2021","Unknown","Medicine","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Medicine","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Unknown","Medicine","Scotland","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Medicine","South East (England)","Outside London","75","65","49470","38190"
"In post","2021","Unknown","Medicine","South West (England)","Outside London","105","90","35530","24910"
"In post","2021","Unknown","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Wales","Outside London","20","15","[c]","[c]"
"In post","2021","Unknown","Medicine","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Medicine","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","East Midlands (England)","Outside London","1335","1250","24710","22920"
"In post","2021","Unknown","Operational Delivery","East of England","Outside London","1095","1035","26060","24880"
"In post","2021","Unknown","Operational Delivery","London","London","3125","3025","31740","29570"
"In post","2021","Unknown","Operational Delivery","North East (England)","Outside London","2150","1890","23450","21440"
"In post","2021","Unknown","Operational Delivery","North West (England)","Outside London","3270","3035","24900","22350"
"In post","2021","Unknown","Operational Delivery","Northern Ireland","Outside London","305","285","23580","20140"
"In post","2021","Unknown","Operational Delivery","Overseas","Overseas","30","30","59510","62640"
"In post","2021","Unknown","Operational Delivery","Scotland","Outside London","4960","4585","27030","25560"
"In post","2021","Unknown","Operational Delivery","South East (England)","Outside London","2225","2035","26810","25690"
"In post","2021","Unknown","Operational Delivery","South West (England)","Outside London","1270","1195","26740","22920"
"In post","2021","Unknown","Operational Delivery","Unknown","Unknown","30","30","34580","37300"
"In post","2021","Unknown","Operational Delivery","Wales","Outside London","2340","2155","24070","21590"
"In post","2021","Unknown","Operational Delivery","West Midlands (England)","Outside London","1870","1760","25450","22570"
"In post","2021","Unknown","Operational Delivery","Yorkshire and The Humber","Outside London","1855","1760","24740","22850"
"In post","2021","Unknown","Operational Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","London","55","55","45010","40480"
"In post","2021","Unknown","Operational Research","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Operational Research","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Other","East Midlands (England)","Outside London","30","30","25570","21580"
"In post","2021","Unknown","Other","East of England","Outside London","75","75","25740","21090"
"In post","2021","Unknown","Other","London","London","555","530","39450","32740"
"In post","2021","Unknown","Other","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Other","North West (England)","Outside London","40","40","31580","30020"
"In post","2021","Unknown","Other","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Other","Overseas","Overseas","190","190","46680","46620"
"In post","2021","Unknown","Other","Scotland","Outside London","470","430","30260","27450"
"In post","2021","Unknown","Other","South East (England)","Outside London","175","170","30180","24000"
"In post","2021","Unknown","Other","South West (England)","Outside London","240","230","29110","25890"
"In post","2021","Unknown","Other","Unknown","Unknown","1835","1835","37610","34460"
"In post","2021","Unknown","Other","Wales","Outside London","40","35","32230","26670"
"In post","2021","Unknown","Other","West Midlands (England)","Outside London","70","65","25480","20920"
"In post","2021","Unknown","Other","Yorkshire and The Humber","Outside London","60","55","25770","23480"
"In post","2021","Unknown","Planning","London","London","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","South West (England)","Outside London","25","20","[c]","[c]"
"In post","2021","Unknown","Policy","East Midlands (England)","Outside London","20","15","[c]","[c]"
"In post","2021","Unknown","Policy","East of England","Outside London","30","25","[c]","[c]"
"In post","2021","Unknown","Policy","London","London","3080","3015","47000","41950"
"In post","2021","Unknown","Policy","North East (England)","Outside London","30","30","40920","36940"
"In post","2021","Unknown","Policy","North West (England)","Outside London","110","105","38630","36520"
"In post","2021","Unknown","Policy","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Policy","Overseas","Overseas","190","190","54900","54070"
"In post","2021","Unknown","Policy","Scotland","Outside London","70","65","41530","36740"
"In post","2021","Unknown","Policy","South East (England)","Outside London","35","35","36890","35060"
"In post","2021","Unknown","Policy","South West (England)","Outside London","95","90","39970","36520"
"In post","2021","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Wales","Outside London","65","60","40920","39120"
"In post","2021","Unknown","Policy","West Midlands (England)","Outside London","90","85","37190","30800"
"In post","2021","Unknown","Policy","Yorkshire and The Humber","Outside London","355","345","40930","36820"
"In post","2021","Unknown","Project Delivery","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","East of England","Outside London","50","50","39510","38630"
"In post","2021","Unknown","Project Delivery","London","London","435","430","48240","41950"
"In post","2021","Unknown","Project Delivery","North East (England)","Outside London","115","110","38380","38630"
"In post","2021","Unknown","Project Delivery","North West (England)","Outside London","130","125","37600","34510"
"In post","2021","Unknown","Project Delivery","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","Overseas","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scotland","Outside London","55","50","36230","33930"
"In post","2021","Unknown","Project Delivery","South East (England)","Outside London","100","95","40020","37810"
"In post","2021","Unknown","Project Delivery","South West (England)","Outside London","290","280","38700","38200"
"In post","2021","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Wales","Outside London","60","60","40560","39280"
"In post","2021","Unknown","Project Delivery","West Midlands (England)","Outside London","75","70","38750","38630"
"In post","2021","Unknown","Project Delivery","Yorkshire and The Humber","Outside London","50","50","37920","35900"
"In post","2021","Unknown","Property","East Midlands (England)","Outside London","100","90","29700","25930"
"In post","2021","Unknown","Property","East of England","Outside London","60","60","27170","26230"
"In post","2021","Unknown","Property","London","London","190","185","39400","35100"
"In post","2021","Unknown","Property","North East (England)","Outside London","60","50","32300","26160"
"In post","2021","Unknown","Property","North West (England)","Outside London","90","90","33270","30000"
"In post","2021","Unknown","Property","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Unknown","Property","Scotland","Outside London","40","40","37970","31340"
"In post","2021","Unknown","Property","South East (England)","Outside London","75","65","33380","26560"
"In post","2021","Unknown","Property","South West (England)","Outside London","95","85","33830","31100"
"In post","2021","Unknown","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Wales","Outside London","40","35","33190","26880"
"In post","2021","Unknown","Property","West Midlands (England)","Outside London","70","65","35760","31460"
"In post","2021","Unknown","Property","Yorkshire and The Humber","Outside London","90","85","34180","29440"
"In post","2021","Unknown","Psychology","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","East of England","Outside London","15","10","[c]","[c]"
"In post","2021","Unknown","Psychology","London","London","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","North East (England)","Outside London","10","5","[c]","[c]"
"In post","2021","Unknown","Psychology","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Scotland","Outside London","50","50","38200","33650"
"In post","2021","Unknown","Psychology","South East (England)","Outside London","35","30","31930","27730"
"In post","2021","Unknown","Psychology","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Psychology","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","East Midlands (England)","Outside London","50","45","43180","40980"
"In post","2021","Unknown","Science and Engineering","East of England","Outside London","35","35","30520","28820"
"In post","2021","Unknown","Science and Engineering","London","London","80","75","46880","41030"
"In post","2021","Unknown","Science and Engineering","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Scotland","Outside London","40","40","27730","23230"
"In post","2021","Unknown","Science and Engineering","South East (England)","Outside London","120","115","33620","28650"
"In post","2021","Unknown","Science and Engineering","South West (England)","Outside London","485","475","32550","30550"
"In post","2021","Unknown","Science and Engineering","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Wales","Outside London","100","95","43500","40800"
"In post","2021","Unknown","Science and Engineering","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Yorkshire and The Humber","Outside London","30","25","[c]","[c]"
"In post","2021","Unknown","Security","East Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Security","East of England","Outside London","55","55","29950","26350"
"In post","2021","Unknown","Security","London","London","145","145","37770","34720"
"In post","2021","Unknown","Security","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Security","North West (England)","Outside London","40","40","30900","24620"
"In post","2021","Unknown","Security","Northern Ireland","Outside London","30","30","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Unknown","Security","Scotland","Outside London","180","175","28970","26750"
"In post","2021","Unknown","Security","South East (England)","Outside London","245","240","31990","28640"
"In post","2021","Unknown","Security","South West (England)","Outside London","130","130","25630","19560"
"In post","2021","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Wales","Outside London","35","35","28820","25390"
"In post","2021","Unknown","Security","West Midlands (England)","Outside London","50","45","31030","25750"
"In post","2021","Unknown","Security","Yorkshire and The Humber","Outside London","60","60","34080","39070"
"In post","2021","Unknown","Social Research","London","London","45","45","44230","41760"
"In post","2021","Unknown","Social Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Social Research","Wales","Outside London","55","50","33790","30130"
"In post","2021","Unknown","Social Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","London","London","115","110","41170","36340"
"In post","2021","Unknown","Statistics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Statistics","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Statistics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Wales","Outside London","65","65","37590","36030"
"In post","2021","Unknown","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Tax","East Midlands (England)","Outside London","415","395","26670","25560"
"In post","2021","Unknown","Tax","East of England","Outside London","45","40","30960","31810"
"In post","2021","Unknown","Tax","London","London","450","430","39220","36160"
"In post","2021","Unknown","Tax","North East (England)","Outside London","735","710","24380","20140"
"In post","2021","Unknown","Tax","North West (England)","Outside London","975","930","25840","20140"
"In post","2021","Unknown","Tax","Northern Ireland","Outside London","160","150","25470","20140"
"In post","2021","Unknown","Tax","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Scotland","Outside London","590","565","25090","20140"
"In post","2021","Unknown","Tax","South East (England)","Outside London","110","105","26260","20140"
"In post","2021","Unknown","Tax","South West (England)","Outside London","70","70","36150","31810"
"In post","2021","Unknown","Tax","Wales","Outside London","500","480","26520","25560"
"In post","2021","Unknown","Tax","West Midlands (England)","Outside London","305","290","27430","25560"
"In post","2021","Unknown","Tax","Yorkshire and The Humber","Outside London","565","550","25730","25560"
"In post","2021","Unknown","Unknown","East Midlands (England)","Outside London","420","390","28110","27570"
"In post","2021","Unknown","Unknown","East of England","Outside London","290","270","32960","29290"
"In post","2021","Unknown","Unknown","London","London","3705","3645","44950","33250"
"In post","2021","Unknown","Unknown","North East (England)","Outside London","985","915","27960","25560"
"In post","2021","Unknown","Unknown","North West (England)","Outside London","1895","1785","29480","27570"
"In post","2021","Unknown","Unknown","Northern Ireland","Outside London","45","45","26560","25560"
"In post","2021","Unknown","Unknown","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland","Outside London","3015","2855","34500","29190"
"In post","2021","Unknown","Unknown","South East (England)","Outside London","580","545","32130","27570"
"In post","2021","Unknown","Unknown","South West (England)","Outside London","635","575","32160","27570"
"In post","2021","Unknown","Unknown","Unknown","Unknown","545","535","34480","30880"
"In post","2021","Unknown","Unknown","Wales","Outside London","490","465","27520","27570"
"In post","2021","Unknown","Unknown","West Midlands (England)","Outside London","650","610","28910","27570"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","Outside London","1175","1105","31130","27570"
"In post","2021","Unknown","Veterinarian","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","London","London","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","East Midlands (England)","Outside London","110","105","45010","43130"
"In post","2021","White","Commercial","East of England","Outside London","205","200","39240","35900"
"In post","2021","White","Commercial","London","London","455","440","51040","47700"
"In post","2021","White","Commercial","North East (England)","Outside London","105","100","43250","40780"
"In post","2021","White","Commercial","North West (England)","Outside London","395","375","39440","36500"
"In post","2021","White","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Overseas","Overseas","30","30","49560","42820"
"In post","2021","White","Commercial","Scotland","Outside London","185","180","37630","34800"
"In post","2021","White","Commercial","South East (England)","Outside London","375","365","38980","36800"
"In post","2021","White","Commercial","South West (England)","Outside London","1425","1365","39810","37400"
"In post","2021","White","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","White","Commercial","Wales","Outside London","285","270","34790","31160"
"In post","2021","White","Commercial","West Midlands (England)","Outside London","165","160","39900","38000"
"In post","2021","White","Commercial","Yorkshire and The Humber","Outside London","270","260","40830","37240"
"In post","2021","White","Communications","East Midlands (England)","Outside London","80","75","37230","36530"
"In post","2021","White","Communications","East of England","Outside London","70","65","34180","31450"
"In post","2021","White","Communications","London","London","1235","1205","48120","43880"
"In post","2021","White","Communications","North East (England)","Outside London","95","90","33720","31810"
"In post","2021","White","Communications","North West (England)","Outside London","165","155","36350","33710"
"In post","2021","White","Communications","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2021","White","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","White","Communications","Scotland","Outside London","50","50","37380","36110"
"In post","2021","White","Communications","South East (England)","Outside London","225","220","33570","33000"
"In post","2021","White","Communications","South West (England)","Outside London","260","240","35030","33300"
"In post","2021","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Wales","Outside London","300","285","36550","33320"
"In post","2021","White","Communications","West Midlands (England)","Outside London","110","105","40220","36960"
"In post","2021","White","Communications","Yorkshire and The Humber","Outside London","95","90","40340","37360"
"In post","2021","White","Corporate Finance","East of England","Outside London","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","London","London","35","35","59490","59540"
"In post","2021","White","Corporate Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2021","White","Corporate Finance","South West (England)","Outside London","30","30","[c]","[c]"
"In post","2021","White","Corporate Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","East of England","Outside London","25","25","[c]","[c]"
"In post","2021","White","Counter Fraud","London","London","220","215","44810","40270"
"In post","2021","White","Counter Fraud","North East (England)","Outside London","35","35","26940","25310"
"In post","2021","White","Counter Fraud","North West (England)","Outside London","75","75","35960","35070"
"In post","2021","White","Counter Fraud","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","Scotland","Outside London","75","70","28810","25310"
"In post","2021","White","Counter Fraud","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","White","Counter Fraud","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","White","Counter Fraud","Wales","Outside London","30","30","34140","30660"
"In post","2021","White","Counter Fraud","West Midlands (England)","Outside London","40","40","39900","39170"
"In post","2021","White","Counter Fraud","Yorkshire and The Humber","Outside London","45","40","38130","37910"
"In post","2021","White","Digital, Data and Technology","East Midlands (England)","Outside London","190","185","36900","34110"
"In post","2021","White","Digital, Data and Technology","East of England","Outside London","345","325","36940","34820"
"In post","2021","White","Digital, Data and Technology","London","London","1670","1635","52080","49360"
"In post","2021","White","Digital, Data and Technology","North East (England)","Outside London","520","495","40110","38630"
"In post","2021","White","Digital, Data and Technology","North West (England)","Outside London","770","745","39780","36780"
"In post","2021","White","Digital, Data and Technology","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Scotland","Outside London","370","360","39460","36590"
"In post","2021","White","Digital, Data and Technology","South East (England)","Outside London","600","585","38730","35850"
"In post","2021","White","Digital, Data and Technology","South West (England)","Outside London","1590","1530","39640","38450"
"In post","2021","White","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Wales","Outside London","1460","1425","39980","37410"
"In post","2021","White","Digital, Data and Technology","West Midlands (England)","Outside London","575","555","41410","38630"
"In post","2021","White","Digital, Data and Technology","Yorkshire and The Humber","Outside London","645","620","40660","37410"
"In post","2021","White","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","London","London","1050","1030","49690","51890"
"In post","2021","White","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","White","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Overseas","Overseas","30","30","55120","55620"
"In post","2021","White","Economics","Scotland","Outside London","25","25","[c]","[c]"
"In post","2021","White","Economics","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2021","White","Economics","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2021","White","Economics","Wales","Outside London","110","110","43880","39060"
"In post","2021","White","Economics","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","White","Economics","Yorkshire and The Humber","Outside London","25","25","[c]","[c]"
"In post","2021","White","Finance","East Midlands (England)","Outside London","145","135","35120","31810"
"In post","2021","White","Finance","East of England","Outside London","285","270","38100","35000"
"In post","2021","White","Finance","London","London","1310","1275","54010","53760"
"In post","2021","White","Finance","North East (England)","Outside London","315","300","39010","37100"
"In post","2021","White","Finance","North West (England)","Outside London","525","505","38220","34800"
"In post","2021","White","Finance","Northern Ireland","Outside London","25","25","[c]","[c]"
"In post","2021","White","Finance","Overseas","Overseas","30","30","36450","33300"
"In post","2021","White","Finance","Scotland","Outside London","505","425","27920","21440"
"In post","2021","White","Finance","South East (England)","Outside London","735","700","37220","33300"
"In post","2021","White","Finance","South West (England)","Outside London","1075","1025","39880","36740"
"In post","2021","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Wales","Outside London","610","570","38080","34490"
"In post","2021","White","Finance","West Midlands (England)","Outside London","330","315","43190","39450"
"In post","2021","White","Finance","Yorkshire and The Humber","Outside London","540","500","35980","30810"
"In post","2021","White","Human Resources","East Midlands (England)","Outside London","285","270","38290","33840"
"In post","2021","White","Human Resources","East of England","Outside London","165","150","34980","31910"
"In post","2021","White","Human Resources","London","London","1500","1445","50370","46550"
"In post","2021","White","Human Resources","North East (England)","Outside London","110","105","36260","33250"
"In post","2021","White","Human Resources","North West (England)","Outside London","850","800","34290","30820"
"In post","2021","White","Human Resources","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2021","White","Human Resources","Overseas","Overseas","20","20","[c]","[c]"
"In post","2021","White","Human Resources","Scotland","Outside London","645","610","29330","24650"
"In post","2021","White","Human Resources","South East (England)","Outside London","430","405","36890","32580"
"In post","2021","White","Human Resources","South West (England)","Outside London","765","705","36440","33160"
"In post","2021","White","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Wales","Outside London","700","650","35380","31380"
"In post","2021","White","Human Resources","West Midlands (England)","Outside London","250","235","39300","36730"
"In post","2021","White","Human Resources","Yorkshire and The Humber","Outside London","310","295","40490","37660"
"In post","2021","White","Inspector of Education and Training","East Midlands (England)","Outside London","65","65","64450","64500"
"In post","2021","White","Inspector of Education and Training","East of England","Outside London","80","75","64630","64500"
"In post","2021","White","Inspector of Education and Training","London","London","195","190","66600","70500"
"In post","2021","White","Inspector of Education and Training","North West (England)","Outside London","105","105","65290","64500"
"In post","2021","White","Inspector of Education and Training","South West (England)","Outside London","70","65","67170","75500"
"In post","2021","White","Inspector of Education and Training","Wales","Outside London","60","55","74470","74730"
"In post","2021","White","Inspector of Education and Training","West Midlands (England)","Outside London","90","90","67170","75500"
"In post","2021","White","Inspector of Education and Training","Yorkshire and The Humber","Outside London","110","110","66530","70500"
"In post","2021","White","Intelligence Analysis","East Midlands (England)","Outside London","100","95","29710","27380"
"In post","2021","White","Intelligence Analysis","East of England","Outside London","350","345","32460","33300"
"In post","2021","White","Intelligence Analysis","London","London","875","835","40570","37000"
"In post","2021","White","Intelligence Analysis","North East (England)","Outside London","65","60","32890","31810"
"In post","2021","White","Intelligence Analysis","North West (England)","Outside London","305","290","28300","26480"
"In post","2021","White","Intelligence Analysis","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Overseas","Overseas","50","50","44780","40570"
"In post","2021","White","Intelligence Analysis","Scotland","Outside London","60","55","31500","30900"
"In post","2021","White","Intelligence Analysis","South East (England)","Outside London","335","320","28730","27370"
"In post","2021","White","Intelligence Analysis","South West (England)","Outside London","50","45","31410","27380"
"In post","2021","White","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Wales","Outside London","40","40","30210","27380"
"In post","2021","White","Intelligence Analysis","West Midlands (England)","Outside London","65","65","31200","28330"
"In post","2021","White","Intelligence Analysis","Yorkshire and The Humber","Outside London","230","220","32580","28970"
"In post","2021","White","Internal Audit","East Midlands (England)","Outside London","30","25","[c]","[c]"
"In post","2021","White","Internal Audit","East of England","Outside London","25","25","[c]","[c]"
