"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Analysis","AA/AO","125","120","21310","21050"
"In post","2021","White","Analysis","EO","490","460","26200","25800"
"In post","2021","White","Analysis","G6/G7","1755","1670","58510","56410"
"In post","2021","White","Analysis","SCS level","135","130","88320","78830"
"In post","2021","White","Analysis","SEO/HEO","2595","2495","35740","36030"
"In post","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","AA/AO","365","345","21960","21130"
"In post","2021","White","Commercial","EO","630","600","26800","26670"
"In post","2021","White","Commercial","G6/G7","935","915","60740","58670"
"In post","2021","White","Commercial","SCS level","155","150","105660","95580"
"In post","2021","White","Commercial","SEO/HEO","2220","2150","38330","37640"
"In post","2021","White","Commercial","Unknown","185","180","40370","38240"
"In post","2021","White","Communications","AA/AO","360","320","21290","21130"
"In post","2021","White","Communications","EO","1600","1520","25800","25560"
"In post","2021","White","Communications","G6/G7","730","700","57860","55890"
"In post","2021","White","Communications","SCS level","90","85","90920","82850"
"In post","2021","White","Communications","SEO/HEO","2110","2050","35870","34770"
"In post","2021","White","Counter Fraud","AA/AO","520","450","21220","21440"
"In post","2021","White","Counter Fraud","EO","2075","1935","26750","25560"
"In post","2021","White","Counter Fraud","G6/G7","800","765","57470","54700"
"In post","2021","White","Counter Fraud","SCS level","35","35","81510","79670"
"In post","2021","White","Counter Fraud","SEO/HEO","2870","2715","35070","33140"
"In post","2021","White","Debt","AA/AO","1535","1345","20800","20140"
"In post","2021","White","Debt","EO","625","565","26630","25560"
"In post","2021","White","Debt","G6/G7","40","40","56650","52580"
"In post","2021","White","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","SEO/HEO","200","185","34230","31810"
"In post","2021","White","Digital, Data & Technology","AA/AO","290","275","21850","21440"
"In post","2021","White","Digital, Data & Technology","EO","1440","1375","27440","26670"
"In post","2021","White","Digital, Data & Technology","G6/G7","2460","2395","57230","54700"
"In post","2021","White","Digital, Data & Technology","SCS level","185","185","90040","83410"
"In post","2021","White","Digital, Data & Technology","SEO/HEO","4455","4300","37400","37420"
"In post","2021","White","Digital, Data & Technology","Unknown","75","70","38130","38270"
"In post","2021","White","Finance","AA/AO","980","820","21100","21180"
"In post","2021","White","Finance","EO","1190","1120","26240","26670"
"In post","2021","White","Finance","G6/G7","1500","1460","58720","57540"
"In post","2021","White","Finance","SCS level","225","220","91470","85100"
"In post","2021","White","Finance","SEO/HEO","2520","2425","37340","36970"
"In post","2021","White","Finance","Unknown","40","40","51950","42970"
"In post","2021","White","Grants Management","AA/AO","470","400","21020","21050"
"In post","2021","White","Grants Management","EO","330","295","25700","25660"
"In post","2021","White","Grants Management","G6/G7","35","35","52670","49920"
"In post","2021","White","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","SEO/HEO","225","210","32740","31080"
"In post","2021","White","Human Resources","AA/AO","1265","1140","21310","21130"
"In post","2021","White","Human Resources","EO","1260","1180","26500","26590"
"In post","2021","White","Human Resources","G6/G7","1510","1460","57860","56110"
"In post","2021","White","Human Resources","SCS level","185","180","90080","83160"
"In post","2021","White","Human Resources","SEO/HEO","2895","2760","36470","35810"
"In post","2021","White","Human Resources","Unknown","200","190","38100","32710"
"In post","2021","White","Internal Audit","AA/AO","15","10","[c]","[c]"
"In post","2021","White","Internal Audit","EO","30","30","27580","26780"
"In post","2021","White","Internal Audit","G6/G7","155","150","59040","58120"
"In post","2021","White","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","SEO/HEO","345","325","40390","40250"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","AA/AO","1120","1030","22140","21950"
"In post","2021","White","Legal","EO","1300","1195","27900","28430"
"In post","2021","White","Legal","G6/G7","4105","3780","59490","58040"
"In post","2021","White","Legal","SCS level","340","325","89810","83230"
"In post","2021","White","Legal","SEO/HEO","2105","1955","39440","38550"
"In post","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","AA/AO","46990","42060","23280","21590"
"In post","2021","White","No function","EO","22930","21390","28170","27130"
"In post","2021","White","No function","G6/G7","15330","14785","58560","55940"
"In post","2021","White","No function","SCS level","2190","2085","89760","80530"
"In post","2021","White","No function","SEO/HEO","30700","29330","37040","36240"
"In post","2021","White","No function","Unknown","8855","8170","30060","30210"
"In post","2021","White","Project Delivery","AA/AO","445","410","21380","21280"
"In post","2021","White","Project Delivery","EO","3575","3395","24750","25690"
"In post","2021","White","Project Delivery","G6/G7","5460","5305","57410","55620"
"In post","2021","White","Project Delivery","SCS level","565","550","91190","83230"
"In post","2021","White","Project Delivery","SEO/HEO","10460","10075","36250","36180"
"In post","2021","White","Project Delivery","Unknown","1105","1085","42500","40500"
"In post","2021","White","Property","AA/AO","1580","1485","21390","21050"
"In post","2021","White","Property","EO","1320","1245","27510","26670"
"In post","2021","White","Property","G6/G7","970","945","57520","55530"
"In post","2021","White","Property","SCS level","70","70","91060","81450"
"In post","2021","White","Property","SEO/HEO","2755","2645","37210","36460"
"In post","2021","White","Property","Unknown","40","35","28670","21600"
"In post","2021","White","Security","AA/AO","4190","4085","26560","21150"
"In post","2021","White","Security","EO","900","880","32850","28350"
"In post","2021","White","Security","G6/G7","265","260","60750","58470"
"In post","2021","White","Security","SCS level","35","35","88870","78810"
"In post","2021","White","Security","SEO/HEO","1120","1095","40000","37090"
"In post","2021","White","Security","Unknown","45","45","37790","37170"
"In post","2021","White","Unknown","AA/AO","36865","32545","21220","21010"
"In post","2021","White","Unknown","EO","50105","45400","27620","27570"
"In post","2021","White","Unknown","G6/G7","9330","8970","60780","60740"
"In post","2021","White","Unknown","SCS level","1085","1055","90070","83230"
"In post","2021","White","Unknown","SEO/HEO","24195","23065","36840","35310"
"In post","2021","White","Unknown","Unknown","465","460","38860","36950"
"Leaver CS","2021","Asian","Analysis","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","AA/AO","170","[c]","21100","20860"
"Leaver CS","2021","Asian","No function","EO","55","[c]","26250","26410"
"Leaver CS","2021","Asian","No function","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","SEO/HEO","75","[c]","36120","35800"
"Leaver CS","2021","Asian","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AA/AO","340","[c]","22020","21010"
"Leaver CS","2021","Asian","Unknown","EO","225","[c]","28640","28000"
"Leaver CS","2021","Asian","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO/HEO","85","[c]","36850","36960"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AA/AO","110","[c]","21770","22550"
"Leaver CS","2021","Black","No function","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","AA/AO","130","[c]","23290","24180"
"Leaver CS","2021","Black","Unknown","EO","85","[c]","28890","28670"
"Leaver CS","2021","Black","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SEO/HEO","50","[c]","35620","36710"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
