"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Unknown","Serious Fraud Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Social Security Scotland","AA/AO","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Social Security Scotland","EO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Social Security Scotland","G6/G7","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Social Security Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Student Awards Agency for Scotland","AA/AO","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Submarine Delivery Agency","Unknown","45","45","52610","54070"
"In post","2021","50-59","Unknown","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","AA/AO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","EO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","G6/G7","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","SEO/HEO","30","25","[c]","[c]"
"In post","2021","50-59","Unknown","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Transport Scotland","G6/G7","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Transport Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","UK Hydrographic Office","EO","20","15","[c]","[c]"
"In post","2021","50-59","Unknown","UK Hydrographic Office","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","UK Hydrographic Office","SEO/HEO","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","UK Intellectual Property Office","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","UK Intellectual Property Office","EO","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","UK Intellectual Property Office","G6/G7","15","10","[c]","[c]"
"In post","2021","50-59","Unknown","UK Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","UK Intellectual Property Office","SEO/HEO","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","UK Space Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","AA/AO","170","115","19700","19130"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","EO","50","50","23890","23050"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","G6/G7","40","40","53550","51610"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","SEO/HEO","70","70","33370","32570"
"In post","2021","50-59","Unknown","Valuation Office Agency","AA/AO","55","50","20810","21100"
"In post","2021","50-59","Unknown","Valuation Office Agency","EO","35","35","26930","26500"
"In post","2021","50-59","Unknown","Valuation Office Agency","G6/G7","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","SEO/HEO","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Revenue Authority","G6/G7","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","EO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","EO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Companies House","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","EO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","G6/G7","40","35","61130","62150"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","EO","35","30","23120","22350"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","SEO/HEO","70","65","37160","37400"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","AA/AO","755","585","21110","21010"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","990","750","28040","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","G6/G7","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","165","130","35460","34290"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","AA/AO","85","55","19940","21590"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","EO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","EO","70","60","27900","26780"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","EO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","EO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","AA/AO","215","180","19820","20100"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","EO","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","SEO/HEO","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","AA/AO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","EO","20","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","SEO/HEO","25","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","AA/AO","265","215","24680","23240"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","EO","55","40","30410","30110"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","SEO/HEO","55","45","41330","38160"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","Unknown","260","225","31370","28470"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","330","250","21150","21440"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","160","125","27810","28130"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","G6/G7","50","35","59210","58130"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","160","125","36330","35000"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
