"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","East Midlands (England)","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Nottingham","Female","130","115","21640","20140"
"In post","2021","Debt","East Midlands (England)","Nottingham","Male","115","110","21210","20140"
"In post","2021","Debt","East Midlands (England)","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Hertfordshire","Female","25","20","[c]","[c]"
"In post","2021","Debt","East of England","Hertfordshire","Male","15","10","[c]","[c]"
"In post","2021","Debt","East of England","Peterborough","Female","5","5","[c]","[c]"
"In post","2021","Debt","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Southend-on-Sea","Female","40","30","23220","21440"
"In post","2021","Debt","East of England","Southend-on-Sea","Male","20","15","[c]","[c]"
"In post","2021","Debt","East of England","Suffolk","Female","20","15","[c]","[c]"
"In post","2021","Debt","East of England","Suffolk","Male","15","15","[c]","[c]"
"In post","2021","Debt","London","Camden and City of London","Female","20","15","[c]","[c]"
"In post","2021","Debt","London","Camden and City of London","Male","10","10","[c]","[c]"
"In post","2021","Debt","London","Croydon","Female","155","140","26640","25180"
"In post","2021","Debt","London","Croydon","Male","90","85","27940","24120"
"In post","2021","Debt","London","Ealing","Female","20","15","[c]","[c]"
"In post","2021","Debt","London","Ealing","Male","5","5","[c]","[c]"
"In post","2021","Debt","London","Hackney and Newham","Female","110","95","26130","25630"
"In post","2021","Debt","London","Hackney and Newham","Male","60","55","26290","25630"
"In post","2021","Debt","London","Tower Hamlets","Female","40","35","29550","27600"
"In post","2021","Debt","London","Tower Hamlets","Male","40","40","32770","30620"
"In post","2021","Debt","London","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Durham CC","Female","10","10","[c]","[c]"
"In post","2021","Debt","North East (England)","Durham CC","Male","5","5","[c]","[c]"
"In post","2021","Debt","North East (England)","Tyneside","Female","320","280","21310","20140"
"In post","2021","Debt","North East (England)","Tyneside","Male","255","250","21800","20140"
"In post","2021","Debt","North West (England)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Liverpool","Female","165","145","23160","21440"
"In post","2021","Debt","North West (England)","Liverpool","Male","140","135","22500","20140"
"In post","2021","Debt","North West (England)","Manchester","Female","5","5","[c]","[c]"
"In post","2021","Debt","North West (England)","Manchester","Male","5","5","[c]","[c]"
"In post","2021","Debt","North West (England)","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Debt","North West (England)","Mid Lancashire","Male","10","10","[c]","[c]"
"In post","2021","Debt","North West (England)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Belfast","Female","10","10","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","City of Edinburgh","Female","300","275","21340","20140"
"In post","2021","Debt","Scotland","City of Edinburgh","Male","310","305","21590","20140"
"In post","2021","Debt","Scotland","Glasgow City","Female","50","45","23110","21400"
"In post","2021","Debt","Scotland","Glasgow City","Male","40","40","21560","20140"
"In post","2021","Debt","Scotland","North Lanarkshire","Female","290","230","22690","20640"
"In post","2021","Debt","Scotland","North Lanarkshire","Male","140","135","21680","20140"
"In post","2021","Debt","Scotland","South Lanarkshire","Female","180","155","21820","20140"
"In post","2021","Debt","Scotland","South Lanarkshire","Male","125","120","21680","20140"
"In post","2021","Debt","Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Berkshire","Female","5","5","[c]","[c]"
"In post","2021","Debt","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Mid Kent","Female","5","5","[c]","[c]"
"In post","2021","Debt","South East (England)","Mid Kent","Male","5","5","[c]","[c]"
"In post","2021","Debt","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Portsmouth","Male","10","5","[c]","[c]"
"In post","2021","Debt","South East (England)","West Sussex (South West)","Female","40","30","27380","28130"
"In post","2021","Debt","South East (England)","West Sussex (South West)","Male","35","30","28210","28130"
"In post","2021","Debt","South West (England)","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","Debt","South West (England)","Bristol, City of","Male","10","10","[c]","[c]"
"In post","2021","Debt","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Cardiff and Vale of Glamorgan","Female","160","145","23090","20140"
"In post","2021","Debt","Wales","Cardiff and Vale of Glamorgan","Male","170","160","23100","20140"
"In post","2021","Debt","Wales","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Birmingham","Female","245","215","21990","20140"
"In post","2021","Debt","West Midlands (England)","Birmingham","Male","165","160","21450","20140"
"In post","2021","Debt","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Telford and Wrekin","Female","20","15","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Telford and Wrekin","Male","5","5","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Bradford","Female","190","160","24510","21440"
"In post","2021","Debt","Yorkshire and The Humber","Bradford","Male","150","145","23040","20140"
"In post","2021","Debt","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Leeds","Female","40","35","21970","20140"
"In post","2021","Debt","Yorkshire and The Humber","Leeds","Male","35","35","22280","20140"
"In post","2021","Debt","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Leicester","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Leicestershire CC and Rutland","Female","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Leicestershire CC and Rutland","Male","35","35","35340","33000"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Nottingham","Female","70","70","42420","39970"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Nottingham","Male","120","120","38140","32820"
"In post","2021","Digital, Data & Technology","East Midlands (England)","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","West Northamptonshire","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Bedford","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Cambridgeshire CC","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Cambridgeshire CC","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Central Bedfordshire","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Central Bedfordshire","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Hertfordshire","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","North and West Norfolk","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Norwich and East Norfolk","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Norwich and East Norfolk","Male","40","40","35110","31830"
"In post","2021","Digital, Data & Technology","East of England","Peterborough","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Peterborough","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Southend-on-Sea","Female","80","75","38830","35000"
"In post","2021","Digital, Data & Technology","East of England","Southend-on-Sea","Male","210","195","37310","34620"
"In post","2021","Digital, Data & Technology","East of England","Suffolk","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Suffolk","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Barnet","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Barnet","Male","35","35","49620","48810"
"In post","2021","Digital, Data & Technology","London","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Camden and City of London","Female","45","45","49960","54700"
"In post","2021","Digital, Data & Technology","London","Camden and City of London","Male","105","105","52910","54700"
"In post","2021","Digital, Data & Technology","London","Croydon","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Croydon","Male","35","35","44320","37290"
"In post","2021","Digital, Data & Technology","London","Hackney and Newham","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Hackney and Newham","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Hounslow and Richmond upon Thames","Female","45","40","38570","35530"
"In post","2021","Digital, Data & Technology","London","Hounslow and Richmond upon Thames","Male","65","65","40160","40000"
"In post","2021","Digital, Data & Technology","London","Lambeth","Female","50","50","44250","40170"
"In post","2021","Digital, Data & Technology","London","Lambeth","Male","70","70","48710","45620"
"In post","2021","Digital, Data & Technology","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Tower Hamlets","Female","500","490","48750","51190"
"In post","2021","Digital, Data & Technology","London","Tower Hamlets","Male","645","640","53870","54700"
"In post","2021","Digital, Data & Technology","London","Westminster","Female","700","675","47230","43780"
"In post","2021","Digital, Data & Technology","London","Westminster","Male","1035","1025","49310","44850"
"In post","2021","Digital, Data & Technology","North East (England)","Darlington","Female","40","35","33900","30900"
"In post","2021","Digital, Data & Technology","North East (England)","Darlington","Male","40","40","40280","37780"
"In post","2021","Digital, Data & Technology","North East (England)","Durham CC","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Durham CC","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Northumberland","Female","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Sunderland","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Sunderland","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Tyneside","Female","245","230","39850","38180"
"In post","2021","Digital, Data & Technology","North East (England)","Tyneside","Male","405","395","38960","38630"
"In post","2021","Digital, Data & Technology","North West (England)","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Cheshire East","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Cheshire East","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","East Cumbria","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","East Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester South West","Female","40","40","40410","38630"
"In post","2021","Digital, Data & Technology","North West (England)","Greater Manchester South West","Male","70","70","38490","38630"
"In post","2021","Digital, Data & Technology","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Liverpool","Female","50","45","40660","38630"
"In post","2021","Digital, Data & Technology","North West (England)","Liverpool","Male","75","75","37930","33300"
"In post","2021","Digital, Data & Technology","North West (England)","Manchester","Female","90","90","41950","38630"
"In post","2021","Digital, Data & Technology","North West (England)","Manchester","Male","160","155","40040","36780"
"In post","2021","Digital, Data & Technology","North West (England)","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Mid Lancashire","Male","30","30","33870","31810"
"In post","2021","Digital, Data & Technology","North West (England)","Sefton","Female","60","55","35870","31810"
"In post","2021","Digital, Data & Technology","North West (England)","Sefton","Male","80","80","37610","31960"
"In post","2021","Digital, Data & Technology","North West (England)","Warrington","Female","50","45","39710","36740"
"In post","2021","Digital, Data & Technology","North West (England)","Warrington","Male","75","75","43380","45990"
"In post","2021","Digital, Data & Technology","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","West Cumbria","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Wirral","Female","20","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Wirral","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Belfast","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","City of Edinburgh","Female","70","65","38030","34170"
"In post","2021","Digital, Data & Technology","Scotland","City of Edinburgh","Male","190","190","39710","35720"
"In post","2021","Digital, Data & Technology","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Glasgow City","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Glasgow City","Male","90","90","37330","35640"
"In post","2021","Digital, Data & Technology","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","North Lanarkshire","Male","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Perth and Kinross and Stirling","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","South Lanarkshire","Female","95","90","37490","33930"
"In post","2021","Digital, Data & Technology","Scotland","South Lanarkshire","Male","165","160","39960","36030"
"In post","2021","Digital, Data & Technology","South East (England)","Berkshire","Female","45","45","39690","38630"
"In post","2021","Digital, Data & Technology","South East (England)","Berkshire","Male","80","80","41300","37330"
"In post","2021","Digital, Data & Technology","South East (England)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Buckinghamshire CC","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","Female","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","Male","40","35","30320","27190"
"In post","2021","Digital, Data & Technology","South East (England)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","Female","30","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Medway","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","Male","80","80","44570","40670"
"In post","2021","Digital, Data & Technology","South East (England)","North Hampshire","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","North Hampshire","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Portsmouth","Female","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Portsmouth","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","Female","55","55","39610","36030"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","Male","110","105","39830","36190"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","Female","35","35","36010","31040"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","Male","55","55","41310","38650"
"In post","2021","Digital, Data & Technology","South East (England)","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Surrey","Female","15","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Surrey","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","Female","70","65","35920","31810"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","Male","110","110","38680","38630"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","55","45","32280","29000"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","95","95","39780","39510"
"In post","2021","Digital, Data & Technology","South West (England)","Bournemouth and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","Female","155","145","39760","37300"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","Male","220","220","41830","39250"
