"Status","Year","Disability","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Heterosexual / straight","155","[c]","38990","34560"
"Leaver CS","2021","Declared non-disabled","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Heterosexual / straight","260","[c]","47020","48830"
"Leaver CS","2021","Declared non-disabled","Legal","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Undeclared","30","[c]","54020","50150"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","65","[c]","48990","53630"
"Leaver CS","2021","Declared non-disabled","No function","Heterosexual / straight","3765","[c]","32990","26010"
"Leaver CS","2021","Declared non-disabled","No function","LGBO","225","[c]","32640","23270"
"Leaver CS","2021","Declared non-disabled","No function","Undeclared","435","[c]","32310","26380"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","475","[c]","35850","27130"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Heterosexual / straight","435","[c]","39600","35450"
"Leaver CS","2021","Declared non-disabled","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Undeclared","40","[c]","40560","39510"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","40","[c]","36490","33480"
"Leaver CS","2021","Declared non-disabled","Property","Heterosexual / straight","220","[c]","32890","29050"
"Leaver CS","2021","Declared non-disabled","Property","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Undeclared","30","[c]","37240","35320"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","60","[c]","29370","26530"
"Leaver CS","2021","Declared non-disabled","Security","Heterosexual / straight","165","[c]","30720","27050"
"Leaver CS","2021","Declared non-disabled","Security","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Heterosexual / straight","3805","[c]","29910","26890"
"Leaver CS","2021","Declared non-disabled","Unknown","LGBO","165","[c]","31260","27150"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","430","[c]","32010","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","3775","[c]","27980","26890"
"Leaver CS","2021","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Heterosexual / straight","280","[c]","30600","22450"
"Leaver CS","2021","Undeclared","No function","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Undeclared","215","[c]","34530","30780"
"Leaver CS","2021","Undeclared","No function","Unknown","290","[c]","32990","32890"
"Leaver CS","2021","Undeclared","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Heterosexual / straight","160","[c]","28710","26890"
"Leaver CS","2021","Undeclared","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","115","[c]","29590","27450"
"Leaver CS","2021","Undeclared","Unknown","Unknown","430","[c]","35660","29930"
"Leaver CS","2021","Unknown","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Unknown","90","[c]","30650","25730"
"Leaver CS","2021","Unknown","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","80","[c]","61020","57710"
"Leaver CS","2021","Unknown","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","70","[c]","37000","35600"
"Leaver CS","2021","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","145","[c]","40590","37540"
"Leaver CS","2021","Unknown","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","35","[c]","43510","37450"
"Leaver CS","2021","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Unknown","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","45","[c]","40650","32830"
"Leaver CS","2021","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Heterosexual / straight","45","[c]","37860","26970"
"Leaver CS","2021","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Undeclared","105","[c]","28830","22820"
"Leaver CS","2021","Unknown","Legal","Unknown","75","[c]","46270","44640"
"Leaver CS","2021","Unknown","No function","Heterosexual / straight","285","[c]","36670","32090"
"Leaver CS","2021","Unknown","No function","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Undeclared","35","[c]","37140","33400"
"Leaver CS","2021","Unknown","No function","Unknown","2220","[c]","30010","24250"
"Leaver CS","2021","Unknown","Project Delivery","Heterosexual / straight","40","[c]","37810","36480"
"Leaver CS","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","115","[c]","33870","28650"
"Leaver CS","2021","Unknown","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","140","[c]","26450","24500"
"Leaver CS","2021","Unknown","Security","Heterosexual / straight","35","[c]","28120","22650"
"Leaver CS","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","110","[c]","26910","24230"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","230","[c]","35420","32670"
"Leaver CS","2021","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","35","[c]","35150","30620"
"Leaver CS","2021","Unknown","Unknown","Unknown","3380","[c]","31870","27570"
"Leaver Dept.","2021","Declared disabled","Analysis","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Heterosexual / straight","45","[c]","39080","34020"
"Leaver Dept.","2021","Declared disabled","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Heterosexual / straight","220","[c]","35100","32000"
"Leaver Dept.","2021","Declared disabled","No function","LGBO","50","[c]","38160","33210"
"Leaver Dept.","2021","Declared disabled","No function","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Heterosexual / straight","40","[c]","39610","33300"
"Leaver Dept.","2021","Declared disabled","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Heterosexual / straight","230","[c]","33760","28630"
"Leaver Dept.","2021","Declared disabled","Unknown","LGBO","35","[c]","35450","33510"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","135","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Heterosexual / straight","140","[c]","42320","37790"
"Leaver Dept.","2021","Declared non-disabled","Analysis","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Heterosexual / straight","65","[c]","40980","39350"
"Leaver Dept.","2021","Declared non-disabled","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Heterosexual / straight","85","[c]","45090","40850"
"Leaver Dept.","2021","Declared non-disabled","Communications","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","100","[c]","45200","40600"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Heterosexual / straight","105","[c]","46200","43320"
"Leaver Dept.","2021","Declared non-disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Heterosexual / straight","245","[c]","37480","32000"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Heterosexual / straight","105","[c]","42030","35330"
"Leaver Dept.","2021","Declared non-disabled","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Heterosexual / straight","1655","[c]","38570","32910"
"Leaver Dept.","2021","Declared non-disabled","No function","LGBO","170","[c]","38690","33230"
"Leaver Dept.","2021","Declared non-disabled","No function","Undeclared","115","[c]","40520","33730"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","100","[c]","45460","39800"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Heterosexual / straight","290","[c]","40860","35810"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Heterosexual / straight","60","[c]","40360","33960"
"Leaver Dept.","2021","Declared non-disabled","Property","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Heterosexual / straight","1935","[c]","34700","29860"
"Leaver Dept.","2021","Declared non-disabled","Unknown","LGBO","140","[c]","34400","29160"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Undeclared","155","[c]","37020","32020"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","1160","[c]","30640","27570"
"Leaver Dept.","2021","Undeclared","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
