"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Department of Health and Social Care","Human Resources","G6/G7","85","85","57080","53860"
"In post","2021","Human Resources","Department of Health and Social Care","Human Resources","SCS level","20","20","87520","85680"
"In post","2021","Human Resources","Department of Health and Social Care","Human Resources","SEO/HEO","105","105","35410","33880"
"In post","2021","Human Resources","ESTYN","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","G6/G7","10","10","52830","52070"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","SEO/HEO","15","15","35690","37910"
"In post","2021","Human Resources","Food Standards Agency","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","AA/AO","15","15","26120","28000"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","EO","40","35","29000","27390"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","G6/G7","90","85","60740","58470"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","100","95","38020","37560"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","15","15","21770","21490"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Human Resources","EO","25","20","27130","27130"
"In post","2021","Human Resources","HM Land Registry","Human Resources","G6/G7","15","10","62780","60170"
"In post","2021","Human Resources","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Human Resources","SEO/HEO","50","45","40170","38550"
"In post","2021","Human Resources","HM Revenue and Customs","Human Resources","AA/AO","40","35","21470","21250"
"In post","2021","Human Resources","HM Revenue and Customs","Human Resources","EO","120","110","26690","25560"
"In post","2021","Human Resources","HM Revenue and Customs","Human Resources","G6/G7","210","200","57360","53190"
"In post","2021","Human Resources","HM Revenue and Customs","Human Resources","SCS level","20","20","90650","85230"
"In post","2021","Human Resources","HM Revenue and Customs","Human Resources","SEO/HEO","365","335","35560","35000"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Delivery","AA/AO","245","205","20910","21400"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Delivery","EO","170","160","25730","25560"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Delivery","G6/G7","30","30","54280","52580"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Delivery","SEO/HEO","140","130","33050","31810"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","Tax","EO","60","55","26750","25560"
"In post","2021","Human Resources","HM Revenue and Customs","Tax","G6/G7","35","30","55880","53460"
"In post","2021","Human Resources","HM Revenue and Customs","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","Tax","SEO/HEO","80","75","34250","32460"
"In post","2021","Human Resources","HM Revenue and Customs","Unknown","AA/AO","15","10","20510","20140"
"In post","2021","Human Resources","HM Revenue and Customs","Unknown","EO","20","20","25600","25560"
"In post","2021","Human Resources","HM Revenue and Customs","Unknown","G6/G7","50","50","57560","58130"
"In post","2021","Human Resources","HM Revenue and Customs","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","Unknown","SEO/HEO","65","65","34100","31810"
"In post","2021","Human Resources","HM Treasury","Human Resources","AA/AO","15","15","20830","20500"
"In post","2021","Human Resources","HM Treasury","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","Human Resources","G6/G7","40","40","57870","57920"
"In post","2021","Human Resources","HM Treasury","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","Human Resources","SEO/HEO","25","25","37590","37900"
"In post","2021","Human Resources","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","AA/AO","765","700","21250","21130"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","EO","365","340","26240","26670"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","G6/G7","195","190","58580","58010"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","SCS level","30","30","89480","82680"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","SEO/HEO","585","560","36540","34640"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","Unknown","30","30","41760","40450"
"In post","2021","Human Resources","Ministry of Defence","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Operational Delivery","Unknown","145","140","33370","28650"
"In post","2021","Human Resources","Ministry of Defence","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Security","Unknown","20","20","37550","33520"
"In post","2021","Human Resources","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","AA/AO","15","15","22790","23070"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","EO","10","10","27000","26050"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","G6/G7","25","25","58050","56960"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","SEO/HEO","35","30","35780","34860"
"In post","2021","Human Resources","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","AA/AO","25","25","22030","21710"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","EO","100","95","26860","26410"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","G6/G7","175","170","61420","60830"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","SCS level","15","15","90730","86370"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","SEO/HEO","545","530","38190","35990"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","EO","15","15","25560","26410"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","G6/G7","10","10","58530","58310"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","SEO/HEO","50","45","33570","31660"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Human Resources","AA/AO","25","25","21990","20800"
"In post","2021","Human Resources","National Crime Agency","Human Resources","EO","35","30","30710","28840"
"In post","2021","Human Resources","National Crime Agency","Human Resources","G6/G7","20","20","61670","59160"
"In post","2021","Human Resources","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Human Resources","SEO/HEO","100","95","41830","40600"
"In post","2021","Human Resources","Northern Ireland Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","Human Resources","AA/AO","10","10","21130","21160"
"In post","2021","Human Resources","Office for Standards in Education","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","Human Resources","G6/G7","10","10","63630","59810"
"In post","2021","Human Resources","Office for Standards in Education","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","Human Resources","SEO/HEO","25","25","36150","35920"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","EO","10","10","23900","22750"
"In post","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","G6/G7","15","10","54170","54700"
"In post","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","SEO/HEO","20","20","33260","32000"
"In post","2021","Human Resources","Scotland Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","Human Resources","AA/AO","55","50","22790","22430"
"In post","2021","Human Resources","Scottish Government","Human Resources","EO","50","50","30220","30080"
"In post","2021","Human Resources","Scottish Government","Human Resources","G6/G7","25","25","57410","53110"
"In post","2021","Human Resources","Scottish Government","Human Resources","SEO/HEO","75","75","39100","39500"
"In post","2021","Human Resources","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","Other","SEO/HEO","20","20","37930","39500"
"In post","2021","Human Resources","Scottish Government","Unknown","AA/AO","25","25","19950","19160"
"In post","2021","Human Resources","Scottish Government","Unknown","EO","15","15","29460","29140"
"In post","2021","Human Resources","Scottish Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","Unknown","SEO/HEO","25","25","39590","37530"
"In post","2021","Human Resources","The National Archives","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","The National Archives","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","The National Archives","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","Human Resources","SEO/HEO","15","15","40970","41660"
"In post","2021","Human Resources","UK Supreme Court","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","EO","20","20","24060","23050"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","G6/G7","35","35","53100","50090"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","SEO/HEO","90","85","32520","30500"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","EO","10","10","24620","24780"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","G6/G7","10","10","55240","52100"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","SEO/HEO","30","30","34620","36030"
"In post","2021","Human Resources","Wales Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Department for Education","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Internal Audit","SEO/HEO","10","10","36440","38650"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","EO","15","15","29520","29300"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","G6/G7","10","10","58600","56610"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SEO/HEO","40","40","38400","37480"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Internal Audit","G6/G7","15","15","56610","52600"
"In post","2021","Internal Audit","HM Revenue and Customs","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Internal Audit","SEO/HEO","50","45","39310","40480"
"In post","2021","Internal Audit","HM Treasury","Internal Audit","G6/G7","130","125","57960","56350"
"In post","2021","Internal Audit","HM Treasury","Internal Audit","SCS level","15","15","92800","88000"
"In post","2021","Internal Audit","HM Treasury","Internal Audit","SEO/HEO","195","180","41610","42000"
"In post","2021","Internal Audit","HM Treasury","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Treasury","Policy","G6/G7","10","5","[c]","[c]"
"In post","2021","Internal Audit","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Treasury","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence","Internal Audit","EO","25","25","27560","26670"
"In post","2021","Internal Audit","Ministry of Defence","Internal Audit","G6/G7","15","15","58010","58640"
"In post","2021","Internal Audit","Ministry of Defence","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence","Internal Audit","SEO/HEO","95","90","38070","36460"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","AA/AO","10","10","34840","35900"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","SEO/HEO","40","40","46000","50260"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Legal","EO","180","180","29070","29280"
"In post","2021","Legal","Attorney General's Departments","Legal","G6/G7","4340","3995","58350","55610"
"In post","2021","Legal","Attorney General's Departments","Legal","SCS level","265","255","86530","82500"
"In post","2021","Legal","Attorney General's Departments","Legal","SEO/HEO","475","450","38970","38760"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","AA/AO","1435","1310","22250","21950"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","EO","1170","1075","28120","28430"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","G6/G7","90","90","60140","58590"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","SCS level","10","10","94970","82500"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","SEO/HEO","350","340","34540","33310"
"In post","2021","Legal","Attorney General's Departments","Other","AA/AO","40","40","23690","23800"
"In post","2021","Legal","Attorney General's Departments","Other","EO","205","195","27500","27350"
"In post","2021","Legal","Attorney General's Departments","Other","G6/G7","25","25","57640","57260"
"In post","2021","Legal","Attorney General's Departments","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Other","SEO/HEO","90","85","33700","31710"
"In post","2021","Legal","Attorney General's Departments","Policy","AA/AO","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Policy","EO","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Policy","SEO/HEO","10","10","38620","39090"
"In post","2021","Legal","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office","Unknown","SCS level","50","45","87170","79910"
"In post","2021","Legal","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Legal","G6/G7","20","20","56620","56660"
"In post","2021","Legal","Charity Commission","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","EO","10","10","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","G6/G7","90","85","68210","72430"
"In post","2021","Legal","Competition and Markets Authority","Legal","SCS level","20","20","110230","101850"
"In post","2021","Legal","Competition and Markets Authority","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","G6/G7","20","20","66720","63370"
"In post","2021","Legal","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","55","50","59250","57120"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","30","30","39030","40760"
"In post","2021","Legal","Department for Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","Legal","G6/G7","55","50","59360","61010"
"In post","2021","Legal","Department for Education","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Legal","G6/G7","10","10","57210","52970"
"In post","2021","Legal","Department for International Trade","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","Legal","G6/G7","[c]","[c]","[c]","[c]"
