"Status","Year","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","G7","Male","65","[c]","55790","54700"
"New entrant CS","2021","Undeclared","HEO","Female","185","[c]","31660","31990"
"New entrant CS","2021","Undeclared","HEO","Male","180","[c]","32150","32320"
"New entrant CS","2021","Undeclared","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO","Female","100","[c]","39970","40030"
"New entrant CS","2021","Undeclared","SEO","Male","60","[c]","40080","40070"
"New entrant CS","2021","Undeclared","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","Female","660","[c]","19720","20060"
"New entrant CS","2021","Unknown","AA","Male","565","[c]","19890","20060"
"New entrant CS","2021","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AO","Female","3690","[c]","21390","20880"
"New entrant CS","2021","Unknown","AO","Male","3270","[c]","22130","21010"
"New entrant CS","2021","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Female","2785","[c]","27190","27570"
"New entrant CS","2021","Unknown","EO","Male","2360","[c]","26910","26410"
"New entrant CS","2021","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6","Female","175","[c]","69480","66230"
"New entrant CS","2021","Unknown","G6","Male","180","[c]","71880","68700"
"New entrant CS","2021","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G7","Female","655","[c]","53850","53360"
"New entrant CS","2021","Unknown","G7","Male","685","[c]","54600","53360"
"New entrant CS","2021","Unknown","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HEO","Female","1755","[c]","31780","31810"
"New entrant CS","2021","Unknown","HEO","Male","1500","[c]","32500","31810"
"New entrant CS","2021","Unknown","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Female","130","[c]","86320","74000"
"New entrant CS","2021","Unknown","SCS level","Male","175","[c]","91630","76730"
"New entrant CS","2021","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO","Female","730","[c]","39870","39750"
"New entrant CS","2021","Unknown","SEO","Male","690","[c]","40310","40000"
"New entrant CS","2021","Unknown","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","540","[c]","22990","22920"
"New entrant CS","2021","Unknown","Unknown","Male","260","[c]","24930","22920"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
