"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Royal Fleet Auxiliary","Unknown","500","500","42860","37740"
"In post","2021","50-59","Rural Payments Agency","Outside London","565","530","28870","26030"
"In post","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","25","20","56330","61010"
"In post","2021","50-59","Scottish Courts and Tribunals Service","Outside London","530","480","28780","22820"
"In post","2021","50-59","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Forestry","Outside London","65","60","39080","37530"
"In post","2021","50-59","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Government (excl. agencies)","Outside London","1955","1890","48220","46600"
"In post","2021","50-59","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Housing Regulator","Outside London","20","20","57540","61010"
"In post","2021","50-59","Scottish Prison Service","Outside London","1480","1410","34640","33650"
"In post","2021","50-59","Scottish Public Pensions Agency","Outside London","75","75","28630","24110"
"In post","2021","50-59","Serious Fraud Office","London","125","120","51390","44970"
"In post","2021","50-59","Social Security Scotland","Outside London","240","230","35310","30650"
"In post","2021","50-59","Standards and Testing Agency","London","10","10","[c]","[c]"
"In post","2021","50-59","Standards and Testing Agency","Outside London","15","15","43290","36600"
"In post","2021","50-59","Student Awards Agency for Scotland","Outside London","50","45","33920","26160"
"In post","2021","50-59","Submarine Delivery Agency","Outside London","435","430","49840","46160"
"In post","2021","50-59","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Teaching Regulation Agency","Outside London","15","15","35800","29550"
"In post","2021","50-59","The National Archives","London","145","135","38410","34770"
"In post","2021","50-59","Transport Scotland","Outside London","135","130","48880","46600"
"In post","2021","50-59","UK Export Finance","London","100","100","60160","51030"
"In post","2021","50-59","UK Hydrographic Office","Outside London","215","205","36360","33290"
"In post","2021","50-59","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Intellectual Property Office","Outside London","310","295","42160","39540"
"In post","2021","50-59","UK Space Agency","London","10","10","60020","55460"
"In post","2021","50-59","UK Space Agency","Outside London","30","30","50570","49200"
"In post","2021","50-59","UK Supreme Court","London","15","15","40350","31040"
"In post","2021","50-59","United Kingdom Statistics Authority","London","35","35","56550","52100"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","1215","1030","31270","25550"
"In post","2021","50-59","Valuation Office Agency","London","250","240","42250","37380"
"In post","2021","50-59","Valuation Office Agency","Outside London","960","900","35120","32100"
"In post","2021","50-59","Vehicle Certification Agency","Outside London","40","35","38120","35960"
"In post","2021","50-59","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Veterinary Medicines Directorate","Outside London","50","50","44550","38460"
"In post","2021","50-59","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","10","10","85420","82600"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","35","35","53130","51540"
"In post","2021","50-59","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government (excl. agencies)","Outside London","1655","1590","44700","41560"
"In post","2021","50-59","Welsh Government (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Welsh Revenue Authority","Outside London","15","15","52730","55850"
"In post","2021","50-59","Wilton Park","Outside London","25","20","39210","32810"
"In post","2021","60-64","Accountant in Bankruptcy","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Advisory, Conciliation and Arbitration Service","London","15","15","38830","35570"
"In post","2021","60-64","Advisory, Conciliation and Arbitration Service","Outside London","65","50","35520","34500"
"In post","2021","60-64","Animal and Plant Health Agency","London","5","5","[c]","[c]"
"In post","2021","60-64","Animal and Plant Health Agency","Outside London","205","185","32450","28550"
"In post","2021","60-64","Cabinet Office (excl. agencies)","London","130","120","66010","57980"
"In post","2021","60-64","Cabinet Office (excl. agencies)","Outside London","125","105","35050","33300"
"In post","2021","60-64","Cabinet Office (excl. agencies)","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Outside London","35","30","37890","31800"
"In post","2021","60-64","Charity Commission","London","5","5","[c]","[c]"
"In post","2021","60-64","Charity Commission","Outside London","25","25","30600","29160"
"In post","2021","60-64","Companies House","Outside London","100","85","27760","22490"
"In post","2021","60-64","Competition and Markets Authority","London","15","15","59810","59590"
"In post","2021","60-64","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Criminal Injuries Compensation Authority","Outside London","15","15","24010","23360"
"In post","2021","60-64","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Crown Commercial Service","Outside London","20","15","44070","35420"
"In post","2021","60-64","Crown Office and Procurator Fiscal Service","Outside London","115","100","35200","29040"
"In post","2021","60-64","Crown Prosecution Service","London","110","100","47840","51730"
"In post","2021","60-64","Crown Prosecution Service","Outside London","305","250","43440","48080"
"In post","2021","60-64","Debt Management Office","London","5","5","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Outside London","60","55","26830","27780"
"In post","2021","60-64","Defence Equipment and Support","London","35","35","23840","20490"
"In post","2021","60-64","Defence Equipment and Support","Outside London","825","750","38710","37420"
"In post","2021","60-64","Defence Equipment and Support","Overseas","5","5","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Outside London","265","235","45570","46090"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","120","115","47930","42900"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","20","15","41350","36740"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","London","30","30","55530","52120"
"In post","2021","60-64","Department for Education (excl. agencies)","London","80","75","50540","53420"
"In post","2021","60-64","Department for Education (excl. agencies)","Outside London","105","100","42970","38600"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","80","75","45270","42270"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","110","105","39500","35900"
"In post","2021","60-64","Department for International Trade","London","65","60","44680","38800"
"In post","2021","60-64","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Overseas","10","10","69330","66170"
"In post","2021","60-64","Department for Transport (excl. agencies)","London","125","110","43660","38560"
"In post","2021","60-64","Department for Transport (excl. agencies)","Outside London","25","20","51020","33350"
"In post","2021","60-64","Department for Work and Pensions (excl. agencies)","London","810","690","32580","31060"
"In post","2021","60-64","Department for Work and Pensions (excl. agencies)","Outside London","8350","6390","26170","27570"
"In post","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","75","60","31230","27570"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","London","55","50","50630","42640"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Outside London","30","25","46430","42480"
"In post","2021","60-64","Disclosure Scotland","Outside London","25","25","28380","24910"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Outside London","560","400","24940","21590"
"In post","2021","60-64","Driver and Vehicle Standards Agency","London","45","40","32640","30780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Outside London","600","515","28740","26780"
"In post","2021","60-64","Education and Skills Funding Agency","London","15","15","47610","54400"
"In post","2021","60-64","Education and Skills Funding Agency","Outside London","60","55","45390","40300"
"In post","2021","60-64","Education Scotland","Outside London","35","30","63430","75940"
"In post","2021","60-64","ESTYN","Outside London","15","15","67310","74730"
"In post","2021","60-64","FCDO Services","London","15","15","50760","41050"
"In post","2021","60-64","FCDO Services","Outside London","80","65","41230","41100"
"In post","2021","60-64","FCDO Services","Overseas","10","10","48590","44130"
"In post","2021","60-64","Food Standards Agency","London","25","25","39140","36620"
"In post","2021","60-64","Food Standards Agency","Outside London","85","80","31030","26750"
"In post","2021","60-64","Food Standards Scotland","Outside London","20","20","34080","29190"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","London","130","130","52130","46650"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","60","55","37230","33930"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","75","75","65750","67660"
"In post","2021","60-64","Forestry and Land Scotland","Outside London","100","90","30500","27320"
"In post","2021","60-64","Government Actuary's Department","London","10","5","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","London","20","15","48500","46950"
"In post","2021","60-64","Government Internal Audit Agency","Outside London","25","20","42870","43860"
"In post","2021","60-64","Government Legal Department","London","90","80","61810","66610"
"In post","2021","60-64","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","London","5","5","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","London","15","15","49720","49480"
"In post","2021","60-64","Health and Safety Executive","Outside London","205","175","45980","45100"
"In post","2021","60-64","HM Courts and Tribunals Service","London","405","370","27060","23500"
"In post","2021","60-64","HM Courts and Tribunals Service","Outside London","1220","1010","22150","19930"
"In post","2021","60-64","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","London","30","25","41280","37290"
"In post","2021","60-64","HM Land Registry","Outside London","465","330","31990","27130"
"In post","2021","60-64","HM Prison and Probation Service","London","410","360","35790","32090"
"In post","2021","60-64","HM Prison and Probation Service","Outside London","3390","2690","29020","28200"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","London","735","605","41540","36920"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Outside London","4590","3415","28220","25560"
"In post","2021","60-64","HM Treasury (excl. agencies)","London","25","25","54340","44420"
"In post","2021","60-64","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office (incl. agencies)","London","915","785","36110","29980"
"In post","2021","60-64","Home Office (incl. agencies)","Outside London","1265","970","25990","25040"
"In post","2021","60-64","Home Office (incl. agencies)","Overseas","15","15","[c]","[c]"
"In post","2021","60-64","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Insolvency Service","London","25","25","42030","36990"
"In post","2021","60-64","Insolvency Service","Outside London","95","80","31320","26290"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","London","15","15","38460","30770"
"In post","2021","60-64","Legal Aid Agency","Outside London","65","60","27930","21170"
"In post","2021","60-64","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Outside London","80","70","42200","38110"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","London","50","45","69190","68430"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Outside London","30","25","47670","45140"
"In post","2021","60-64","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Outside London","80","70","40490","39650"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","London","320","305","38990","36140"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Outside London","3935","3675","28980","26090"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Overseas","60","60","44360","40580"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Unknown","30","25","31040","27370"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","London","55","55","49320","45350"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","40","40","40800","36340"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","London","140","130","44270","38450"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Outside London","125","110","36610","31250"
"In post","2021","60-64","National Crime Agency","London","75","70","46090","43510"
"In post","2021","60-64","National Crime Agency","Outside London","185","170","37420","36630"
"In post","2021","60-64","National Crime Agency","Overseas","10","10","68810","66650"
"In post","2021","60-64","National Crime Agency","Unknown","20","20","44210","45890"
"In post","2021","60-64","National Records of Scotland","Outside London","40","35","33060","24910"
"In post","2021","60-64","National Savings and Investments","London","10","10","72270","68490"
"In post","2021","60-64","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","London","30","30","64530","70000"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","100","95","50210","51360"
"In post","2021","60-64","Office of Gas and Electricity Markets","London","20","20","61290","64420"
"In post","2021","60-64","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Outside London","10","10","58300","44240"
"In post","2021","60-64","Office of Rail and Road","London","15","10","62210","63520"
"In post","2021","60-64","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of the Public Guardian","Outside London","70","60","21700","19930"
"In post","2021","60-64","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectorate","Outside London","65","50","50340","54960"
"In post","2021","60-64","Public Health England","London","170","145","61000","48860"
"In post","2021","60-64","Public Health England","Outside London","275","225","49980","37890"
"In post","2021","60-64","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Registers of Scotland","Outside London","65","55","29840","30080"
"In post","2021","60-64","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Royal Fleet Auxiliary","Unknown","120","120","40030","37150"
"In post","2021","60-64","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Rural Payments Agency","Outside London","195","165","26710","25150"
"In post","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Outside London","200","160","27010","22820"
"In post","2021","60-64","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Forestry","Outside London","10","10","36500","35330"
"In post","2021","60-64","Scottish Government (excl. agencies)","Outside London","375","335","44540","38540"
"In post","2021","60-64","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Housing Regulator","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Outside London","375","250","33950","33650"
"In post","2021","60-64","Scottish Public Pensions Agency","Outside London","30","25","30030","27150"
"In post","2021","60-64","Serious Fraud Office","London","25","25","46080","40920"
"In post","2021","60-64","Social Security Scotland","Outside London","25","25","28680","23340"
"In post","2021","60-64","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Student Awards Agency for Scotland","Outside London","10","10","26590","27160"
"In post","2021","60-64","Submarine Delivery Agency","Outside London","100","85","45930","43120"
"In post","2021","60-64","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","London","40","35","34760","28460"
"In post","2021","60-64","Transport Scotland","Outside London","40","35","42600","42190"
"In post","2021","60-64","UK Export Finance","London","20","20","56160","49760"
"In post","2021","60-64","UK Hydrographic Office","Outside London","50","40","35230","33290"
"In post","2021","60-64","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Outside London","70","55","35260","28240"
"In post","2021","60-64","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Outside London","430","315","25710","19520"
"In post","2021","60-64","Valuation Office Agency","London","65","55","38260","31620"
"In post","2021","60-64","Valuation Office Agency","Outside London","260","210","32780","27550"
"In post","2021","60-64","Vehicle Certification Agency","Outside London","20","15","33660","27620"
"In post","2021","60-64","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Outside London","405","350","43940","37410"
"In post","2021","60-64","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Outside London","10","10","40060","34450"
"In post","2021","65+","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","London","5","5","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Outside London","30","20","37250","34500"
"In post","2021","65+","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Animal and Plant Health Agency","Outside London","65","55","32350","28010"
"In post","2021","65+","Cabinet Office (excl. agencies)","London","30","30","59700","52420"
"In post","2021","65+","Cabinet Office (excl. agencies)","Outside London","20","15","36400","33630"
"In post","2021","65+","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Companies House","Outside London","40","30","26380","22490"
"In post","2021","65+","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2021","65+","Criminal Injuries Compensation Authority","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Crown Commercial Service","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Crown Office and Procurator Fiscal Service","Outside London","45","30","30670","22220"
"In post","2021","65+","Crown Prosecution Service","London","40","30","40690","30110"
"In post","2021","65+","Crown Prosecution Service","Outside London","60","45","45080","53370"
"In post","2021","65+","Debt Management Office","London","5","5","[c]","[c]"
"In post","2021","65+","Defence Electronics and Components Agency","Outside London","20","15","26930","27460"
"In post","2021","65+","Defence Equipment and Support","London","25","25","24660","20940"
"In post","2021","65+","Defence Equipment and Support","Outside London","225","185","35660","33780"
"In post","2021","65+","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Defence Science and Technology Laboratory","Outside London","120","90","46310","46130"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","45","40","44750","41550"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education (excl. agencies)","London","20","15","44450","43540"
"In post","2021","65+","Department for Education (excl. agencies)","Outside London","25","25","40860","34540"
"In post","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","London","35","35","37870","29740"
"In post","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","45","40","37070","36750"
"In post","2021","65+","Department for International Trade","London","20","20","65480","42760"
"In post","2021","65+","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Transport (excl. agencies)","London","40","30","38670","33390"
"In post","2021","65+","Department for Transport (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Department for Work and Pensions (excl. agencies)","London","325","250","30480","31060"
"In post","2021","65+","Department for Work and Pensions (excl. agencies)","Outside London","2235","1580","25330","26120"
"In post","2021","65+","Department for Work and Pensions (excl. agencies)","Unknown","20","10","27760","25110"
"In post","2021","65+","Department of Health and Social Care (excl. agencies)","London","10","10","54840","55590"
"In post","2021","65+","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Driver and Vehicle Licensing Agency","Outside London","130","85","24070","21590"
"In post","2021","65+","Driver and Vehicle Standards Agency","London","20","15","32970","30780"
"In post","2021","65+","Driver and Vehicle Standards Agency","Outside London","240","180","27520","26780"
"In post","2021","65+","Education and Skills Funding Agency","London","5","5","[c]","[c]"
"In post","2021","65+","Education and Skills Funding Agency","Outside London","15","15","38160","37100"
"In post","2021","65+","Education Scotland","Outside London","10","10","60250","75940"
"In post","2021","65+","ESTYN","Outside London","5","5","[c]","[c]"
"In post","2021","65+","FCDO Services","London","25","20","47640","45430"
"In post","2021","65+","FCDO Services","Outside London","30","20","51190","55690"
"In post","2021","65+","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","London","10","10","40360","37330"
"In post","2021","65+","Food Standards Agency","Outside London","30","25","28900","26750"
"In post","2021","65+","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","London","40","35","53260","55020"
"In post","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","15","10","28980","26120"
"In post","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","15","15","47970","34650"
"In post","2021","65+","Forestry and Land Scotland","Outside London","30","25","30870","26530"
"In post","2021","65+","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Government Legal Department","London","30","25","54320","61000"
"In post","2021","65+","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Health and Safety Executive","Outside London","45","30","50840","46320"
"In post","2021","65+","HM Courts and Tribunals Service","London","225","185","24530","22680"
"In post","2021","65+","HM Courts and Tribunals Service","Outside London","465","340","19970","18890"
"In post","2021","65+","HM Land Registry","London","15","15","36360","30600"
"In post","2021","65+","HM Land Registry","Outside London","110","65","33050","27170"
"In post","2021","65+","HM Prison and Probation Service","London","150","120","33550","27570"
"In post","2021","65+","HM Prison and Probation Service","Outside London","945","675","27820","25840"
"In post","2021","65+","HM Revenue and Customs (excl. agencies)","London","265","200","39170","32520"
"In post","2021","65+","HM Revenue and Customs (excl. agencies)","Outside London","1180","825","27800","21440"
"In post","2021","65+","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","Home Office (incl. agencies)","London","370","290","31530","29080"
"In post","2021","65+","Home Office (incl. agencies)","Outside London","380","270","24830","21430"
"In post","2021","65+","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Insolvency Service","London","15","10","42420","46120"
"In post","2021","65+","Insolvency Service","Outside London","25","20","31010","26290"
"In post","2021","65+","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal Aid Agency","London","5","5","[c]","[c]"
"In post","2021","65+","Legal Aid Agency","Outside London","30","25","26720","21170"
"In post","2021","65+","Maritime and Coastguard Agency","Outside London","30","25","45790","50730"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","London","30","25","64150","71400"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Met Office","Outside London","35","25","44630","43650"
"In post","2021","65+","Ministry of Defence (excl. agencies)","London","110","100","38110","31020"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Outside London","1375","1235","28090","22500"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Unknown","15","10","29080","29200"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","London","20","20","44190","38230"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Justice (excl. agencies)","London","40","35","42960","39440"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Outside London","30","30","32480","31180"
"In post","2021","65+","National Crime Agency","London","25","20","42100","38440"
"In post","2021","65+","National Crime Agency","Outside London","25","20","37620","36410"
"In post","2021","65+","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Records of Scotland","Outside London","15","15","29410","22230"
"In post","2021","65+","National Savings and Investments","London","5","5","[c]","[c]"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","London","15","10","58920","51360"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Outside London","20","15","53730","63430"
"In post","2021","65+","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of the Public Guardian","Outside London","15","15","21380","20290"
"In post","2021","65+","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectorate","Outside London","60","40","57860","65270"
"In post","2021","65+","Public Health England","London","90","70","56020","44500"
"In post","2021","65+","Public Health England","Outside London","105","75","44060","36330"
"In post","2021","65+","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Registers of Scotland","Outside London","30","25","27890","24130"
"In post","2021","65+","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Royal Fleet Auxiliary","Unknown","20","20","38430","33430"
"In post","2021","65+","Rural Payments Agency","Outside London","45","35","24000","21050"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Outside London","60","45","23920","22820"
"In post","2021","65+","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government (excl. agencies)","Outside London","120","95","40930","35110"
