"Status","Year","Disability","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","Yorkshire and The Humber","90","85","38990","36640"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","London","60","55","56900","54400"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","West Midlands (England)","30","30","49580","42520"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","Yorkshire and The Humber","35","35","44970","36960"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","Unknown","Scotland","125","120","57550","66290"
"In post","2021","Declared non-disabled","ESTYN","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Inspector of Education and Training","Wales","55","50","74440","74730"
"In post","2021","Declared non-disabled","ESTYN","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Operational Delivery","Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Commercial","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Commercial","South East (England)","65","60","43640","40330"
"In post","2021","Declared non-disabled","FCDO Services","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Communications","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Digital, Data and Technology","South East (England)","90","90","44810","40670"
"In post","2021","Declared non-disabled","FCDO Services","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Finance","South East (England)","50","50","36440","28130"
"In post","2021","Declared non-disabled","FCDO Services","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Human Resources","South East (England)","35","30","40310","39580"
"In post","2021","Declared non-disabled","FCDO Services","Knowledge and Information Management","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Legal","London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Legal","South East (England)","35","25","49840","53630"
"In post","2021","Declared non-disabled","FCDO Services","Other","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Other","South East (England)","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Project Delivery","South East (England)","50","50","38940","35390"
"In post","2021","Declared non-disabled","FCDO Services","Property","London","55","55","48210","45610"
"In post","2021","Declared non-disabled","FCDO Services","Property","Overseas","110","110","41040","40330"
"In post","2021","Declared non-disabled","FCDO Services","Property","South East (England)","150","150","36070","34640"
"In post","2021","Declared non-disabled","FCDO Services","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Security","London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Security","South East (England)","150","145","35010","28820"
"In post","2021","Declared non-disabled","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Finance","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Finance","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Finance","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Human Resources","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","East Midlands (England)","30","30","27150","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","East of England","50","50","27610","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","London","80","80","39200","32830"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","North West (England)","30","30","26920","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","Northern Ireland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","South West (England)","35","35","26980","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","Wales","40","40","32020","28620"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","West Midlands (England)","50","50","29860","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","Yorkshire and The Humber","85","80","32280","28800"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","London","70","70","43620","40960"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","Northern Ireland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","Wales","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","London","30","30","44470","40960"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","Unknown","Scotland","105","105","35710","30650"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Scotland","35","30","42380","43700"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","80","75","49660","46560"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Scotland","70","70","42390","39630"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","75","75","47490","46300"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Scotland","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","60","55","49230","39770"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Scotland","35","35","39600","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","100","95","47510","40660"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Scotland","30","30","48600","49370"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","110","105","45210","38860"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","40","40","44860","37930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","55","55","47570","39770"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","South East (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","50","50","62780","67050"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","115","110","39820","33680"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Scotland","100","95","33760","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","South East (England)","155","150","28530","24750"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","40","35","57840","58370"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","65","65","70640","70410"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","70","70","69110","70070"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Scotland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","1505","1475","49010","43300"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","1260","1260","52380","53470"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Scotland","80","80","49680","50490"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","75","70","45050","38600"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","35","35","50710","53000"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Scotland","80","80","37680","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","45","45","57570","59470"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","50","50","47110","44230"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","45","45","34240","34260"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Scotland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","190","190","53130","50430"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","Scotland","905","875","31700","30160"
"In post","2021","Declared non-disabled","Government Actuary's Department","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","Finance","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","Other","London","125","120","73010","66000"
"In post","2021","Declared non-disabled","Government Actuary's Department","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","London","95","90","55770","53520"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","North East (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","North West (England)","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","South West (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","Yorkshire and The Humber","40","35","46790","48780"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Policy","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Unknown","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
