"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AO","Heterosexual / straight","100","[c]","22040","21010"
"Leaver CS","2021","Mixed","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","EO","Heterosexual / straight","55","[c]","27560","27570"
"Leaver CS","2021","Mixed","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AO","Undeclared","130","[c]","23520","21010"
"Leaver CS","2021","Undeclared","AO","Unknown","260","[c]","19950","19130"
"Leaver CS","2021","Undeclared","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Undeclared","110","[c]","28760","27240"
"Leaver CS","2021","Undeclared","EO","Unknown","170","[c]","27430","27570"
"Leaver CS","2021","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G7","Undeclared","35","[c]","57510","56460"
"Leaver CS","2021","Undeclared","G7","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HEO","Undeclared","90","[c]","34180","33630"
"Leaver CS","2021","Undeclared","HEO","Unknown","115","[c]","33090","33450"
"Leaver CS","2021","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO","Undeclared","65","[c]","43900","43440"
"Leaver CS","2021","Undeclared","SEO","Unknown","70","[c]","37630","38720"
"Leaver CS","2021","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Unknown","475","[c]","19250","19050"
"Leaver CS","2021","Unknown","AO","Heterosexual / straight","80","[c]","21590","21010"
"Leaver CS","2021","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Undeclared","55","[c]","22450","22820"
"Leaver CS","2021","Unknown","AO","Unknown","2190","[c]","21520","21010"
"Leaver CS","2021","Unknown","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","1320","[c]","27190","27570"
"Leaver CS","2021","Unknown","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Unknown","150","[c]","71090","69160"
"Leaver CS","2021","Unknown","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Unknown","350","[c]","55470","54970"
"Leaver CS","2021","Unknown","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Unknown","625","[c]","32650","32350"
"Leaver CS","2021","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","95","[c]","99060","86750"
"Leaver CS","2021","Unknown","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Unknown","325","[c]","41440","39990"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","630","[c]","34750","32400"
"Leaver CS","2021","White","AA","Heterosexual / straight","850","[c]","18720","18760"
"Leaver CS","2021","White","AA","LGBO","55","[c]","18260","18050"
"Leaver CS","2021","White","AA","Undeclared","85","[c]","18490","18060"
"Leaver CS","2021","White","AA","Unknown","265","[c]","19160","19160"
"Leaver CS","2021","White","AO","Heterosexual / straight","3570","[c]","21790","21010"
"Leaver CS","2021","White","AO","LGBO","240","[c]","21380","21010"
"Leaver CS","2021","White","AO","Undeclared","365","[c]","21610","21010"
"Leaver CS","2021","White","AO","Unknown","2085","[c]","21680","21010"
"Leaver CS","2021","White","EO","Heterosexual / straight","2210","[c]","27230","27570"
"Leaver CS","2021","White","EO","LGBO","130","[c]","27050","27570"
"Leaver CS","2021","White","EO","Undeclared","285","[c]","27710","27570"
"Leaver CS","2021","White","EO","Unknown","1270","[c]","27690","27570"
"Leaver CS","2021","White","G6","Heterosexual / straight","295","[c]","71980","70670"
"Leaver CS","2021","White","G6","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","G6","Undeclared","35","[c]","73860","70870"
"Leaver CS","2021","White","G6","Unknown","150","[c]","71700","72370"
"Leaver CS","2021","White","G7","Heterosexual / straight","730","[c]","56030","55040"
"Leaver CS","2021","White","G7","LGBO","45","[c]","55960","55130"
"Leaver CS","2021","White","G7","Undeclared","85","[c]","57180","56110"
"Leaver CS","2021","White","G7","Unknown","285","[c]","56010","55610"
"Leaver CS","2021","White","HEO","Heterosexual / straight","1275","[c]","33620","33300"
"Leaver CS","2021","White","HEO","LGBO","70","[c]","33760","33300"
"Leaver CS","2021","White","HEO","Undeclared","130","[c]","34370","33840"
"Leaver CS","2021","White","HEO","Unknown","710","[c]","34390","34020"
"Leaver CS","2021","White","SCS level","Heterosexual / straight","215","[c]","96890","93400"
"Leaver CS","2021","White","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","SCS level","Unknown","75","[c]","100070","99590"
"Leaver CS","2021","White","SEO","Heterosexual / straight","945","[c]","42040","41090"
"Leaver CS","2021","White","SEO","LGBO","50","[c]","40410","40480"
"Leaver CS","2021","White","SEO","Undeclared","100","[c]","43610","43160"
"Leaver CS","2021","White","SEO","Unknown","400","[c]","42090","40830"
"Leaver CS","2021","White","Unknown","Heterosexual / straight","445","[c]","38040","36030"
"Leaver CS","2021","White","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AO","Heterosexual / straight","125","[c]","21470","20920"
"Leaver Dept.","2021","Asian","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AO","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Heterosexual / straight","205","[c]","27480","27570"
"Leaver Dept.","2021","Asian","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G7","Heterosexual / straight","70","[c]","55590","54670"
"Leaver Dept.","2021","Asian","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HEO","Heterosexual / straight","155","[c]","32950","33210"
"Leaver Dept.","2021","Asian","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO","Heterosexual / straight","100","[c]","40710","40640"
"Leaver Dept.","2021","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AO","Heterosexual / straight","60","[c]","22090","21310"
"Leaver Dept.","2021","Black","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Heterosexual / straight","120","[c]","27420","27570"
"Leaver Dept.","2021","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G7","Heterosexual / straight","35","[c]","54460","54300"
"Leaver Dept.","2021","Black","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HEO","Heterosexual / straight","95","[c]","34130","33640"
"Leaver Dept.","2021","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO","Heterosexual / straight","50","[c]","39990","40310"
"Leaver Dept.","2021","Black","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Heterosexual / straight","45","[c]","27250","27510"
"Leaver Dept.","2021","Mixed","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G7","Heterosexual / straight","45","[c]","55080","54050"
"Leaver Dept.","2021","Mixed","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HEO","Heterosexual / straight","65","[c]","32820","32830"
"Leaver Dept.","2021","Mixed","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO","Undeclared","[c]","[c]","[c]","[c]"
