"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Operational Delivery","Female","13940","12355","27890","25560"
"In post","2021","30-39","Declared non-disabled","Operational Delivery","Male","11320","11195","28830","26470"
"In post","2021","30-39","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Operational Research","Female","95","90","47140","46080"
"In post","2021","30-39","Declared non-disabled","Operational Research","Male","150","145","46030","46080"
"In post","2021","30-39","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Other","Female","1375","1275","32030","27590"
"In post","2021","30-39","Declared non-disabled","Other","Male","955","950","35120","30700"
"In post","2021","30-39","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning","Female","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning","Male","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning Inspectors","Female","10","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning Inspectors","Male","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Policy","Female","3020","2875","48690","51520"
"In post","2021","30-39","Declared non-disabled","Policy","Male","2565","2550","49900","52530"
"In post","2021","30-39","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Female","1410","1340","39900","37450"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Male","1255","1255","42330","39860"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Female","320","300","36420","33300"
"In post","2021","30-39","Declared non-disabled","Property","Male","370","370","36900","33300"
"In post","2021","30-39","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Psychology","Female","375","355","35820","31180"
"In post","2021","30-39","Declared non-disabled","Psychology","Male","50","50","35360","31180"
"In post","2021","30-39","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Science and Engineering","Female","865","800","37170","37320"
"In post","2021","30-39","Declared non-disabled","Science and Engineering","Male","1240","1225","39260","39110"
"In post","2021","30-39","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Female","265","255","33680","32690"
"In post","2021","30-39","Declared non-disabled","Security","Male","675","675","31510","28890"
"In post","2021","30-39","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Social Research","Female","155","145","45570","47000"
"In post","2021","30-39","Declared non-disabled","Social Research","Male","65","60","46780","47000"
"In post","2021","30-39","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Statistics","Female","205","190","46220","46850"
"In post","2021","30-39","Declared non-disabled","Statistics","Male","200","200","45160","42470"
"In post","2021","30-39","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Tax","Female","1045","975","33780","31810"
"In post","2021","30-39","Declared non-disabled","Tax","Male","1410","1400","35740","31810"
"In post","2021","30-39","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Female","8945","7915","30620","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","Male","6305","6245","31970","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Veterinarian","Female","50","45","40450","37480"
"In post","2021","30-39","Declared non-disabled","Veterinarian","Male","30","30","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Female","30","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Male","45","45","39060","39440"
"In post","2021","30-39","Undeclared","Communications","Female","30","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Male","30","30","43440","41490"
"In post","2021","30-39","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","Female","50","45","41940","38630"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","Male","115","115","43000","42370"
"In post","2021","30-39","Undeclared","Economics","Female","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Economics","Male","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Female","50","45","42250","38280"
"In post","2021","30-39","Undeclared","Finance","Male","50","50","44090","42470"
"In post","2021","30-39","Undeclared","Human Resources","Female","45","40","41000","38630"
"In post","2021","30-39","Undeclared","Human Resources","Male","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Intelligence Analysis","Female","35","30","32070","28920"
"In post","2021","30-39","Undeclared","Intelligence Analysis","Male","30","30","34330","31390"
"In post","2021","30-39","Undeclared","Internal Audit","Female","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","Male","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","Female","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","Male","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Female","50","50","45750","51250"
"In post","2021","30-39","Undeclared","Legal","Male","55","55","40310","33730"
"In post","2021","30-39","Undeclared","Medicine","Female","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","Male","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Delivery","Female","1015","910","28680","26550"
"In post","2021","30-39","Undeclared","Operational Delivery","Male","1005","990","29270","28220"
"In post","2021","30-39","Undeclared","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Research","Male","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","Female","70","65","30770","27530"
"In post","2021","30-39","Undeclared","Other","Male","75","75","32550","30730"
"In post","2021","30-39","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","Female","215","210","48350","51730"
"In post","2021","30-39","Undeclared","Policy","Male","240","240","49730","52290"
"In post","2021","30-39","Undeclared","Project Delivery","Female","95","95","41780","38630"
"In post","2021","30-39","Undeclared","Project Delivery","Male","85","85","42020","40220"
"In post","2021","30-39","Undeclared","Property","Female","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","Male","30","30","40140","38790"
"In post","2021","30-39","Undeclared","Psychology","Female","45","45","34520","31180"
"In post","2021","30-39","Undeclared","Psychology","Male","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Science and Engineering","Female","75","65","38000","37360"
"In post","2021","30-39","Undeclared","Science and Engineering","Male","145","145","41100","41010"
"In post","2021","30-39","Undeclared","Security","Female","30","30","38750","37160"
"In post","2021","30-39","Undeclared","Security","Male","65","65","36140","38150"
"In post","2021","30-39","Undeclared","Social Research","Female","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Social Research","Male","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","Female","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","Male","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","Female","55","50","34030","31810"
"In post","2021","30-39","Undeclared","Tax","Male","115","110","36870","31810"
"In post","2021","30-39","Undeclared","Unknown","Female","695","620","29250","27570"
"In post","2021","30-39","Undeclared","Unknown","Male","495","490","30640","27570"
"In post","2021","30-39","Undeclared","Veterinarian","Female","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","Female","135","125","38540","37290"
"In post","2021","30-39","Unknown","Commercial","Male","115","115","39780","37450"
"In post","2021","30-39","Unknown","Communications","Female","170","160","43680","41950"
"In post","2021","30-39","Unknown","Communications","Male","110","110","43710","42000"
"In post","2021","30-39","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","Male","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","Female","290","275","40960","38630"
"In post","2021","30-39","Unknown","Digital, Data and Technology","Male","595","590","41520","38450"
"In post","2021","30-39","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Economics","Female","45","45","50330","53720"
"In post","2021","30-39","Unknown","Economics","Male","85","85","54260","54780"
"In post","2021","30-39","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Finance","Female","200","190","38670","34750"
"In post","2021","30-39","Unknown","Finance","Male","145","145","40940","37280"
"In post","2021","30-39","Unknown","Human Resources","Female","225","210","35690","31120"
"In post","2021","30-39","Unknown","Human Resources","Male","95","95","34690","31560"
"In post","2021","30-39","Unknown","Inspector of Education and Training","Female","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Intelligence Analysis","Female","40","35","48630","51480"
"In post","2021","30-39","Unknown","Intelligence Analysis","Male","75","75","45200","45200"
"In post","2021","30-39","Unknown","Internal Audit","Female","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Internal Audit","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","International Trade","Female","80","80","47530","51710"
"In post","2021","30-39","Unknown","International Trade","Male","100","100","47790","51770"
"In post","2021","30-39","Unknown","Knowledge and Information Management","Female","35","30","34910","33170"
"In post","2021","30-39","Unknown","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","Female","405","380","43960","48080"
"In post","2021","30-39","Unknown","Legal","Male","285","285","41760","38000"
"In post","2021","30-39","Unknown","Medicine","Female","125","110","40240","37890"
"In post","2021","30-39","Unknown","Medicine","Male","45","40","47550","38890"
"In post","2021","30-39","Unknown","Operational Delivery","Female","3835","3485","27070","24880"
"In post","2021","30-39","Unknown","Operational Delivery","Male","3690","3645","28060","25790"
"In post","2021","30-39","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Operational Research","Female","10","5","[c]","[c]"
"In post","2021","30-39","Unknown","Operational Research","Male","30","30","45380","46410"
"In post","2021","30-39","Unknown","Other","Female","405","380","34490","31180"
"In post","2021","30-39","Unknown","Other","Male","655","650","36350","32960"
"In post","2021","30-39","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Planning","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectors","Male","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Policy","Female","850","820","49010","52080"
"In post","2021","30-39","Unknown","Policy","Male","665","660","48880","52430"
"In post","2021","30-39","Unknown","Project Delivery","Female","305","285","40860","38630"
"In post","2021","30-39","Unknown","Project Delivery","Male","270","270","42410","38880"
"In post","2021","30-39","Unknown","Property","Female","80","70","32000","30990"
"In post","2021","30-39","Unknown","Property","Male","120","120","34840","31260"
"In post","2021","30-39","Unknown","Psychology","Female","55","55","34230","33650"
"In post","2021","30-39","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Science and Engineering","Female","195","180","37290","35900"
"In post","2021","30-39","Unknown","Science and Engineering","Male","245","245","38470","37320"
"In post","2021","30-39","Unknown","Security","Female","80","80","32800","31820"
"In post","2021","30-39","Unknown","Security","Male","325","325","32750","32040"
"In post","2021","30-39","Unknown","Social Research","Female","45","45","40490","37020"
"In post","2021","30-39","Unknown","Social Research","Male","40","40","38390","37020"
"In post","2021","30-39","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Statistics","Female","55","50","40650","37770"
"In post","2021","30-39","Unknown","Statistics","Male","65","65","41330","37020"
"In post","2021","30-39","Unknown","Statistics","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Tax","Female","645","605","27030","25560"
"In post","2021","30-39","Unknown","Tax","Male","860","850","29600","25560"
"In post","2021","30-39","Unknown","Unknown","Female","1815","1695","37700","31810"
"In post","2021","30-39","Unknown","Unknown","Male","1690","1675","38270","31990"
"In post","2021","30-39","Unknown","Veterinarian","Female","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Commercial","Female","90","85","41770","38450"
"In post","2021","40-49","Declared disabled","Commercial","Male","50","50","41080","40840"
"In post","2021","40-49","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Communications","Female","45","40","42210","38810"
"In post","2021","40-49","Declared disabled","Communications","Male","35","35","34190","32490"
"In post","2021","40-49","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Counter Fraud","Female","15","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Digital, Data and Technology","Female","105","95","37900","34240"
"In post","2021","40-49","Declared disabled","Digital, Data and Technology","Male","170","165","42440","39430"
"In post","2021","40-49","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Economics","Female","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Economics","Male","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Finance","Female","125","115","36410","33300"
"In post","2021","40-49","Declared disabled","Finance","Male","90","90","44270","41010"
"In post","2021","40-49","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Human Resources","Female","205","190","42400","38180"
"In post","2021","40-49","Declared disabled","Human Resources","Male","60","55","44880","39930"
"In post","2021","40-49","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Inspector of Education and Training","Female","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Intelligence Analysis","Female","45","40","32230","29080"
"In post","2021","40-49","Declared disabled","Intelligence Analysis","Male","30","30","[c]","[c]"
"In post","2021","40-49","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Internal Audit","Female","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Internal Audit","Male","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","International Trade","Female","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","International Trade","Male","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Knowledge and Information Management","Female","45","40","35160","33300"
"In post","2021","40-49","Declared disabled","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Legal","Female","185","165","48760","50690"
"In post","2021","40-49","Declared disabled","Legal","Male","95","95","47380","48830"
"In post","2021","40-49","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Medicine","Female","20","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Medicine","Male","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Operational Delivery","Female","2415","2150","28580","25560"
"In post","2021","40-49","Declared disabled","Operational Delivery","Male","1565","1525","29270","26780"
"In post","2021","40-49","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Operational Research","Male","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Other","Female","210","195","30080","26430"
"In post","2021","40-49","Declared disabled","Other","Male","150","150","30760","26670"
"In post","2021","40-49","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Policy","Female","285","270","48630","41900"
"In post","2021","40-49","Declared disabled","Policy","Male","250","245","50140","51170"
"In post","2021","40-49","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Project Delivery","Female","225","220","42130","38630"
"In post","2021","40-49","Declared disabled","Project Delivery","Male","140","140","42820","40280"
"In post","2021","40-49","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Property","Female","70","65","34580","33000"
"In post","2021","40-49","Declared disabled","Property","Male","70","70","35800","33300"
"In post","2021","40-49","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Psychology","Female","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Psychology","Male","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Science and Engineering","Female","90","80","38100","37000"
"In post","2021","40-49","Declared disabled","Science and Engineering","Male","135","130","41950","40720"
"In post","2021","40-49","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Security","Female","35","35","34200","31180"
"In post","2021","40-49","Declared disabled","Security","Male","90","90","37230","39070"
"In post","2021","40-49","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Social Research","Female","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Social Research","Male","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Statistics","Female","20","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Statistics","Male","25","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Tax","Female","155","145","34330","31810"
"In post","2021","40-49","Declared disabled","Tax","Male","140","140","35010","31810"
"In post","2021","40-49","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Female","2725","2350","28760","27570"
"In post","2021","40-49","Declared disabled","Unknown","Male","1405","1355","30040","27570"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Veterinarian","Female","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Commercial","Female","525","490","42740","39920"
"In post","2021","40-49","Declared non-disabled","Commercial","Male","365","365","44970","42080"
"In post","2021","40-49","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Communications","Female","395","360","45850","42500"
"In post","2021","40-49","Declared non-disabled","Communications","Male","290","290","45840","41340"
"In post","2021","40-49","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Corporate Finance","Female","25","20","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Counter Fraud","Female","75","65","33920","33750"
"In post","2021","40-49","Declared non-disabled","Counter Fraud","Male","85","80","40550","39130"
"In post","2021","40-49","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Digital, Data and Technology","Female","850","805","43740","40450"
"In post","2021","40-49","Declared non-disabled","Digital, Data and Technology","Male","1575","1570","46470","43330"
"In post","2021","40-49","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Economics","Female","70","65","65790","60720"
"In post","2021","40-49","Declared non-disabled","Economics","Male","110","105","65780","64930"
"In post","2021","40-49","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Finance","Female","990","925","42290","38610"
"In post","2021","40-49","Declared non-disabled","Finance","Male","765","760","47720","44110"
"In post","2021","40-49","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Human Resources","Female","1040","965","42060","38180"
"In post","2021","40-49","Declared non-disabled","Human Resources","Male","395","395","43550","39470"
"In post","2021","40-49","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Inspector of Education and Training","Female","165","160","62720","64500"
"In post","2021","40-49","Declared non-disabled","Inspector of Education and Training","Male","75","75","73540","75500"
"In post","2021","40-49","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Intelligence Analysis","Female","290","265","33480","29450"
"In post","2021","40-49","Declared non-disabled","Intelligence Analysis","Male","325","320","35860","31760"
"In post","2021","40-49","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Internal Audit","Female","75","70","45650","42630"
"In post","2021","40-49","Declared non-disabled","Internal Audit","Male","65","65","49590","48840"
"In post","2021","40-49","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","International Trade","Female","60","60","50410","51970"
"In post","2021","40-49","Declared non-disabled","International Trade","Male","95","95","54240","52150"
"In post","2021","40-49","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Knowledge and Information Management","Female","220","205","39510","37020"
"In post","2021","40-49","Declared non-disabled","Knowledge and Information Management","Male","170","165","40310","37410"
"In post","2021","40-49","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Legal","Female","1515","1330","52860","52730"
"In post","2021","40-49","Declared non-disabled","Legal","Male","870","860","50810","52010"
"In post","2021","40-49","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Medicine","Female","325","285","52940","44500"
"In post","2021","40-49","Declared non-disabled","Medicine","Male","140","130","62370","60830"
"In post","2021","40-49","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Operational Delivery","Female","15145","13380","29850","26410"
"In post","2021","40-49","Declared non-disabled","Operational Delivery","Male","11370","11195","31640","28670"
"In post","2021","40-49","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Operational Research","Female","65","55","49110","46780"
"In post","2021","40-49","Declared non-disabled","Operational Research","Male","90","90","51420","47440"
"In post","2021","40-49","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Other","Female","1700","1595","32340","26670"
"In post","2021","40-49","Declared non-disabled","Other","Male","1300","1290","38050","31810"
"In post","2021","40-49","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning","Female","25","25","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning","Male","25","25","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning Inspectors","Female","30","25","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning Inspectors","Male","40","40","54520","53240"
"In post","2021","40-49","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Policy","Female","2605","2400","52290","52810"
"In post","2021","40-49","Declared non-disabled","Policy","Male","2145","2125","55140","54470"
"In post","2021","40-49","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Project Delivery","Female","1560","1480","43470","40000"
"In post","2021","40-49","Declared non-disabled","Project Delivery","Male","1495","1485","47180","42170"
"In post","2021","40-49","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Property","Female","500","460","37170","33300"
"In post","2021","40-49","Declared non-disabled","Property","Male","595","590","39650","35300"
"In post","2021","40-49","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
