"Status","Year","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Unknown","220","[c]","34810","32790"
"New entrant CS","2021","Human Resources","Heterosexual / straight","470","[c]","33520","29200"
"New entrant CS","2021","Human Resources","LGBO","45","[c]","32010","29000"
"New entrant CS","2021","Human Resources","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","175","[c]","34130","30740"
"New entrant CS","2021","Inspector of Education and Training","Heterosexual / straight","75","[c]","64200","70500"
"New entrant CS","2021","Inspector of Education and Training","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Heterosexual / straight","60","[c]","32650","28700"
"New entrant CS","2021","Intelligence Analysis","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","90","[c]","42040","36820"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","30","[c]","42750","40950"
"New entrant CS","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Heterosexual / straight","85","[c]","35320","31800"
"New entrant CS","2021","International Trade","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","55","[c]","29980","31800"
"New entrant CS","2021","Knowledge and Information Management","Heterosexual / straight","120","[c]","31980","30200"
"New entrant CS","2021","Knowledge and Information Management","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","35","[c]","36100","33300"
"New entrant CS","2021","Legal","Heterosexual / straight","625","[c]","43520","43920"
"New entrant CS","2021","Legal","LGBO","40","[c]","39060","38000"
"New entrant CS","2021","Legal","Undeclared","50","[c]","41820","40000"
"New entrant CS","2021","Legal","Unknown","215","[c]","38410","30850"
"New entrant CS","2021","Medicine","Heterosexual / straight","255","[c]","50500","38890"
"New entrant CS","2021","Medicine","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Undeclared","35","[c]","74400","82100"
"New entrant CS","2021","Medicine","Unknown","100","[c]","48370","37890"
"New entrant CS","2021","Operational Delivery","Heterosexual / straight","8505","[c]","26410","22920"
"New entrant CS","2021","Operational Delivery","LGBO","840","[c]","25200","22920"
"New entrant CS","2021","Operational Delivery","Undeclared","730","[c]","27910","24020"
"New entrant CS","2021","Operational Delivery","Unknown","5950","[c]","24080","22350"
"New entrant CS","2021","Operational Research","Heterosexual / straight","70","[c]","32790","32540"
"New entrant CS","2021","Operational Research","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","30","[c]","33630","35050"
"New entrant CS","2021","Other","Heterosexual / straight","1185","[c]","27640","24010"
"New entrant CS","2021","Other","LGBO","85","[c]","26940","25690"
"New entrant CS","2021","Other","Undeclared","85","[c]","29800","23450"
"New entrant CS","2021","Other","Unknown","470","[c]","30210","27450"
"New entrant CS","2021","Planning","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Heterosexual / straight","1700","[c]","36860","33570"
"New entrant CS","2021","Policy","LGBO","270","[c]","35630","33210"
"New entrant CS","2021","Policy","Undeclared","220","[c]","36710","33570"
"New entrant CS","2021","Policy","Unknown","1140","[c]","38790","33570"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","780","[c]","37750","34710"
"New entrant CS","2021","Project Delivery","LGBO","70","[c]","34490","33000"
"New entrant CS","2021","Project Delivery","Undeclared","40","[c]","40650","37740"
"New entrant CS","2021","Project Delivery","Unknown","295","[c]","37810","35050"
"New entrant CS","2021","Property","Heterosexual / straight","335","[c]","34030","31450"
"New entrant CS","2021","Property","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","120","[c]","34100","28500"
"New entrant CS","2021","Psychology","Heterosexual / straight","60","[c]","26360","24620"
"New entrant CS","2021","Psychology","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Unknown","45","[c]","27250","24620"
"New entrant CS","2021","Science and Engineering","Heterosexual / straight","885","[c]","32490","30000"
"New entrant CS","2021","Science and Engineering","LGBO","95","[c]","28110","26880"
"New entrant CS","2021","Science and Engineering","Undeclared","100","[c]","31890","31370"
"New entrant CS","2021","Science and Engineering","Unknown","230","[c]","29230","25190"
"New entrant CS","2021","Security","Heterosexual / straight","435","[c]","26510","23540"
"New entrant CS","2021","Security","LGBO","30","[c]","26610","24880"
"New entrant CS","2021","Security","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","255","[c]","29020","25540"
"New entrant CS","2021","Social Research","Heterosexual / straight","140","[c]","33030","32540"
"New entrant CS","2021","Social Research","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","50","[c]","35200","32540"
"New entrant CS","2021","Statistics","Heterosexual / straight","210","[c]","34280","31810"
"New entrant CS","2021","Statistics","LGBO","35","[c]","32690","29770"
"New entrant CS","2021","Statistics","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","100","[c]","32150","30480"
"New entrant CS","2021","Tax","Heterosexual / straight","940","[c]","23130","20140"
"New entrant CS","2021","Tax","LGBO","105","[c]","22650","20140"
"New entrant CS","2021","Tax","Undeclared","50","[c]","25030","20140"
"New entrant CS","2021","Tax","Unknown","2145","[c]","22280","20140"
"New entrant CS","2021","Unknown","Heterosexual / straight","14585","[c]","27500","27570"
"New entrant CS","2021","Unknown","LGBO","1555","[c]","27130","27570"
"New entrant CS","2021","Unknown","Undeclared","905","[c]","28360","27570"
"New entrant CS","2021","Unknown","Unknown","4405","[c]","32840","28000"
"New entrant CS","2021","Veterinarian","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
