"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","EO","Female","40","35","27030","26750"
"In post","2021","Undeclared","Food Standards Agency","EO","Male","45","45","26960","26750"
"In post","2021","Undeclared","Food Standards Agency","G6/G7","Female","35","35","58570","56130"
"In post","2021","Undeclared","Food Standards Agency","G6/G7","Male","40","40","57280","56130"
"In post","2021","Undeclared","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","SEO/HEO","Female","145","140","36230","37350"
"In post","2021","Undeclared","Food Standards Agency","SEO/HEO","Male","115","115","35730","37630"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","EO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","Female","45","45","61010","60720"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","Male","80","80","61410","60880"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","Female","40","40","37990","37300"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","Male","85","80","38280","37560"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","EO","Female","60","55","27390","27130"
"In post","2021","Undeclared","HM Land Registry","EO","Male","35","30","28110","27130"
"In post","2021","Undeclared","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","SEO/HEO","Female","40","35","36330","33840"
"In post","2021","Undeclared","HM Land Registry","SEO/HEO","Male","65","55","37690","38450"
"In post","2021","Undeclared","HM Revenue and Customs","AA/AO","Female","435","345","21300","21440"
"In post","2021","Undeclared","HM Revenue and Customs","AA/AO","Male","385","360","20960","20140"
"In post","2021","Undeclared","HM Revenue and Customs","EO","Female","350","305","27150","26000"
"In post","2021","Undeclared","HM Revenue and Customs","EO","Male","405","385","27030","25560"
"In post","2021","Undeclared","HM Revenue and Customs","G6/G7","Female","140","135","58500","58130"
"In post","2021","Undeclared","HM Revenue and Customs","G6/G7","Male","330","320","58380","56730"
"In post","2021","Undeclared","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","SEO/HEO","Female","505","465","35330","34170"
"In post","2021","Undeclared","HM Revenue and Customs","SEO/HEO","Male","710","685","35490","33570"
"In post","2021","Undeclared","HM Treasury","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","EO","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","G6/G7","Female","55","55","56890","54210"
"In post","2021","Undeclared","HM Treasury","G6/G7","Male","90","85","59400","57420"
"In post","2021","Undeclared","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","SEO/HEO","Female","85","85","34740","32860"
"In post","2021","Undeclared","HM Treasury","SEO/HEO","Male","90","90","34060","32320"
"In post","2021","Undeclared","Home Office","AA/AO","Female","150","125","22740","21430"
"In post","2021","Undeclared","Home Office","AA/AO","Male","140","130","21790","21430"
"In post","2021","Undeclared","Home Office","EO","Female","355","310","27320","27370"
"In post","2021","Undeclared","Home Office","EO","Male","430","400","27440","27370"
"In post","2021","Undeclared","Home Office","G6/G7","Female","75","70","60770","57680"
"In post","2021","Undeclared","Home Office","G6/G7","Male","95","95","61500","58460"
"In post","2021","Undeclared","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","SEO/HEO","Female","220","210","36810","36410"
"In post","2021","Undeclared","Home Office","SEO/HEO","Male","315","310","36240","35200"
"In post","2021","Undeclared","Home Office","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Home Office","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","AA/AO","Female","415","385","21560","21130"
"In post","2021","Undeclared","Ministry of Defence","AA/AO","Male","705","695","23900","20920"
"In post","2021","Undeclared","Ministry of Defence","EO","Female","275","265","26920","26670"
"In post","2021","Undeclared","Ministry of Defence","EO","Male","550","535","28500","27460"
"In post","2021","Undeclared","Ministry of Defence","G6/G7","Female","150","140","55600","54540"
"In post","2021","Undeclared","Ministry of Defence","G6/G7","Male","380","375","55210","54540"
"In post","2021","Undeclared","Ministry of Defence","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","SEO/HEO","Female","510","490","36380","35300"
"In post","2021","Undeclared","Ministry of Defence","SEO/HEO","Male","1045","1025","37960","37360"
"In post","2021","Undeclared","Ministry of Defence","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Unknown","Male","120","120","44390","41800"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","EO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","Female","35","30","55820","53130"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","Male","40","40","58730","58810"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","35","35","37190","36340"
"In post","2021","Undeclared","Ministry of Justice","AA/AO","Female","2150","1860","24040","22030"
"In post","2021","Undeclared","Ministry of Justice","AA/AO","Male","3010","2765","28130","31650"
"In post","2021","Undeclared","Ministry of Justice","EO","Female","595","555","28650","27380"
"In post","2021","Undeclared","Ministry of Justice","EO","Male","1010","965","31820","33520"
"In post","2021","Undeclared","Ministry of Justice","G6/G7","Female","115","115","61740","59940"
"In post","2021","Undeclared","Ministry of Justice","G6/G7","Male","120","120","65700","65520"
"In post","2021","Undeclared","Ministry of Justice","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","SEO/HEO","Female","690","655","38850","38150"
"In post","2021","Undeclared","Ministry of Justice","SEO/HEO","Male","825","800","41000","38160"
"In post","2021","Undeclared","Ministry of Justice","Unknown","Female","375","345","30620","30210"
"In post","2021","Undeclared","Ministry of Justice","Unknown","Male","165","160","29710","30210"
"In post","2021","Undeclared","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","AA/AO","Female","45","40","22130","22220"
"In post","2021","Undeclared","Scottish Government","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","EO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","EO","Male","30","30","30230","30080"
"In post","2021","Undeclared","Scottish Government","G6/G7","Female","30","30","61280","61010"
"In post","2021","Undeclared","Scottish Government","G6/G7","Male","30","25","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","SEO/HEO","Female","75","75","38930","36780"
"In post","2021","Undeclared","Scottish Government","SEO/HEO","Male","55","50","41970","42540"
"In post","2021","Undeclared","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","Female","35","25","19190","19130"
"In post","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","Male","20","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Wales Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","AA/AO","Male","15","10","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","SEO/HEO","Female","40","40","41030","37410"
"In post","2021","Undeclared","Welsh Government","SEO/HEO","Male","45","45","42920","47000"
"In post","2021","Unknown","Attorney General's Departments","AA/AO","Female","360","340","21400","21950"
"In post","2021","Unknown","Attorney General's Departments","AA/AO","Male","115","110","21170","21000"
"In post","2021","Unknown","Attorney General's Departments","EO","Female","225","215","27360","26970"
"In post","2021","Unknown","Attorney General's Departments","EO","Male","95","90","27460","26970"
"In post","2021","Unknown","Attorney General's Departments","G6/G7","Female","525","475","57640","55610"
"In post","2021","Unknown","Attorney General's Departments","G6/G7","Male","320","315","57850","55610"
"In post","2021","Unknown","Attorney General's Departments","SCS level","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","SEO/HEO","Female","200","190","37650","38000"
"In post","2021","Unknown","Attorney General's Departments","SEO/HEO","Male","120","120","37290","38000"
"In post","2021","Unknown","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","AA/AO","Female","100","90","21310","20920"
"In post","2021","Unknown","Cabinet Office","AA/AO","Male","65","65","21200","20920"
"In post","2021","Unknown","Cabinet Office","EO","Female","100","95","27110","27500"
"In post","2021","Unknown","Cabinet Office","EO","Male","75","75","27340","27500"
"In post","2021","Unknown","Cabinet Office","G6/G7","Female","480","470","60830","54700"
"In post","2021","Unknown","Cabinet Office","G6/G7","Male","505","500","61700","56470"
"In post","2021","Unknown","Cabinet Office","SCS level","Female","200","195","84100","72140"
"In post","2021","Unknown","Cabinet Office","SCS level","Male","260","260","88990","73180"
"In post","2021","Unknown","Cabinet Office","SEO/HEO","Female","1245","1235","31300","29250"
"In post","2021","Unknown","Cabinet Office","SEO/HEO","Male","935","935","31480","32000"
"In post","2021","Unknown","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
