"Status","Year","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Female","45","[c]","27740","23910"
"Leaver CS","2021","Asian","Science and Engineering","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Female","340","[c]","26700","25110"
"Leaver CS","2021","Asian","Unknown","Male","245","[c]","26920","25120"
"Leaver CS","2021","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Female","110","[c]","24620","23500"
"Leaver CS","2021","Black","Operational Delivery","Male","90","[c]","29360","25380"
"Leaver CS","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Female","155","[c]","28240","25110"
"Leaver CS","2021","Black","Unknown","Male","90","[c]","28630","25120"
"Leaver CS","2021","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Female","80","[c]","25250","22570"
"Leaver CS","2021","Mixed","Operational Delivery","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Policy","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Policy","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Female","85","[c]","25960","24360"
"Leaver CS","2021","Mixed","Unknown","Male","65","[c]","28450","27400"
"Leaver CS","2021","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
