"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Sussex (North East)","Outside London","G7","40","40","55380","54590"
"In post","2021","West Sussex (North East)","Outside London","HEO","165","155","34550","32490"
"In post","2021","West Sussex (North East)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","West Sussex (North East)","Outside London","SEO","65","65","41940","39670"
"In post","2021","West Sussex (North East)","Outside London","Unknown","25","25","29220","29200"
"In post","2021","West Sussex (South West)","Outside London","AA","30","30","19860","20600"
"In post","2021","West Sussex (South West)","Outside London","AO","360","320","22030","21010"
"In post","2021","West Sussex (South West)","Outside London","EO","445","400","27460","27570"
"In post","2021","West Sussex (South West)","Outside London","G6","25","25","65470","64670"
"In post","2021","West Sussex (South West)","Outside London","G7","65","65","52160","52580"
"In post","2021","West Sussex (South West)","Outside London","HEO","195","180","32490","31810"
"In post","2021","West Sussex (South West)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","West Sussex (South West)","Outside London","SEO","130","125","39580","38630"
"In post","2021","West Sussex (South West)","Outside London","Unknown","55","50","30420","30210"
"In post","2021","Westminster","London","AA","310","295","21190","21760"
"In post","2021","Westminster","London","AO","2230","2125","24850","24490"
"In post","2021","Westminster","London","EO","6500","6330","29000","28700"
"In post","2021","Westminster","London","G6","6300","6070","68360","66940"
"In post","2021","Westminster","London","G7","14785","14335","56280","54760"
"In post","2021","Westminster","London","HEO","12820","12655","34630","34360"
"In post","2021","Westminster","London","SCS level","3850","3735","89050","79590"
"In post","2021","Westminster","London","SEO","8790","8615","42420","41950"
"In post","2021","Westminster","London","Unknown","110","105","41980","41060"
"In post","2021","Wiltshire","Outside London","AA","285","280","19440","19560"
"In post","2021","Wiltshire","Outside London","AO","965","910","22860","21130"
"In post","2021","Wiltshire","Outside London","EO","1240","1180","26730","26670"
"In post","2021","Wiltshire","Outside London","G6","240","230","69160","66440"
"In post","2021","Wiltshire","Outside London","G7","1405","1360","51540","49060"
"In post","2021","Wiltshire","Outside London","HEO","1740","1680","31760","33000"
"In post","2021","Wiltshire","Outside London","SCS level","60","55","95210","92460"
"In post","2021","Wiltshire","Outside London","SEO","1445","1385","39710","40000"
"In post","2021","Wiltshire","Outside London","Unknown","100","95","36050","32690"
"In post","2021","Wirral","Outside London","AA","10","10","18980","19560"
"In post","2021","Wirral","Outside London","AO","990","845","21100","21010"
"In post","2021","Wirral","Outside London","EO","750","655","27350","27570"
"In post","2021","Wirral","Outside London","G6","10","10","71250","64420"
"In post","2021","Wirral","Outside London","G7","35","30","54160","52670"
"In post","2021","Wirral","Outside London","HEO","195","175","33180","33840"
"In post","2021","Wirral","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Outside London","SEO","90","85","40120","40670"
"In post","2021","Wirral","Outside London","Unknown","60","55","28750","28200"
"In post","2021","Wolverhampton","Outside London","AA","30","25","17500","16880"
"In post","2021","Wolverhampton","Outside London","AO","335","275","20560","21010"
"In post","2021","Wolverhampton","Outside London","EO","380","340","27290","27570"
"In post","2021","Wolverhampton","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Wolverhampton","Outside London","HEO","40","35","32010","31990"
"In post","2021","Wolverhampton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Outside London","SEO","10","10","38940","38960"
"In post","2021","Wolverhampton","Outside London","Unknown","85","75","26240","23840"
"In post","2021","Worcestershire","Outside London","AA","205","190","20360","20600"
"In post","2021","Worcestershire","Outside London","AO","910","860","24510","23490"
"In post","2021","Worcestershire","Outside London","EO","515","480","28020","27570"
"In post","2021","Worcestershire","Outside London","G6","25","25","64130","61330"
"In post","2021","Worcestershire","Outside London","G7","55","55","51890","49830"
"In post","2021","Worcestershire","Outside London","HEO","230","220","32910","31990"
"In post","2021","Worcestershire","Outside London","SCS level","10","10","86620","77390"
"In post","2021","Worcestershire","Outside London","SEO","145","140","42900","39620"
"In post","2021","Worcestershire","Outside London","Unknown","160","150","29780","28320"
"In post","2021","York","Outside London","AA","50","45","19310","18800"
"In post","2021","York","Outside London","AO","525","485","21750","21050"
"In post","2021","York","Outside London","EO","505","480","26690","26670"
"In post","2021","York","Outside London","G6","95","90","66650","63120"
"In post","2021","York","Outside London","G7","505","475","56470","54200"
"In post","2021","York","Outside London","HEO","540","520","31900","31690"
"In post","2021","York","Outside London","SCS level","25","25","91310","83370"
"In post","2021","York","Outside London","SEO","455","440","39950","38180"
"In post","2021","York","Outside London","Unknown","90","85","29630","28200"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","AO","45","[c]","26010","22220"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","EO","45","[c]","28940","27570"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","HEO","30","[c]","35360","35110"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","SEO","15","[c]","53540","46600"
"Leaver CS","2021","Angus and Dundee City","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","AO","50","[c]","20890","21010"
"Leaver CS","2021","Angus and Dundee City","Outside London","EO","25","[c]","27530","27570"
"Leaver CS","2021","Angus and Dundee City","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","EO","20","[c]","30800","31060"
"Leaver CS","2021","Barking & Dagenham and Havering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","AO","25","[c]","23740","23550"
"Leaver CS","2021","Barnet","London","EO","35","[c]","29400","30400"
"Leaver CS","2021","Barnet","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","G7","15","[c]","57120","55130"
"Leaver CS","2021","Barnet","London","HEO","30","[c]","33190","32650"
"Leaver CS","2021","Barnet","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","SEO","25","[c]","41550","40560"
"Leaver CS","2021","Barnet","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","AA","35","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","AO","90","[c]","21040","21010"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","EO","50","[c]","27240","27570"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AO","35","[c]","20330","20920"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","120","[c]","22670","22080"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","15","[c]","70470","68690"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","40","[c]","52920","53130"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","110","[c]","31240","31950"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","15","[c]","107940","107450"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","120","[c]","41450","41000"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","40","[c]","40790","39860"
"Leaver CS","2021","Bedford","Outside London","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","AO","40","[c]","23020","21940"
"Leaver CS","2021","Bedford","Outside London","EO","15","[c]","26790","27160"
"Leaver CS","2021","Bedford","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","AO","55","[c]","20850","21010"
"Leaver CS","2021","Belfast","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","AA","15","[c]","18700","18760"
"Leaver CS","2021","Berkshire","Outside London","AO","65","[c]","25680","23540"
"Leaver CS","2021","Berkshire","Outside London","EO","40","[c]","31440","29290"
"Leaver CS","2021","Berkshire","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","AO","65","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","EO","25","[c]","31080","31060"
"Leaver CS","2021","Bexley and Greenwich","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","AA","15","[c]","17980","17430"
"Leaver CS","2021","Birmingham","Outside London","AO","190","[c]","20470","20150"
"Leaver CS","2021","Birmingham","Outside London","EO","95","[c]","25890","26120"
"Leaver CS","2021","Birmingham","Outside London","G6","15","[c]","76120","73820"
"Leaver CS","2021","Birmingham","Outside London","G7","50","[c]","59760","57830"
"Leaver CS","2021","Birmingham","Outside London","HEO","65","[c]","33610","33300"
"Leaver CS","2021","Birmingham","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","SEO","55","[c]","42950","42170"
"Leaver CS","2021","Birmingham","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","AO","155","[c]","20790","21010"
"Leaver CS","2021","Blackpool","Outside London","EO","60","[c]","27180","27570"
"Leaver CS","2021","Blackpool","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","G7","10","[c]","51180","49890"
"Leaver CS","2021","Blackpool","Outside London","HEO","15","[c]","33720","33450"
"Leaver CS","2021","Blackpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","SEO","15","[c]","37960","38330"
"Leaver CS","2021","Blackpool","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","AO","10","[c]","20530","21010"
"Leaver CS","2021","Bournemouth and Poole","Outside London","EO","15","[c]","26440","27570"
"Leaver CS","2021","Bournemouth and Poole","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","AO","95","[c]","20270","20500"
"Leaver CS","2021","Bradford","Outside London","EO","50","[c]","26340","26380"
"Leaver CS","2021","Bradford","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","EO","10","[c]","30220","31060"
"Leaver CS","2021","Brent","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","AO","25","[c]","20700","21010"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","EO","15","[c]","29240","27570"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","AO","15","[c]","21060","20650"
"Leaver CS","2021","Brighton and Hove","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","AA","15","[c]","17880","18220"
"Leaver CS","2021","Bristol, City of","Outside London","AO","110","[c]","20610","20500"
"Leaver CS","2021","Bristol, City of","Outside London","EO","75","[c]","26190","27530"
"Leaver CS","2021","Bristol, City of","Outside London","G6","25","[c]","65880","61960"
"Leaver CS","2021","Bristol, City of","Outside London","G7","35","[c]","52380","50350"
"Leaver CS","2021","Bristol, City of","Outside London","HEO","55","[c]","32080","32000"
"Leaver CS","2021","Bristol, City of","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","SEO","30","[c]","41470","40130"
"Leaver CS","2021","Bristol, City of","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","AO","10","[c]","23950","25110"
"Leaver CS","2021","Bromley","London","EO","15","[c]","30730","31060"
"Leaver CS","2021","Bromley","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","AO","65","[c]","21530","21010"
"Leaver CS","2021","Buckinghamshire CC","Outside London","EO","50","[c]","29830","29930"
"Leaver CS","2021","Buckinghamshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","AO","20","[c]","20490","21010"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","EO","25","[c]","27310","27570"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Outside London","AO","70","[c]","23570","21570"
"Leaver CS","2021","Cambridgeshire CC","Outside London","EO","40","[c]","27000","26890"
"Leaver CS","2021","Cambridgeshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Outside London","G7","15","[c]","58470","55000"
"Leaver CS","2021","Cambridgeshire CC","Outside London","HEO","30","[c]","32490","32430"
"Leaver CS","2021","Cambridgeshire CC","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Outside London","SEO","20","[c]","40920","40580"
"Leaver CS","2021","Cambridgeshire CC","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","London","AA","35","[c]","20530","20280"
"Leaver CS","2021","Camden and City of London","London","AO","110","[c]","23200","22680"
"Leaver CS","2021","Camden and City of London","London","EO","90","[c]","27290","26880"
"Leaver CS","2021","Camden and City of London","London","G6","15","[c]","79980","76200"
"Leaver CS","2021","Camden and City of London","London","G7","45","[c]","56380","56640"
"Leaver CS","2021","Camden and City of London","London","HEO","80","[c]","33870","33180"
"Leaver CS","2021","Camden and City of London","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","London","SEO","40","[c]","45320","45000"
"Leaver CS","2021","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","AA","35","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","AO","255","[c]","21000","21010"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","EO","130","[c]","27240","27460"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","G6","15","[c]","71920","74730"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","G7","35","[c]","57280","58570"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","HEO","55","[c]","34820","36500"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","SCS level","15","[c]","89690","78460"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","SEO","40","[c]","42660","42300"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Causeway Coast and Glens","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Outside London","AA","25","[c]","17670","17180"
"Leaver CS","2021","Central Hampshire","Outside London","AO","55","[c]","21570","21010"
"Leaver CS","2021","Central Hampshire","Outside London","EO","35","[c]","26520","26670"
"Leaver CS","2021","Central Hampshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Outside London","G7","15","[c]","51730","53030"
"Leaver CS","2021","Central Hampshire","Outside London","HEO","50","[c]","32280","32430"
"Leaver CS","2021","Central Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Outside London","SEO","20","[c]","38990","39510"
"Leaver CS","2021","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","AO","20","[c]","21670","20500"
"Leaver CS","2021","Central Valleys","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","AO","35","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","EO","15","[c]","26710","26520"
"Leaver CS","2021","Cheshire East","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Outside London","AO","10","[c]","20880","21010"
"Leaver CS","2021","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","AO","45","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Outside London","AA","50","[c]","20570","20640"
"Leaver CS","2021","City of Edinburgh","Outside London","AO","150","[c]","22680","21990"
"Leaver CS","2021","City of Edinburgh","Outside London","EO","125","[c]","28980","28170"
"Leaver CS","2021","City of Edinburgh","Outside London","G6","35","[c]","70810","73940"
"Leaver CS","2021","City of Edinburgh","Outside London","G7","45","[c]","56640","56120"
"Leaver CS","2021","City of Edinburgh","Outside London","HEO","90","[c]","34730","35110"
"Leaver CS","2021","City of Edinburgh","Outside London","SCS level","15","[c]","99000","94930"
"Leaver CS","2021","City of Edinburgh","Outside London","SEO","70","[c]","44440","45200"
"Leaver CS","2021","Clackmannanshire and Fife","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Outside London","AO","20","[c]","23970","21010"
