"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Internal Audit","Government Internal Audit Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Government Internal Audit Agency","SEO/HEO","30","25","43880","44670"
"In post","2021","60-64","Internal Audit","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Ministry of Defence (excl. agencies)","SEO/HEO","10","10","39120","34120"
"In post","2021","60-64","Internal Audit","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Crown Office and Procurator Fiscal Service","G6/G7","10","10","69080","68470"
"In post","2021","60-64","Legal","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Crown Office and Procurator Fiscal Service","SEO/HEO","15","10","55440","59480"
"In post","2021","60-64","Legal","Crown Prosecution Service","AA/AO","90","80","22650","21950"
"In post","2021","60-64","Legal","Crown Prosecution Service","EO","65","55","28790","28430"
"In post","2021","60-64","Legal","Crown Prosecution Service","G6/G7","195","160","60580","59930"
"In post","2021","60-64","Legal","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Crown Prosecution Service","SEO/HEO","30","30","35600","34480"
"In post","2021","60-64","Legal","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","FCDO Services","G6/G7","10","5","54870","53630"
"In post","2021","60-64","Legal","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Government Legal Department","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Legal","Government Legal Department","EO","15","10","28610","27940"
"In post","2021","60-64","Legal","Government Legal Department","G6/G7","50","40","68640","70230"
"In post","2021","60-64","Legal","Government Legal Department","SCS level","15","15","94780","92470"
"In post","2021","60-64","Legal","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","HM Courts and Tribunals Service","G6/G7","15","15","62150","64890"
"In post","2021","60-64","Legal","HM Courts and Tribunals Service","SEO/HEO","70","55","45900","46210"
"In post","2021","60-64","Legal","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2021","60-64","Legal","HM Land Registry","G6/G7","15","10","66150","65970"
"In post","2021","60-64","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Legal","HM Revenue and Customs (excl. agencies)","AA/AO","15","15","23370","24120"
"In post","2021","60-64","Legal","HM Revenue and Customs (excl. agencies)","EO","25","15","28130","28130"
"In post","2021","60-64","Legal","HM Revenue and Customs (excl. agencies)","G6/G7","15","15","62540","61920"
"In post","2021","60-64","Legal","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","HM Revenue and Customs (excl. agencies)","SEO/HEO","20","15","36340","37390"
"In post","2021","60-64","Legal","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Legal Aid Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Legal","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Ministry of Justice (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Legal","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Scottish Courts and Tribunals Service","AA/AO","120","95","21310","20070"
"In post","2021","60-64","Legal","Scottish Courts and Tribunals Service","EO","40","30","27560","29350"
"In post","2021","60-64","Legal","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Scottish Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Scottish Courts and Tribunals Service","SEO/HEO","20","20","39440","35230"
"In post","2021","60-64","Legal","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","UK Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","UK Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Advisory, Conciliation and Arbitration Service","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Advisory, Conciliation and Arbitration Service","EO","15","15","25540","25240"
"In post","2021","60-64","No function","Advisory, Conciliation and Arbitration Service","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","45","35","36360","34500"
"In post","2021","60-64","No function","Animal and Plant Health Agency","AA/AO","60","55","22100","21050"
"In post","2021","60-64","No function","Animal and Plant Health Agency","EO","55","50","26800","26520"
"In post","2021","60-64","No function","Animal and Plant Health Agency","G6/G7","15","15","57110","54940"
"In post","2021","60-64","No function","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Animal and Plant Health Agency","SEO/HEO","75","65","37500","35900"
"In post","2021","60-64","No function","Cabinet Office (excl. agencies)","AA/AO","10","10","24120","24490"
"In post","2021","60-64","No function","Cabinet Office (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","60-64","No function","Cabinet Office (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","No function","Cabinet Office (excl. agencies)","SCS level","10","10","108990","93740"
"In post","2021","60-64","No function","Cabinet Office (excl. agencies)","SEO/HEO","15","15","37560","37300"
"In post","2021","60-64","No function","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Companies House","AA/AO","50","40","22120","22490"
"In post","2021","60-64","No function","Companies House","EO","10","10","27000","27460"
"In post","2021","60-64","No function","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Criminal Injuries Compensation Authority","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Criminal Injuries Compensation Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Crown Office and Procurator Fiscal Service","AA/AO","55","45","22190","22220"
"In post","2021","60-64","No function","Crown Office and Procurator Fiscal Service","EO","15","10","28860","29040"
"In post","2021","60-64","No function","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","15","15","37540","34150"
"In post","2021","60-64","No function","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Defence Science and Technology Laboratory","G6/G7","90","80","54080","51800"
"In post","2021","60-64","No function","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Defence Science and Technology Laboratory","SEO/HEO","45","40","36380","37320"
"In post","2021","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","25","25","28680","28000"
"In post","2021","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","45","40","63900","59380"
"In post","2021","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","40","40","38220","36740"
"In post","2021","60-64","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Digital, Culture, Media and Sport","G6/G7","10","10","63650","58920"
"In post","2021","60-64","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Department for Education (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Department for Education (excl. agencies)","EO","10","10","27560","26000"
"In post","2021","60-64","No function","Department for Education (excl. agencies)","G6/G7","30","25","58010","57440"
"In post","2021","60-64","No function","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Education (excl. agencies)","SEO/HEO","35","30","36930","37030"
"In post","2021","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","10","29170","29740"
"In post","2021","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","20","20","57680","57390"
"In post","2021","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","25","25","37230","35900"
"In post","2021","60-64","No function","Department for International Trade","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Department for International Trade","G6/G7","25","20","61690","60130"
"In post","2021","60-64","No function","Department for International Trade","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","No function","Department for International Trade","SEO/HEO","20","20","38270","38540"
"In post","2021","60-64","No function","Department for Transport (excl. agencies)","AA/AO","30","20","29240","29010"
"In post","2021","60-64","No function","Department for Transport (excl. agencies)","EO","20","20","29720","30720"
"In post","2021","60-64","No function","Department for Transport (excl. agencies)","G6/G7","25","25","68530","59540"
"In post","2021","60-64","No function","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department for Transport (excl. agencies)","SEO/HEO","35","30","40650","38160"
"In post","2021","60-64","No function","Department of Health and Social Care (excl. agencies)","EO","10","5","[c]","[c]"
"In post","2021","60-64","No function","Department of Health and Social Care (excl. agencies)","G6/G7","20","20","60170","59990"
"In post","2021","60-64","No function","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Department of Health and Social Care (excl. agencies)","SEO/HEO","20","15","37800","37210"
"In post","2021","60-64","No function","Driver and Vehicle Licensing Agency","AA/AO","390","265","20120","21590"
"In post","2021","60-64","No function","Driver and Vehicle Licensing Agency","EO","40","30","26850","26780"
"In post","2021","60-64","No function","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Driver and Vehicle Licensing Agency","SEO/HEO","10","10","33320","32580"
"In post","2021","60-64","No function","Driver and Vehicle Standards Agency","AA/AO","140","120","25300","26580"
"In post","2021","60-64","No function","Driver and Vehicle Standards Agency","EO","375","320","28380","26780"
"In post","2021","60-64","No function","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Driver and Vehicle Standards Agency","SEO/HEO","70","65","35600","34800"
"In post","2021","60-64","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Education and Skills Funding Agency","G6/G7","25","25","57720","54520"
"In post","2021","60-64","No function","Education and Skills Funding Agency","SEO/HEO","20","20","34810","34290"
"In post","2021","60-64","No function","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","ESTYN","G6/G7","10","10","73570","74730"
"In post","2021","60-64","No function","Food Standards Agency","EO","75","65","27680","26750"
"In post","2021","60-64","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Food Standards Agency","SEO/HEO","15","15","38250","37910"
"In post","2021","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","15","15","27400","28000"
"In post","2021","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","EO","15","15","32110","33150"
"In post","2021","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","25","25","62150","61790"
"In post","2021","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","30","30","92950","93900"
"In post","2021","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","25","25","43330","39820"
"In post","2021","60-64","No function","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Health and Safety Executive","AA/AO","35","25","22850","22160"
"In post","2021","60-64","No function","Health and Safety Executive","EO","30","25","29110","29370"
"In post","2021","60-64","No function","Health and Safety Executive","G6/G7","40","35","64940","62110"
"In post","2021","60-64","No function","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Health and Safety Executive","SEO/HEO","80","70","53650","46320"
"In post","2021","60-64","No function","HM Courts and Tribunals Service","AA/AO","1235","1040","19670","19830"
"In post","2021","60-64","No function","HM Courts and Tribunals Service","EO","160","140","24990","24550"
"In post","2021","60-64","No function","HM Courts and Tribunals Service","G6/G7","15","10","57200","52850"
"In post","2021","60-64","No function","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","HM Courts and Tribunals Service","SEO/HEO","70","65","32730","31250"
"In post","2021","60-64","No function","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","HM Land Registry","AA/AO","75","65","22500","22350"
"In post","2021","60-64","No function","HM Land Registry","EO","165","115","27300","27130"
"In post","2021","60-64","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","HM Land Registry","SEO/HEO","180","115","36000","33840"
"In post","2021","60-64","No function","HM Prison and Probation Service","AA/AO","1980","1545","25480","23240"
"In post","2021","60-64","No function","HM Prison and Probation Service","EO","440","340","31170","32040"
"In post","2021","60-64","No function","HM Prison and Probation Service","G6/G7","30","25","76000","72130"
"In post","2021","60-64","No function","HM Prison and Probation Service","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","No function","HM Prison and Probation Service","SEO/HEO","320","255","41110","37820"
"In post","2021","60-64","No function","HM Prison and Probation Service","Unknown","955","820","30700","28200"
"In post","2021","60-64","No function","HM Revenue and Customs (excl. agencies)","AA/AO","1625","1215","20930","21400"
"In post","2021","60-64","No function","HM Revenue and Customs (excl. agencies)","EO","635","460","27680","28130"
"In post","2021","60-64","No function","HM Revenue and Customs (excl. agencies)","G6/G7","165","125","61370","59160"
"In post","2021","60-64","No function","HM Revenue and Customs (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","600","455","35970","35000"
"In post","2021","60-64","No function","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","HM Treasury (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","HM Treasury (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Insolvency Service","AA/AO","40","35","21130","20880"
"In post","2021","60-64","No function","Insolvency Service","EO","15","10","26360","26290"
"In post","2021","60-64","No function","Insolvency Service","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Insolvency Service","SEO/HEO","20","15","36530","37290"
"In post","2021","60-64","No function","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Legal Aid Agency","AA/AO","35","35","20280","19950"
"In post","2021","60-64","No function","Legal Aid Agency","EO","15","15","26220","27540"
"In post","2021","60-64","No function","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Legal Aid Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Maritime and Coastguard Agency","AA/AO","20","15","23520","21590"
"In post","2021","60-64","No function","Maritime and Coastguard Agency","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Maritime and Coastguard Agency","G6/G7","15","15","67990","71280"
"In post","2021","60-64","No function","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Maritime and Coastguard Agency","SEO/HEO","30","30","42680","42520"
"In post","2021","60-64","No function","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Met Office","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","25","20","59490","57110"
"In post","2021","60-64","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","35","35","37740","37600"
"In post","2021","60-64","No function","Ministry of Justice (excl. agencies)","AA/AO","20","20","21280","21180"
"In post","2021","60-64","No function","Ministry of Justice (excl. agencies)","EO","15","15","26580","26410"
"In post","2021","60-64","No function","Ministry of Justice (excl. agencies)","G6/G7","20","15","55940","55030"
"In post","2021","60-64","No function","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Ministry of Justice (excl. agencies)","SEO/HEO","30","30","37680","37340"
"In post","2021","60-64","No function","National Crime Agency","AA/AO","30","25","25250","25330"
"In post","2021","60-64","No function","National Crime Agency","EO","100","90","35320","36170"
"In post","2021","60-64","No function","National Crime Agency","G6/G7","15","15","72970","72360"
"In post","2021","60-64","No function","National Crime Agency","SEO/HEO","110","105","46740","45480"
"In post","2021","60-64","No function","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","25","20","21160","21160"
"In post","2021","60-64","No function","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","45","40","76970","75500"
"In post","2021","60-64","No function","Office for Standards in Education, Children's Services and Skills","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","45","40","48720","51360"
"In post","2021","60-64","No function","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Rail and Road","G6/G7","10","10","68560","66630"
"In post","2021","60-64","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Office of Rail and Road","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Office of the Public Guardian","AA/AO","50","45","19640","19930"
"In post","2021","60-64","No function","Office of the Public Guardian","EO","10","10","21840","21530"
"In post","2021","60-64","No function","Office of the Public Guardian","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","No function","Planning Inspectorate","AA/AO","10","10","21800","22560"
"In post","2021","60-64","No function","Planning Inspectorate","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Planning Inspectorate","G6/G7","40","30","61500","58810"
"In post","2021","60-64","No function","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Planning Inspectorate","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Public Health England","AA/AO","50","40","21420","21570"
"In post","2021","60-64","No function","Public Health England","EO","60","55","27220","26880"
"In post","2021","60-64","No function","Public Health England","G6/G7","115","100","61090","56920"
"In post","2021","60-64","No function","Public Health England","SCS level","70","55","122280","114280"
"In post","2021","60-64","No function","Public Health England","SEO/HEO","115","95","37600","37860"
"In post","2021","60-64","No function","Registers of Scotland","AA/AO","25","20","23720","24130"
"In post","2021","60-64","No function","Registers of Scotland","EO","25","20","30080","30080"
"In post","2021","60-64","No function","Registers of Scotland","SEO/HEO","15","10","37790","36780"
"In post","2021","60-64","No function","Scottish Prison Service","AA/AO","65","50","24280","25870"
"In post","2021","60-64","No function","Scottish Prison Service","EO","160","95","33630","33650"
"In post","2021","60-64","No function","Scottish Prison Service","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","Scottish Prison Service","SEO/HEO","75","45","41040","39500"
"In post","2021","60-64","No function","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
