"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","Female","15","15","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","190","180","47840","42050"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","100","100","55380","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","95","95","36770","32960"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","70","70","39670","32960"
"In post","2021","Met Office","Commercial","Female","100","95","41620","39560"
"In post","2021","Met Office","Commercial","Male","90","90","44490","46100"
"In post","2021","Met Office","Communications","Female","20","15","[c]","[c]"
"In post","2021","Met Office","Communications","Male","15","15","[c]","[c]"
"In post","2021","Met Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Digital, Data and Technology","Female","90","85","35140","33860"
"In post","2021","Met Office","Digital, Data and Technology","Male","260","255","38020","34620"
"In post","2021","Met Office","Finance","Female","15","10","[c]","[c]"
"In post","2021","Met Office","Finance","Male","15","15","[c]","[c]"
"In post","2021","Met Office","Human Resources","Female","45","45","37140","32810"
"In post","2021","Met Office","Human Resources","Male","25","20","[c]","[c]"
"In post","2021","Met Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Legal","Female","5","5","[c]","[c]"
"In post","2021","Met Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Operational Delivery","Female","65","60","38730","39650"
"In post","2021","Met Office","Operational Delivery","Male","155","150","42070","39890"
"In post","2021","Met Office","Other","Female","15","10","[c]","[c]"
"In post","2021","Met Office","Other","Male","5","5","[c]","[c]"
"In post","2021","Met Office","Project Delivery","Female","100","90","39260","39650"
"In post","2021","Met Office","Project Delivery","Male","100","100","41830","39750"
"In post","2021","Met Office","Property","Female","15","15","[c]","[c]"
"In post","2021","Met Office","Property","Male","10","10","[c]","[c]"
"In post","2021","Met Office","Science and Engineering","Female","325","300","37420","39130"
"In post","2021","Met Office","Science and Engineering","Male","620","595","41600","40140"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","Female","475","450","35460","34800"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","Male","380","375","37350","35000"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","Female","265","250","35440","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","Male","270","270","33790","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","275","265","30370","26930"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","420","415","33760","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","Female","965","910","35840","33280"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","Male","640","630","41370","37000"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","Female","1165","1070","29920","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","Male","505","500","32730","27720"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","255","245","35680","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","600","590","37770","36140"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","Female","70","70","37270","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","Male","65","65","39990","35720"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","330","310","30700","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","350","350","36170","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","Female","1220","1080","40990","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","Male","440","405","54710","43110"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Female","480","450","28080","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Male","185","180","29810","27680"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","Male","70","70","45530","43970"
"In post","2021","Ministry of Defence (excl. agencies)","Other","Female","5445","5145","24200","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Other","Male","5060","4980","26840","22920"
"In post","2021","Ministry of Defence (excl. agencies)","Planning","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","Female","540","520","40570","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","Male","520","515","47720","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","Female","2370","2285","37070","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","Male","2260","2230","42450","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Property","Female","900","860","30030","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Property","Male","1545","1510","32150","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Female","220","210","37030","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Male","1600","1570","32450","27370"
"In post","2021","Ministry of Defence (excl. agencies)","Security","Female","885","860","27700","22650"
"In post","2021","Ministry of Defence (excl. agencies)","Security","Male","5140","5055","29320","25540"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","Female","80","75","40160","40280"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","Male","85","80","39240","36300"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Female","535","505","33460","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Male","985","975","35250","33300"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Female","50","50","40680","34200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Male","50","50","41910","37250"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Female","30","30","51980","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Male","40","40","49670","47160"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Female","25","25","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Male","55","55","45100","35060"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Female","65","65","52150","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Male","45","40","52920","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Female","50","50","41220","33620"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Female","230","215","37770","33490"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Male","195","195","38100","34070"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Female","45","45","46570","42980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Male","50","50","46260","40000"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Female","650","630","47710","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Male","615","615","49320","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Female","65","65","46710","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Male","45","40","44280","40510"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Female","35","35","47890","42980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Male","60","60","48710","48200"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Female","60","60","34100","34090"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Male","50","50","37390","36670"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Female","60","60","46080","45880"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Male","45","45","43570","42150"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","330","320","46450","43960"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","540","535","49200","47590"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","Female","15","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","Male","35","30","44320","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Female","275","265","41830","38990"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Male","255","250","47730","45100"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Female","475","455","41770","37380"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Male","205","200","42080","37170"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","Female","40","35","56750","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","Male","30","30","56200","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Female","895","865","35420","31480"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Male","490","485","35880","31730"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","Female","40","40","47080","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","Male","60","60","47950","46550"
"In post","2021","Ministry of Justice (excl. agencies)","Other","Female","40","40","33880","31150"
"In post","2021","Ministry of Justice (excl. agencies)","Other","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Female","435","420","42270","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Male","240","235","45830","38480"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Female","150","145","41260","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Male","100","95","43930","39530"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Female","60","55","38910","35140"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Male","80","80","43560","36270"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","Female","50","45","48650","44570"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","Female","55","50","46280","42200"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","Male","50","50","44370","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Female","55","50","39550","34030"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Male","55","55","39560","39870"
"In post","2021","National Crime Agency","Commercial","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Male","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Female","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Male","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Female","110","105","38090","36740"
"In post","2021","National Crime Agency","Digital, Data and Technology","Male","150","150","43230","40810"
"In post","2021","National Crime Agency","Finance","Female","30","30","35990","36740"
"In post","2021","National Crime Agency","Finance","Male","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Female","115","105","40250","40060"
"In post","2021","National Crime Agency","Human Resources","Male","70","70","40030","38730"
"In post","2021","National Crime Agency","Legal","Female","30","30","55070","59160"
"In post","2021","National Crime Agency","Legal","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Female","2045","1965","36770","36200"
"In post","2021","National Crime Agency","Operational Delivery","Male","2675","2660","41940","40170"
"In post","2021","National Crime Agency","Project Delivery","Female","50","45","43790","40520"
"In post","2021","National Crime Agency","Project Delivery","Male","45","45","49780","48900"
"In post","2021","National Crime Agency","Property","Female","15","10","[c]","[c]"
"In post","2021","National Crime Agency","Property","Male","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Security","Female","25","25","[c]","[c]"
"In post","2021","National Crime Agency","Security","Male","15","15","[c]","[c]"
"In post","2021","National Infrastructure Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Policy","Female","15","10","[c]","[c]"
"In post","2021","National Infrastructure Commission","Policy","Male","20","20","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Female","235","215","34740","32140"
"In post","2021","National Records of Scotland","Unknown","Male","200","195","34260","31150"
"In post","2021","National Savings and Investments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","Female","15","15","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Finance","Female","15","15","[c]","[c]"
"In post","2021","National Savings and Investments","Finance","Male","15","15","[c]","[c]"
"In post","2021","National Savings and Investments","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Other","Female","55","55","46870","42420"
"In post","2021","National Savings and Investments","Other","Male","40","40","63040","48580"
"In post","2021","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Female","45","45","46600","40640"
"In post","2021","Northern Ireland Office","Policy","Male","50","50","46600","41770"
"In post","2021","Northern Ireland Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Economics","Female","15","15","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Economics","Male","20","20","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","Female","30","25","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","30","30","45100","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","50","50","45020","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","35","35","40910","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","575","560","62970","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","220","220","73180","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","150","130","28460","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","75","75","28960","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","Female","180","170","28140","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","Male","75","75","29470","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","Female","40","40","50580","40960"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","Male","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","Female","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","35","42190","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Female","50","45","38980","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Male","65","65","39530","39850"
"In post","2021","Office of Gas and Electricity Markets","Communications","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Male","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","70","70","51730","49530"
"In post","2021","Office of Gas and Electricity Markets","Economics","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","Male","35","35","44820","41850"
"In post","2021","Office of Gas and Electricity Markets","Finance","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Female","50","50","59400","62300"
"In post","2021","Office of Gas and Electricity Markets","Legal","Male","30","30","71410","68680"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Female","75","75","31760","27010"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Male","90","90","34690","28280"
"In post","2021","Office of Gas and Electricity Markets","Other","Female","250","240","41370","35760"
"In post","2021","Office of Gas and Electricity Markets","Other","Male","280","280","46750","41000"
"In post","2021","Office of Gas and Electricity Markets","Policy","Female","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Policy","Male","55","55","37250","34540"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Male","15","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","55","50","41510","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","30","30","51210","43800"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Male","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Female","[c]","[c]","[c]","[c]"
