"Status","Year","Age","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","AA","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","AO","740","575","21120","21010"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","990","750","28040","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","G6","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","G7","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","HEO","125","100","34200","34290"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO","40","30","39330","38930"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","AA","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","AA","40","25","18160","18060"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","AO","45","30","21590","21590"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","EO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","AO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","EO","70","60","27900","26780"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","SEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","EO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","EO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","SEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","AA","55","45","17550","16930"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","AO","160","135","20610","20100"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","EO","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","SEO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","AO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","EO","20","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","HEO","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","SEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","AA","110","90","21590","20670"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","AO","160","120","26770","25840"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","EO","55","40","30410","30110"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","HEO","35","25","35650","36480"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","SEO","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","Unknown","260","225","31370","28470"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","AA","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","AO","305","230","21240","21440"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","160","125","27810","28130"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","G6","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","G7","35","25","55860","54870"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","HEO","115","85","34260","34760"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO","45","35","41570","42370"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","AA","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","AO","80","65","22750","21430"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","EO","105","90","28110","28450"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","HEO","30","25","34780","35130"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","SEO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","EO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","AA","80","75","19420","19560"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","AO","125","115","23390","21580"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","EO","95","90","29110","26930"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","G7","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","HEO","75","70","35510","33630"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","SEO","45","45","44130","43110"
"In post","2021","60-64","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","SEO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
