"Status","Year","Age","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","Outside London","G6/G7","165","[c]","57320","55740"
"Leaver Dept.","2021","50-59","Outside London","SCS level","20","[c]","85070","81950"
"Leaver Dept.","2021","50-59","Outside London","SEO/HEO","290","[c]","35680","35180"
"Leaver Dept.","2021","50-59","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","G6/G7","15","[c]","60980","58710"
"Leaver Dept.","2021","60-64","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","AA/AO","35","[c]","20130","20470"
"Leaver Dept.","2021","60-64","Outside London","EO","25","[c]","25390","25900"
"Leaver Dept.","2021","60-64","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","SEO/HEO","15","[c]","34120","34450"
"Leaver Dept.","2021","60-64","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","G6/G7","30","[c]","59480","56320"
"Leaver Dept.","2021","Unknown","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","25","[c]","38300","40050"
"Leaver Dept.","2021","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","London","AA/AO","50","[c]","22650","22680"
"New entrant CS","2021","16-19","London","EO","70","[c]","26310","26250"
"New entrant CS","2021","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Outside London","AA/AO","625","[c]","20710","20810"
"New entrant CS","2021","16-19","Outside London","EO","125","[c]","22440","23050"
"New entrant CS","2021","16-19","Outside London","Unknown","20","[c]","17190","16780"
"New entrant CS","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","London","AA/AO","1495","[c]","23930","23790"
"New entrant CS","2021","20-29","London","EO","2775","[c]","29090","29570"
"New entrant CS","2021","20-29","London","G6/G7","310","[c]","55250","53420"
"New entrant CS","2021","20-29","London","SCS level","10","[c]","72290","70710"
"New entrant CS","2021","20-29","London","SEO/HEO","3175","[c]","33960","33570"
"New entrant CS","2021","20-29","London","Unknown","145","[c]","25590","26810"
"New entrant CS","2021","20-29","Outside London","AA/AO","8175","[c]","21120","21010"
"New entrant CS","2021","20-29","Outside London","EO","4860","[c]","26400","27570"
"New entrant CS","2021","20-29","Outside London","G6/G7","120","[c]","51570","49930"
"New entrant CS","2021","20-29","Outside London","SEO/HEO","1855","[c]","31590","30930"
"New entrant CS","2021","20-29","Outside London","Unknown","645","[c]","22740","22920"
"New entrant CS","2021","20-29","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","AA/AO","50","[c]","21570","21010"
"New entrant CS","2021","20-29","Unknown","EO","80","[c]","27390","27570"
"New entrant CS","2021","20-29","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","110","[c]","29920","28000"
"New entrant CS","2021","20-29","Unknown","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","30-39","London","AA/AO","420","[c]","25240","25110"
"New entrant CS","2021","30-39","London","EO","1045","[c]","30170","31060"
"New entrant CS","2021","30-39","London","G6/G7","740","[c]","57870","55000"
"New entrant CS","2021","30-39","London","SCS level","85","[c]","78430","73370"
"New entrant CS","2021","30-39","London","SEO/HEO","1130","[c]","37400","36800"
"New entrant CS","2021","30-39","London","Unknown","55","[c]","27150","26810"
"New entrant CS","2021","30-39","Outside London","AA/AO","3740","[c]","21460","21010"
"New entrant CS","2021","30-39","Outside London","EO","3335","[c]","27070","27570"
"New entrant CS","2021","30-39","Outside London","G6/G7","570","[c]","55360","52580"
"New entrant CS","2021","30-39","Outside London","SCS level","25","[c]","77280","75000"
"New entrant CS","2021","30-39","Outside London","SEO/HEO","1945","[c]","34790","33840"
"New entrant CS","2021","30-39","Outside London","Unknown","325","[c]","24710","22920"
"New entrant CS","2021","30-39","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","AA/AO","20","[c]","20840","21010"
"New entrant CS","2021","30-39","Unknown","EO","50","[c]","27550","27570"
"New entrant CS","2021","30-39","Unknown","G6/G7","15","[c]","55200","54850"
"New entrant CS","2021","30-39","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","SEO/HEO","35","[c]","33930","34030"
"New entrant CS","2021","30-39","Unknown","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","AA/AO","265","[c]","25130","25110"
"New entrant CS","2021","40-49","London","EO","595","[c]","30300","31060"
"New entrant CS","2021","40-49","London","G6/G7","460","[c]","60340","57980"
"New entrant CS","2021","40-49","London","SCS level","130","[c]","94000","86000"
"New entrant CS","2021","40-49","London","SEO/HEO","515","[c]","38440","39220"
"New entrant CS","2021","40-49","London","Unknown","35","[c]","28190","26810"
"New entrant CS","2021","40-49","Outside London","AA/AO","2460","[c]","21370","21010"
"New entrant CS","2021","40-49","Outside London","EO","2520","[c]","27280","27570"
"New entrant CS","2021","40-49","Outside London","G6/G7","680","[c]","57110","53360"
"New entrant CS","2021","40-49","Outside London","SCS level","60","[c]","88220","82100"
"New entrant CS","2021","40-49","Outside London","SEO/HEO","1335","[c]","35850","36030"
"New entrant CS","2021","40-49","Outside London","Unknown","205","[c]","29020","22920"
"New entrant CS","2021","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","SEO/HEO","10","[c]","35300","33150"
"New entrant CS","2021","40-49","Unknown","AA/AO","10","[c]","21140","21010"
"New entrant CS","2021","40-49","Unknown","EO","35","[c]","27780","27570"
"New entrant CS","2021","40-49","Unknown","G6/G7","15","[c]","62060","55000"
"New entrant CS","2021","40-49","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","25","[c]","35380","34550"
"New entrant CS","2021","40-49","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","AA/AO","230","[c]","23860","24490"
"New entrant CS","2021","50-59","London","EO","410","[c]","30220","31060"
"New entrant CS","2021","50-59","London","G6/G7","285","[c]","61230","58770"
"New entrant CS","2021","50-59","London","SCS level","85","[c]","98900","85000"
"New entrant CS","2021","50-59","London","SEO/HEO","315","[c]","38770","38890"
"New entrant CS","2021","50-59","London","Unknown","20","[c]","27860","26810"
"New entrant CS","2021","50-59","Outside London","AA/AO","2365","[c]","21090","21010"
"New entrant CS","2021","50-59","Outside London","EO","2245","[c]","27540","27570"
"New entrant CS","2021","50-59","Outside London","G6/G7","430","[c]","57990","55000"
"New entrant CS","2021","50-59","Outside London","SCS level","60","[c]","100490","99000"
"New entrant CS","2021","50-59","Outside London","SEO/HEO","920","[c]","36000","36030"
"New entrant CS","2021","50-59","Outside London","Unknown","175","[c]","26470","22920"
"New entrant CS","2021","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","AA/AO","20","[c]","21390","21010"
"New entrant CS","2021","50-59","Unknown","EO","40","[c]","27470","27570"
"New entrant CS","2021","50-59","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","15","[c]","37750","37300"
"New entrant CS","2021","50-59","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","AA/AO","35","[c]","23470","24410"
"New entrant CS","2021","60-64","London","EO","50","[c]","29860","31060"
"New entrant CS","2021","60-64","London","G6/G7","40","[c]","62510","59160"
"New entrant CS","2021","60-64","London","SCS level","15","[c]","101560","104930"
"New entrant CS","2021","60-64","London","SEO/HEO","50","[c]","38730","40070"
"New entrant CS","2021","60-64","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Outside London","AA/AO","505","[c]","20760","21010"
"New entrant CS","2021","60-64","Outside London","EO","365","[c]","27510","27570"
"New entrant CS","2021","60-64","Outside London","G6/G7","50","[c]","57600","55610"
"New entrant CS","2021","60-64","Outside London","SCS level","10","[c]","106690","99240"
"New entrant CS","2021","60-64","Outside London","SEO/HEO","145","[c]","35740","36030"
"New entrant CS","2021","60-64","Outside London","Unknown","40","[c]","27540","18460"
"New entrant CS","2021","60-64","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","EO","10","[c]","27910","27570"
"New entrant CS","2021","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","AA/AO","15","[c]","22560","22680"
"New entrant CS","2021","65+","London","EO","15","[c]","28620","28180"
"New entrant CS","2021","65+","London","G6/G7","10","[c]","58170","55500"
"New entrant CS","2021","65+","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","SEO/HEO","15","[c]","37300","39030"
"New entrant CS","2021","65+","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Outside London","AA/AO","85","[c]","20250","21010"
"New entrant CS","2021","65+","Outside London","EO","45","[c]","26420","27570"
"New entrant CS","2021","65+","Outside London","G6/G7","15","[c]","56670","55610"
"New entrant CS","2021","65+","Outside London","SCS level","15","[c]","97510","104580"
"New entrant CS","2021","65+","Outside London","SEO/HEO","45","[c]","34740","35900"
"New entrant CS","2021","65+","Outside London","Unknown","15","[c]","23270","18460"
"New entrant CS","2021","65+","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
