"Status","Year","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA/AO","30","[c]","22150","21610"
"Leaver Dept.","2021","Policy","EO","185","[c]","27760","27440"
"Leaver Dept.","2021","Policy","G6/G7","550","[c]","56130","53870"
"Leaver Dept.","2021","Policy","SCS level","90","[c]","85990","76550"
"Leaver Dept.","2021","Policy","SEO/HEO","820","[c]","36200","35070"
"Leaver Dept.","2021","Policy","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","60","[c]","24590","25370"
"Leaver Dept.","2021","Project Delivery","G6/G7","110","[c]","58320","57460"
"Leaver Dept.","2021","Project Delivery","SCS level","10","[c]","91470","88370"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","220","[c]","34620","33540"
"Leaver Dept.","2021","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","15","[c]","25600","25860"
"Leaver Dept.","2021","Property","G6/G7","10","[c]","60360","64400"
"Leaver Dept.","2021","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","30","[c]","34460","33300"
"Leaver Dept.","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","25","[c]","24600","26190"
"Leaver Dept.","2021","Science and Engineering","G6/G7","35","[c]","53070","53120"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","70","[c]","33250","32370"
"Leaver Dept.","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","15","[c]","25040","25120"
"Leaver Dept.","2021","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","20","[c]","35550","35070"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","SEO/HEO","25","[c]","35620","34080"
"Leaver Dept.","2021","Statistics","EO","20","[c]","28450","27850"
"Leaver Dept.","2021","Statistics","G6/G7","25","[c]","57360","58130"
"Leaver Dept.","2021","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO/HEO","55","[c]","36250","35110"
"Leaver Dept.","2021","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","1165","[c]","21250","21010"
"Leaver Dept.","2021","Unknown","EO","1295","[c]","27760","27570"
"Leaver Dept.","2021","Unknown","G6/G7","830","[c]","57510","55650"
"Leaver Dept.","2021","Unknown","SCS level","140","[c]","84800","78070"
"Leaver Dept.","2021","Unknown","SEO/HEO","1940","[c]","34180","32910"
"Leaver Dept.","2021","Unknown","Unknown","115","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","40","[c]","20640","20920"
"New entrant CS","2021","Commercial","EO","90","[c]","25080","25380"
"New entrant CS","2021","Commercial","G6/G7","60","[c]","55400","54110"
"New entrant CS","2021","Commercial","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","240","[c]","36550","36500"
"New entrant CS","2021","Commercial","Unknown","35","[c]","33790","26670"
"New entrant CS","2021","Communications","AA/AO","50","[c]","21650","21000"
"New entrant CS","2021","Communications","EO","140","[c]","26480","27200"
"New entrant CS","2021","Communications","G6/G7","75","[c]","58020","57060"
"New entrant CS","2021","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","200","[c]","36610","36000"
"New entrant CS","2021","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","15","[c]","26560","26090"
"New entrant CS","2021","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","30","[c]","33330","32350"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","95","[c]","21360","20920"
"New entrant CS","2021","Digital, Data and Technology","EO","370","[c]","26270","25560"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","490","[c]","58290","57050"
"New entrant CS","2021","Digital, Data and Technology","SCS level","25","[c]","97210","93820"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","860","[c]","37150","36500"
"New entrant CS","2021","Digital, Data and Technology","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Economics","AA/AO","85","[c]","21890","22500"
"New entrant CS","2021","Economics","EO","65","[c]","26370","26250"
"New entrant CS","2021","Economics","G6/G7","35","[c]","55680","53160"
"New entrant CS","2021","Economics","SEO/HEO","300","[c]","33330","32790"
"New entrant CS","2021","Finance","AA/AO","95","[c]","20580","20500"
"New entrant CS","2021","Finance","EO","175","[c]","24780","25000"
"New entrant CS","2021","Finance","G6/G7","100","[c]","58490","57800"
"New entrant CS","2021","Finance","SCS level","15","[c]","94300","91490"
"New entrant CS","2021","Finance","SEO/HEO","320","[c]","36540","35900"
"New entrant CS","2021","Finance","Unknown","10","[c]","42410","45000"
"New entrant CS","2021","Human Resources","AA/AO","165","[c]","20920","20920"
"New entrant CS","2021","Human Resources","EO","175","[c]","25900","26350"
"New entrant CS","2021","Human Resources","G6/G7","110","[c]","57590","55250"
"New entrant CS","2021","Human Resources","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","255","[c]","34560","34000"
"New entrant CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","55","[c]","73310","75500"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","35","[c]","48450","46360"
"New entrant CS","2021","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","70","[c]","26370","26350"
"New entrant CS","2021","Intelligence Analysis","G6/G7","50","[c]","58080","53360"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","35","[c]","34810","33950"
"New entrant CS","2021","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","35","[c]","40290","39680"
"New entrant CS","2021","International Trade","AA/AO","15","[c]","18200","18200"
"New entrant CS","2021","International Trade","EO","25","[c]","25640","26250"
"New entrant CS","2021","International Trade","G6/G7","15","[c]","51400","51710"
"New entrant CS","2021","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","85","[c]","33300","31800"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","25","[c]","21430","20920"
"New entrant CS","2021","Knowledge and Information Management","EO","40","[c]","24870","25030"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","10","[c]","52400","52000"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","90","[c]","35490","33000"
"New entrant CS","2021","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","155","[c]","26800","25560"
"New entrant CS","2021","Legal","G6/G7","420","[c]","53610","51210"
"New entrant CS","2021","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","350","[c]","34800","36800"
"New entrant CS","2021","Medicine","AA/AO","50","[c]","21440","21240"
"New entrant CS","2021","Medicine","EO","60","[c]","29740","30620"
"New entrant CS","2021","Medicine","G6/G7","105","[c]","72530","75330"
"New entrant CS","2021","Medicine","SCS level","60","[c]","92780","84460"
"New entrant CS","2021","Medicine","SEO/HEO","125","[c]","36720","37890"
"New entrant CS","2021","Operational Delivery","AA/AO","9430","[c]","21850","21300"
"New entrant CS","2021","Operational Delivery","EO","2735","[c]","26730","25410"
"New entrant CS","2021","Operational Delivery","G6/G7","400","[c]","56170","53380"
"New entrant CS","2021","Operational Delivery","SCS level","35","[c]","103150","1e+05"
"New entrant CS","2021","Operational Delivery","SEO/HEO","1975","[c]","35110","33950"
"New entrant CS","2021","Operational Delivery","Unknown","1450","[c]","23000","22920"
"New entrant CS","2021","Operational Research","AA/AO","15","[c]","20920","20140"
"New entrant CS","2021","Operational Research","EO","20","[c]","27690","26630"
"New entrant CS","2021","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","80","[c]","35080","35640"
"New entrant CS","2021","Other","AA/AO","700","[c]","20740","20920"
"New entrant CS","2021","Other","EO","635","[c]","25560","26350"
"New entrant CS","2021","Other","G6/G7","105","[c]","61200","57430"
"New entrant CS","2021","Other","SCS level","15","[c]","103850","98490"
"New entrant CS","2021","Other","SEO/HEO","360","[c]","34930","35000"
"New entrant CS","2021","Other","Unknown","10","[c]","38610","38700"
"New entrant CS","2021","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","10","[c]","37430","39550"
"New entrant CS","2021","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","100","[c]","21450","20920"
"New entrant CS","2021","Policy","EO","600","[c]","26440","27270"
"New entrant CS","2021","Policy","G6/G7","590","[c]","55970","53380"
"New entrant CS","2021","Policy","SCS level","65","[c]","92750","84070"
"New entrant CS","2021","Policy","SEO/HEO","1980","[c]","34230","33570"
"New entrant CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","50","[c]","21740","20920"
"New entrant CS","2021","Project Delivery","EO","235","[c]","25050","26180"
"New entrant CS","2021","Project Delivery","G6/G7","190","[c]","56330","54120"
"New entrant CS","2021","Project Delivery","SCS level","20","[c]","99260","89000"
"New entrant CS","2021","Project Delivery","SEO/HEO","630","[c]","36080","35050"
"New entrant CS","2021","Project Delivery","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Property","AA/AO","70","[c]","19040","18760"
"New entrant CS","2021","Property","EO","130","[c]","25550","24960"
"New entrant CS","2021","Property","G6/G7","65","[c]","56980","53500"
"New entrant CS","2021","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","215","[c]","34740","33150"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","15","[c]","19860","19530"
"New entrant CS","2021","Psychology","EO","55","[c]","24940","24620"
"New entrant CS","2021","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","45","[c]","30010","27700"
"New entrant CS","2021","Science and Engineering","AA/AO","235","[c]","21080","20660"
"New entrant CS","2021","Science and Engineering","EO","300","[c]","24960","26370"
"New entrant CS","2021","Science and Engineering","G6/G7","85","[c]","55380","52640"
"New entrant CS","2021","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","600","[c]","34770","33000"
"New entrant CS","2021","Science and Engineering","Unknown","85","[c]","31640","27540"
"New entrant CS","2021","Security","AA/AO","550","[c]","24990","23540"
"New entrant CS","2021","Security","EO","90","[c]","27400","24810"
"New entrant CS","2021","Security","G6/G7","20","[c]","57850","52100"
"New entrant CS","2021","Security","SEO/HEO","90","[c]","35150","34710"
"New entrant CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","190","[c]","33540","32540"
"New entrant CS","2021","Statistics","AA/AO","25","[c]","21970","22210"
"New entrant CS","2021","Statistics","EO","95","[c]","26690","27200"
"New entrant CS","2021","Statistics","G6/G7","20","[c]","56130","56410"
"New entrant CS","2021","Statistics","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","220","[c]","34100","32540"
"New entrant CS","2021","Tax","AA/AO","2200","[c]","20190","20140"
"New entrant CS","2021","Tax","EO","770","[c]","25620","25560"
"New entrant CS","2021","Tax","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","270","[c]","32640","31810"
"New entrant CS","2021","Unknown","AA/AO","6545","[c]","21530","21010"
"New entrant CS","2021","Unknown","EO","11610","[c]","28470","27570"
"New entrant CS","2021","Unknown","G6/G7","730","[c]","58790","54700"
"New entrant CS","2021","Unknown","SCS level","240","[c]","86780","73350"
"New entrant CS","2021","Unknown","SEO/HEO","1995","[c]","33230","31990"
"New entrant CS","2021","Unknown","Unknown","340","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","25","[c]","36280","35900"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
