"Status","Year","Age","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","60-64","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Heterosexual / straight","375","[c]","22010","21010"
"New entrant CS","2021","16-19","Declared non-disabled","LGBO","35","[c]","22130","21010"
"New entrant CS","2021","16-19","Declared non-disabled","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Heterosexual / straight","45","[c]","21790","21950"
"New entrant CS","2021","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Unknown","355","[c]","20560","20140"
"New entrant CS","2021","20-29","Declared disabled","Heterosexual / straight","995","[c]","26540","27570"
"New entrant CS","2021","20-29","Declared disabled","LGBO","380","[c]","26310","27540"
"New entrant CS","2021","20-29","Declared disabled","Undeclared","110","[c]","26540","25110"
"New entrant CS","2021","20-29","Declared disabled","Unknown","40","[c]","26020","25500"
"New entrant CS","2021","20-29","Declared non-disabled","Heterosexual / straight","10060","[c]","26640","26370"
"New entrant CS","2021","20-29","Declared non-disabled","LGBO","1210","[c]","26580","26360"
"New entrant CS","2021","20-29","Declared non-disabled","Undeclared","620","[c]","27530","27570"
"New entrant CS","2021","20-29","Declared non-disabled","Unknown","235","[c]","26270","25140"
"New entrant CS","2021","20-29","Undeclared","Heterosexual / straight","350","[c]","27390","27570"
"New entrant CS","2021","20-29","Undeclared","LGBO","85","[c]","26890","27570"
"New entrant CS","2021","20-29","Undeclared","Undeclared","195","[c]","28430","27570"
"New entrant CS","2021","20-29","Undeclared","Unknown","125","[c]","30970","30270"
"New entrant CS","2021","20-29","Unknown","Heterosexual / straight","1510","[c]","28300","27270"
"New entrant CS","2021","20-29","Unknown","LGBO","205","[c]","28620","27500"
"New entrant CS","2021","20-29","Unknown","Undeclared","165","[c]","27210","26380"
"New entrant CS","2021","20-29","Unknown","Unknown","7635","[c]","26060","24880"
"New entrant CS","2021","30-39","Declared disabled","Heterosexual / straight","695","[c]","28990","27570"
"New entrant CS","2021","30-39","Declared disabled","LGBO","160","[c]","28740","27570"
"New entrant CS","2021","30-39","Declared disabled","Undeclared","70","[c]","29470","27570"
"New entrant CS","2021","30-39","Declared disabled","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Heterosexual / straight","6310","[c]","30350","27570"
"New entrant CS","2021","30-39","Declared non-disabled","LGBO","550","[c]","30800","27570"
"New entrant CS","2021","30-39","Declared non-disabled","Undeclared","340","[c]","32600","29290"
"New entrant CS","2021","30-39","Declared non-disabled","Unknown","165","[c]","32200","29270"
"New entrant CS","2021","30-39","Undeclared","Heterosexual / straight","240","[c]","30370","27570"
"New entrant CS","2021","30-39","Undeclared","LGBO","40","[c]","28140","27570"
"New entrant CS","2021","30-39","Undeclared","Undeclared","120","[c]","35740","31370"
"New entrant CS","2021","30-39","Undeclared","Unknown","45","[c]","43900","42470"
"New entrant CS","2021","30-39","Unknown","Heterosexual / straight","965","[c]","35250","32770"
"New entrant CS","2021","30-39","Unknown","LGBO","85","[c]","34320","31730"
"New entrant CS","2021","30-39","Unknown","Undeclared","80","[c]","36000","36030"
"New entrant CS","2021","30-39","Unknown","Unknown","3720","[c]","31120","27540"
"New entrant CS","2021","40-49","Declared disabled","Heterosexual / straight","595","[c]","29580","27570"
"New entrant CS","2021","40-49","Declared disabled","LGBO","80","[c]","30610","27570"
"New entrant CS","2021","40-49","Declared disabled","Undeclared","45","[c]","28380","27570"
"New entrant CS","2021","40-49","Declared disabled","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Heterosexual / straight","4595","[c]","31790","27570"
"New entrant CS","2021","40-49","Declared non-disabled","LGBO","280","[c]","31230","27570"
"New entrant CS","2021","40-49","Declared non-disabled","Undeclared","205","[c]","35300","31060"
"New entrant CS","2021","40-49","Declared non-disabled","Unknown","120","[c]","36020","33000"
"New entrant CS","2021","40-49","Undeclared","Heterosexual / straight","195","[c]","32560","27570"
"New entrant CS","2021","40-49","Undeclared","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Undeclared","85","[c]","39240","32340"
"New entrant CS","2021","40-49","Undeclared","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Heterosexual / straight","625","[c]","39080","36500"
"New entrant CS","2021","40-49","Unknown","LGBO","40","[c]","34110","30000"
"New entrant CS","2021","40-49","Unknown","Undeclared","60","[c]","37270","35310"
"New entrant CS","2021","40-49","Unknown","Unknown","2430","[c]","34460","27570"
"New entrant CS","2021","50-59","Declared disabled","Heterosexual / straight","515","[c]","28270","27570"
"New entrant CS","2021","50-59","Declared disabled","LGBO","60","[c]","28430","27570"
"New entrant CS","2021","50-59","Declared disabled","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Heterosexual / straight","3915","[c]","30470","27570"
"New entrant CS","2021","50-59","Declared non-disabled","LGBO","165","[c]","28910","27570"
"New entrant CS","2021","50-59","Declared non-disabled","Undeclared","190","[c]","30100","27570"
"New entrant CS","2021","50-59","Declared non-disabled","Unknown","80","[c]","36920","32060"
"New entrant CS","2021","50-59","Undeclared","Heterosexual / straight","175","[c]","31100","27570"
"New entrant CS","2021","50-59","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Undeclared","80","[c]","34650","29290"
"New entrant CS","2021","50-59","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Heterosexual / straight","490","[c]","36970","36030"
"New entrant CS","2021","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Undeclared","35","[c]","32090","32260"
"New entrant CS","2021","50-59","Unknown","Unknown","1910","[c]","33740","26580"
"New entrant CS","2021","60-64","Declared disabled","Heterosexual / straight","105","[c]","27200","27570"
"New entrant CS","2021","60-64","Declared disabled","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Heterosexual / straight","710","[c]","29170","27570"
"New entrant CS","2021","60-64","Declared non-disabled","LGBO","30","[c]","29880","27570"
"New entrant CS","2021","60-64","Declared non-disabled","Undeclared","45","[c]","36510","27570"
"New entrant CS","2021","60-64","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Heterosexual / straight","45","[c]","29960","27570"
"New entrant CS","2021","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Heterosexual / straight","55","[c]","34520","29540"
"New entrant CS","2021","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","310","[c]","32070","27130"
"New entrant CS","2021","65+","Declared disabled","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Heterosexual / straight","140","[c]","31870","27570"
"New entrant CS","2021","65+","Declared non-disabled","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","80","[c]","33830","23220"
"New entrant CS","2021","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
