"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Internal Audit Agency","Unknown","London","Female","20","20","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","Female","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","Female","25","20","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","Male","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Human Resources","London","Female","40","40","40460","33700"
"In post","2021","Government Legal Department","Human Resources","London","Male","25","25","[c]","[c]"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Legal","London","Female","1245","1115","59680","58000"
"In post","2021","Government Legal Department","Legal","London","Male","655","640","60920","63730"
"In post","2021","Government Legal Department","Legal","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Legal","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","South West (England)","Female","25","20","[c]","[c]"
"In post","2021","Government Legal Department","Legal","South West (England)","Male","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","London","Female","235","220","31480","27580"
"In post","2021","Government Legal Department","Other","London","Male","140","135","32820","27580"
"In post","2021","Government Legal Department","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","Female","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","Male","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","London","Male","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","London","Female","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Other","London","Male","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","London","Male","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Planning","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","London","Male","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Science and Engineering","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","North West (England)","Female","15","15","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","North West (England)","Male","20","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data and Technology","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data and Technology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data and Technology","North West (England)","Female","20","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data and Technology","North West (England)","Male","30","25","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data and Technology","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data and Technology","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Economics","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Economics","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","North West (England)","Female","30","30","45740","39780"
"In post","2021","Health and Safety Executive","Human Resources","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Knowledge and Information Management","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Knowledge and Information Management","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Legal","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Legal","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Legal","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Operational Delivery","East Midlands (England)","Female","75","65","36420","28990"
"In post","2021","Health and Safety Executive","Operational Delivery","East Midlands (England)","Male","50","50","47220","44230"
"In post","2021","Health and Safety Executive","Operational Delivery","East of England","Female","60","60","39060","41240"
"In post","2021","Health and Safety Executive","Operational Delivery","East of England","Male","65","60","49100","46320"
"In post","2021","Health and Safety Executive","Operational Delivery","London","Female","75","70","43540","41500"
"In post","2021","Health and Safety Executive","Operational Delivery","London","Male","55","55","51040","48840"
"In post","2021","Health and Safety Executive","Operational Delivery","North East (England)","Female","30","30","35850","33870"
"In post","2021","Health and Safety Executive","Operational Delivery","North East (England)","Male","40","40","47530","46320"
"In post","2021","Health and Safety Executive","Operational Delivery","North West (England)","Female","290","265","34620","29750"
"In post","2021","Health and Safety Executive","Operational Delivery","North West (England)","Male","240","235","44990","45100"
"In post","2021","Health and Safety Executive","Operational Delivery","Scotland","Female","85","75","43400","41480"
"In post","2021","Health and Safety Executive","Operational Delivery","Scotland","Male","135","135","69860","74250"
"In post","2021","Health and Safety Executive","Operational Delivery","South East (England)","Female","45","40","38160","40230"
"In post","2021","Health and Safety Executive","Operational Delivery","South East (England)","Male","40","40","46270","46320"
"In post","2021","Health and Safety Executive","Operational Delivery","South West (England)","Female","35","30","40010","41480"
"In post","2021","Health and Safety Executive","Operational Delivery","South West (England)","Male","40","40","49000","46320"
"In post","2021","Health and Safety Executive","Operational Delivery","Wales","Female","50","40","36620","32550"
"In post","2021","Health and Safety Executive","Operational Delivery","Wales","Male","45","45","45080","46320"
"In post","2021","Health and Safety Executive","Operational Delivery","West Midlands (England)","Female","35","35","38590","41000"
"In post","2021","Health and Safety Executive","Operational Delivery","West Midlands (England)","Male","40","40","48340","47010"
"In post","2021","Health and Safety Executive","Operational Delivery","Yorkshire and The Humber","Female","95","85","36500","31710"
"In post","2021","Health and Safety Executive","Operational Delivery","Yorkshire and The Humber","Male","90","85","45320","46320"
"In post","2021","Health and Safety Executive","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","London","Female","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","London","Male","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","North West (England)","Female","35","30","43130","39390"
"In post","2021","Health and Safety Executive","Policy","North West (England)","Male","15","15","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","East Midlands (England)","Female","20","15","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","North West (England)","Female","15","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","East Midlands (England)","Female","75","70","40360","39390"
"In post","2021","Health and Safety Executive","Science and Engineering","East Midlands (England)","Male","140","130","44590","43220"
"In post","2021","Health and Safety Executive","Science and Engineering","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","North West (England)","Female","55","50","38590","39330"
"In post","2021","Health and Safety Executive","Science and Engineering","North West (England)","Male","45","45","37040","31710"
"In post","2021","Health and Safety Executive","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","Yorkshire and The Humber","Female","80","70","35330","33440"
"In post","2021","Health and Safety Executive","Science and Engineering","Yorkshire and The Humber","Male","55","55","37590","35910"
"In post","2021","Health and Safety Executive","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","North West (England)","Male","10","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","North West (England)","Female","[c]","[c]","[c]","[c]"
