"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","AA/AO","Female","620","[c]","20630","21010"
"Leaver CS","2021","Declared disabled","White","AA/AO","Male","450","[c]","21510","21010"
"Leaver CS","2021","Declared disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","EO","Female","380","[c]","27080","27570"
"Leaver CS","2021","Declared disabled","White","EO","Male","285","[c]","27850","27570"
"Leaver CS","2021","Declared disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","G6/G7","Female","70","[c]","58830","55610"
"Leaver CS","2021","Declared disabled","White","G6/G7","Male","85","[c]","62020","58310"
"Leaver CS","2021","Declared disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","SEO/HEO","Female","230","[c]","36030","34780"
"Leaver CS","2021","Declared disabled","White","SEO/HEO","Male","225","[c]","37490","37320"
"Leaver CS","2021","Declared disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Female","100","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","AA/AO","Female","250","[c]","21800","21010"
"Leaver CS","2021","Declared non-disabled","Asian","AA/AO","Male","170","[c]","21750","21010"
"Leaver CS","2021","Declared non-disabled","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","EO","Female","125","[c]","27800","27570"
"Leaver CS","2021","Declared non-disabled","Asian","EO","Male","120","[c]","27770","27570"
"Leaver CS","2021","Declared non-disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","G6/G7","Female","40","[c]","58290","55900"
"Leaver CS","2021","Declared non-disabled","Asian","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","SEO/HEO","Female","85","[c]","37030","36730"
"Leaver CS","2021","Declared non-disabled","Asian","SEO/HEO","Male","70","[c]","37860","37710"
"Leaver CS","2021","Declared non-disabled","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","AA/AO","Female","115","[c]","22790","22680"
"Leaver CS","2021","Declared non-disabled","Black","AA/AO","Male","85","[c]","22790","22560"
"Leaver CS","2021","Declared non-disabled","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","EO","Female","70","[c]","28230","28110"
"Leaver CS","2021","Declared non-disabled","Black","EO","Male","40","[c]","27690","27570"
"Leaver CS","2021","Declared non-disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","SEO/HEO","Female","50","[c]","36180","35610"
"Leaver CS","2021","Declared non-disabled","Black","SEO/HEO","Male","40","[c]","36120","35110"
"Leaver CS","2021","Declared non-disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","AA/AO","Female","85","[c]","21540","21010"
"Leaver CS","2021","Declared non-disabled","Mixed","AA/AO","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","AA/AO","Female","75","[c]","21620","21010"
"Leaver CS","2021","Declared non-disabled","Undeclared","AA/AO","Male","55","[c]","21750","21010"
"Leaver CS","2021","Declared non-disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","EO","Female","70","[c]","27480","27160"
"Leaver CS","2021","Declared non-disabled","Undeclared","EO","Male","55","[c]","27750","27570"
"Leaver CS","2021","Declared non-disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","SEO/HEO","Male","70","[c]","39030","36100"
"Leaver CS","2021","Declared non-disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","Female","125","[c]","21170","21010"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","Male","110","[c]","21540","21010"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","Female","80","[c]","27050","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","Male","60","[c]","27800","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","Male","55","[c]","60840","57830"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","Female","50","[c]","36870","34650"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","Male","85","[c]","40670","38870"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","AA/AO","Female","3035","[c]","20850","21010"
"Leaver CS","2021","Declared non-disabled","White","AA/AO","Male","2310","[c]","21550","21010"
"Leaver CS","2021","Declared non-disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","EO","Female","1565","[c]","27000","27570"
"Leaver CS","2021","Declared non-disabled","White","EO","Male","1225","[c]","27480","27570"
"Leaver CS","2021","Declared non-disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","G6/G7","Female","560","[c]","60180","57650"
"Leaver CS","2021","Declared non-disabled","White","G6/G7","Male","700","[c]","61540","59680"
"Leaver CS","2021","Declared non-disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","SCS level","Female","105","[c]","92990","87760"
"Leaver CS","2021","Declared non-disabled","White","SCS level","Male","145","[c]","101020","96700"
"Leaver CS","2021","Declared non-disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","SEO/HEO","Female","1280","[c]","36790","36000"
"Leaver CS","2021","Declared non-disabled","White","SEO/HEO","Male","1375","[c]","37830","36770"
