"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Education and Skills Funding Agency","Male","95","95","38710","36500"
"In post","2021","Unknown","Education Scotland","Female","125","120","53690","56120"
"In post","2021","Unknown","Education Scotland","Male","45","45","57980","64060"
"In post","2021","Unknown","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Female","10","10","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Male","40","40","41400","38560"
"In post","2021","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Female","45","45","34820","32140"
"In post","2021","Unknown","Food Standards Scotland","Male","80","75","34690","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","790","770","48320","48500"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","725","720","49920","52390"
"In post","2021","Unknown","Forestry and Land Scotland","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Female","20","15","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Male","30","25","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Female","250","225","56330","58440"
"In post","2021","Unknown","Government Legal Department","Male","120","115","59140","65180"
"In post","2021","Unknown","Government Property Agency","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Male","25","20","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Female","1045","1000","22420","20510"
"In post","2021","Unknown","HM Courts and Tribunals Service","Male","595","590","22730","19930"
"In post","2021","Unknown","HM Land Registry","Female","1130","1075","26560","22350"
"In post","2021","Unknown","HM Land Registry","Male","815","805","28240","22350"
"In post","2021","Unknown","HM Prison and Probation Service","Female","2385","2275","25800","24120"
"In post","2021","Unknown","HM Prison and Probation Service","Male","2615","2560","26410","25450"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Female","9885","8690","27000","24120"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Male","9480","9130","29300","25560"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Male","35","35","51860","52530"
"In post","2021","Unknown","Home Office (incl. agencies)","Female","925","895","31720","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Male","1085","1070","32300","25770"
"In post","2021","Unknown","Insolvency Service","Female","255","245","27160","20880"
"In post","2021","Unknown","Insolvency Service","Male","260","260","29530","24500"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Female","40","35","23090","19930"
"In post","2021","Unknown","Legal Aid Agency","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Female","100","95","29150","26590"
"In post","2021","Unknown","Maritime and Coastguard Agency","Male","160","155","33930","31350"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","400","380","43520","40450"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","300","295","49030","41010"
"In post","2021","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Female","2215","2065","32800","27420"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Male","3785","3715","32640","29250"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","100","95","47000","41010"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","125","125","44590","39600"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Female","420","410","40850","36800"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Male","335","335","43600","39560"
"In post","2021","Unknown","National Crime Agency","Female","1605","1545","35840","34140"
"In post","2021","Unknown","National Crime Agency","Male","1920","1905","40840","38540"
"In post","2021","Unknown","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","Female","85","75","33440","28170"
"In post","2021","Unknown","National Records of Scotland","Male","95","90","32990","28170"
"In post","2021","Unknown","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Female","30","30","40560","37080"
"In post","2021","Unknown","Northern Ireland Office","Male","30","30","41100","37030"
"In post","2021","Unknown","Office for Budget Responsibility","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Office for Budget Responsibility","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Female","120","110","43910","51360"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Male","50","50","39130","31700"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Female","45","45","41380","37050"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Male","60","60","51220","48040"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Female","40","35","49660","47400"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Male","30","30","51750","46660"
"In post","2021","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Female","85","80","20370","19930"
"In post","2021","Unknown","Office of the Public Guardian","Male","70","65","20790","19930"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","Female","75","65","38680","34860"
"In post","2021","Unknown","Planning Inspectorate","Male","80","75","44310","47660"
"In post","2021","Unknown","Public Health England","Female","1045","940","47660","40560"
"In post","2021","Unknown","Public Health England","Male","540","530","55060","50410"
"In post","2021","Unknown","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Registers of Scotland","Female","215","195","32180","30080"
"In post","2021","Unknown","Registers of Scotland","Male","215","210","31540","30080"
"In post","2021","Unknown","Revenue Scotland","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Female","165","165","33120","32700"
"In post","2021","Unknown","Royal Fleet Auxiliary","Male","1670","1670","38060","34460"
"In post","2021","Unknown","Rural Payments Agency","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","40","40","45430","39660"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Female","1125","995","27480","22820"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Male","540","510","28270","22820"
"In post","2021","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Fiscal Commission","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Female","1390","1305","41360","36140"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Male","1240","1215","41860","38340"
"In post","2021","Unknown","Scottish Housing Regulator","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Female","1360","1285","29680","28410"
"In post","2021","Unknown","Scottish Prison Service","Male","2655","2485","32310","33650"
"In post","2021","Unknown","Scottish Public Pensions Agency","Female","65","55","27130","24110"
"In post","2021","Unknown","Scottish Public Pensions Agency","Male","60","55","28600","24110"
"In post","2021","Unknown","Serious Fraud Office","Female","60","60","49440","42570"
"In post","2021","Unknown","Serious Fraud Office","Male","65","65","45900","40270"
"In post","2021","Unknown","Social Security Scotland","Female","185","175","32440","28170"
"In post","2021","Unknown","Social Security Scotland","Male","140","140","33480","26160"
"In post","2021","Unknown","Standards and Testing Agency","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Female","80","75","26590","22230"
"In post","2021","Unknown","Student Awards Agency for Scotland","Male","65","65","27740","22790"
"In post","2021","Unknown","Submarine Delivery Agency","Female","60","55","39730","38430"
"In post","2021","Unknown","Submarine Delivery Agency","Male","150","145","43670","41930"
"In post","2021","Unknown","Teaching Regulation Agency","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Female","85","80","35950","31410"
"In post","2021","Unknown","The National Archives","Male","85","80","36520","33820"
"In post","2021","Unknown","Transport Scotland","Female","70","65","42650","42620"
"In post","2021","Unknown","Transport Scotland","Male","115","115","46380","46600"
"In post","2021","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Female","50","45","31880","29290"
"In post","2021","Unknown","UK Hydrographic Office","Male","160","155","34980","33290"
"In post","2021","Unknown","UK Intellectual Property Office","Female","160","155","29540","23320"
"In post","2021","Unknown","UK Intellectual Property Office","Male","235","235","34650","29950"
"In post","2021","Unknown","UK Space Agency","Female","50","45","42500","40050"
"In post","2021","Unknown","UK Space Agency","Male","50","50","47950","49080"
"In post","2021","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Female","1195","1070","29610","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Male","1060","980","32150","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Unknown","35","35","35290","32540"
"In post","2021","Unknown","Valuation Office Agency","Female","360","330","27270","24500"
"In post","2021","Unknown","Valuation Office Agency","Male","335","325","29870","25860"
"In post","2021","Unknown","Vehicle Certification Agency","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Female","35","30","53280","46180"
"In post","2021","Unknown","Water Services Regulation Authority","Male","40","35","54970","50720"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Female","150","140","36480","34490"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Male","130","125","38900","28850"
"In post","2021","Unknown","Welsh Revenue Authority","Female","40","40","42090","39310"
"In post","2021","Unknown","Welsh Revenue Authority","Male","30","30","50540","48940"
"In post","2021","Unknown","Wilton Park","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Male","5","5","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Male","35","[c]","31980","32330"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Female","410","[c]","26380","26890"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Male","245","[c]","26510","26890"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Female","35","[c]","20360","21170"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Courts and Tribunals Service","Female","125","[c]","22580","20100"
"Leaver CS","2021","Declared disabled","HM Courts and Tribunals Service","Male","45","[c]","20720","20100"
"Leaver CS","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Prison and Probation Service","Female","225","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Prison and Probation Service","Male","205","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Female","385","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Male","235","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office (incl. agencies)","Female","70","[c]","28120","25120"
"Leaver CS","2021","Declared disabled","Home Office (incl. agencies)","Male","80","[c]","31330","27240"
"Leaver CS","2021","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Insolvency Service","Male","[c]","[c]","[c]","[c]"
