"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Department for Work and Pensions","70","[c]","25450","25110"
"Leaver CS","2021","Mixed","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","40","[c]","28940","27760"
"Leaver CS","2021","Mixed","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Justice","95","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice","35","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","55","[c]","22160","18200"
"Leaver CS","2021","Undeclared","Department for Transport","50","[c]","29920","27680"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","190","[c]","27440","26890"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","85","[c]","34820","34530"
"Leaver CS","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","335","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","85","[c]","32410","29080"
"Leaver CS","2021","Undeclared","Ministry of Defence","175","[c]","35850","34440"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","120","[c]","31220","22570"
"Leaver CS","2021","Undeclared","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","115","[c]","26440","19170"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","70","[c]","48260","55000"
"Leaver CS","2021","Unknown","Cabinet Office","205","[c]","48400","33630"
"Leaver CS","2021","Unknown","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","195","[c]","35540","27010"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","80","[c]","40760","36870"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","500","[c]","33470","27760"
"Leaver CS","2021","Unknown","Department for International Trade","40","[c]","40840","37780"
"Leaver CS","2021","Unknown","Department for Transport","145","[c]","29280","22580"
"Leaver CS","2021","Unknown","Department for Work and Pensions","855","[c]","27820","27570"
"Leaver CS","2021","Unknown","Department of Health and Social Care","165","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","50","[c]","46830","51500"
"Leaver CS","2021","Unknown","HM Land Registry","60","[c]","32300","25850"
"Leaver CS","2021","Unknown","HM Revenue and Customs","1445","[c]","27290","24500"
"Leaver CS","2021","Unknown","Home Office","140","[c]","27060","24880"
"Leaver CS","2021","Unknown","Ministry of Defence","530","[c]","31370","29700"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","1510","[c]","24550","19930"
"Leaver CS","2021","Unknown","National Crime Agency","35","[c]","41550","39840"
"Leaver CS","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","390","[c]","32500","28170"
"Leaver CS","2021","Unknown","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","260","[c]","48690","52110"
"Leaver CS","2021","White","Cabinet Office","125","[c]","48910","41590"
"Leaver CS","2021","White","Chancellor's other departments","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","55","[c]","57000","55030"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","250","[c]","43080","39250"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","215","[c]","45450","40640"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","45","[c]","33690","29270"
"Leaver CS","2021","White","Department for International Trade","35","[c]","56400","50700"
"Leaver CS","2021","White","Department for Transport","485","[c]","30080","26380"
"Leaver CS","2021","White","Department for Work and Pensions","3005","[c]","26770","26120"
"Leaver CS","2021","White","Department of Health and Social Care","580","[c]","43170","36690"
"Leaver CS","2021","White","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","45","[c]","37650","32350"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office","195","[c]","44210","40420"
"Leaver CS","2021","White","HM Land Registry","190","[c]","31440","27130"
"Leaver CS","2021","White","HM Revenue and Customs","3535","[c]","30950","26180"
"Leaver CS","2021","White","HM Treasury","90","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office","880","[c]","30850","25310"
"Leaver CS","2021","White","Ministry of Defence","2415","[c]","31990","28940"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government","100","[c]","44540","41290"
"Leaver CS","2021","White","Ministry of Justice","3760","[c]","26270","20650"
"Leaver CS","2021","White","National Crime Agency","130","[c]","45320","42430"
"Leaver CS","2021","White","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education","100","[c]","54110","51360"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","50","[c]","45680","39870"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Scotland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government","510","[c]","37320","33620"
"Leaver CS","2021","White","The National Archives","20","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","15","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Supreme Court","15","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","170","[c]","29910","23050"
"Leaver CS","2021","White","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","125","[c]","43410","37410"
"Leaver Dept.","2021","Asian","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","70","[c]","40120","34550"
"Leaver Dept.","2021","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","50","[c]","39450","38620"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","30","[c]","36230","32830"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","110","[c]","28840","27570"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","165","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","140","[c]","34350","31450"
"Leaver Dept.","2021","Asian","Ministry of Defence","45","[c]","34130","32330"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","35","[c]","38950","36500"
"Leaver Dept.","2021","Asian","Ministry of Justice","150","[c]","27630","22570"
"Leaver Dept.","2021","Asian","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","35","[c]","36700","34190"
"Leaver Dept.","2021","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","80","[c]","31230","27570"
"Leaver Dept.","2021","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","55","[c]","32870","28670"
"Leaver Dept.","2021","Black","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","85","[c]","29290","26410"
"Leaver Dept.","2021","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
