"Status","Year","Ethnicity","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","London","Female","30","30","50860","46030"
"In post","2021","Undeclared","Analysis","London","Male","85","80","50060","45570"
"In post","2021","Undeclared","Analysis","Outside London","Female","30","30","39030","37320"
"In post","2021","Undeclared","Analysis","Outside London","Male","95","95","40260","39050"
"In post","2021","Undeclared","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","London","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","London","Male","35","35","51670","42540"
"In post","2021","Undeclared","Commercial","Outside London","Female","100","95","36020","33300"
"In post","2021","Undeclared","Commercial","Outside London","Male","125","125","40930","39820"
"In post","2021","Undeclared","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","London","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","London","Male","35","35","44060","40640"
"In post","2021","Undeclared","Communications","Outside London","Female","65","55","30740","26980"
"In post","2021","Undeclared","Communications","Outside London","Male","95","95","29690","28130"
"In post","2021","Undeclared","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","Female","65","60","36470","32810"
"In post","2021","Undeclared","Counter Fraud","London","Male","110","105","42040","36760"
"In post","2021","Undeclared","Counter Fraud","Outside London","Female","135","115","32430","31810"
"In post","2021","Undeclared","Counter Fraud","Outside London","Male","270","255","35700","31810"
"In post","2021","Undeclared","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","London","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","Debt","London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","Female","55","45","23640","21440"
"In post","2021","Undeclared","Debt","Outside London","Male","55","55","23070","21440"
"In post","2021","Undeclared","Digital, Data & Technology","London","Female","40","35","53050","54700"
"In post","2021","Undeclared","Digital, Data & Technology","London","Male","95","95","51230","54500"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","Female","115","110","37320","35880"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","Male","405","395","39950","38630"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","London","Female","35","35","49240","47140"
"In post","2021","Undeclared","Finance","London","Male","65","65","50670","48030"
"In post","2021","Undeclared","Finance","Outside London","Female","120","105","33300","29650"
"In post","2021","Undeclared","Finance","Outside London","Male","150","150","37500","34920"
"In post","2021","Undeclared","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","Male","60","60","28010","26520"
"In post","2021","Undeclared","Human Resources","London","Female","55","55","42930","37320"
"In post","2021","Undeclared","Human Resources","London","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","Female","120","110","32360","29170"
"In post","2021","Undeclared","Human Resources","Outside London","Male","75","75","30920","26670"
"In post","2021","Undeclared","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","Male","15","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Female","75","70","50480","50520"
"In post","2021","Undeclared","Legal","London","Male","65","65","52970","55280"
"In post","2021","Undeclared","Legal","Outside London","Female","115","105","42840","40420"
"In post","2021","Undeclared","Legal","Outside London","Male","95","90","42500","38760"
"In post","2021","Undeclared","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","London","Female","765","725","40270","35910"
"In post","2021","Undeclared","No function","London","Male","870","850","45660","40940"
"In post","2021","Undeclared","No function","Outside London","Female","2025","1800","30000","27130"
"In post","2021","Undeclared","No function","Outside London","Male","3140","2995","33490","31650"
"In post","2021","Undeclared","No function","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","Male","75","75","53060","54470"
"In post","2021","Undeclared","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","Female","85","85","48020","44560"
"In post","2021","Undeclared","Project Delivery","London","Male","135","130","54380","53600"
"In post","2021","Undeclared","Project Delivery","Outside London","Female","370","350","37560","36180"
"In post","2021","Undeclared","Project Delivery","Outside London","Male","915","895","41290","40050"
"In post","2021","Undeclared","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","Female","30","30","39310","36220"
"In post","2021","Undeclared","Property","London","Male","60","55","48170","49260"
"In post","2021","Undeclared","Property","Outside London","Female","110","100","32860","32510"
"In post","2021","Undeclared","Property","Outside London","Male","240","230","35620","33300"
"In post","2021","Undeclared","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","London","Male","40","40","43580","43260"
"In post","2021","Undeclared","Security","Outside London","Female","40","40","29110","27870"
"In post","2021","Undeclared","Security","Outside London","Male","335","330","33770","38980"
"In post","2021","Undeclared","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","Female","880","785","34790","31060"
"In post","2021","Undeclared","Unknown","London","Male","875","845","39150","33420"
"In post","2021","Undeclared","Unknown","Outside London","Female","2885","2455","27490","27380"
"In post","2021","Undeclared","Unknown","Outside London","Male","3240","3075","29890","27570"
"In post","2021","Undeclared","Unknown","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Female","195","190","46560","42470"
"In post","2021","Unknown","Analysis","London","Male","320","320","45530","42280"
"In post","2021","Unknown","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","Female","185","170","34270","31460"
"In post","2021","Unknown","Analysis","Outside London","Male","245","240","35090","31810"
"In post","2021","Unknown","Analysis","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Female","310","300","65140","62010"
"In post","2021","Unknown","Commercial","London","Male","345","345","75220","68000"
"In post","2021","Unknown","Commercial","Outside London","Female","460","440","50310","49700"
"In post","2021","Unknown","Commercial","Outside London","Male","485","480","51750","50070"
"In post","2021","Unknown","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","London","Female","365","355","43390","40640"
"In post","2021","Unknown","Communications","London","Male","230","230","46470","42770"
"In post","2021","Unknown","Communications","Outside London","Female","710","680","28860","25560"
"In post","2021","Unknown","Communications","Outside London","Male","865","855","28520","25560"
"In post","2021","Unknown","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","Female","170","160","36830","34510"
"In post","2021","Unknown","Counter Fraud","London","Male","270","265","39160","36160"
"In post","2021","Unknown","Counter Fraud","Outside London","Female","560","515","29050","25560"
"In post","2021","Unknown","Counter Fraud","Outside London","Male","685","665","30740","27620"
"In post","2021","Unknown","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","Female","85","75","25800","24120"
"In post","2021","Unknown","Debt","London","Male","40","40","27380","24240"
"In post","2021","Unknown","Debt","Outside London","Female","725","655","21100","20140"
"In post","2021","Unknown","Debt","Outside London","Male","695","675","21000","20140"
"In post","2021","Unknown","Digital, Data & Technology","London","Female","250","245","46930","42920"
"In post","2021","Unknown","Digital, Data & Technology","London","Male","375","375","49190","45860"
"In post","2021","Unknown","Digital, Data & Technology","Outside London","Female","530","510","37040","33840"
"In post","2021","Unknown","Digital, Data & Technology","Outside London","Male","1320","1300","37860","35230"
"In post","2021","Unknown","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Female","180","175","42050","38020"
"In post","2021","Unknown","Finance","London","Male","175","175","48360","41460"
"In post","2021","Unknown","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Female","455","410","31590","27570"
"In post","2021","Unknown","Finance","Outside London","Male","395","380","32340","28970"
"In post","2021","Unknown","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Outside London","Female","370","345","23980","21050"
"In post","2021","Unknown","Grants Management","Outside London","Male","320","310","24490","21050"
"In post","2021","Unknown","Human Resources","London","Female","185","180","41660","36250"
"In post","2021","Unknown","Human Resources","London","Male","95","95","42090","35700"
"In post","2021","Unknown","Human Resources","Outside London","Female","440","410","32030","28970"
"In post","2021","Unknown","Human Resources","Outside London","Male","220","215","32110","30730"
"In post","2021","Unknown","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Female","10","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","London","Female","500","465","50880","52650"
"In post","2021","Unknown","Legal","London","Male","300","295","53480","57000"
"In post","2021","Unknown","Legal","Outside London","Female","1605","1430","30550","26550"
"In post","2021","Unknown","Legal","Outside London","Male","755","720","32480","28430"
"In post","2021","Unknown","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","London","Female","4285","4155","38350","32790"
"In post","2021","Unknown","No function","London","Male","3695","3650","40800","34550"
"In post","2021","Unknown","No function","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Outside London","Female","11205","10120","25610","22350"
"In post","2021","Unknown","No function","Outside London","Male","11410","10955","27590","25560"
"In post","2021","Unknown","No function","Overseas","Female","65","65","54910","55890"
"In post","2021","Unknown","No function","Overseas","Male","100","100","57470","54520"
"In post","2021","Unknown","No function","Unknown","Female","220","215","32570","30120"
"In post","2021","Unknown","No function","Unknown","Male","205","205","34630","32000"
"In post","2021","Unknown","Project Delivery","London","Female","480","465","48940","44900"
"In post","2021","Unknown","Project Delivery","London","Male","390","380","51990","52850"
"In post","2021","Unknown","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outside London","Female","750","710","35810","33300"
"In post","2021","Unknown","Project Delivery","Outside London","Male","1030","1020","36630","33930"
"In post","2021","Unknown","Project Delivery","Overseas","Female","75","75","55140","53610"
"In post","2021","Unknown","Project Delivery","Overseas","Male","85","85","55370","55060"
"In post","2021","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","Female","95","85","37740","31050"
"In post","2021","Unknown","Property","London","Male","130","130","38850","36150"
"In post","2021","Unknown","Property","Outside London","Female","560","505","27140","24500"
"In post","2021","Unknown","Property","Outside London","Male","720","695","31250","27040"
"In post","2021","Unknown","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","London","Female","50","50","39750","35390"
"In post","2021","Unknown","Security","London","Male","95","95","37950","34640"
"In post","2021","Unknown","Security","Outside London","Female","255","245","28240","25540"
"In post","2021","Unknown","Security","Outside London","Male","835","825","29670","26670"
"In post","2021","Unknown","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Female","1010","965","39310","31060"
"In post","2021","Unknown","Unknown","London","Male","910","900","40450","35050"
"In post","2021","Unknown","Unknown","Outside London","Female","5375","4830","29080","27570"
"In post","2021","Unknown","Unknown","Outside London","Male","4310","4205","30730","27570"
"In post","2021","Unknown","Unknown","Overseas","Female","140","140","45010","45140"
"In post","2021","Unknown","Unknown","Overseas","Male","70","70","49110","46620"
"In post","2021","Unknown","Unknown","Unknown","Female","220","215","33330","32100"
"In post","2021","Unknown","Unknown","Unknown","Male","1740","1735","38000","34460"
"In post","2021","White","Analysis","London","Female","920","870","50260","46860"
"In post","2021","White","Analysis","London","Male","1220","1200","51440","48230"
"In post","2021","White","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2021","White","Analysis","Outside London","Female","1445","1335","37180","36030"
"In post","2021","White","Analysis","Outside London","Male","1495","1460","39760","37280"
"In post","2021","White","Analysis","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","White","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","London","Female","360","350","52380","46600"
"In post","2021","White","Commercial","London","Male","480","475","58900","53890"
"In post","2021","White","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Outside London","Female","1915","1805","37110","34610"
"In post","2021","White","Commercial","Outside London","Male","1680","1655","41590","38600"
"In post","2021","White","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Overseas","Female","5","5","[c]","[c]"
"In post","2021","White","Commercial","Overseas","Male","30","30","[c]","[c]"
"In post","2021","White","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2021","White","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2021","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","London","Female","745","715","47420","43470"
"In post","2021","White","Communications","London","Male","635","630","45810","41000"
"In post","2021","White","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Outside London","Female","1900","1750","31850","29360"
"In post","2021","White","Communications","Outside London","Male","1600","1570","30980","27700"
"In post","2021","White","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","London","Female","475","445","40210","36160"
"In post","2021","White","Counter Fraud","London","Male","685","670","42290","37440"
"In post","2021","White","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Outside London","Female","2575","2310","31450","30810"
"In post","2021","White","Counter Fraud","Outside London","Male","2555","2460","33880","31810"
"In post","2021","White","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","London","Female","75","65","29150","25630"
"In post","2021","White","Debt","London","Male","70","70","33370","25630"
"In post","2021","White","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","Outside London","Female","1330","1120","23750","21440"
"In post","2021","White","Debt","Outside London","Male","930","885","23600","21170"
"In post","2021","White","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","London","Female","720","695","48960","50010"
"In post","2021","White","Digital, Data & Technology","London","Male","1065","1055","53030","54700"
"In post","2021","White","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Outside London","Female","2690","2520","37820","35000"
"In post","2021","White","Digital, Data & Technology","Outside London","Male","4390","4305","40490","38450"
"In post","2021","White","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Overseas","Male","10","10","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","London","Female","625","595","50880","51970"
"In post","2021","White","Finance","London","Male","685","675","55430","54640"
"In post","2021","White","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Outside London","Female","3115","2825","34310","31040"
"In post","2021","White","Finance","Outside London","Male","2010","1960","39510","36460"
"In post","2021","White","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Overseas","Female","15","15","[c]","[c]"
"In post","2021","White","Finance","Overseas","Male","10","10","[c]","[c]"
"In post","2021","White","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Outside London","Female","665","555","25670","24920"
"In post","2021","White","Grants Management","Outside London","Male","400","390","27090","25190"
"In post","2021","White","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","London","Female","1080","1040","50110","48090"
"In post","2021","White","Human Resources","London","Male","575","565","49340","45200"
"In post","2021","White","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Outside London","Female","3990","3670","34060","31180"
"In post","2021","White","Human Resources","Outside London","Male","1640","1605","35390","31810"
"In post","2021","White","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Overseas","Female","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Overseas","Male","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","London","Female","40","35","58320","54130"
"In post","2021","White","Internal Audit","London","Male","75","70","58400","56310"
"In post","2021","White","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Outside London","Female","245","230","41880","40250"
"In post","2021","White","Internal Audit","Outside London","Male","200","195","45260","43320"
"In post","2021","White","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","London","Female","1805","1635","54890","53530"
"In post","2021","White","Legal","London","Male","1165","1130","56540","56610"
"In post","2021","White","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Outside London","Female","3985","3565","40750","38180"
"In post","2021","White","Legal","Outside London","Male","2015","1945","45360","48080"
"In post","2021","White","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","London","Female","11980","11360","44820","39950"
"In post","2021","White","No function","London","Male","11185","10995","47030","41340"
"In post","2021","White","No function","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Outside London","Female","56840","50585","28920","25560"
"In post","2021","White","No function","Outside London","Male","45490","43390","31920","29730"
"In post","2021","White","No function","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","White","No function","Overseas","Female","515","515","52020","53370"
