"Status","Year","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Ministry of Justice","Unknown","7180","6955","26710","24120"
"In post","2021","Unknown","National Crime Agency","Heterosexual / straight","2425","2380","38010","36410"
"In post","2021","Unknown","National Crime Agency","LGBO","125","125","35020","34140"
"In post","2021","Unknown","National Crime Agency","Undeclared","220","215","36720","34570"
"In post","2021","Unknown","National Crime Agency","Unknown","750","725","41460","39820"
"In post","2021","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Unknown","60","60","41070","37190"
"In post","2021","Unknown","Office for Standards in Education","Heterosexual / straight","70","65","43880","51360"
"In post","2021","Unknown","Office for Standards in Education","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Undeclared","20","15","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Unknown","70","70","39330","35010"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Unknown","75","70","49430","43000"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Unknown","65","60","50240","46660"
"In post","2021","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Heterosexual / straight","345","335","37500","34800"
"In post","2021","Unknown","Other Cabinet Office Agencies","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Unknown","155","150","34100","30590"
"In post","2021","Unknown","Scotland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","Unknown","50","50","45110","39660"
"In post","2021","Unknown","Scottish Government","Heterosexual / straight","3055","2885","38240","33650"
"In post","2021","Unknown","Scottish Government","LGBO","160","160","36210","33650"
"In post","2021","Unknown","Scottish Government","Undeclared","1810","1640","28800","26550"
"In post","2021","Unknown","Scottish Government","Unknown","5330","5045","33480","30650"
"In post","2021","Unknown","The National Archives","Heterosexual / straight","30","30","37360","35130"
"In post","2021","Unknown","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","The National Archives","Unknown","130","120","35690","31410"
"In post","2021","Unknown","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Heterosexual / straight","1065","965","31200","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","LGBO","85","80","31790","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Undeclared","65","55","29890","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Unknown","1080","990","30540","29540"
"In post","2021","Unknown","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Unknown","70","65","53690","46000"
"In post","2021","Unknown","Welsh Government","Heterosexual / straight","135","125","35800","28850"
"In post","2021","Unknown","Welsh Government","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Undeclared","40","40","44530","37410"
"In post","2021","Unknown","Welsh Government","Unknown","170","160","40980","33520"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","Heterosexual / straight","55","[c]","25620","21590"
"Leaver CS","2021","Declared disabled","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","Heterosexual / straight","455","[c]","26940","26890"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","LGBO","50","[c]","27940","27570"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","Undeclared","75","[c]","26210","27230"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","Unknown","90","[c]","25480","26890"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","Heterosexual / straight","30","[c]","38270","33100"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","Unknown","620","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","Heterosexual / straight","110","[c]","29530","25310"
"Leaver CS","2021","Declared disabled","Home Office","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Heterosexual / straight","275","[c]","30800","26670"
"Leaver CS","2021","Declared disabled","Ministry of Defence","LGBO","30","[c]","27580","22780"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Undeclared","45","[c]","31420","32120"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","Heterosexual / straight","495","[c]","23880","20100"
"Leaver CS","2021","Declared disabled","Ministry of Justice","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","Undeclared","70","[c]","27400","21170"
"Leaver CS","2021","Declared disabled","Ministry of Justice","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","Heterosexual / straight","40","[c]","32560","31540"
"Leaver CS","2021","Declared disabled","Scottish Government","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","Heterosexual / straight","195","[c]","47480","51120"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","Unknown","45","[c]","49880","55610"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","Heterosexual / straight","115","[c]","49980","40000"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","65","[c]","50150","45640"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","160","[c]","44000","39250"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education","Heterosexual / straight","185","[c]","44790","40510"
"Leaver CS","2021","Declared non-disabled","Department for Education","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","Heterosexual / straight","30","[c]","50810","38890"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport","Heterosexual / straight","305","[c]","30920","26380"
"Leaver CS","2021","Declared non-disabled","Department for Transport","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport","Undeclared","100","[c]","31610","26380"
"Leaver CS","2021","Declared non-disabled","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","1870","[c]","26720","25110"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","LGBO","95","[c]","25620","24180"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","Undeclared","205","[c]","29010","26890"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","Unknown","840","[c]","26770","26120"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","455","[c]","39770","32650"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","Undeclared","55","[c]","44920","40470"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","75","[c]","44110","38600"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","Heterosexual / straight","95","[c]","32430","27130"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","105","[c]","30560","26000"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
