"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Office of Rail and Road","G7","Female","15","15","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","G7","Male","25","25","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","HEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","HEO","Male","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","SEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","SEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","EO","Female","20","15","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","EO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","G6","Female","10","10","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","G7","Female","40","40","49250","48420"
"In post","2021","30-39","Other Cabinet Office Agencies","G7","Male","25","25","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","HEO","Female","40","40","29450","28540"
"In post","2021","30-39","Other Cabinet Office Agencies","HEO","Male","40","40","29440","28250"
"In post","2021","30-39","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","SEO","Female","45","45","35840","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","SEO","Male","35","35","36310","35420"
"In post","2021","30-39","Scotland Office","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office","G7","Male","5","5","[c]","[c]"
"In post","2021","30-39","Scotland Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","SEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Scotland Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government","AA","Female","175","150","20920","20810"
"In post","2021","30-39","Scottish Government","AA","Male","130","130","21180","21150"
"In post","2021","30-39","Scottish Government","AO","Female","495","450","23320","22820"
"In post","2021","30-39","Scottish Government","AO","Male","435","430","24270","24130"
"In post","2021","30-39","Scottish Government","EO","Female","710","665","29560","29190"
"In post","2021","30-39","Scottish Government","EO","Male","675","675","30250","29350"
"In post","2021","30-39","Scottish Government","G6","Female","90","85","68800","66290"
"In post","2021","30-39","Scottish Government","G6","Male","75","75","68190","66290"
"In post","2021","30-39","Scottish Government","G7","Female","335","320","55520","56120"
"In post","2021","30-39","Scottish Government","G7","Male","215","215","56130","56120"
"In post","2021","30-39","Scottish Government","HEO","Female","600","570","33500","33620"
"In post","2021","30-39","Scottish Government","HEO","Male","435","435","34130","33620"
"In post","2021","30-39","Scottish Government","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","SEO","Female","580","545","43440","42190"
"In post","2021","30-39","Scottish Government","SEO","Male","380","375","43340","42190"
"In post","2021","30-39","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AO","Male","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","HEO","Female","25","25","[c]","[c]"
"In post","2021","30-39","The National Archives","HEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","SEO","Female","25","25","[c]","[c]"
"In post","2021","30-39","The National Archives","SEO","Male","15","15","[c]","[c]"
"In post","2021","30-39","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G6","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G6","Male","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G7","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G7","Male","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","HEO","Female","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","HEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SEO","Female","15","15","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SEO","Male","20","20","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AA","Female","20","15","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AA","Male","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AO","Female","75","60","19460","19520"
"In post","2021","30-39","United Kingdom Statistics Authority","AO","Male","45","40","20000","19520"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","Female","105","95","23530","23050"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","Male","65","65","23630","23050"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G6","Female","20","15","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G6","Male","30","25","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G7","Female","125","115","49930","49100"
"In post","2021","30-39","United Kingdom Statistics Authority","G7","Male","110","110","50370","49100"
"In post","2021","30-39","United Kingdom Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","HEO","Female","190","175","30140","29540"
"In post","2021","30-39","United Kingdom Statistics Authority","HEO","Male","145","145","30220","29540"
"In post","2021","30-39","United Kingdom Statistics Authority","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO","Female","180","170","37060","36980"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO","Male","170","165","36880","36480"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G7","Female","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","HEO","Female","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","HEO","Male","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","SEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","SEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government","AO","Female","120","110","23260","23830"
"In post","2021","30-39","Welsh Government","AO","Male","75","75","23370","23830"
"In post","2021","30-39","Welsh Government","EO","Female","170","155","28600","28850"
"In post","2021","30-39","Welsh Government","EO","Male","105","105","28580","28850"
"In post","2021","30-39","Welsh Government","G6","Female","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government","G6","Male","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government","G7","Female","80","75","58350","60830"
"In post","2021","30-39","Welsh Government","G7","Male","75","75","56950","56620"
"In post","2021","30-39","Welsh Government","HEO","Female","275","250","36520","37410"
"In post","2021","30-39","Welsh Government","HEO","Male","135","135","36160","37410"
"In post","2021","30-39","Welsh Government","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","Welsh Government","SCS level","Male","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government","SEO","Female","135","125","45460","47000"
"In post","2021","30-39","Welsh Government","SEO","Male","80","80","45260","47000"
"In post","2021","40-49","Attorney General's Departments","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","AO","Female","225","185","22570","21950"
"In post","2021","40-49","Attorney General's Departments","AO","Male","95","95","22820","23470"
"In post","2021","40-49","Attorney General's Departments","EO","Female","285","250","28290","28430"
"In post","2021","40-49","Attorney General's Departments","EO","Male","110","110","28390","28430"
"In post","2021","40-49","Attorney General's Departments","G6","Female","260","230","67570","66610"
"In post","2021","40-49","Attorney General's Departments","G6","Male","160","155","67950","66620"
"In post","2021","40-49","Attorney General's Departments","G7","Female","810","705","55080","54080"
"In post","2021","40-49","Attorney General's Departments","G7","Male","360","355","55560","54390"
"In post","2021","40-49","Attorney General's Departments","HEO","Female","140","130","34950","33610"
"In post","2021","40-49","Attorney General's Departments","HEO","Male","80","80","33830","33460"
"In post","2021","40-49","Attorney General's Departments","SCS level","Female","75","70","81650","80240"
"In post","2021","40-49","Attorney General's Departments","SCS level","Male","40","40","82870","79700"
"In post","2021","40-49","Attorney General's Departments","SEO","Female","60","60","40370","39750"
"In post","2021","40-49","Attorney General's Departments","SEO","Male","50","50","40120","39750"
"In post","2021","40-49","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Unknown","Male","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office","AO","Female","50","45","21300","20920"
"In post","2021","40-49","Cabinet Office","AO","Male","35","35","21560","20800"
"In post","2021","40-49","Cabinet Office","EO","Female","70","65","27200","27500"
"In post","2021","40-49","Cabinet Office","EO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Cabinet Office","G6","Female","150","150","71990","68330"
"In post","2021","40-49","Cabinet Office","G6","Male","130","130","72100","68610"
"In post","2021","40-49","Cabinet Office","G7","Female","275","260","55290","54700"
"In post","2021","40-49","Cabinet Office","G7","Male","275","275","55540","54700"
"In post","2021","40-49","Cabinet Office","HEO","Female","135","130","34250","34550"
"In post","2021","40-49","Cabinet Office","HEO","Male","130","130","34250","34550"
"In post","2021","40-49","Cabinet Office","SCS level","Female","185","180","86860","76140"
"In post","2021","40-49","Cabinet Office","SCS level","Male","210","210","95210","89950"
"In post","2021","40-49","Cabinet Office","SEO","Female","100","95","40430","40590"
"In post","2021","40-49","Cabinet Office","SEO","Male","65","65","40870","40600"
"In post","2021","40-49","Chancellor's other departments","EO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","G6","Female","15","15","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","G6","Male","25","25","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","G7","Female","10","10","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","G7","Male","15","15","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","HEO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","SEO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","SEO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","EO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","EO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","G6","Male","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","G7","Female","15","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","G7","Male","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","HEO","Female","30","25","[c]","[c]"
"In post","2021","40-49","Charity Commission","HEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","SEO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Charity Commission","SEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","G6","Female","40","35","76090","75140"
"In post","2021","40-49","Competition and Markets Authority","G6","Male","30","30","77000","75710"
"In post","2021","40-49","Competition and Markets Authority","G7","Female","25","25","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","G7","Male","30","30","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","HEO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","HEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SCS level","Female","25","25","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SCS level","Male","25","25","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SEO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SEO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","AA","Female","15","10","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","AA","Male","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","AO","Female","160","140","21630","21070"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","AO","Male","90","90","21540","20880"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","EO","Female","210","190","25760","25610"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","EO","Male","145","145","26970","26330"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","G6","Female","145","135","65860","64990"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","G6","Male","175","170","66820","64990"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","G7","Female","310","285","53860","53600"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","G7","Male","405","400","54710","53600"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","HEO","Female","345","320","33770","33570"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","HEO","Male","255","255","35000","34390"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Female","90","80","79920","74580"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Male","80","80","85400","76880"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","SEO","Female","260","240","42680","40220"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","SEO","Male","360","350","42630","41060"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","EO","Female","15","10","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","EO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","G6","Female","30","25","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","G6","Male","30","30","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","G7","Female","50","45","55770","52250"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","G7","Male","50","50","56780","54670"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","HEO","Female","30","30","36230","34330"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","HEO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","Female","30","25","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","Male","25","25","[c]","[c]"
"In post","2021","40-49","Department for Education","AO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","EO","Female","90","80","26330","26000"
"In post","2021","40-49","Department for Education","EO","Male","70","70","26980","26000"
"In post","2021","40-49","Department for Education","G6","Female","185","175","65050","64590"
"In post","2021","40-49","Department for Education","G6","Male","165","165","64380","64180"
"In post","2021","40-49","Department for Education","G7","Female","345","320","52150","50630"
"In post","2021","40-49","Department for Education","G7","Male","250","250","51970","50630"
"In post","2021","40-49","Department for Education","HEO","Female","210","190","31380","30230"
"In post","2021","40-49","Department for Education","HEO","Male","125","125","31200","30200"
"In post","2021","40-49","Department for Education","SCS level","Female","80","70","84020","74360"
"In post","2021","40-49","Department for Education","SCS level","Male","60","60","83290","77440"
"In post","2021","40-49","Department for Education","SEO","Female","310","285","39080","37100"
"In post","2021","40-49","Department for Education","SEO","Male","210","210","38990","37100"
"In post","2021","40-49","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","AO","Female","285","235","21300","21050"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","AO","Male","185","185","21400","21050"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","EO","Female","310","265","26290","25670"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","EO","Male","210","205","26220","25500"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","G6","Female","120","110","61980","62670"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","G6","Male","115","115","61640","61710"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","G7","Female","295","275","50990","49770"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","G7","Male","265","265","51470","50560"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","HEO","Female","300","270","31010","30230"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","HEO","Male","195","195","30990","30230"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SCS level","Female","55","55","81010","74850"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SCS level","Male","55","55","83820","77390"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SEO","Female","375","340","38260","37360"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SEO","Male","285","280","38300","37240"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2021","40-49","Department for International Trade","G6","Female","35","30","62350","62660"
"In post","2021","40-49","Department for International Trade","G6","Male","45","45","64330","62170"
"In post","2021","40-49","Department for International Trade","G7","Female","65","60","53010","51970"
"In post","2021","40-49","Department for International Trade","G7","Male","85","85","53930","53030"
"In post","2021","40-49","Department for International Trade","HEO","Female","30","30","32530","32120"
"In post","2021","40-49","Department for International Trade","HEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","Department for International Trade","SCS level","Female","30","30","81860","75580"
"In post","2021","40-49","Department for International Trade","SCS level","Male","35","35","91740","89890"
"In post","2021","40-49","Department for International Trade","SEO","Female","35","30","39350","38540"
"In post","2021","40-49","Department for International Trade","SEO","Male","45","45","39360","38540"
"In post","2021","40-49","Department for Transport","AA","Female","175","130","18120","18060"
"In post","2021","40-49","Department for Transport","AA","Male","105","100","19250","18060"
"In post","2021","40-49","Department for Transport","AO","Female","530","450","21740","21590"
"In post","2021","40-49","Department for Transport","AO","Male","445","435","24010","21590"
"In post","2021","40-49","Department for Transport","EO","Female","345","320","27520","26780"
"In post","2021","40-49","Department for Transport","EO","Male","580","575","28450","26780"
"In post","2021","40-49","Department for Transport","G6","Female","60","55","69860","66230"
"In post","2021","40-49","Department for Transport","G6","Male","105","105","69640","66520"
"In post","2021","40-49","Department for Transport","G7","Female","165","155","54910","54760"
"In post","2021","40-49","Department for Transport","G7","Male","260","255","58050","54760"
"In post","2021","40-49","Department for Transport","HEO","Female","220","210","33120","32180"
"In post","2021","40-49","Department for Transport","HEO","Male","300","300","33880","33350"
"In post","2021","40-49","Department for Transport","SCS level","Female","45","40","84290","79000"
"In post","2021","40-49","Department for Transport","SCS level","Male","55","55","91300","83170"
"In post","2021","40-49","Department for Transport","SEO","Female","185","180","41710","41090"
"In post","2021","40-49","Department for Transport","SEO","Male","295","290","44110","42590"
"In post","2021","40-49","Department for Work and Pensions","AA","Female","35","25","20150","20230"
"In post","2021","40-49","Department for Work and Pensions","AA","Male","35","30","20080","20230"
"In post","2021","40-49","Department for Work and Pensions","AO","Female","4435","3500","21130","21010"
"In post","2021","40-49","Department for Work and Pensions","AO","Male","2005","1930","21140","21010"
"In post","2021","40-49","Department for Work and Pensions","EO","Female","7810","6840","28010","27570"
"In post","2021","40-49","Department for Work and Pensions","EO","Male","3935","3875","28070","27570"
"In post","2021","40-49","Department for Work and Pensions","G6","Female","130","120","65690","66250"
"In post","2021","40-49","Department for Work and Pensions","G6","Male","150","145","67920","66700"
"In post","2021","40-49","Department for Work and Pensions","G7","Female","350","330","53140","52750"
"In post","2021","40-49","Department for Work and Pensions","G7","Male","350","345","54700","53430"
"In post","2021","40-49","Department for Work and Pensions","HEO","Female","1200","1130","33030","31990"
"In post","2021","40-49","Department for Work and Pensions","HEO","Male","710","705","33260","31990"
"In post","2021","40-49","Department for Work and Pensions","SCS level","Female","55","55","87780","78380"
"In post","2021","40-49","Department for Work and Pensions","SCS level","Male","45","45","91490","85420"
"In post","2021","40-49","Department for Work and Pensions","SEO","Female","575","540","39470","37910"
"In post","2021","40-49","Department for Work and Pensions","SEO","Male","515","510","42590","39330"
"In post","2021","40-49","Department of Health and Social Care","AA","Female","5","5","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","AA","Male","5","5","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","AO","Female","85","75","21960","21880"
"In post","2021","40-49","Department of Health and Social Care","AO","Male","30","25","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","EO","Female","165","150","26580","27140"
"In post","2021","40-49","Department of Health and Social Care","EO","Male","65","65","26320","27080"
"In post","2021","40-49","Department of Health and Social Care","G6","Female","240","220","67910","66230"
"In post","2021","40-49","Department of Health and Social Care","G6","Male","155","150","67780","66230"
"In post","2021","40-49","Department of Health and Social Care","G7","Female","505","470","52940","53120"
"In post","2021","40-49","Department of Health and Social Care","G7","Male","295","290","53320","53120"
"In post","2021","40-49","Department of Health and Social Care","HEO","Female","305","265","32630","32350"
"In post","2021","40-49","Department of Health and Social Care","HEO","Male","130","125","32660","32790"
"In post","2021","40-49","Department of Health and Social Care","SCS level","Female","160","145","89390","88530"
