"Status","Year","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Teaching Regulation Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Female","Heterosexual / straight","125","120","35060","33170"
"In post","2021","The National Archives","Female","LGBO","15","15","[c]","[c]"
"In post","2021","The National Archives","Female","Undeclared","30","30","33500","30000"
"In post","2021","The National Archives","Female","Unknown","115","110","36060","33450"
"In post","2021","The National Archives","Male","Heterosexual / straight","95","95","38400","35130"
"In post","2021","The National Archives","Male","LGBO","15","15","[c]","[c]"
"In post","2021","The National Archives","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","The National Archives","Male","Unknown","125","120","34270","31390"
"In post","2021","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Female","Heterosexual / straight","150","145","40920","35110"
"In post","2021","Transport Scotland","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Transport Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Transport Scotland","Female","Unknown","45","40","41240","42190"
"In post","2021","Transport Scotland","Male","Heterosexual / straight","180","175","48600","46600"
"In post","2021","Transport Scotland","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Transport Scotland","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Transport Scotland","Male","Unknown","85","85","43700","43600"
"In post","2021","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Female","Heterosexual / straight","125","125","47970","43000"
"In post","2021","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Female","Unknown","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Male","Heterosexual / straight","195","195","55450","50430"
"In post","2021","UK Export Finance","Male","LGBO","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","UK Export Finance","Male","Unknown","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Female","Heterosexual / straight","190","175","34520","33290"
"In post","2021","UK Hydrographic Office","Female","LGBO","10","10","[c]","[c]"
"In post","2021","UK Hydrographic Office","Female","Undeclared","35","30","33250","33290"
"In post","2021","UK Hydrographic Office","Female","Unknown","55","50","32490","33290"
"In post","2021","UK Hydrographic Office","Male","Heterosexual / straight","365","355","35160","33290"
"In post","2021","UK Hydrographic Office","Male","LGBO","10","10","[c]","[c]"
"In post","2021","UK Hydrographic Office","Male","Undeclared","40","40","36390","35020"
"In post","2021","UK Hydrographic Office","Male","Unknown","135","135","35030","33290"
"In post","2021","UK Hydrographic Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Female","Heterosexual / straight","430","395","35260","30170"
"In post","2021","UK Intellectual Property Office","Female","LGBO","20","20","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Female","Unknown","230","210","30340","23320"
"In post","2021","UK Intellectual Property Office","Male","Heterosexual / straight","400","385","42840","40720"
"In post","2021","UK Intellectual Property Office","Male","LGBO","35","35","39720","39540"
"In post","2021","UK Intellectual Property Office","Male","Undeclared","55","50","44100","40800"
"In post","2021","UK Intellectual Property Office","Male","Unknown","325","310","39070","35570"
"In post","2021","UK Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Female","Heterosexual / straight","75","75","44110","40050"
"In post","2021","UK Space Agency","Female","LGBO","20","20","[c]","[c]"
"In post","2021","UK Space Agency","Female","Undeclared","30","30","41920","38390"
"In post","2021","UK Space Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Male","Heterosexual / straight","65","65","50420","49080"
"In post","2021","UK Space Agency","Male","LGBO","15","15","[c]","[c]"
"In post","2021","UK Space Agency","Male","Undeclared","40","40","49220","50240"
"In post","2021","UK Space Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","Heterosexual / straight","30","30","40470","35700"
"In post","2021","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","UK Supreme Court","Male","LGBO","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Female","Heterosexual / straight","2055","1800","31950","29540"
"In post","2021","United Kingdom Statistics Authority","Female","LGBO","110","105","31450","29540"
"In post","2021","United Kingdom Statistics Authority","Female","Undeclared","110","95","31640","29540"
"In post","2021","United Kingdom Statistics Authority","Female","Unknown","835","730","29890","29540"
"In post","2021","United Kingdom Statistics Authority","Male","Heterosexual / straight","1445","1300","34100","30130"
"In post","2021","United Kingdom Statistics Authority","Male","LGBO","105","105","35330","30130"
"In post","2021","United Kingdom Statistics Authority","Male","Undeclared","85","75","32990","31270"
"In post","2021","United Kingdom Statistics Authority","Male","Unknown","745","695","33680","29560"
"In post","2021","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Valuation Office Agency","Female","Heterosexual / straight","1075","960","32820","29710"
"In post","2021","Valuation Office Agency","Female","LGBO","55","50","31420","30000"
"In post","2021","Valuation Office Agency","Female","Undeclared","165","150","34060","31080"
"In post","2021","Valuation Office Agency","Female","Unknown","525","475","28400","25860"
"In post","2021","Valuation Office Agency","Male","Heterosexual / straight","1000","960","37300","33250"
"In post","2021","Valuation Office Agency","Male","LGBO","60","60","32900","30500"
"In post","2021","Valuation Office Agency","Male","Undeclared","185","175","38300","33250"
"In post","2021","Valuation Office Agency","Male","Unknown","470","455","32530","29440"
"In post","2021","Valuation Office Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Female","Heterosexual / straight","55","50","29530","27250"
"In post","2021","Vehicle Certification Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Male","Heterosexual / straight","120","115","39470","37790"
"In post","2021","Vehicle Certification Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Female","Heterosexual / straight","65","65","37800","35030"
"In post","2021","Veterinary Medicines Directorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Male","Heterosexual / straight","50","50","47800","49920"
"In post","2021","Veterinary Medicines Directorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Wales Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Wales Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Heterosexual / straight","55","55","57100","51460"
"In post","2021","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Unknown","70","65","55290","44680"
"In post","2021","Water Services Regulation Authority","Male","Heterosexual / straight","35","35","58930","56200"
"In post","2021","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","Unknown","80","75","56350","51630"
"In post","2021","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Female","Heterosexual / straight","2825","2610","39650","37410"
"In post","2021","Welsh Government (excl. agencies)","Female","LGBO","95","95","39740","37410"
"In post","2021","Welsh Government (excl. agencies)","Female","Undeclared","385","360","41020","37410"
"In post","2021","Welsh Government (excl. agencies)","Female","Unknown","65","60","38320","28850"
"In post","2021","Welsh Government (excl. agencies)","Male","Heterosexual / straight","1840","1795","42480","37410"
"In post","2021","Welsh Government (excl. agencies)","Male","LGBO","110","110","43500","38360"
"In post","2021","Welsh Government (excl. agencies)","Male","Undeclared","295","285","44930","39680"
"In post","2021","Welsh Government (excl. agencies)","Male","Unknown","85","80","39790","28850"
"In post","2021","Welsh Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Female","Unknown","40","40","42090","39310"
"In post","2021","Welsh Revenue Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Male","Unknown","30","30","50540","48940"
"In post","2021","Welsh Revenue Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Female","Heterosexual / straight","50","45","32340","27530"
"In post","2021","Wilton Park","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Wilton Park","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Wilton Park","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Wilton Park","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Unknown","75","[c]","28500","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Unknown","55","[c]","29690","25900"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","75","[c]","42420","34640"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Unknown","95","[c]","44070","32000"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","65","[c]","54130","54580"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Unknown","105","[c]","51850","34660"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Heterosexual / straight","35","[c]","51250","48980"
"Leaver CS","2021","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Heterosexual / straight","35","[c]","51800","37310"
"Leaver CS","2021","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","40","[c]","27010","22220"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Female","Heterosexual / straight","110","[c]","39610","28430"
"Leaver CS","2021","Crown Prosecution Service","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Female","Unknown","35","[c]","44420","55000"
"Leaver CS","2021","Crown Prosecution Service","Male","Heterosexual / straight","75","[c]","46980","55000"
"Leaver CS","2021","Crown Prosecution Service","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
