"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Prison and Probation Service","Communications","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","130","125","47280","48390"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","460","445","30890","28080"
"In post","2021","HM Prison and Probation Service","Internal Audit","65","65","48010","48800"
"In post","2021","HM Prison and Probation Service","Knowledge and Information Management","15","15","31660","26340"
"In post","2021","HM Prison and Probation Service","Operational Delivery","50105","47220","29550","28200"
"In post","2021","HM Prison and Probation Service","Policy","595","575","37780","31180"
"In post","2021","HM Prison and Probation Service","Psychology","1305","1245","35180","30450"
"In post","2021","HM Prison and Probation Service","Security","675","670","39330","36720"
"In post","2021","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","75","70","39630","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","230","220","44420","39200"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","1930","1845","39680","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","120","115","48270","37190"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","1515","1330","33630","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","660","620","41130","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","195","185","37880","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","75","70","44180","41350"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","135","130","33090","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","35","35","37440","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","3730","3560","33410","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","27010","23800","25530","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","135","130","43490","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","485","440","41690","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","1125","1060","52510","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","2495","2390","42880","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","250","235","39460","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","185","180","40830","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Social Research","80","75","45420","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","275","265","43530","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","17730","16735","33240","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","4475","4325","32100","25560"
"In post","2021","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","40","40","45170","41650"
"In post","2021","HM Treasury (excl. agencies)","Corporate Finance","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","20","20","51120","49940"
"In post","2021","HM Treasury (excl. agencies)","Economics","165","165","42720","34320"
"In post","2021","HM Treasury (excl. agencies)","Finance","90","85","47810","52500"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","80","75","45450","50330"
"In post","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","155","150","31440","28500"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","1350","1330","49080","52500"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","25","20","46170","44670"
"In post","2021","HM Treasury (excl. agencies)","Statistics","15","15","45190","39900"
"In post","2021","HM Treasury (excl. agencies)","Tax","55","55","60940","59330"
"In post","2021","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","90","90","41360","42100"
"In post","2021","Home Office (incl. agencies)","Communications","175","175","48630","43880"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","180","165","26930","25310"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","1220","1205","50060","45550"
"In post","2021","Home Office (incl. agencies)","Economics","110","110","46610","35070"
"In post","2021","Home Office (incl. agencies)","Finance","280","270","45650","41970"
"In post","2021","Home Office (incl. agencies)","Human Resources","570","545","42930","37450"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","1380","1300","29700","27370"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","90","90","42240","38290"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","24995","22885","27880","25630"
"In post","2021","Home Office (incl. agencies)","Operational Research","90","85","46070","39900"
"In post","2021","Home Office (incl. agencies)","Other","1790","1680","34890","30830"
"In post","2021","Home Office (incl. agencies)","Policy","2115","2065","49990","45350"
"In post","2021","Home Office (incl. agencies)","Project Delivery","1325","1295","45140","41950"
"In post","2021","Home Office (incl. agencies)","Property","20","20","34640","32740"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","120","110","48280","40410"
"In post","2021","Home Office (incl. agencies)","Security","350","335","31070","28670"
"In post","2021","Home Office (incl. agencies)","Social Research","105","105","48330","43560"
"In post","2021","Home Office (incl. agencies)","Statistics","90","90","41500","36960"
"In post","2021","Home Office (incl. agencies)","Unknown","275","270","63040","66240"
"In post","2021","Insolvency Service","Commercial","25","25","44220","42700"
"In post","2021","Insolvency Service","Communications","10","10","38420","39800"
"In post","2021","Insolvency Service","Counter Fraud","260","250","39230","39170"
"In post","2021","Insolvency Service","Digital, Data and Technology","55","50","42440","41060"
"In post","2021","Insolvency Service","Finance","40","40","42350","41940"
"In post","2021","Insolvency Service","Human Resources","45","45","41550","42440"
"In post","2021","Insolvency Service","Intelligence Analysis","10","10","45330","43050"
"In post","2021","Insolvency Service","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Legal","40","35","57030","53390"
"In post","2021","Insolvency Service","Operational Delivery","1240","1175","28300","25060"
"In post","2021","Insolvency Service","Policy","25","25","47560","45980"
"In post","2021","Insolvency Service","Project Delivery","40","35","43010","43200"
"In post","2021","Insolvency Service","Statistics","20","20","41620","40270"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","10","10","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","15","15","52890","53680"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","10","10","50230","52750"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","150","150","48880","50360"
"In post","2021","Institute for Apprenticeships and Technical Education","Other","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Project Delivery","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","Commercial","95","95","40800","40080"
"In post","2021","Legal Aid Agency","Communications","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Finance","60","55","31350","28350"
"In post","2021","Legal Aid Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Knowledge and Information Management","10","10","33820","30050"
"In post","2021","Legal Aid Agency","Legal","45","45","54440","48350"
"In post","2021","Legal Aid Agency","Operational Delivery","920","860","24870","21170"
"In post","2021","Legal Aid Agency","Policy","15","15","48900","44510"
"In post","2021","Legal Aid Agency","Project Delivery","15","10","38350","31690"
"In post","2021","Legal Aid Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Communications","20","20","35120","31860"
"In post","2021","Maritime and Coastguard Agency","Digital, Data and Technology","105","105","38370","34040"
"In post","2021","Maritime and Coastguard Agency","Finance","30","25","38490","35610"
"In post","2021","Maritime and Coastguard Agency","Human Resources","35","30","34070","31210"
"In post","2021","Maritime and Coastguard Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Internal Audit","15","15","38250","35410"
"In post","2021","Maritime and Coastguard Agency","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Legal","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Medicine","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","790","760","36670","31780"
"In post","2021","Maritime and Coastguard Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Policy","200","190","38830","38650"
"In post","2021","Maritime and Coastguard Agency","Property","15","15","33480","26780"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","60","60","41910","36690"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","75","75","46880","41040"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","30","30","47410","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","25","25","46700","40900"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","165","155","64780","67750"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","180","175","38100","33090"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","300","290","49660","43760"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","20","20","53490","53620"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","290","280","50480","45140"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","165","165","38010","32960"
"In post","2021","Met Office","Commercial","190","185","42990","40140"
"In post","2021","Met Office","Communications","30","30","38570","38250"
"In post","2021","Met Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Digital, Data and Technology","350","340","37300","34170"
"In post","2021","Met Office","Finance","30","25","43040","47960"
"In post","2021","Met Office","Human Resources","70","65","38220","33350"
"In post","2021","Met Office","Internal Audit","5","5","[c]","[c]"
"In post","2021","Met Office","Legal","10","10","42340","42400"
"In post","2021","Met Office","Operational Delivery","220","210","41080","39670"
"In post","2021","Met Office","Other","20","20","47610","46100"
"In post","2021","Met Office","Project Delivery","200","190","40570","39650"
"In post","2021","Met Office","Property","25","25","34570","32810"
"In post","2021","Met Office","Science and Engineering","945","895","40170","39650"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","855","825","36300","34800"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","535","520","34600","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","700","680","32410","29670"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","30","30","44500","38600"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","1600","1545","38050","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","1670","1570","30770","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","855","830","37140","34640"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","135","135","38580","34610"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","680","660","33530","31000"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","30","30","50050","53500"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","1660","1485","44620","37890"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","665","630","28560","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","85","85","43990","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Other","10505","10125","25470","21580"
"In post","2021","Ministry of Defence (excl. agencies)","Planning","10","10","41470","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","1060","1040","44080","41500"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","4630","4515","39690","37000"
"In post","2021","Ministry of Defence (excl. agencies)","Property","2445","2375","31370","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","25","25","40280","39110"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","1820","1780","33000","27370"
"In post","2021","Ministry of Defence (excl. agencies)","Security","6025","5915","29080","25390"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","165","160","39700","37050"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","1520","1480","34620","33300"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","10","10","41880","40730"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","100","100","41310","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","70","70","50630","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","75","75","44560","35060"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","110","105","52450","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","65","65","42160","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","35","30","38830","34060"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","425","410","37920","33960"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","95","90","46410","42200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","1265","1240","48490","48810"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","110","105","45750","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","25","25","51520","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","95","95","48400","45970"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","110","105","35560","34090"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","105","105","45040","43410"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","870","855","48150","46550"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","45","45","44220","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","530","515","44670","41500"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","680","660","41860","37210"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","40","35","32240","29970"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","70","65","56510","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","1385","1350","35580","31530"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","100","100","47610","42190"
"In post","2021","Ministry of Justice (excl. agencies)","Other","70","65","35640","33520"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","675","655","43530","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","245","245","42320","39330"
"In post","2021","Ministry of Justice (excl. agencies)","Property","140","135","41570","35760"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","60","55","49320","48350"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","105","100","45360","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","110","105","39550","36760"
"In post","2021","National Crime Agency","Commercial","20","20","44750","45570"
"In post","2021","National Crime Agency","Communications","30","30","45600","45480"
"In post","2021","National Crime Agency","Digital, Data and Technology","260","255","41070","37750"
"In post","2021","National Crime Agency","Finance","50","45","38330","36740"
"In post","2021","National Crime Agency","Human Resources","185","175","40160","39240"
"In post","2021","National Crime Agency","Legal","50","50","55660","59160"
"In post","2021","National Crime Agency","Operational Delivery","4725","4625","39700","37560"
"In post","2021","National Crime Agency","Project Delivery","95","90","46620","45480"
"In post","2021","National Crime Agency","Property","30","30","43170","39510"
"In post","2021","National Crime Agency","Security","40","35","34390","33490"
"In post","2021","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Economics","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","Operational Delivery","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","Policy","30","30","56710","52360"
"In post","2021","National Records of Scotland","Unknown","435","410","34520","32140"
"In post","2021","National Savings and Investments","Commercial","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","20","20","45470","43930"
"In post","2021","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","10","10","55400","49920"
"In post","2021","National Savings and Investments","Finance","30","30","51240","46460"
"In post","2021","National Savings and Investments","Human Resources","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Other","95","95","53850","45130"
"In post","2021","National Savings and Investments","Project Delivery","10","10","51700","54500"
"In post","2021","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Social Research","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","15","15","46400","37370"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","15","15","35090","26900"
"In post","2021","Northern Ireland Office","Policy","95","95","46600","41000"
"In post","2021","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Economics","35","30","51090","54690"
"In post","2021","Office for Budget Responsibility","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","15","15","35070","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","35","35","41730","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","80","80","45050","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","35","35","41620","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","55","55","39210","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","795","775","65820","64500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","15","15","59150","62810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","225","205","28630","25620"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","255","240","28530","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","65","65","51530","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","30","30","43520","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","15","15","31410","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","40","40","41220","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","115","110","39300","35010"
"In post","2021","Office of Gas and Electricity Markets","Communications","35","35","43670","36480"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","15","15","44880","42390"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","10","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","100","100","51190","46140"
"In post","2021","Office of Gas and Electricity Markets","Economics","55","55","47370","47000"
"In post","2021","Office of Gas and Electricity Markets","Finance","40","40","51840","46250"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","25","25","43020","40530"
"In post","2021","Office of Gas and Electricity Markets","Legal","80","80","63840","63540"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","165","165","33350","27120"
"In post","2021","Office of Gas and Electricity Markets","Other","530","520","44220","37490"
"In post","2021","Office of Gas and Electricity Markets","Policy","80","80","37850","34240"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","25","25","47090","44090"
"In post","2021","Office of Gas and Electricity Markets","Property","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","15","10","64010","63750"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","30","25","42870","40290"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","25","25","41390","39830"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","10","10","56880","57350"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","85","80","44940","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","15","15","50350","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","35","35","54630","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","30","25","40670","37230"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","15","15","47110","41160"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","25","25","56430","57030"
"In post","2021","Office of Rail and Road","Finance","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","10","10","45200","45850"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","10","10","65840","58830"
"In post","2021","Office of Rail and Road","Operational Delivery","135","130","53330","53700"
"In post","2021","Office of Rail and Road","Policy","65","60","57300","55500"
"In post","2021","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","20","20","64650","63390"
"In post","2021","Office of Rail and Road","Statistics","20","20","46160","43300"
"In post","2021","Office of the Public Guardian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Finance","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Human Resources","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","15","15","34600","31420"
"In post","2021","Office of the Public Guardian","Operational Delivery","1350","1250","21750","19930"
"In post","2021","Office of the Public Guardian","Policy","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Project Delivery","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Property","10","10","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","50","45","37670","33620"
"In post","2021","Planning Inspectorate","Commercial","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Communications","10","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Digital, Data and Technology","45","40","38400","40720"
"In post","2021","Planning Inspectorate","Finance","20","20","41610","40720"
"In post","2021","Planning Inspectorate","Human Resources","20","20","35220","34860"
"In post","2021","Planning Inspectorate","Knowledge and Information Management","20","20","30090","27530"
"In post","2021","Planning Inspectorate","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Operational Delivery","340","315","30370","26050"
"In post","2021","Planning Inspectorate","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Planning","35","30","48780","40720"
"In post","2021","Planning Inspectorate","Planning Inspectors","345","305","57920","58810"
"In post","2021","Planning Inspectorate","Project Delivery","15","10","43900","40720"
"In post","2021","Planning Inspectorate","Statistics","5","5","[c]","[c]"
"In post","2021","Public Health England","Commercial","40","40","40790","39520"
"In post","2021","Public Health England","Communications","75","70","47540","42630"
"In post","2021","Public Health England","Corporate Finance","5","5","[c]","[c]"
"In post","2021","Public Health England","Digital, Data and Technology","135","135","44310","41500"
"In post","2021","Public Health England","Finance","145","145","42330","38200"
"In post","2021","Public Health England","Human Resources","135","130","45390","40070"
"In post","2021","Public Health England","Knowledge and Information Management","540","495","39370","37450"
"In post","2021","Public Health England","Legal","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","370","315","106550","104510"
"In post","2021","Public Health England","Operational Delivery","3130","2835","39550","36330"
"In post","2021","Public Health England","Property","20","15","42090","33530"
"In post","2021","Public Health England","Science and Engineering","2300","2120","40590","37960"
"In post","2021","Public Health England","Statistics","15","10","54340","53120"
"In post","2021","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","25","25","40960","34720"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","20","20","37200","36780"
"In post","2021","Registers of Scotland","Digital, Data and Technology","65","65","42130","36780"
"In post","2021","Registers of Scotland","Finance","25","25","32910","30080"
"In post","2021","Registers of Scotland","Human Resources","45","40","37250","36780"
"In post","2021","Registers of Scotland","Legal","10","10","47760","46440"
"In post","2021","Registers of Scotland","Operational Delivery","915","875","31040","30080"
"In post","2021","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","10","10","52290","46440"
"In post","2021","Registers of Scotland","Project Delivery","15","15","40010","42890"
