"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","80","80","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","110","105","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Female","Heterosexual / straight","50","50","54420","54320"
"In post","2021","Veterinarian","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Male","Heterosexual / straight","45","40","56990","56940"
"In post","2021","Veterinarian","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Female","Heterosexual / straight","110","105","40130","37720"
"In post","2021","Veterinarian","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Female","Undeclared","30","30","41170","37910"
"In post","2021","Veterinarian","SEO/HEO","Female","Unknown","30","25","40730","37360"
"In post","2021","Veterinarian","SEO/HEO","Male","Heterosexual / straight","75","75","41260","37910"
"In post","2021","Veterinarian","SEO/HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Female","Heterosexual / straight","30","[c]","36100","36780"
"Leaver CS","2021","Commercial","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Male","Heterosexual / straight","35","[c]","37990","37400"
"Leaver CS","2021","Commercial","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Female","Heterosexual / straight","40","[c]","36030","34490"
"Leaver CS","2021","Communications","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Female","Heterosexual / straight","15","[c]","[c]","[c]"
