"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","South West (England)","[c]","[c]","[c]","[c]"
