"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","East Wales","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Policy","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Inner London - East","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Inner London - West","200","195","45960","40050"
"In post","2021","Other ethnicity","Policy","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Overseas","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","West Midlands","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Inner London - East","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Inner London - West","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Outer London - South","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Inner London - West","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Devon","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Inner London - East","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","West Midlands","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Inner London - West","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Inner London - West","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
