"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","Outside London","Female","105","100","40460","39030"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","Outside London","Male","300","300","43090","46080"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","105","105","48720","53380"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","150","150","52660","53380"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","Female","35","35","46350","51730"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","Male","35","35","46510","46730"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","London","Female","50","50","52650","53420"
"In post","2021","Undeclared","Department for Education (excl. agencies)","London","Male","40","40","53280","53420"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Outside London","Female","100","95","39920","36780"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Outside London","Male","80","80","41970","37190"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","45","45","45440","39800"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","30","30","42170","39330"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","90","80","38210","36520"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","60","55","42060","43690"
"In post","2021","Undeclared","Department for International Trade","London","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","London","Male","35","35","50130","51970"
"In post","2021","Undeclared","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","London","Female","275","270","42660","36370"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","London","Male","380","370","43380","36880"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Outside London","Female","40","40","34130","30730"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Outside London","Male","35","35","44770","39040"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","London","Female","255","240","32380","31060"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","London","Male","165","165","34730","31060"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","Female","2140","1910","26420","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","Male","1440","1390","27030","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Licensing Agency","Outside London","Female","235","195","24390","21590"
"In post","2021","Undeclared","Driver and Vehicle Licensing Agency","Outside London","Male","230","220","30030","26020"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","London","Male","20","15","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Outside London","Female","60","55","29830","26780"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Outside London","Male","180","170","29240","26780"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Outside London","Female","35","30","39550","36780"
"In post","2021","Undeclared","Education and Skills Funding Agency","Outside London","Male","30","30","40160","36780"
"In post","2021","Undeclared","Education and Skills Funding Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","Female","95","95","42810","40350"
"In post","2021","Undeclared","Food Standards Agency","London","Male","85","85","43030","40350"
"In post","2021","Undeclared","Food Standards Agency","Outside London","Female","130","125","35020","31350"
"In post","2021","Undeclared","Food Standards Agency","Outside London","Male","120","120","36290","30810"
"In post","2021","Undeclared","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","75","75","47240","39580"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","100","100","54290","48840"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","55","55","52690","54470"
"In post","2021","Undeclared","Forestry and Land Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Forestry and Land Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","London","Female","75","65","55930","53370"
"In post","2021","Undeclared","Government Legal Department","London","Male","40","40","60920","66290"
"In post","2021","Undeclared","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Outside London","Female","65","65","39830","35910"
"In post","2021","Undeclared","Health and Safety Executive","Outside London","Male","100","95","49640","46320"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","Female","200","185","28780","23500"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","Male","120","115","30630","23500"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Outside London","Female","610","525","22900","20100"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Outside London","Male","255","240","23940","20650"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Outside London","Female","110","95","30700","27130"
"In post","2021","Undeclared","HM Land Registry","Outside London","Male","115","105","33700","33840"
"In post","2021","Undeclared","HM Prison and Probation Service","London","Female","365","340","34370","32330"
"In post","2021","Undeclared","HM Prison and Probation Service","London","Male","480","465","36720","35900"
"In post","2021","Undeclared","HM Prison and Probation Service","Outside London","Female","2375","2130","29380","28080"
"In post","2021","Undeclared","HM Prison and Probation Service","Outside London","Male","3975","3690","31690","31650"
"In post","2021","Undeclared","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs (excl. agencies)","London","Female","195","180","41370","36160"
"In post","2021","Undeclared","HM Revenue and Customs (excl. agencies)","London","Male","255","245","47180","41760"
"In post","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","Female","1115","965","30030","28130"
"In post","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","Male","1410","1340","32140","31810"
"In post","2021","Undeclared","HM Treasury (excl. agencies)","London","Female","135","130","41890","34620"
"In post","2021","Undeclared","HM Treasury (excl. agencies)","London","Male","185","185","45900","39330"
"In post","2021","Undeclared","HM Treasury (excl. agencies)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office (incl. agencies)","London","Female","335","310","38100","35050"
"In post","2021","Undeclared","Home Office (incl. agencies)","London","Male","350","335","40360","35310"
"In post","2021","Undeclared","Home Office (incl. agencies)","Outside London","Female","465","405","27950","26160"
"In post","2021","Undeclared","Home Office (incl. agencies)","Outside London","Male","630","600","28900","27370"
"In post","2021","Undeclared","Home Office (incl. agencies)","Overseas","Female","10","5","[c]","[c]"
"In post","2021","Undeclared","Home Office (incl. agencies)","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Insolvency Service","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Insolvency Service","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Institute for Apprenticeships and Technical Education","London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal Aid Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal Aid Agency","Outside London","Female","55","50","23080","21160"
"In post","2021","Undeclared","Legal Aid Agency","Outside London","Male","35","35","27430","21530"
"In post","2021","Undeclared","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Maritime and Coastguard Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Maritime and Coastguard Agency","Outside London","Male","55","55","38520","35180"
"In post","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","London","Female","85","85","37880","36140"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","London","Male","175","170","42570","39910"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Outside London","Female","900","850","29850","26670"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Outside London","Male","1505","1480","31670","29200"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Overseas","Male","30","30","39550","33460"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","Female","10","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","45","45","47230","53130"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","50","50","45710","42980"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","London","Female","145","140","43120","39870"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","London","Male","120","115","47390","42540"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","Outside London","Female","100","95","37230","34090"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","Outside London","Male","75","70","35720","31500"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Infrastructure Commission","London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Records of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","London","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","Outside London","Female","55","50","22840","20420"
"In post","2021","Undeclared","Office of the Public Guardian","Outside London","Male","50","45","21530","20430"
"In post","2021","Undeclared","Office of the Scottish Charity Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Undeclared","Public Health England","London","Female","145","125","47750","40810"
"In post","2021","Undeclared","Public Health England","London","Male","70","65","59170","52610"
"In post","2021","Undeclared","Public Health England","Outside London","Female","210","180","40240","37190"
"In post","2021","Undeclared","Public Health England","Outside London","Male","85","80","50180","40170"
"In post","2021","Undeclared","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Revenue Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Revenue Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Fiscal Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Fiscal Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Forestry","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Forestry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Outside London","Female","65","65","40880","35110"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Outside London","Male","55","50","44450","46600"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Housing Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Housing Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","London","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Student Awards Agency for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Outside London","Male","95","90","45390","44640"
"In post","2021","Undeclared","Submarine Delivery Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Teaching Regulation Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Teaching Regulation Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Transport Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Transport Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Outside London","Female","30","30","33450","33290"
