"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Undeclared","Unknown","EO","20","20","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","SEO/HEO","30","30","38950","37190"
"In post","2021","Unknown","Unknown","Commercial","AA/AO","40","40","22210","21260"
"In post","2021","Unknown","Unknown","Commercial","EO","55","55","25020","25000"
"In post","2021","Unknown","Unknown","Commercial","G6/G7","75","75","54510","53360"
"In post","2021","Unknown","Unknown","Commercial","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Commercial","SEO/HEO","240","235","36730","37350"
"In post","2021","Unknown","Unknown","Commercial","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Communications","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Communications","EO","110","110","27200","27270"
"In post","2021","Unknown","Unknown","Communications","G6/G7","155","150","57480","54710"
"In post","2021","Unknown","Unknown","Communications","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Communications","SEO/HEO","260","255","37990","37630"
"In post","2021","Unknown","Unknown","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Counter Fraud","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Counter Fraud","SEO/HEO","70","70","36230","34790"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","AA/AO","65","65","21580","21590"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","EO","350","345","26930","26130"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","G6/G7","485","480","58620","57430"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","SCS level","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","SEO/HEO","950","940","36830","36500"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Economics","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Economics","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Economics","G6/G7","120","115","57730","56870"
"In post","2021","Unknown","Unknown","Economics","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Economics","SEO/HEO","175","175","34670","33880"
"In post","2021","Unknown","Unknown","Finance","AA/AO","165","135","20910","20140"
"In post","2021","Unknown","Unknown","Finance","EO","110","105","25960","25560"
"In post","2021","Unknown","Unknown","Finance","G6/G7","155","150","57010","54940"
"In post","2021","Unknown","Unknown","Finance","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","SEO/HEO","345","340","36300","35920"
"In post","2021","Unknown","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","AA/AO","95","90","21390","20920"
"In post","2021","Unknown","Unknown","Human Resources","EO","125","120","26870","27130"
"In post","2021","Unknown","Unknown","Human Resources","G6/G7","95","95","57010","54770"
"In post","2021","Unknown","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","SEO/HEO","230","220","35480","35030"
"In post","2021","Unknown","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Inspector of Education and Training","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","EO","50","50","26670","25670"
"In post","2021","Unknown","Unknown","Intelligence Analysis","G6/G7","115","115","57960","53360"
"In post","2021","Unknown","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","SEO/HEO","75","75","36920","36460"
"In post","2021","Unknown","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Internal Audit","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","International Trade","EO","25","20","[c]","[c]"
"In post","2021","Unknown","Unknown","International Trade","G6/G7","140","140","54420","51970"
"In post","2021","Unknown","Unknown","International Trade","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","International Trade","SEO/HEO","185","185","35130","34240"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","AA/AO","15","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","SEO/HEO","60","55","37510","38080"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Legal","AA/AO","50","45","21190","20140"
"In post","2021","Unknown","Unknown","Legal","EO","390","380","27040","25560"
"In post","2021","Unknown","Unknown","Legal","G6/G7","520","480","60410","59160"
"In post","2021","Unknown","Unknown","Legal","SCS level","40","40","87630","78680"
"In post","2021","Unknown","Unknown","Legal","SEO/HEO","395","385","35050","36160"
"In post","2021","Unknown","Unknown","Medicine","AA/AO","75","70","20610","18800"
"In post","2021","Unknown","Unknown","Medicine","EO","30","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Medicine","G6/G7","90","75","75270","79040"
"In post","2021","Unknown","Unknown","Medicine","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Medicine","SEO/HEO","95","85","37400","37890"
"In post","2021","Unknown","Unknown","Operational Delivery","AA/AO","12895","11955","22290","21430"
"In post","2021","Unknown","Unknown","Operational Delivery","EO","4835","4600","27980","26700"
"In post","2021","Unknown","Unknown","Operational Delivery","G6/G7","385","375","57660","55420"
"In post","2021","Unknown","Unknown","Operational Delivery","SCS level","35","30","105870","95000"
"In post","2021","Unknown","Unknown","Operational Delivery","SEO/HEO","2100","2015","35570","33840"
"In post","2021","Unknown","Unknown","Operational Delivery","Unknown","655","590","24050","22920"
"In post","2021","Unknown","Unknown","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Research","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Research","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Research","SEO/HEO","50","50","37070","36590"
"In post","2021","Unknown","Unknown","Other","AA/AO","515","490","22160","20920"
"In post","2021","Unknown","Unknown","Other","EO","365","355","27220","28180"
"In post","2021","Unknown","Unknown","Other","G6/G7","180","170","58930","57430"
"In post","2021","Unknown","Unknown","Other","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Other","SEO/HEO","460","440","39490","39840"
"In post","2021","Unknown","Unknown","Other","Unknown","1855","1850","37620","34460"
"In post","2021","Unknown","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Planning Inspectors","G6/G7","25","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","AA/AO","80","75","22700","23060"
"In post","2021","Unknown","Unknown","Policy","EO","360","355","27460","27270"
"In post","2021","Unknown","Unknown","Policy","G6/G7","1365","1335","57240","54680"
"In post","2021","Unknown","Unknown","Policy","SCS level","175","165","89840","79810"
"In post","2021","Unknown","Unknown","Policy","SEO/HEO","1495","1465","36120","35060"
"In post","2021","Unknown","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","EO","125","120","26100","26120"
"In post","2021","Unknown","Unknown","Project Delivery","G6/G7","280","280","56650","54930"
"In post","2021","Unknown","Unknown","Project Delivery","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","SEO/HEO","550","540","36590","37580"
"In post","2021","Unknown","Unknown","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","AA/AO","130","120","19150","18760"
"In post","2021","Unknown","Unknown","Property","EO","185","175","26480","25860"
"In post","2021","Unknown","Unknown","Property","G6/G7","70","70","57640","54770"
"In post","2021","Unknown","Unknown","Property","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","SEO/HEO","230","225","36640","36150"
"In post","2021","Unknown","Unknown","Psychology","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Psychology","EO","50","50","28720","27070"
"In post","2021","Unknown","Unknown","Psychology","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Psychology","SEO/HEO","50","45","35560","32350"
"In post","2021","Unknown","Unknown","Science and Engineering","AA/AO","85","85","20900","21550"
"In post","2021","Unknown","Unknown","Science and Engineering","EO","155","155","23390","25000"
"In post","2021","Unknown","Unknown","Science and Engineering","G6/G7","65","65","55400","55620"
"In post","2021","Unknown","Unknown","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Science and Engineering","SEO/HEO","220","220","34500","33300"
"In post","2021","Unknown","Unknown","Science and Engineering","Unknown","55","55","30090","27370"
"In post","2021","Unknown","Unknown","Security","AA/AO","610","605","28230","26610"
"In post","2021","Unknown","Unknown","Security","EO","75","75","28190","25560"
"In post","2021","Unknown","Unknown","Security","G6/G7","40","40","55710","52580"
"In post","2021","Unknown","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Security","SEO/HEO","100","95","37150","36160"
"In post","2021","Unknown","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","SEO/HEO","80","80","34380","36030"
"In post","2021","Unknown","Unknown","Statistics","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Statistics","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Statistics","G6/G7","45","45","55040","53410"
"In post","2021","Unknown","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Statistics","SEO/HEO","120","120","35040","36030"
"In post","2021","Unknown","Unknown","Tax","AA/AO","2150","2050","20190","20140"
"In post","2021","Unknown","Unknown","Tax","EO","1215","1175","26020","25560"
"In post","2021","Unknown","Unknown","Tax","G6/G7","225","220","56750","52580"
"In post","2021","Unknown","Unknown","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Tax","SEO/HEO","1130","1095","33860","31810"
"In post","2021","Unknown","Unknown","Unknown","AA/AO","2215","2085","21380","21010"
"In post","2021","Unknown","Unknown","Unknown","EO","2645","2565","27770","27570"
"In post","2021","Unknown","Unknown","Unknown","G6/G7","1715","1675","60910","57440"
"In post","2021","Unknown","Unknown","Unknown","SCS level","550","545","88250","74000"
"In post","2021","Unknown","Unknown","Unknown","SEO/HEO","3685","3635","33430","32000"
"In post","2021","Unknown","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Veterinarian","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Unknown","White","Commercial","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","White","Commercial","EO","55","50","25440","25000"
"In post","2021","Unknown","White","Commercial","G6/G7","85","85","55340","53860"
"In post","2021","Unknown","White","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","White","Commercial","SEO/HEO","270","255","35300","34800"
"In post","2021","Unknown","White","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","White","Communications","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","White","Communications","EO","55","50","27090","27270"
"In post","2021","Unknown","White","Communications","G6/G7","70","70","58600","57280"
"In post","2021","Unknown","White","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","White","Communications","SEO/HEO","140","135","37700","37030"
"In post","2021","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Counter Fraud","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","White","Digital, Data and Technology","AA/AO","45","40","22380","21440"
"In post","2021","Unknown","White","Digital, Data and Technology","EO","180","175","27950","27130"
"In post","2021","Unknown","White","Digital, Data and Technology","G6/G7","225","220","56860","54000"
"In post","2021","Unknown","White","Digital, Data and Technology","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","White","Digital, Data and Technology","SEO/HEO","475","465","38050","37410"
"In post","2021","Unknown","White","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","White","Economics","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","White","Economics","EO","10","10","[c]","[c]"
"In post","2021","Unknown","White","Economics","G6/G7","45","45","60650","57620"
"In post","2021","Unknown","White","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Economics","SEO/HEO","60","60","34160","32790"
"In post","2021","Unknown","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Finance","AA/AO","75","60","21450","21400"
"In post","2021","Unknown","White","Finance","EO","100","95","26420","26540"
"In post","2021","Unknown","White","Finance","G6/G7","115","110","59360","57720"
"In post","2021","Unknown","White","Finance","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","White","Finance","SEO/HEO","175","165","38220","37920"
"In post","2021","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Human Resources","AA/AO","120","105","21780","21130"
"In post","2021","Unknown","White","Human Resources","EO","140","135","27290","26930"
"In post","2021","Unknown","White","Human Resources","G6/G7","75","70","56640","54550"
"In post","2021","Unknown","White","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","White","Human Resources","SEO/HEO","180","170","36230","36030"
"In post","2021","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Inspector of Education and Training","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","White","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Inspector of Education and Training","SEO/HEO","45","40","51250","51360"
"In post","2021","Unknown","White","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Intelligence Analysis","EO","25","25","[c]","[c]"
"In post","2021","Unknown","White","Intelligence Analysis","G6/G7","40","40","59090","56210"
"In post","2021","Unknown","White","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","White","Intelligence Analysis","SEO/HEO","55","50","37360","35400"
"In post","2021","Unknown","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","International Trade","G6/G7","55","55","55090","51970"
"In post","2021","Unknown","White","International Trade","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","White","International Trade","SEO/HEO","55","55","35900","38160"
"In post","2021","Unknown","White","Knowledge and Information Management","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","White","Knowledge and Information Management","EO","30","30","25970","26190"
"In post","2021","Unknown","White","Knowledge and Information Management","G6/G7","40","40","57370","56500"
"In post","2021","Unknown","White","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Knowledge and Information Management","SEO/HEO","55","55","38090","37490"
"In post","2021","Unknown","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Legal","AA/AO","20","15","[c]","[c]"
"In post","2021","Unknown","White","Legal","EO","150","140","27300","25560"
"In post","2021","Unknown","White","Legal","G6/G7","370","340","56410","55000"
"In post","2021","Unknown","White","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","White","Legal","SEO/HEO","260","255","36770","38000"
"In post","2021","Unknown","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Medicine","AA/AO","35","30","21600","22640"
"In post","2021","Unknown","White","Medicine","EO","35","30","30110","30620"
"In post","2021","Unknown","White","Medicine","G6/G7","55","50","76570","76200"
"In post","2021","Unknown","White","Medicine","SCS level","70","65","118800","116720"
"In post","2021","Unknown","White","Medicine","SEO/HEO","80","75","39370","38490"
"In post","2021","Unknown","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Operational Delivery","AA/AO","3820","3315","21770","21440"
"In post","2021","Unknown","White","Operational Delivery","EO","3225","3050","30110","30080"
"In post","2021","Unknown","White","Operational Delivery","G6/G7","465","455","59990","57380"
"In post","2021","Unknown","White","Operational Delivery","SCS level","55","55","100850","95000"
"In post","2021","Unknown","White","Operational Delivery","SEO/HEO","2160","2050","38700","38630"
"In post","2021","Unknown","White","Operational Delivery","Unknown","60","55","26570","24020"
"In post","2021","Unknown","White","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Operational Research","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","White","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Operational Research","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Unknown","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Other","AA/AO","655","620","21300","20920"
"In post","2021","Unknown","White","Other","EO","405","390","27020","26670"
"In post","2021","Unknown","White","Other","G6/G7","130","125","61890","57430"
"In post","2021","Unknown","White","Other","SCS level","25","20","[c]","[c]"
"In post","2021","Unknown","White","Other","SEO/HEO","350","340","37660","37410"
"In post","2021","Unknown","White","Other","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","White","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","White","Planning Inspectors","G6/G7","35","30","59810","58810"
"In post","2021","Unknown","White","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Policy","AA/AO","35","35","22950","21590"
"In post","2021","Unknown","White","Policy","EO","115","115","27820","27680"
"In post","2021","Unknown","White","Policy","G6/G7","445","430","58860","56590"
"In post","2021","Unknown","White","Policy","SCS level","80","80","89170","80000"
"In post","2021","Unknown","White","Policy","SEO/HEO","565","555","36730","36500"
"In post","2021","Unknown","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Project Delivery","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","White","Project Delivery","EO","105","105","26980","26670"
"In post","2021","Unknown","White","Project Delivery","G6/G7","245","240","56210","54540"
"In post","2021","Unknown","White","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","White","Project Delivery","SEO/HEO","460","440","37590","38430"
"In post","2021","Unknown","White","Project Delivery","Unknown","40","40","45800","47090"
"In post","2021","Unknown","White","Property","AA/AO","130","125","18370","17230"
"In post","2021","Unknown","White","Property","EO","55","50","26740","26670"
"In post","2021","Unknown","White","Property","G6/G7","40","40","55450","54540"
"In post","2021","Unknown","White","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Property","SEO/HEO","130","125","37030","36350"
"In post","2021","Unknown","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Psychology","EO","5","5","[c]","[c]"
"In post","2021","Unknown","White","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Psychology","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Science and Engineering","AA/AO","125","115","21710","22130"
"In post","2021","Unknown","White","Science and Engineering","EO","135","130","25970","25510"
"In post","2021","Unknown","White","Science and Engineering","G6/G7","435","415","56050","53970"
"In post","2021","Unknown","White","Science and Engineering","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","White","Science and Engineering","SEO/HEO","505","475","37460","37800"
"In post","2021","Unknown","White","Science and Engineering","Unknown","50","50","43410","40850"
"In post","2021","Unknown","White","Security","AA/AO","710","695","29590","26610"
"In post","2021","Unknown","White","Security","EO","75","75","33910","32980"
"In post","2021","Unknown","White","Security","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","White","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Security","SEO/HEO","55","55","41280","38980"
"In post","2021","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Social Research","G6/G7","20","15","[c]","[c]"
"In post","2021","Unknown","White","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Social Research","SEO/HEO","125","120","33640","32540"
"In post","2021","Unknown","White","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Statistics","EO","15","15","[c]","[c]"
"In post","2021","Unknown","White","Statistics","G6/G7","45","40","54470","52850"
"In post","2021","Unknown","White","Statistics","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","White","Statistics","SEO/HEO","100","95","34890","36030"
"In post","2021","Unknown","White","Tax","AA/AO","85","75","20590","20140"
"In post","2021","Unknown","White","Tax","EO","180","165","26600","25560"
"In post","2021","Unknown","White","Tax","G6/G7","115","110","56520","52580"
"In post","2021","Unknown","White","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Tax","SEO/HEO","360","335","34850","31940"
"In post","2021","Unknown","White","Unknown","AA/AO","475","440","22970","22230"
"In post","2021","Unknown","White","Unknown","EO","555","520","28260","28170"
"In post","2021","Unknown","White","Unknown","G6/G7","600","575","62470","61010"
"In post","2021","Unknown","White","Unknown","SCS level","35","35","86700","83230"
"In post","2021","Unknown","White","Unknown","SEO/HEO","965","925","39490","38540"
"In post","2021","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Veterinarian","SEO/HEO","5","5","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
