"Status","Year","Ethnicity","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Revenue and Customs","Female","45","40","28480","25560"
"In post","2021","Undeclared","Finance","HM Revenue and Customs","Male","60","55","36340","31810"
"In post","2021","Undeclared","Finance","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Ministry of Defence","Female","40","40","34720","31750"
"In post","2021","Undeclared","Finance","Ministry of Defence","Male","65","60","39040","35000"
"In post","2021","Undeclared","Finance","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Ministry of Justice","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Male","60","60","28010","26520"
"In post","2021","Undeclared","Grants Management","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Cabinet Office","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Cabinet Office","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Transport","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Transport","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Revenue and Customs","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Defence","Female","60","55","33010","32630"
"In post","2021","Undeclared","Human Resources","Ministry of Defence","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Justice","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HM Treasury","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HM Treasury","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Attorney General's Departments","Female","75","70","44620","48830"
"In post","2021","Undeclared","Legal","Attorney General's Departments","Male","65","65","45280","48830"
"In post","2021","Undeclared","Legal","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Education","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","HM Revenue and Customs","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","HM Revenue and Customs","Male","35","30","37250","31810"
"In post","2021","Undeclared","Legal","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Ministry of Justice","Female","45","40","42630","43310"
"In post","2021","Undeclared","Legal","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Scottish Government","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Cabinet Office","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Cabinet Office","Male","45","45","47910","43890"
"In post","2021","Undeclared","No function","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Female","120","110","41470","38670"
"In post","2021","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Male","195","190","48060","51960"
"In post","2021","Undeclared","No function","Department for Digital, Culture, Media and Sport","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Department for Education","Female","70","70","44070","38440"
"In post","2021","Undeclared","No function","Department for Education","Male","65","65","40630","36960"
"In post","2021","Undeclared","No function","Department for Environment, Food and Rural Affairs","Female","105","95","35680","34000"
"In post","2021","Undeclared","No function","Department for Environment, Food and Rural Affairs","Male","130","130","35420","32790"
"In post","2021","Undeclared","No function","Department for International Trade","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Department for International Trade","Male","30","30","45470","47560"
"In post","2021","Undeclared","No function","Department for Transport","Female","230","210","28250","26470"
"In post","2021","Undeclared","No function","Department for Transport","Male","610","590","32500","28330"
"In post","2021","Undeclared","No function","Department for Work and Pensions","Female","65","60","38280","35970"
"In post","2021","Undeclared","No function","Department for Work and Pensions","Male","115","110","49000","46320"
"In post","2021","Undeclared","No function","Department of Health and Social Care","Female","335","290","42550","38890"
"In post","2021","Undeclared","No function","Department of Health and Social Care","Male","165","155","51430","48220"
"In post","2021","Undeclared","No function","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Foreign, Commonwealth and Development Office","Female","70","65","45010","39230"
"In post","2021","Undeclared","No function","Foreign, Commonwealth and Development Office","Male","135","135","50690","46360"
"In post","2021","Undeclared","No function","HM Land Registry","Female","95","85","30050","27130"
"In post","2021","Undeclared","No function","HM Land Registry","Male","95","85","32800","33840"
"In post","2021","Undeclared","No function","HM Revenue and Customs","Female","450","380","29840","28130"
"In post","2021","Undeclared","No function","HM Revenue and Customs","Male","675","635","32960","31810"
"In post","2021","Undeclared","No function","HM Treasury","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","No function","HM Treasury","Male","50","50","46800","40890"
"In post","2021","Undeclared","No function","Ministry of Defence","Female","50","50","38190","37320"
"In post","2021","Undeclared","No function","Ministry of Defence","Male","255","250","42040","43960"
"In post","2021","Undeclared","No function","Ministry of Housing, Communities and Local Government","Female","30","30","45740","40450"
"In post","2021","Undeclared","No function","Ministry of Housing, Communities and Local Government","Male","45","40","44140","42860"
"In post","2021","Undeclared","No function","Ministry of Justice","Female","845","775","26450","23500"
"In post","2021","Undeclared","No function","Ministry of Justice","Male","980","945","29690","28400"
"In post","2021","Undeclared","No function","National Crime Agency","Female","65","65","34160","32770"
"In post","2021","Undeclared","No function","National Crime Agency","Male","100","100","38200","36950"
"In post","2021","Undeclared","No function","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Office for Standards in Education","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Office of Gas and Electricity Markets","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","No function","Office of Gas and Electricity Markets","Male","40","40","44220","36000"
"In post","2021","Undeclared","No function","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","Office of Rail and Road","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Scottish Government","Female","125","115","31340","33650"
"In post","2021","Undeclared","No function","Scottish Government","Male","270","245","34130","33650"
"In post","2021","Undeclared","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","United Kingdom Statistics Authority","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","No function","United Kingdom Statistics Authority","Male","20","15","[c]","[c]"
"In post","2021","Undeclared","No function","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","35","35","43490","40050"
"In post","2021","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","65","65","46520","49080"
"In post","2021","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Education","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
