"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Department for Transport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","London","SEO/HEO","65","65","39990","42470"
"In post","2021","Communications","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","London","EO","60","60","27420","27270"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","London","G6/G7","45","40","58240","54410"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","London","SCS level","10","10","82620","78130"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","45","45","36390","34180"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","20","20","58460","62400"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Outside London","AA/AO","15","15","21360","21590"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Outside London","EO","30","25","26520","26470"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","20","20","33690","31860"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Outside London","AA/AO","20","15","21590","21590"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Outside London","EO","20","20","26050","26580"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","40","35","34960","32180"
"In post","2021","Communications","Education and Skills Funding Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","London","G6/G7","15","10","56570","54400"
"In post","2021","Communications","Education and Skills Funding Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Outside London","G6/G7","20","20","56220","50630"
"In post","2021","Communications","Education and Skills Funding Agency","Outside London","SEO/HEO","40","40","36680","36960"
"In post","2021","Communications","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","SEO/HEO","15","10","40100","40960"
"In post","2021","Communications","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","SEO/HEO","10","10","35730","37910"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","40","40","59380","57420"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","70","70","41930","41680"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Outside London","G6/G7","10","10","55350","55130"
"In post","2021","Communications","Health and Safety Executive","Outside London","SEO/HEO","20","20","37020","35910"
"In post","2021","Communications","HM Courts and Tribunals Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","SEO/HEO","15","15","41620","42100"
"In post","2021","Communications","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","London","EO","30","25","31210","32520"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","London","G6/G7","55","55","61980","59160"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","60","60","39160","38630"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","255","215","20750","20660"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Outside London","EO","2360","2280","25680","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","110","110","53000","52580"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","1270","1245","33030","31810"
"In post","2021","Communications","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","London","G6/G7","10","10","58220","57380"
"In post","2021","Communications","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","London","SEO/HEO","15","15","39510","38000"
"In post","2021","Communications","Insolvency Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Outside London","SEO/HEO","10","10","37850","37540"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","London","EO","10","10","27930","27510"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","10","10","58140","53860"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","20","20","36400","34270"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Met Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2021","Communications","Met Office","Outside London","SEO/HEO","20","20","36130","37420"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","London","G6/G7","25","25","66540","62730"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","London","SEO/HEO","65","65","44280","44500"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Outside London","AA/AO","90","85","21110","20920"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Outside London","EO","150","145","27530","26670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Outside London","G6/G7","20","15","58060","55310"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","160","160","36340","34610"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","15","15","28740","27850"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","30","25","56210","53130"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","40","40","37150","34080"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","London","G6/G7","30","25","58040","57270"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","London","SEO/HEO","65","65","38630","37390"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","15","10","34110","30990"
"In post","2021","Communications","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","SEO/HEO","15","15","47390","48900"
"In post","2021","Communications","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","SEO/HEO","10","10","43460","45480"
"In post","2021","Communications","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","15","15","39060","39850"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","10","10","34600","32010"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","SEO/HEO","10","10","38890","38590"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Public Health England","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","London","G6/G7","15","15","61710","57600"
"In post","2021","Communications","Public Health England","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","London","SEO/HEO","35","35","37410","36330"
"In post","2021","Communications","Public Health England","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Public Health England","Outside London","SEO/HEO","10","10","34890","34710"
"In post","2021","Communications","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Outside London","SEO/HEO","10","10","37960","36780"
"In post","2021","Communications","Rural Payments Agency","Outside London","AA/AO","20","20","20950","21050"
"In post","2021","Communications","Rural Payments Agency","Outside London","EO","45","40","25600","25450"
"In post","2021","Communications","Rural Payments Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Outside London","SEO/HEO","35","30","32590","30470"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","SEO/HEO","20","20","40260","41000"
"In post","2021","Communications","UK Hydrographic Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Outside London","SEO/HEO","10","10","37540","34000"
"In post","2021","Communications","UK Intellectual Property Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Outside London","SEO/HEO","10","10","33080","30480"
"In post","2021","Communications","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","EO","10","10","23710","23050"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","G6/G7","10","10","55120","51910"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","SEO/HEO","50","50","32860","30570"
"In post","2021","Communications","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","SEO/HEO","10","10","48200","50540"
"In post","2021","Communications","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Revenue Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","G6/G7","40","40","58740","56660"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","SEO/HEO","25","25","35130","34550"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
