"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","120","115","37600","38510"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","85","80","21680","21590"
"In post","2021","Unknown","Digital, Data and Technology","EO","420","410","26970","26350"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","545","540","58400","57170"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","30","30","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","1125","1110","36970","36500"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Economics","EO","30","30","26430","26250"
"In post","2021","Unknown","Economics","G6/G7","155","155","57720","55620"
"In post","2021","Unknown","Economics","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","195","195","34540","33880"
"In post","2021","Unknown","Finance","AA/AO","180","150","20890","20140"
"In post","2021","Unknown","Finance","EO","140","140","25990","25960"
"In post","2021","Unknown","Finance","G6/G7","205","200","57310","55020"
"In post","2021","Unknown","Finance","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","410","405","36620","36500"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","115","110","21360","20920"
"In post","2021","Unknown","Human Resources","EO","145","135","26900","27130"
"In post","2021","Unknown","Human Resources","G6/G7","125","120","57820","55250"
"In post","2021","Unknown","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","280","270","35920","35230"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","70","70","27320","26670"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","120","120","57980","53360"
"In post","2021","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","95","95","37620","37000"
"In post","2021","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","30","30","[c]","[c]"
"In post","2021","Unknown","International Trade","G6/G7","165","165","54980","52770"
"In post","2021","Unknown","International Trade","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","SEO/HEO","215","210","35430","34770"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","35","35","26540","26670"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","85","80","36250","35530"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","AA/AO","60","55","21120","20140"
"In post","2021","Unknown","Legal","EO","415","405","27150","25560"
"In post","2021","Unknown","Legal","G6/G7","725","670","60470","59160"
"In post","2021","Unknown","Legal","SCS level","50","45","88090","80570"
"In post","2021","Unknown","Legal","SEO/HEO","485","465","35760","36160"
"In post","2021","Unknown","Medicine","AA/AO","85","75","20830","20520"
"In post","2021","Unknown","Medicine","EO","40","40","30620","30620"
"In post","2021","Unknown","Medicine","G6/G7","100","85","75210","79040"
"In post","2021","Unknown","Medicine","SCS level","15","10","[c]","[c]"
"In post","2021","Unknown","Medicine","SEO/HEO","120","105","37470","37890"
"In post","2021","Unknown","Operational Delivery","AA/AO","15430","14215","22440","21430"
"In post","2021","Unknown","Operational Delivery","EO","5925","5615","28050","26780"
"In post","2021","Unknown","Operational Delivery","G6/G7","535","520","57590","55420"
"In post","2021","Unknown","Operational Delivery","SCS level","45","45","100150","93240"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","2835","2700","36200","34810"
"In post","2021","Unknown","Operational Delivery","Unknown","1090","975","27360","24800"
"In post","2021","Unknown","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","SEO/HEO","60","60","37310","36590"
"In post","2021","Unknown","Other","AA/AO","670","630","22660","20920"
"In post","2021","Unknown","Other","EO","470","455","27110","27750"
"In post","2021","Unknown","Other","G6/G7","225","215","59560","57430"
"In post","2021","Unknown","Other","SCS level","30","30","94710","87250"
"In post","2021","Unknown","Other","SEO/HEO","555","530","38860","38690"
"In post","2021","Unknown","Other","Unknown","1860","1855","37640","34460"
"In post","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","G6/G7","25","20","[c]","[c]"
"In post","2021","Unknown","Policy","AA/AO","110","105","22920","23060"
"In post","2021","Unknown","Policy","EO","425","415","27710","27680"
"In post","2021","Unknown","Policy","G6/G7","1630","1590","57350","54760"
"In post","2021","Unknown","Policy","SCS level","195","190","89440","79720"
"In post","2021","Unknown","Policy","SEO/HEO","1820","1785","36470","35700"
"In post","2021","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA/AO","35","30","21370","20920"
"In post","2021","Unknown","Project Delivery","EO","170","165","26600","26150"
"In post","2021","Unknown","Project Delivery","G6/G7","370","365","56450","54540"
"In post","2021","Unknown","Project Delivery","SCS level","35","35","95980","88720"
"In post","2021","Unknown","Project Delivery","SEO/HEO","770","750","36620","37310"
"In post","2021","Unknown","Project Delivery","Unknown","30","30","41690","41000"
"In post","2021","Unknown","Property","AA/AO","160","145","19670","18760"
"In post","2021","Unknown","Property","EO","280","260","26790","26000"
"In post","2021","Unknown","Property","G6/G7","125","120","58670","57130"
"In post","2021","Unknown","Property","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Property","SEO/HEO","350","330","37350","36150"
"In post","2021","Unknown","Psychology","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","EO","65","60","28350","27380"
"In post","2021","Unknown","Psychology","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","SEO/HEO","80","75","36040","31980"
"In post","2021","Unknown","Science and Engineering","AA/AO","130","125","21510","21520"
"In post","2021","Unknown","Science and Engineering","EO","200","195","24080","25760"
"In post","2021","Unknown","Science and Engineering","G6/G7","160","150","56370","56590"
"In post","2021","Unknown","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","430","410","36480","37320"
"In post","2021","Unknown","Science and Engineering","Unknown","75","70","32100","31250"
"In post","2021","Unknown","Security","AA/AO","715","710","28120","26170"
"In post","2021","Unknown","Security","EO","100","95","29770","26670"
"In post","2021","Unknown","Security","G6/G7","50","45","56630","53000"
"In post","2021","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","SEO/HEO","135","135","37770","36030"
"In post","2021","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","G6/G7","20","15","[c]","[c]"
"In post","2021","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","SEO/HEO","100","95","34790","36030"
"In post","2021","Unknown","Statistics","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","35","35","27320","28770"
"In post","2021","Unknown","Statistics","G6/G7","60","60","55240","54700"
"In post","2021","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO/HEO","145","140","35320","36030"
"In post","2021","Unknown","Tax","AA/AO","2165","2065","20190","20140"
"In post","2021","Unknown","Tax","EO","1260","1210","26090","25560"
"In post","2021","Unknown","Tax","G6/G7","265","255","57050","52580"
"In post","2021","Unknown","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","1230","1185","33990","31810"
"In post","2021","Unknown","Unknown","AA/AO","3570","3220","21300","21010"
"In post","2021","Unknown","Unknown","EO","4245","4025","27900","27570"
"In post","2021","Unknown","Unknown","G6/G7","1915","1870","60760","57380"
"In post","2021","Unknown","Unknown","SCS level","610","605","89590","76460"
"In post","2021","Unknown","Unknown","SEO/HEO","4100","4030","33690","32000"
"In post","2021","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SEO/HEO","35","35","39400","37240"
"In post","2021","White","Commercial","AA/AO","170","155","22440","21590"
"In post","2021","White","Commercial","EO","510","485","25850","26400"
"In post","2021","White","Commercial","G6/G7","810","785","59430","56840"
"In post","2021","White","Commercial","SCS level","65","65","90410","83150"
"In post","2021","White","Commercial","SEO/HEO","2280","2200","37700","37100"
"In post","2021","White","Commercial","Unknown","170","170","38330","37400"
"In post","2021","White","Communications","AA/AO","180","170","22010","21590"
"In post","2021","White","Communications","EO","400","380","27400","26780"
"In post","2021","White","Communications","G6/G7","655","630","58070","56900"
"In post","2021","White","Communications","SCS level","80","75","88430","82250"
"In post","2021","White","Communications","SEO/HEO","1395","1350","37830","37410"
"In post","2021","White","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","White","Corporate Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","White","Corporate Finance","EO","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","G6/G7","50","50","57170","56350"
"In post","2021","White","Corporate Finance","SCS level","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","SEO/HEO","40","40","35670","35940"
"In post","2021","White","Counter Fraud","AA/AO","40","35","20890","21430"
"In post","2021","White","Counter Fraud","EO","130","120","26170","25580"
"In post","2021","White","Counter Fraud","G6/G7","80","80","61340","58940"
"In post","2021","White","Counter Fraud","SCS level","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","SEO/HEO","335","325","37460","37910"
"In post","2021","White","Digital, Data and Technology","AA/AO","300","285","21890","21580"
"In post","2021","White","Digital, Data and Technology","EO","1425","1370","27470","26670"
"In post","2021","White","Digital, Data and Technology","G6/G7","2330","2285","58120","56610"
"In post","2021","White","Digital, Data and Technology","SCS level","175","170","91800","85000"
"In post","2021","White","Digital, Data and Technology","SEO/HEO","4495","4345","37800","37500"
"In post","2021","White","Digital, Data and Technology","Unknown","40","40","37750","38110"
"In post","2021","White","Economics","AA/AO","45","45","23010","22980"
"In post","2021","White","Economics","EO","60","60","27200","27680"
"In post","2021","White","Economics","G6/G7","595","575","60120","58960"
"In post","2021","White","Economics","SCS level","80","75","88870","82270"
"In post","2021","White","Economics","SEO/HEO","520","515","35060","34000"
"In post","2021","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","AA/AO","835","700","21360","21440"
"In post","2021","White","Finance","EO","1170","1100","26400","26670"
"In post","2021","White","Finance","G6/G7","1545","1510","59300","58130"
"In post","2021","White","Finance","SCS level","235","230","91030","84000"
"In post","2021","White","Finance","SEO/HEO","2530","2430","37860","37410"
"In post","2021","White","Finance","Unknown","115","110","41850","39860"
"In post","2021","White","Human Resources","AA/AO","960","875","21590","21130"
"In post","2021","White","Human Resources","EO","995","930","26910","26670"
"In post","2021","White","Human Resources","G6/G7","1340","1295","58350","57440"
"In post","2021","White","Human Resources","SCS level","170","165","90210","83660"
"In post","2021","White","Human Resources","SEO/HEO","2550","2420","36930","36460"
"In post","2021","White","Human Resources","Unknown","35","30","44140","42800"
"In post","2021","White","Inspector of Education and Training","G6/G7","475","465","75350","75500"
"In post","2021","White","Inspector of Education and Training","SCS level","10","10","[c]","[c]"
"In post","2021","White","Inspector of Education and Training","SEO/HEO","295","280","51000","51360"
"In post","2021","White","Intelligence Analysis","AA/AO","85","75","22510","21430"
"In post","2021","White","Intelligence Analysis","EO","1220","1155","27640","27370"
"In post","2021","White","Intelligence Analysis","G6/G7","235","230","58950","58230"
"In post","2021","White","Intelligence Analysis","SCS level","20","20","[c]","[c]"
"In post","2021","White","Intelligence Analysis","SEO/HEO","975","950","36820","36140"
"In post","2021","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","AA/AO","15","10","[c]","[c]"
"In post","2021","White","Internal Audit","EO","30","30","27620","26780"
"In post","2021","White","Internal Audit","G6/G7","150","145","59000","58220"
"In post","2021","White","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","SEO/HEO","360","340","40330","40000"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","EO","35","35","26490","26510"
"In post","2021","White","International Trade","G6/G7","340","335","56030","53590"
"In post","2021","White","International Trade","SCS level","65","65","85940","75570"
"In post","2021","White","International Trade","SEO/HEO","315","315","35530","35060"
"In post","2021","White","Knowledge and Information Management","AA/AO","260","250","21900","21130"
"In post","2021","White","Knowledge and Information Management","EO","370","350","26770","26670"
"In post","2021","White","Knowledge and Information Management","G6/G7","300","285","57780","55930"
"In post","2021","White","Knowledge and Information Management","SCS level","20","15","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","SEO/HEO","785","755","37030","36970"
"In post","2021","White","Knowledge and Information Management","Unknown","45","45","44700","41170"
"In post","2021","White","Legal","AA/AO","200","180","21370","21440"
"In post","2021","White","Legal","EO","1185","1135","27240","25560"
"In post","2021","White","Legal","G6/G7","4075","3745","59460","58040"
"In post","2021","White","Legal","SCS level","290","280","88950","83230"
"In post","2021","White","Legal","SEO/HEO","2435","2265","38860","38000"
"In post","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Medicine","AA/AO","205","195","22480","22640"
"In post","2021","White","Medicine","EO","260","235","30520","30620"
"In post","2021","White","Medicine","G6/G7","445","390","74720","75330"
"In post","2021","White","Medicine","SCS level","255","215","107350","101180"
"In post","2021","White","Medicine","SEO/HEO","550","500","38830","37890"
"In post","2021","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Delivery","AA/AO","54440","48455","23040","21440"
"In post","2021","White","Operational Delivery","EO","31395","28980","27640","26780"
"In post","2021","White","Operational Delivery","G6/G7","5115","4975","58930","56680"
"In post","2021","White","Operational Delivery","SCS level","545","530","92470","85910"
"In post","2021","White","Operational Delivery","SEO/HEO","23075","21945","36860","36000"
"In post","2021","White","Operational Delivery","Unknown","9020","8325","30120","30210"
"In post","2021","White","Operational Research","AA/AO","20","20","[c]","[c]"
"In post","2021","White","Operational Research","EO","35","35","27840","26670"
"In post","2021","White","Operational Research","G6/G7","420","395","54260","52880"
"In post","2021","White","Operational Research","SCS level","20","20","[c]","[c]"
"In post","2021","White","Operational Research","SEO/HEO","420","405","36670","37320"
"In post","2021","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Other","AA/AO","6330","6025","20990","20920"
"In post","2021","White","Other","EO","3860","3670","26180","26670"
"In post","2021","White","Other","G6/G7","1450","1405","61970","59420"
"In post","2021","White","Other","SCS level","215","210","94470","86350"
"In post","2021","White","Other","SEO/HEO","4010","3870","35660","35060"
"In post","2021","White","Other","Unknown","180","175","44220","40700"
"In post","2021","White","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning","EO","15","10","[c]","[c]"
"In post","2021","White","Planning","G6/G7","55","55","57900","54940"
"In post","2021","White","Planning","SCS level","10","10","[c]","[c]"
"In post","2021","White","Planning","SEO/HEO","80","75","39130","39600"
"In post","2021","White","Planning Inspectors","G6/G7","295","260","58310","58810"
"In post","2021","White","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","AA/AO","455","430","23180","23500"
"In post","2021","White","Policy","EO","1505","1450","28230","28500"
"In post","2021","White","Policy","G6/G7","7970","7730","58830","57460"
"In post","2021","White","Policy","SCS level","1440","1390","85730","77860"
"In post","2021","White","Policy","SEO/HEO","8025","7810","37380","36960"
"In post","2021","White","Policy","Unknown","20","20","[c]","[c]"
"In post","2021","White","Project Delivery","AA/AO","240","230","21550","21130"
"In post","2021","White","Project Delivery","EO","1410","1345","26340","26670"
"In post","2021","White","Project Delivery","G6/G7","3320","3240","56840","54760"
"In post","2021","White","Project Delivery","SCS level","365","355","91900","86160"
"In post","2021","White","Project Delivery","SEO/HEO","6300","6085","36790","37320"
"In post","2021","White","Project Delivery","Unknown","465","455","42990","40580"
"In post","2021","White","Property","AA/AO","780","740","19480","18800"
"In post","2021","White","Property","EO","985","925","26880","26670"
"In post","2021","White","Property","G6/G7","880","860","58030","55940"
"In post","2021","White","Property","SCS level","55","55","88900","81320"
"In post","2021","White","Property","SEO/HEO","2415","2320","37030","35910"
"In post","2021","White","Property","Unknown","40","40","27260","21960"
"In post","2021","White","Psychology","AA/AO","50","40","21340","21500"
"In post","2021","White","Psychology","EO","330","320","26610","26330"
"In post","2021","White","Psychology","G6/G7","95","90","64380","65520"
"In post","2021","White","Psychology","SEO/HEO","645","615","37590","33300"
"In post","2021","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Science and Engineering","AA/AO","1090","1045","21660","21580"
"In post","2021","White","Science and Engineering","EO","1515","1470","25940","26370"
"In post","2021","White","Science and Engineering","G6/G7","2470","2340","55620","54270"
"In post","2021","White","Science and Engineering","SCS level","110","100","94770","91550"
"In post","2021","White","Science and Engineering","SEO/HEO","4980","4765","37040","37320"
"In post","2021","White","Science and Engineering","Unknown","635","625","39860","37890"
"In post","2021","White","Security","AA/AO","4155","4055","26610","21580"
"In post","2021","White","Security","EO","850","835","33190","29080"
"In post","2021","White","Security","G6/G7","235","230","60530","58130"
"In post","2021","White","Security","SCS level","25","25","[c]","[c]"
"In post","2021","White","Security","SEO/HEO","1000","980","40780","38160"
"In post","2021","White","Security","Unknown","65","60","37890","37170"
"In post","2021","White","Social Research","AA/AO","10","10","[c]","[c]"
"In post","2021","White","Social Research","EO","25","25","[c]","[c]"
"In post","2021","White","Social Research","G6/G7","265","250","56220","56190"
"In post","2021","White","Social Research","SCS level","10","10","[c]","[c]"
"In post","2021","White","Social Research","SEO/HEO","610","580","37880","37020"
"In post","2021","White","Statistics","AA/AO","20","20","[c]","[c]"
"In post","2021","White","Statistics","EO","165","155","27570","27850"
"In post","2021","White","Statistics","G6/G7","510","490","57220","57620"
"In post","2021","White","Statistics","SCS level","50","50","81550","77960"
"In post","2021","White","Statistics","SEO/HEO","710","690","36860","37020"
"In post","2021","White","Tax","AA/AO","1195","1115","20320","20140"
"In post","2021","White","Tax","EO","2120","1935","26480","25560"
"In post","2021","White","Tax","G6/G7","2025","1930","56770","52580"
"In post","2021","White","Tax","SCS level","75","70","82300","78420"
"In post","2021","White","Tax","SEO/HEO","4555","4285","34550","31870"
"In post","2021","White","Unknown","AA/AO","25040","21670","21200","21010"
"In post","2021","White","Unknown","EO","37790","34025","27820","27570"
"In post","2021","White","Unknown","G6/G7","6710","6470","59380","58320"
"In post","2021","White","Unknown","SCS level","910","895","92540","83230"
"In post","2021","White","Unknown","SEO/HEO","14860","14125","36030","34550"
"In post","2021","White","Unknown","Unknown","170","165","[c]","[c]"
"In post","2021","White","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","G6/G7","115","110","55610","54340"
"In post","2021","White","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","SEO/HEO","220","210","41010","37910"
"Leaver CS","2021","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","AA/AO","155","[c]","21330","21230"
"Leaver CS","2021","Asian","Operational Delivery","EO","55","[c]","27200","27400"
