"Status","Year","Age","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Chinese","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","HEO","35","[c]","33210","33210"
"Leaver Dept.","2021","20-29","Mixed","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Wales","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East Midlands (England)","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East of England","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","EO","135","[c]","28250","27550"
"Leaver Dept.","2021","20-29","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","G7","90","[c]","53610","53150"
"Leaver Dept.","2021","20-29","Unknown","London","HEO","305","[c]","33460","33120"
"Leaver Dept.","2021","20-29","Unknown","London","SEO","90","[c]","40460","39600"
"Leaver Dept.","2021","20-29","Unknown","London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North East (England)","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North East (England)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North East (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North West (England)","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North West (England)","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
