"Status","Year","Age","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Operational Delivery","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Policy","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Female","40","[c]","24910","25110"
"Leaver CS","2021","20-29","Black","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Operational Delivery","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Policy","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
