"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","HEO","10","10","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Knowledge and Information Management","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South East (England)","AO","45","45","21870","21130"
"In post","2021","Knowledge and Information Management","South East (England)","EO","75","75","27330","26670"
"In post","2021","Knowledge and Information Management","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South East (England)","G7","25","25","53500","53230"
"In post","2021","Knowledge and Information Management","South East (England)","HEO","65","65","33450","33300"
"In post","2021","Knowledge and Information Management","South East (England)","SEO","40","40","40400","40480"
"In post","2021","Knowledge and Information Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South West (England)","AO","60","60","20600","20920"
"In post","2021","Knowledge and Information Management","South West (England)","EO","80","75","25060","26350"
"In post","2021","Knowledge and Information Management","South West (England)","G6","15","15","66580","66440"
"In post","2021","Knowledge and Information Management","South West (England)","G7","60","60","52520","52550"
"In post","2021","Knowledge and Information Management","South West (England)","HEO","145","140","32060","32890"
"In post","2021","Knowledge and Information Management","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South West (England)","SEO","110","110","40110","40560"
"In post","2021","Knowledge and Information Management","South West (England)","Unknown","55","55","46120","41820"
"In post","2021","Knowledge and Information Management","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","AO","40","35","23010","23830"
"In post","2021","Knowledge and Information Management","Wales","EO","45","40","27570","28850"
"In post","2021","Knowledge and Information Management","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","G7","10","10","55570","54990"
"In post","2021","Knowledge and Information Management","Wales","HEO","45","45","34810","37410"
"In post","2021","Knowledge and Information Management","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","SEO","25","25","44290","47000"
"In post","2021","Knowledge and Information Management","West Midlands (England)","AO","20","20","20040","20020"
"In post","2021","Knowledge and Information Management","West Midlands (England)","EO","35","35","24180","24250"
"In post","2021","Knowledge and Information Management","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","West Midlands (England)","G7","15","15","51910","50930"
"In post","2021","Knowledge and Information Management","West Midlands (England)","HEO","20","20","31030","30960"
"In post","2021","Knowledge and Information Management","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","West Midlands (England)","SEO","25","20","39840","38070"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","AO","15","15","20330","19630"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","EO","20","20","24790","24980"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","G7","20","15","52890","51200"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","HEO","20","20","31430","31460"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","SEO","20","20","38370","37450"
"In post","2021","Legal","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","EO","95","90","26050","25560"
"In post","2021","Legal","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","G7","215","195","54240","55610"
"In post","2021","Legal","East Midlands (England)","HEO","110","105","32610","31810"
"In post","2021","Legal","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","SEO","75","65","40630","40650"
"In post","2021","Legal","East of England","AO","115","105","20790","20140"
"In post","2021","Legal","East of England","EO","135","130","26490","25560"
"In post","2021","Legal","East of England","G6","15","15","71010","72330"
"In post","2021","Legal","East of England","G7","200","180","57490","58130"
"In post","2021","Legal","East of England","HEO","135","125","33510","32100"
"In post","2021","Legal","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East of England","SEO","75","65","40520","39450"
"In post","2021","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Legal","London","AO","45","40","25230","25630"
"In post","2021","Legal","London","EO","575","560","30300","29570"
"In post","2021","Legal","London","G6","1060","975","69680","67950"
"In post","2021","Legal","London","G7","1895","1770","56570","54490"
"In post","2021","Legal","London","HEO","570","555","37590","36160"
"In post","2021","Legal","London","SCS level","290","280","88850","82520"
"In post","2021","Legal","London","SEO","325","310","43220","42480"
"In post","2021","Legal","London","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North East (England)","EO","105","100","26010","25560"
"In post","2021","Legal","North East (England)","G6","10","10","69100","68070"
"In post","2021","Legal","North East (England)","G7","150","140","54240","55610"
"In post","2021","Legal","North East (England)","HEO","85","85","31650","31810"
"In post","2021","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North East (England)","SEO","70","60","40920","40650"
"In post","2021","Legal","North West (England)","AO","45","40","20710","20140"
"In post","2021","Legal","North West (England)","EO","225","215","25980","25560"
"In post","2021","Legal","North West (England)","G6","65","60","69230","67820"
"In post","2021","Legal","North West (England)","G7","435","405","54690","55590"
"In post","2021","Legal","North West (England)","HEO","245","235","32910","31810"
"In post","2021","Legal","North West (England)","SCS level","10","10","87180","83110"
"In post","2021","Legal","North West (England)","SEO","190","175","40200","39450"
"In post","2021","Legal","Northern Ireland","AO","15","10","20600","20140"
"In post","2021","Legal","Northern Ireland","EO","85","85","26070","25560"
"In post","2021","Legal","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2021","Legal","Northern Ireland","HEO","45","45","32000","31810"
"In post","2021","Legal","Northern Ireland","SEO","10","10","39790","38670"
"In post","2021","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scotland","AO","15","15","21290","20610"
"In post","2021","Legal","Scotland","EO","110","105","26610","25560"
"In post","2021","Legal","Scotland","G6","40","35","73340","73280"
"In post","2021","Legal","Scotland","G7","170","160","64070","68470"
"In post","2021","Legal","Scotland","HEO","70","65","32470","31810"
"In post","2021","Legal","Scotland","SCS level","25","25","89350","83230"
"In post","2021","Legal","Scotland","SEO","465","435","47050","46080"
"In post","2021","Legal","South East (England)","AO","10","10","22560","22390"
"In post","2021","Legal","South East (England)","EO","160","150","26870","25560"
"In post","2021","Legal","South East (England)","G6","25","25","73470","74660"
"In post","2021","Legal","South East (England)","G7","335","295","57770","57760"
"In post","2021","Legal","South East (England)","HEO","135","130","34350","32100"
"In post","2021","Legal","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Legal","South East (England)","SEO","120","105","41770","41870"
"In post","2021","Legal","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","South West (England)","EO","110","105","26180","25560"
"In post","2021","Legal","South West (England)","G6","20","20","68160","67390"
"In post","2021","Legal","South West (England)","G7","200","180","55460","55610"
"In post","2021","Legal","South West (England)","HEO","100","95","33000","32430"
"In post","2021","Legal","South West (England)","SCS level","10","10","80740","76960"
"In post","2021","Legal","South West (England)","SEO","85","75","40290","40580"
"In post","2021","Legal","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","AO","25","20","20950","20140"
"In post","2021","Legal","Wales","EO","95","85","25990","25560"
"In post","2021","Legal","Wales","G6","30","30","70880","70020"
"In post","2021","Legal","Wales","G7","300","275","56060","56620"
"In post","2021","Legal","Wales","HEO","105","100","32530","31810"
"In post","2021","Legal","Wales","SCS level","10","10","82050","80110"
"In post","2021","Legal","Wales","SEO","90","85","39940","40650"
"In post","2021","Legal","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Midlands (England)","AO","15","15","20770","20770"
"In post","2021","Legal","West Midlands (England)","EO","105","100","25810","25560"
"In post","2021","Legal","West Midlands (England)","G6","25","25","73180","68740"
"In post","2021","Legal","West Midlands (England)","G7","270","250","54940","55610"
"In post","2021","Legal","West Midlands (England)","HEO","110","105","33170","31810"
"In post","2021","Legal","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","West Midlands (England)","SEO","110","100","41140","42520"
"In post","2021","Legal","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Yorkshire and The Humber","EO","145","135","25850","25560"
"In post","2021","Legal","Yorkshire and The Humber","G6","40","40","68940","67320"
"In post","2021","Legal","Yorkshire and The Humber","G7","400","360","55750","55610"
"In post","2021","Legal","Yorkshire and The Humber","HEO","165","155","31740","31810"
"In post","2021","Legal","Yorkshire and The Humber","SCS level","15","15","86340","83970"
"In post","2021","Legal","Yorkshire and The Humber","SEO","85","75","40470","40800"
"In post","2021","Medicine","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","East Midlands (England)","AO","30","25","22120","21890"
"In post","2021","Medicine","East Midlands (England)","EO","30","30","29930","30620"
"In post","2021","Medicine","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2021","Medicine","East Midlands (England)","G7","30","25","70240","75420"
"In post","2021","Medicine","East Midlands (England)","HEO","45","40","35690","37890"
"In post","2021","Medicine","East Midlands (England)","SCS level","10","10","107910","105460"
"In post","2021","Medicine","East Midlands (England)","SEO","40","40","42350","41720"
"In post","2021","Medicine","East of England","AO","25","25","22630","22640"
"In post","2021","Medicine","East of England","EO","30","25","33140","30620"
"In post","2021","Medicine","East of England","G6","10","5","[c]","[c]"
"In post","2021","Medicine","East of England","G7","25","20","79100","80700"
"In post","2021","Medicine","East of England","HEO","30","30","36850","37890"
"In post","2021","Medicine","East of England","SCS level","30","30","115890","112620"
"In post","2021","Medicine","East of England","SEO","15","10","42440","44500"
"In post","2021","Medicine","London","AO","10","10","25020","24420"
"In post","2021","Medicine","London","EO","15","15","30100","27550"
"In post","2021","Medicine","London","G6","60","55","68540","67750"
"In post","2021","Medicine","London","G7","50","50","59750","53860"
"In post","2021","Medicine","London","HEO","20","20","39090","38770"
"In post","2021","Medicine","London","SCS level","205","175","103560","95140"
"In post","2021","Medicine","London","SEO","25","20","42610","41040"
"In post","2021","Medicine","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North East (England)","SCS level","10","10","112190","115850"
"In post","2021","Medicine","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North West (England)","G6","20","15","74460","74070"
"In post","2021","Medicine","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North West (England)","HEO","15","15","35870","37860"
"In post","2021","Medicine","North West (England)","SCS level","25","25","108080","103400"
"In post","2021","Medicine","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","AO","5","5","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","HEO","15","10","37950","38640"
"In post","2021","Medicine","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Medicine","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Medicine","Overseas","G7","20","20","70700","73760"
"In post","2021","Medicine","Overseas","HEO","10","10","36430","37890"
"In post","2021","Medicine","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Medicine","Scotland","AO","10","10","22840","22640"
"In post","2021","Medicine","Scotland","EO","20","20","31870","30620"
"In post","2021","Medicine","Scotland","G6","5","5","[c]","[c]"
"In post","2021","Medicine","Scotland","G7","30","25","70460","74110"
"In post","2021","Medicine","Scotland","HEO","25","25","36370","37890"
"In post","2021","Medicine","Scotland","SEO","5","5","[c]","[c]"
"In post","2021","Medicine","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","South East (England)","AO","65","60","22730","22640"
"In post","2021","Medicine","South East (England)","EO","50","45","30600","30620"
"In post","2021","Medicine","South East (England)","G6","10","10","94850","92370"
"In post","2021","Medicine","South East (England)","G7","95","80","77080","80700"
"In post","2021","Medicine","South East (England)","HEO","110","100","36950","37890"
"In post","2021","Medicine","South East (England)","SCS level","30","25","107940","102940"
"In post","2021","Medicine","South East (England)","SEO","35","35","43230","44500"
"In post","2021","Medicine","South West (England)","AA","50","45","18800","18760"
"In post","2021","Medicine","South West (England)","AO","65","60","22230","22640"
"In post","2021","Medicine","South West (England)","EO","60","55","30190","30620"
"In post","2021","Medicine","South West (England)","G6","5","5","[c]","[c]"
"In post","2021","Medicine","South West (England)","G7","100","80","77310","79040"
"In post","2021","Medicine","South West (England)","HEO","90","80","35860","37890"
"In post","2021","Medicine","South West (England)","SCS level","30","25","106980","103660"
"In post","2021","Medicine","South West (England)","SEO","35","30","42040","41720"
"In post","2021","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Wales","AO","25","25","22990","23830"
"In post","2021","Medicine","Wales","EO","45","40","29120","28850"
"In post","2021","Medicine","Wales","G6","55","50","85930","86520"
"In post","2021","Medicine","Wales","G7","45","40","60260","60830"
"In post","2021","Medicine","Wales","HEO","55","50","35890","37410"
"In post","2021","Medicine","Wales","SCS level","10","10","96950","88870"
"In post","2021","Medicine","Wales","SEO","40","35","45320","47000"
"In post","2021","Medicine","West Midlands (England)","AO","20","20","22390","22640"
"In post","2021","Medicine","West Midlands (England)","EO","20","20","29310","30620"
"In post","2021","Medicine","West Midlands (England)","G6","5","5","[c]","[c]"
"In post","2021","Medicine","West Midlands (England)","G7","35","30","72200","78870"
"In post","2021","Medicine","West Midlands (England)","HEO","30","30","36990","37890"
"In post","2021","Medicine","West Midlands (England)","SCS level","35","30","114840","110680"
"In post","2021","Medicine","West Midlands (England)","SEO","25","20","42560","44500"
"In post","2021","Medicine","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Yorkshire and The Humber","AO","30","25","22760","22640"
"In post","2021","Medicine","Yorkshire and The Humber","EO","40","35","30830","30620"
"In post","2021","Medicine","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Yorkshire and The Humber","G7","35","30","74550","79040"
"In post","2021","Medicine","Yorkshire and The Humber","HEO","30","30","36560","37890"
"In post","2021","Medicine","Yorkshire and The Humber","SCS level","25","20","108300","102150"
"In post","2021","Medicine","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2021","Operational Delivery","East Midlands (England)","AA","740","680","19770","20600"
"In post","2021","Operational Delivery","East Midlands (England)","AO","4365","3995","23260","22350"
"In post","2021","Operational Delivery","East Midlands (England)","EO","2195","2040","26830","26750"
"In post","2021","Operational Delivery","East Midlands (England)","G6","50","50","72400","70440"
"In post","2021","Operational Delivery","East Midlands (England)","G7","165","160","54430","52580"
"In post","2021","Operational Delivery","East Midlands (England)","HEO","1105","1035","32910","31920"
"In post","2021","Operational Delivery","East Midlands (England)","SCS level","20","20","85330","77820"
"In post","2021","Operational Delivery","East Midlands (England)","SEO","490","475","42640","39750"
"In post","2021","Operational Delivery","East Midlands (England)","Unknown","965","880","29430","28620"
"In post","2021","Operational Delivery","East of England","AA","895","815","20090","20600"
"In post","2021","Operational Delivery","East of England","AO","4150","3845","25180","23470"
"In post","2021","Operational Delivery","East of England","EO","2440","2250","27810","26910"
"In post","2021","Operational Delivery","East of England","G6","50","50","72780","67000"
"In post","2021","Operational Delivery","East of England","G7","200","190","55350","53430"
"In post","2021","Operational Delivery","East of England","HEO","985","935","33540","32650"
"In post","2021","Operational Delivery","East of England","SCS level","20","20","102040","103000"
"In post","2021","Operational Delivery","East of England","SEO","445","425","44260","41650"
"In post","2021","Operational Delivery","East of England","Unknown","1015","930","28590","28200"
"In post","2021","Operational Delivery","London","AA","1315","1200","22330","22210"
"In post","2021","Operational Delivery","London","AO","7050","6580","26600","25630"
"In post","2021","Operational Delivery","London","EO","7080","6620","29940","29080"
"In post","2021","Operational Delivery","London","G6","585","570","70930","68940"
"In post","2021","Operational Delivery","London","G7","1700","1650","57160","56780"
"In post","2021","Operational Delivery","London","HEO","3790","3655","35870","35200"
"In post","2021","Operational Delivery","London","SCS level","330","320","95850","89520"
"In post","2021","Operational Delivery","London","SEO","2510","2430","43440","42050"
"In post","2021","Operational Delivery","London","Unknown","1545","1490","33360","32090"
"In post","2021","Operational Delivery","North East (England)","AA","1040","850","19920","20070"
"In post","2021","Operational Delivery","North East (England)","AO","6990","5920","22310","21440"
"In post","2021","Operational Delivery","North East (England)","EO","2875","2625","26570","25560"
"In post","2021","Operational Delivery","North East (England)","G6","55","55","67660","64670"
"In post","2021","Operational Delivery","North East (England)","G7","215","210","51860","52580"
"In post","2021","Operational Delivery","North East (England)","HEO","1265","1195","32180","31810"
"In post","2021","Operational Delivery","North East (England)","SCS level","10","10","87260","87000"
"In post","2021","Operational Delivery","North East (England)","SEO","550","525","41090","38630"
"In post","2021","Operational Delivery","North East (England)","Unknown","700","650","29190","28200"
"In post","2021","Operational Delivery","North West (England)","AA","1475","1310","19460","20070"
"In post","2021","Operational Delivery","North West (England)","AO","10390","9285","22510","21430"
"In post","2021","Operational Delivery","North West (England)","EO","7245","6730","26700","25560"
"In post","2021","Operational Delivery","North West (England)","G6","175","175","67750","64670"
"In post","2021","Operational Delivery","North West (England)","G7","570","555","53730","52580"
"In post","2021","Operational Delivery","North West (England)","HEO","2955","2800","32810","31810"
"In post","2021","Operational Delivery","North West (England)","SCS level","55","55","88800","81000"
"In post","2021","Operational Delivery","North West (England)","SEO","1410","1360","41570","38630"
"In post","2021","Operational Delivery","North West (England)","Unknown","1855","1720","29480","30210"
"In post","2021","Operational Delivery","Northern Ireland","AA","20","15","19320","20070"
"In post","2021","Operational Delivery","Northern Ireland","AO","735","645","20910","21420"
"In post","2021","Operational Delivery","Northern Ireland","EO","595","550","26520","25560"
"In post","2021","Operational Delivery","Northern Ireland","G6","10","10","[c]","[c]"
"In post","2021","Operational Delivery","Northern Ireland","G7","25","25","53970","52580"
"In post","2021","Operational Delivery","Northern Ireland","HEO","225","220","33370","31810"
"In post","2021","Operational Delivery","Northern Ireland","SCS level","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Northern Ireland","SEO","80","75","40200","38630"
"In post","2021","Operational Delivery","Overseas","AO","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","EO","105","105","28140","27370"
"In post","2021","Operational Delivery","Overseas","G6","10","10","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G7","25","25","69320","70470"
"In post","2021","Operational Delivery","Overseas","HEO","40","40","48120","40390"
"In post","2021","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SEO","100","100","63310","62570"
"In post","2021","Operational Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Scotland","AA","420","360","19940","20070"
"In post","2021","Operational Delivery","Scotland","AO","5915","5300","21790","21440"
"In post","2021","Operational Delivery","Scotland","EO","5030","4685","29080","29040"
"In post","2021","Operational Delivery","Scotland","G6","95","95","70480","67470"
"In post","2021","Operational Delivery","Scotland","G7","235","225","56150","53110"
"In post","2021","Operational Delivery","Scotland","HEO","1880","1770","33850","33930"
"In post","2021","Operational Delivery","Scotland","SCS level","20","20","82300","80290"
"In post","2021","Operational Delivery","Scotland","SEO","690","660","46500","42890"
"In post","2021","Operational Delivery","Scotland","Unknown","15","15","31930","24250"
"In post","2021","Operational Delivery","South East (England)","AA","1640","1385","20580","20600"
"In post","2021","Operational Delivery","South East (England)","AO","6835","6210","25670","24440"
"In post","2021","Operational Delivery","South East (England)","EO","5065","4635","28050","26990"
"In post","2021","Operational Delivery","South East (England)","G6","105","100","71000","66620"
"In post","2021","Operational Delivery","South East (England)","G7","325","315","54360","52340"
"In post","2021","Operational Delivery","South East (England)","HEO","1790","1690","34110","33020"
"In post","2021","Operational Delivery","South East (England)","SCS level","25","25","95980","95900"
"In post","2021","Operational Delivery","South East (England)","SEO","835","800","43670","41190"
"In post","2021","Operational Delivery","South East (England)","Unknown","1330","1210","29240","28200"
"In post","2021","Operational Delivery","South West (England)","AA","660","605","19650","20600"
"In post","2021","Operational Delivery","South West (England)","AO","3685","3395","23460","22350"
"In post","2021","Operational Delivery","South West (England)","EO","2405","2220","27380","26780"
"In post","2021","Operational Delivery","South West (England)","G6","155","150","67600","66430"
"In post","2021","Operational Delivery","South West (England)","G7","335","325","52400","51950"
"In post","2021","Operational Delivery","South West (England)","HEO","1395","1290","33370","33290"
"In post","2021","Operational Delivery","South West (England)","SCS level","35","35","94830","93730"
"In post","2021","Operational Delivery","South West (England)","SEO","720","685","42470","40860"
"In post","2021","Operational Delivery","South West (England)","Unknown","1035","935","30030","28650"
"In post","2021","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AO","15","15","20980","19930"
"In post","2021","Operational Delivery","Unknown","EO","35","30","28950","26930"
"In post","2021","Operational Delivery","Unknown","G7","10","10","57590","60990"
"In post","2021","Operational Delivery","Unknown","HEO","55","55","42310","43630"
"In post","2021","Operational Delivery","Unknown","SEO","25","25","48150","48900"
"In post","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","AA","1590","1275","18420","18060"
"In post","2021","Operational Delivery","Wales","AO","7315","6495","21940","21590"
"In post","2021","Operational Delivery","Wales","EO","3475","3220","26460","26470"
"In post","2021","Operational Delivery","Wales","G6","125","120","69550","71490"
"In post","2021","Operational Delivery","Wales","G7","395","385","55270","54990"
"In post","2021","Operational Delivery","Wales","HEO","1700","1605","32880","31810"
"In post","2021","Operational Delivery","Wales","SCS level","70","70","89160","79230"
"In post","2021","Operational Delivery","Wales","SEO","880","840","41790","40470"
"In post","2021","Operational Delivery","Wales","Unknown","1080","1015","29720","28470"
"In post","2021","Operational Delivery","West Midlands (England)","AA","850","775","19750","20600"
"In post","2021","Operational Delivery","West Midlands (England)","AO","5615","5190","22790","21430"
"In post","2021","Operational Delivery","West Midlands (England)","EO","2975","2805","27000","26330"
"In post","2021","Operational Delivery","West Midlands (England)","G6","110","110","68280","65180"
"In post","2021","Operational Delivery","West Midlands (England)","G7","380","370","52610","51140"
"In post","2021","Operational Delivery","West Midlands (England)","HEO","1530","1460","33050","31810"
"In post","2021","Operational Delivery","West Midlands (England)","SCS level","35","30","94910","90960"
"In post","2021","Operational Delivery","West Midlands (England)","SEO","735","710","41910","39100"
"In post","2021","Operational Delivery","West Midlands (England)","Unknown","1345","1230","29270","28200"
"In post","2021","Operational Delivery","Yorkshire and The Humber","AA","1005","910","20110","20600"
"In post","2021","Operational Delivery","Yorkshire and The Humber","AO","6225","5625","23570","21590"
"In post","2021","Operational Delivery","Yorkshire and The Humber","EO","3575","3320","27070","25860"
"In post","2021","Operational Delivery","Yorkshire and The Humber","G6","95","95","68600","63560"
"In post","2021","Operational Delivery","Yorkshire and The Humber","G7","340","335","53740","52280"
"In post","2021","Operational Delivery","Yorkshire and The Humber","HEO","1670","1570","32890","31810"
"In post","2021","Operational Delivery","Yorkshire and The Humber","SCS level","30","30","81670","78230"
"In post","2021","Operational Delivery","Yorkshire and The Humber","SEO","815","785","41930","38640"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Unknown","1315","1195","29670","30210"
"In post","2021","Operational Research","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","SEO","15","15","46110","46580"
"In post","2021","Operational Research","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AO","10","10","[c]","[c]"
"In post","2021","Operational Research","London","EO","25","25","30420","29570"
"In post","2021","Operational Research","London","G6","30","30","72010","71290"
"In post","2021","Operational Research","London","G7","110","105","60750","59160"
"In post","2021","Operational Research","London","HEO","115","115","35630","36160"
"In post","2021","Operational Research","London","SCS level","20","20","80180","78890"
"In post","2021","Operational Research","London","SEO","85","80","45530","44870"
"In post","2021","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","G6","5","5","[c]","[c]"
"In post","2021","Operational Research","North West (England)","G7","30","30","49320","52580"
"In post","2021","Operational Research","North West (England)","HEO","20","15","32160","31810"
"In post","2021","Operational Research","North West (England)","SEO","30","30","38080","38630"
"In post","2021","Operational Research","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","AO","5","5","[c]","[c]"
"In post","2021","Operational Research","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Operational Research","South East (England)","G6","15","10","64420","66500"
"In post","2021","Operational Research","South East (England)","G7","225","210","49230","46130"
"In post","2021","Operational Research","South East (England)","HEO","105","105","29620","28650"
"In post","2021","Operational Research","South East (England)","SEO","110","105","38110","37320"
"In post","2021","Operational Research","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","EO","10","10","[c]","[c]"
