"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Public Health England","Department of Health and Social Care","Property","20","15","42090","33530"
"In post","2021","Public Health England","Department of Health and Social Care","Science and Engineering","2300","2120","40590","37960"
"In post","2021","Public Health England","Department of Health and Social Care","Statistics","15","10","54340","53120"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Operational Delivery","25","25","40960","34720"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","Commercial","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","Communications","20","20","37200","36780"
"In post","2021","Registers of Scotland","Scottish Government","Digital, Data and Technology","65","65","42130","36780"
"In post","2021","Registers of Scotland","Scottish Government","Finance","25","25","32910","30080"
"In post","2021","Registers of Scotland","Scottish Government","Human Resources","45","40","37250","36780"
"In post","2021","Registers of Scotland","Scottish Government","Legal","10","10","47760","46440"
"In post","2021","Registers of Scotland","Scottish Government","Operational Delivery","915","875","31040","30080"
"In post","2021","Registers of Scotland","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","Policy","10","10","52290","46440"
"In post","2021","Registers of Scotland","Scottish Government","Project Delivery","15","15","40010","42890"
"In post","2021","Registers of Scotland","Scottish Government","Property","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","Security","15","15","41830","36780"
"In post","2021","Registers of Scotland","Scottish Government","Statistics","20","20","37960","36780"
"In post","2021","Revenue Scotland","Scottish Government","Unknown","55","55","43440","38540"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","Other","1835","1835","37620","34460"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","2025","1845","25720","24920"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Policy","5","5","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","145","135","37900","36520"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Communications","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Operational Delivery","20","20","38370","31480"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Policy","15","10","48050","40970"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","75","75","49720","48930"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Commercial","10","10","35460","32890"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Communications","5","5","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Digital, Data and Technology","65","65","34360","29350"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Finance","20","20","38210","42920"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Human Resources","35","30","34950","32890"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Legal","35","30","45370","45190"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","1595","1440","26670","22820"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Policy","15","15","36940","35230"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Property","15","15","39890","37880"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","Unknown","20","20","47760","46600"
"In post","2021","Scottish Forestry","Scottish Government","Unknown","190","180","35290","35330"
"In post","2021","Scottish Government (excl. agencies)","Scottish Government","Unknown","7815","7490","43090","38540"
"In post","2021","Scottish Housing Regulator","Scottish Government","Unknown","50","45","54160","52480"
"In post","2021","Scottish Prison Service","Scottish Government","Commercial","85","80","30640","25870"
"In post","2021","Scottish Prison Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Scottish Government","Digital, Data and Technology","30","30","41810","39500"
"In post","2021","Scottish Prison Service","Scottish Government","Finance","70","65","31400","25870"
"In post","2021","Scottish Prison Service","Scottish Government","Human Resources","100","95","34280","33650"
"In post","2021","Scottish Prison Service","Scottish Government","Internal Audit","10","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Scottish Government","Legal","10","10","32420","32290"
"In post","2021","Scottish Prison Service","Scottish Government","Operational Delivery","3430","3230","31380","33650"
"In post","2021","Scottish Prison Service","Scottish Government","Other","665","610","31640","28870"
"In post","2021","Scottish Prison Service","Scottish Government","Project Delivery","15","10","52110","51660"
"In post","2021","Scottish Prison Service","Scottish Government","Psychology","70","65","38790","33650"
"In post","2021","Scottish Public Pensions Agency","Scottish Government","Unknown","285","260","29650","26160"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Communications","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Corporate Finance","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Counter Fraud","280","275","45240","40080"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","50","50","41680","39270"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Finance","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Human Resources","10","10","38980","35790"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Legal","65","65","57610","53810"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Other","30","25","38400","30150"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Policy","15","15","52250","53350"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Scottish Government","Unknown","1135","1100","31620","26650"
"In post","2021","Standards and Testing Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Department for Education","Operational Delivery","95","90","43790","42220"
"In post","2021","Standards and Testing Agency","Department for Education","Policy","30","30","41910","35120"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Unknown","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Commercial","145","140","40040","38240"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","15","15","36030","32580"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Finance","125","120","41000","39980"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Human Resources","30","30","41210","39790"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Knowledge and Information Management","40","35","37600","37670"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","155","150","33320","27610"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Policy","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Project Delivery","515","505","42990","40570"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","705","695","41060","40180"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Security","20","20","37550","33520"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","20","20","117540","95900"
"In post","2021","Teaching Regulation Agency","Department for Education","Operational Delivery","70","70","30610","27680"
"In post","2021","Teaching Regulation Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Commercial","40","40","32110","24510"
"In post","2021","The National Archives","The National Archives","Communications","20","15","34170","29470"
"In post","2021","The National Archives","The National Archives","Digital, Data and Technology","105","100","40050","39000"
"In post","2021","The National Archives","The National Archives","Finance","15","15","44020","41930"
"In post","2021","The National Archives","The National Archives","Human Resources","20","15","34890","29120"
"In post","2021","The National Archives","The National Archives","Knowledge and Information Management","80","80","34940","31310"
"In post","2021","The National Archives","The National Archives","Operational Delivery","170","160","29320","28040"
"In post","2021","The National Archives","The National Archives","Other","85","80","43040","35000"
"In post","2021","The National Archives","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Property","10","10","39600","36720"
"In post","2021","Transport Scotland","Scottish Government","Unknown","495","480","44230","42190"
"In post","2021","UK Export Finance","UK Export Finance","Communications","15","15","47780","41620"
"In post","2021","UK Export Finance","UK Export Finance","Digital, Data and Technology","35","35","52730","50270"
"In post","2021","UK Export Finance","UK Export Finance","Economics","5","5","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Finance","20","20","60040","50980"
"In post","2021","UK Export Finance","UK Export Finance","Human Resources","30","25","45620","41000"
"In post","2021","UK Export Finance","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Legal","20","20","70930","76270"
"In post","2021","UK Export Finance","UK Export Finance","Operational Delivery","240","240","53470","47150"
"In post","2021","UK Export Finance","UK Export Finance","Project Delivery","15","15","48190","41920"
"In post","2021","UK Export Finance","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Commercial","20","20","45380","42510"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Communications","15","15","39890","42510"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","190","185","38770","35340"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Finance","15","15","38260","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Human Resources","15","15","36320","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Internal Audit","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","10","10","27760","26740"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Operational Delivery","550","520","32610","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Security","10","10","35990","31040"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","10","10","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","25","25","36910","30170"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","190","190","44760","42860"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","15","15","50940","58870"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","20","20","39320","35580"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","45","45","37300","31270"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","15","15","35000","30830"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","35","30","49480","56100"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","640","595","26980","23320"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","105","100","44040","39420"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","35","30","48390","41000"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","370","350","48340","43110"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","15","15","44530","40050"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Finance","20","20","48180","40230"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","25","25","41280","40050"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","145","145","48360","49080"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","50","50","43640","40050"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Legal","15","15","42510","37230"
"In post","2021","UK Supreme Court","UK Supreme Court","Operational Delivery","25","25","37650","30400"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Commercial","35","35","46660","49100"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Communications","85","80","37320","36030"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data and Technology","595","585","40840","36840"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Economics","150","150","37150","32540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","60","55","37140","29840"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","160","150","37410","32430"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Knowledge and Information Management","15","15","31280","30130"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Delivery","3000","2500","26570","23050"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Research","25","25","33240","32540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Policy","55","55","37220","36030"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","230","220","40440","36030"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Property","15","15","37400","36030"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","35","35","39190","36030"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Social Research","550","520","37670","37020"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Statistics","530","515","42070","37020"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Communications","20","20","43590","39760"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Finance","45","45","47620","42900"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Human Resources","90","85","39390","33250"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","1260","1165","27870","21100"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Operational Research","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Policy","10","10","57770","54990"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Project Delivery","75","70","40990","37750"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Property","1985","1835","35990","32100"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Statistics","30","30","46420","41560"
"In post","2021","Vehicle Certification Agency","Department for Transport","Communications","10","10","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Finance","10","10","33640","24600"
"In post","2021","Vehicle Certification Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Operational Delivery","80","70","28530","21590"
"In post","2021","Vehicle Certification Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Science and Engineering","95","95","41910","38860"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Finance","5","5","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Operational Delivery","90","85","36730","32640"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Policy","10","10","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Science and Engineering","25","25","49950","53200"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","15","15","49910","52290"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Veterinarian","15","15","58520","59430"
"In post","2021","Wales Office","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Policy","20","20","48780","43960"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Communications","15","15","52390","49620"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Corporate Finance","10","10","45190","40800"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data and Technology","25","25","48730","47000"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Economics","25","25","69940","68760"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Finance","20","20","69720","64000"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Human Resources","15","10","42810","40530"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Legal","15","15","69870","68770"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Operational Delivery","30","30","41160","32710"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Policy","55","55","62140","60800"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Project Delivery","10","10","48250","45810"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Science and Engineering","15","15","50620","50220"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Communications","160","150","39140","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Digital, Data and Technology","215","210","37690","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Economics","50","45","50240","56620"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Finance","325","310","41910","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Human Resources","200","185","35490","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Internal Audit","20","20","43720","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Knowledge and Information Management","110","105","33200","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Legal","150","140","56450","60830"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Medicine","165","155","45990","43760"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","1625","1520","36870","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Other","615","580","42660","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Planning","30","25","42200","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Policy","1595","1525","43090","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Project Delivery","75","70","42540","41560"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Property","65","65","39700","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Science and Engineering","70","70","50340","47000"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Social Research","140","135","44830","47000"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Statistics","85","75","39620","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Veterinarian","5","5","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Digital, Data and Technology","10","10","47170","42210"
"In post","2021","Welsh Revenue Authority","Welsh Government","Finance","10","10","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Operational Delivery","15","15","30090","25030"
"In post","2021","Welsh Revenue Authority","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Tax","5","5","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Unknown","20","20","50970","47000"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Finance","10","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Operational Delivery","25","20","26500","25400"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Policy","15","15","52020","56590"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Project Delivery","20","20","30780","29670"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Property","5","5","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","Unknown","10","[c]","27570","22230"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","45","[c]","27860","24250"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","80","[c]","25740","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","40","[c]","26620","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","15","[c]","47890","51760"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","370","[c]","47820","36000"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
