"Status","Year","Age","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","10","10","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Female","55","[c]","29720","28500"
"Leaver CS","2021","20-29","Communications","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Male","75","[c]","31080","29960"
"Leaver CS","2021","20-29","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Male","55","[c]","25310","24300"
"Leaver CS","2021","20-29","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Female","1175","[c]","22460","21300"
"Leaver CS","2021","20-29","Operational Delivery","Male","910","[c]","23610","21590"
"Leaver CS","2021","20-29","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Female","95","[c]","24620","21980"
"Leaver CS","2021","20-29","Other","Male","115","[c]","27420","27350"
"Leaver CS","2021","20-29","Policy","Female","130","[c]","29610","28500"
"Leaver CS","2021","20-29","Policy","Male","110","[c]","31250","29500"
"Leaver CS","2021","20-29","Project Delivery","Female","55","[c]","25050","23510"
"Leaver CS","2021","20-29","Project Delivery","Male","40","[c]","28430","27430"
"Leaver CS","2021","20-29","Property","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Male","60","[c]","25480","24500"
"Leaver CS","2021","20-29","Psychology","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Female","110","[c]","23690","23450"
"Leaver CS","2021","20-29","Science and Engineering","Male","145","[c]","23540","21640"
"Leaver CS","2021","20-29","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Male","45","[c]","26940","26000"
"Leaver CS","2021","20-29","Social Research","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","885","[c]","25560","24180"
"Leaver CS","2021","20-29","Unknown","Male","830","[c]","25880","24180"
"Leaver CS","2021","20-29","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Female","35","[c]","44430","40580"
"Leaver CS","2021","30-39","Digital, Data and Technology","Male","70","[c]","44390","41970"
"Leaver CS","2021","30-39","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Female","40","[c]","33630","28000"
"Leaver CS","2021","30-39","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Female","50","[c]","47450","50640"
"Leaver CS","2021","30-39","Legal","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Female","45","[c]","37500","33180"
"Leaver CS","2021","30-39","Medicine","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Female","675","[c]","26590","22700"
"Leaver CS","2021","30-39","Operational Delivery","Male","720","[c]","29580","24890"
"Leaver CS","2021","30-39","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Female","75","[c]","29590","27600"
"Leaver CS","2021","30-39","Other","Male","110","[c]","30220","28850"
"Leaver CS","2021","30-39","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Female","100","[c]","44150","40510"
"Leaver CS","2021","30-39","Policy","Male","105","[c]","46040","41470"
"Leaver CS","2021","30-39","Project Delivery","Female","35","[c]","43070","38650"
"Leaver CS","2021","30-39","Project Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Female","85","[c]","32930","32900"
"Leaver CS","2021","30-39","Science and Engineering","Male","60","[c]","33560","33190"
"Leaver CS","2021","30-39","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Male","45","[c]","32350","28750"
"Leaver CS","2021","30-39","Social Research","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Female","790","[c]","29000","27570"
"Leaver CS","2021","30-39","Unknown","Male","595","[c]","32540","27570"
"Leaver CS","2021","30-39","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Male","60","[c]","47440","43640"
"Leaver CS","2021","40-49","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Female","40","[c]","43580","43290"
"Leaver CS","2021","40-49","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Female","35","[c]","50580","46530"
"Leaver CS","2021","40-49","Legal","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Female","50","[c]","42490","30620"
"Leaver CS","2021","40-49","Medicine","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Female","515","[c]","29190","23890"
"Leaver CS","2021","40-49","Operational Delivery","Male","475","[c]","31090","25870"
"Leaver CS","2021","40-49","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Female","95","[c]","33720","26930"
"Leaver CS","2021","40-49","Other","Male","90","[c]","34320","29960"
"Leaver CS","2021","40-49","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Female","75","[c]","56210","54230"
"Leaver CS","2021","40-49","Policy","Male","60","[c]","59410","56500"
"Leaver CS","2021","40-49","Project Delivery","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Psychology","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","Female","55","[c]","34930","34530"
"Leaver CS","2021","40-49","Science and Engineering","Male","45","[c]","39020","37790"
"Leaver CS","2021","40-49","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Female","875","[c]","30570","27570"
"Leaver CS","2021","40-49","Unknown","Male","555","[c]","32470","27570"
"Leaver CS","2021","40-49","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Male","40","[c]","49310","47680"
"Leaver CS","2021","50-59","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Female","35","[c]","42450","33460"
"Leaver CS","2021","50-59","Finance","Male","35","[c]","51640","49910"
"Leaver CS","2021","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Female","45","[c]","43550","37530"
"Leaver CS","2021","50-59","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Female","65","[c]","55340","55610"
"Leaver CS","2021","50-59","Legal","Male","35","[c]","62510","61860"
"Leaver CS","2021","50-59","Medicine","Female","35","[c]","54740","45100"
"Leaver CS","2021","50-59","Medicine","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Female","745","[c]","28630","23520"
"Leaver CS","2021","50-59","Operational Delivery","Male","810","[c]","33760","27370"
"Leaver CS","2021","50-59","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Female","115","[c]","28580","21580"
"Leaver CS","2021","50-59","Other","Male","210","[c]","34540","30190"
"Leaver CS","2021","50-59","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","Female","55","[c]","49430","47960"
"Leaver CS","2021","50-59","Policy","Male","55","[c]","58570","56970"
"Leaver CS","2021","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Female","35","[c]","41760","34380"
"Leaver CS","2021","50-59","Project Delivery","Male","60","[c]","53890","43210"
"Leaver CS","2021","50-59","Property","Female","40","[c]","30210","26500"
"Leaver CS","2021","50-59","Property","Male","60","[c]","38040","36460"
"Leaver CS","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Psychology","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Female","30","[c]","42500","41360"
"Leaver CS","2021","50-59","Science and Engineering","Male","90","[c]","41280","38280"
"Leaver CS","2021","50-59","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Male","90","[c]","33430","38120"
"Leaver CS","2021","50-59","Social Research","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Female","2135","[c]","29850","27570"
"Leaver CS","2021","50-59","Unknown","Male","1295","[c]","36150","27570"
"Leaver CS","2021","50-59","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Male","45","[c]","46150","40360"
"Leaver CS","2021","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Male","30","[c]","51860","53120"
"Leaver CS","2021","60-64","Human Resources","Female","35","[c]","40950","38240"
"Leaver CS","2021","60-64","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Female","50","[c]","60720","57320"
"Leaver CS","2021","60-64","Legal","Male","40","[c]","57110","55610"
"Leaver CS","2021","60-64","Medicine","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Female","525","[c]","28600","23190"
"Leaver CS","2021","60-64","Operational Delivery","Male","565","[c]","33600","29080"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Female","100","[c]","26300","21880"
"Leaver CS","2021","60-64","Other","Male","200","[c]","34170","30890"
"Leaver CS","2021","60-64","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Female","35","[c]","52110","47960"
"Leaver CS","2021","60-64","Policy","Male","50","[c]","52090","45500"
"Leaver CS","2021","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Male","50","[c]","53940","48550"
"Leaver CS","2021","60-64","Property","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Male","70","[c]","37280","33300"
"Leaver CS","2021","60-64","Science and Engineering","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Male","70","[c]","38570","37900"
"Leaver CS","2021","60-64","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Male","75","[c]","31870","38120"
"Leaver CS","2021","60-64","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Female","1420","[c]","28900","27140"
"Leaver CS","2021","60-64","Unknown","Male","970","[c]","34810","27570"
"Leaver CS","2021","60-64","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinarian","Male","[c]","[c]","[c]","[c]"
